SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.111186888565768,0.0964888963130733,0.249965952587323
9,1,27272,0.0183014730240516,0.0952134546917696,0.847684168719187
16,1,27843,-0.0711149459960455,0.092888449178661,0.444428816316002
17,1,27848,-0.0711149459960455,0.092888449178661,0.444428816316002
18,1,28495,-0.0220926522971207,0.0929596037201052,0.812283748988952
19,1,28975,-0.0381291652920792,0.0923233068370311,0.679860218738533
26,1,31435,-0.0149530631623838,0.0920975028326864,0.871114303477061
29,1,36146,-0.0240342872288864,0.0916171001581536,0.793216916994551
31,1,37409,0.0106956666422967,0.0921196804069914,0.907634392642072
32,1,37478,0.0054146617237823,0.0922001802333011,0.953202596228401
33,1,39144,-0.00568797697369527,0.091779396383787,0.950618259074546
34,1,41499,0.0545325036938174,0.0914792851268336,0.551478044702531
37,1,51248,0.066514195177199,0.091846690541772,0.469430506822868
38,1,51462,0.0723548308632725,0.091958928150681,0.431917019505528
39,1,52124,0.0788615644358195,0.0918190043207438,0.390989214546881
40,1,52667,0.0730644435879226,0.091685151575203,0.426041306406651
42,1,59265,-0.00469915860754355,0.0917209512096874,0.959168668267431
43,1,60165,0.0222743579250003,0.0916443134106949,0.808106079703505
44,1,62308,-0.00575477964302681,0.0915506718372275,0.949914395878892
45,1,62869,0.027374244433725,0.0915280899798069,0.765054811245759
49,1,66841,0.00756294960386575,0.0915819428516847,0.934231331660743
50,1,66948,0.00176223064803227,0.0921448344310892,0.98475253322167
51,1,68621,-0.049408757545923,0.0918576239351429,0.590995996993469
52,1,69417,-0.0843667451041424,0.0915419144712915,0.357356909767827
56,1,74327,-0.0562129924718959,0.0921072968489263,0.542056446304822
57,1,74572,0.0283433604759144,0.0918981476515937,0.757943582408299
58,1,75211,-0.0457836333322945,0.0917106158409468,0.617936459979213
59,1,76030,0.024013118064795,0.0917340810296247,0.793652387364711
60,1,80108,0.0411569288433903,0.09169513009632,0.653818664325592
61,1,81262,-0.00933813327554953,0.0916852700268603,0.918933665277339
62,1,81999,-0.0263741519091412,0.0918998083955427,0.774289808661412
63,1,82431,-0.052465735987749,0.0923033780949784,0.570121145390843
64,1,83284,-0.112566430462448,0.0914776344884399,0.219316169522525
65,1,83613,-0.100620642250214,0.0915069395108719,0.272257627803751
66,1,84112,-0.0716129805751688,0.0915943517187906,0.434827230905773
