SNP,Chr,Pos,Effect,SE,HNM1_MAM33_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.00922106314395332,0.165076397707075,0.955485442952418
9,1,27272,0.0377188323945596,0.162585649340497,0.816677405079695
16,1,27843,-0.00921631117308709,0.158750157813458,0.953737312715007
17,1,27848,-0.00921631117308709,0.158750157813458,0.953737312715007
18,1,28495,0.0119470120767394,0.158752212670905,0.940053881547585
19,1,28975,-0.0602990319595944,0.15765964739174,0.702347901408368
26,1,31435,-0.074529731453391,0.157224474148037,0.635768796099254
29,1,36146,-0.0769912848720156,0.156409863533768,0.622855255635649
31,1,37409,0.0928405014969534,0.157231882090319,0.555254299325705
32,1,37478,0.0635590147913215,0.157408393119274,0.686615944962638
33,1,39144,0.0756063151559174,0.156674609607076,0.629700877603785
34,1,41499,0.114639067390678,0.156172406980783,0.463402764975585
37,1,51248,0.0457975070324314,0.156937876564406,0.770596177764385
38,1,51462,0.0428407643443405,0.157153099064905,0.785316047352473
39,1,52124,0.0716714026057773,0.156910442494165,0.648119964402872
40,1,52667,0.00676079534084978,0.156704847873834,0.965611538163609
42,1,59265,0.112028795377036,0.156512667106649,0.474599777923623
43,1,60165,0.112486102907763,0.156393293944451,0.472461878299889
44,1,62308,-0.09132266451562,0.156260146258766,0.559306306703127
45,1,62869,-0.091507315936937,0.156240195470992,0.558462422105804
49,1,66841,-0.0472027548097858,0.156369578663016,0.762931512573449
50,1,66948,-0.0937210118198878,0.15727045407819,0.551608861248149
51,1,68621,-0.328090029938491,0.155948637717999,0.0360999111958837
52,1,69417,-0.200402441373513,0.156143959224308,0.200177532643242
56,1,74327,-0.0737912760664044,0.157319299863953,0.639320460926523
57,1,74572,-0.0727080642833464,0.156901636936522,0.643363963868662
58,1,75211,-0.0217411592028952,0.156658974900669,0.889703001115355
59,1,76030,0.027245376664837,0.156656537001659,0.862029674358508
60,1,80108,-2.42420772969543e-06,0.156626206780992,0.999987659354145
61,1,81262,-0.00902132936442746,0.156566258283729,0.954084014049071
62,1,81999,-0.0195216817008909,0.156945913919085,0.901081428598514
63,1,82431,-0.0481885043771282,0.15767145063539,0.760069523309623
64,1,83284,0.0284276802605549,0.156537495048582,0.855998518505689
65,1,83613,0.03559194028255,0.156516093351459,0.820243468147615
66,1,84112,-0.026027472360561,0.156538677716535,0.868040739191981
68,1,84858,0.105579738992766,0.156886016719473,0.501406058107541
69,1,85751,0.0574957092255981,0.157602173553611,0.715467624610186
70,1,87445,0.0697311327992939,0.157921497518035,0.659081119711276
71,1,87467,0.0202966880825585,0.158788383485658,0.898362429111952
72,1,89070,0.0402415921164582,0.157783691750049,0.798838579519289
73,1,89616,0.0797301946668401,0.15689197322198,0.611640810725279
74,1,89679,0.0276744382837752,0.15696231701407,0.860149449074912
75,1,89880,0.0576595558498188,0.156979005114161,0.713609813221708
76,1,91472,0.102602639238073,0.158080145491277,0.51672516180612
77,1,93789,0.143239655836799,0.156359052102961,0.360242769643364
78,1,94351,0.12283515352457,0.156820582901395,0.433985177774559
79,1,99148,0.147818369929397,0.156346979187989,0.345075490953207
82,1,106800,-0.00989390933820211,0.156755083575838,0.949709067578777
83,1,107970,-0.0185444260101978,0.156288439377359,0.905616073483776
84,1,109000,-0.0116145988589484,0.156565774143951,0.940906384911183
85,1,112549,-0.208608889047918,0.155995120164132,0.181992855859566
86,1,112742,-0.174891416379997,0.156722858562387,0.265212041907283
87,1,113050,-0.126174929916186,0.156590999363184,0.420923077392073
88,1,113135,-0.178202471823481,0.156047743348792,0.254238830793289
89,1,114076,-0.118692073247522,0.156208034625694,0.44786135502976
90,1,114628,-0.114806021326079,0.156612065767508,0.464008423428579
91,1,116283,-0.0449384992628544,0.157584799142834,0.775680938989835
