SNP,Chr,Pos,Effect,SE,SRO9_SGN1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0424675421416267,0.0600992049516788,0.480266305461555
9,1,27272,-0.114210415764002,0.0589257869438922,0.0533949061732749
16,1,27843,0.105816854158385,0.0575620253725009,0.0668567528815085
17,1,27848,0.105816854158385,0.0575620253725009,0.0668567528815085
18,1,28495,0.134407825602292,0.0573937128430308,0.0197435188739561
19,1,28975,0.0817421602696743,0.0572862500004229,0.154490552301767
26,1,31435,0.105512881521913,0.0570231362743915,0.0650982127884351
29,1,36146,0.058634813471004,0.0569180564206317,0.30363931952437
31,1,37409,0.100973645240772,0.0570592222327647,0.0776522607637157
32,1,37478,0.0913986496714457,0.0571543743688697,0.11068100026926
33,1,39144,0.0488318538383603,0.0570400911334527,0.392524838368258
34,1,41499,0.0801368470469301,0.056780920581391,0.159026895820378
37,1,51248,0.029854455208822,0.0571611787043967,0.601799154566959
38,1,51462,0.0318747218362745,0.057235663439907,0.577946498566815
39,1,52124,0.0171582923193581,0.0571759672704681,0.764280395633367
40,1,52667,-0.0173850835247418,0.0570841172977811,0.760886829381822
42,1,59265,0.0773700696615154,0.0569140314467837,0.174881312850149
43,1,60165,0.100972625619389,0.0567658629201081,0.0761402623200812
44,1,62308,0.0748866733252034,0.0568173515120113,0.188350024549761
45,1,62869,0.0842979379370337,0.0567728156675091,0.138481476522984
49,1,66841,0.0618143151797982,0.0568816024899391,0.277902527715529
50,1,66948,0.0665298146269671,0.05721687572057,0.245710073170266
51,1,68621,0.0658783880505435,0.0570634204424917,0.24908574611192
52,1,69417,0.0352671161452248,0.0569887894318776,0.536418898150488
56,1,74327,-0.0435427308954465,0.0572863248477794,0.447708464183097
57,1,74572,-0.0508516263763071,0.0571164537253334,0.373903228675787
58,1,75211,-0.028924003093795,0.0570555449839823,0.612510178139493
59,1,76030,-0.0170051912078482,0.057069133358879,0.765897328702797
60,1,80108,-0.0818474526593216,0.0568962871531313,0.15116756076852
61,1,81262,-0.117145335564702,0.0566994523673716,0.0395505084500402
62,1,81999,-0.118605815254605,0.0568310120249613,0.0376058970352951
63,1,82431,-0.0973042187290221,0.0572173151428665,0.0898973586623032
64,1,83284,-0.106176602047572,0.0567524893955817,0.0621900643491566
65,1,83613,-0.0964594661844211,0.0567953012433007,0.0903190311952829
66,1,84112,-0.0845739140147111,0.056855241545201,0.137767410064773
68,1,84858,-0.0219847051617386,0.0571821531407469,0.700863154531087
69,1,85751,-0.0619981035465259,0.0573343261565969,0.280282493572772
70,1,87445,-0.0772977013737977,0.0574033653297081,0.178982417647138
71,1,87467,-0.0956762467970476,0.0576273297162558,0.0977505009910716
72,1,89070,-0.078147554260364,0.0573391491448423,0.173782627285578
73,1,89616,-0.0533729063714761,0.0571099366942623,0.350651744121029
74,1,89679,-0.067266451646906,0.0570756061501013,0.239371258762139
75,1,89880,-0.0664394979033364,0.0570928678835851,0.245327825452687
76,1,91472,-0.0628151629831859,0.0575298106579779,0.275634216246108
77,1,93789,-0.0436151499638868,0.0569858958994398,0.444564177024036
78,1,94351,-0.044227931813299,0.0571347867721346,0.439390890869494
79,1,99148,-0.0387745911311,0.056995807842336,0.496756649062048
82,1,106800,-0.0599111185148356,0.0570209986897935,0.294121950535724
83,1,107970,-0.0707829617298557,0.0568161249488595,0.213654788749112
84,1,109000,-0.0730121859976559,0.0569087161922071,0.20034422923044
85,1,112549,-0.0263267166987284,0.0569594386096056,0.644221835663355
86,1,112742,-0.0124932722179282,0.0571947873739545,0.827217392615649
87,1,113050,-0.0181035176899774,0.0570942979764809,0.751369582317125
88,1,113135,-0.0375919834925618,0.0569218313070789,0.509418800350694
89,1,114076,-0.00983887842664824,0.0569545777496757,0.862947288205031
90,1,114628,0.0102359616332181,0.0570984772290416,0.857829686051322
91,1,116283,-0.0230792840018266,0.0574055253952476,0.687898332202565
93,1,127853,-0.00614572238336389,0.0573108260513263,0.914663524820364
94,1,128302,-0.0111782643750672,0.0570885161697151,0.844874809934907
95,1,128704,-0.0144059995102677,0.0571433028487195,0.801108148987854
96,1,128911,-0.0237940090165342,0.0571407394040686,0.677362650981247
97,1,130267,-0.0629842394735874,0.0570292360517006,0.270163143229798
98,1,130271,-0.0567590839285035,0.0571156449609949,0.321021779656969
99,1,130613,-0.0825908863701383,0.0575623655050156,0.152227445822644
100,1,132012,-0.0401376140689958,0.0575678087831648,0.486122019781053
101,1,133231,-0.00836182896382054,0.0571969211303695,0.883851935481392
102,1,137074,-0.0476271724962271,0.0570610247183937,0.404467581345759
103,1,137304,-0.0240690457620158,0.057122794295655,0.673751417422571
104,1,139686,-0.0461408572044844,0.057159512049072,0.420077711269563
105,1,149562,-0.0531915052823812,0.057272834560581,0.353659074316213
106,1,150447,-0.0592875379865376,0.0578928898241841,0.306493970708485
108,1,154084,-0.0551725960574573,0.0580837661483223,0.342823198992299
110,1,157269,-0.0653792071707207,0.0569963016202205,0.25212622969779
111,1,160054,-0.096480466559536,0.0574157673651893,0.0937675042322351
112,1,166222,-0.105722032187353,0.056941231188152,0.0641886238590743
113,1,166416,-0.0942384831775669,0.0568817102625296,0.098459567853379
114,1,167326,-0.0888030875999469,0.05723207722502,0.121646502685096
115,1,168836,-0.0660629136043826,0.0570465113522729,0.247625097356138
116,1,171200,-0.0606581038234489,0.0571492445142034,0.289234611910643
117,1,171431,-0.0695602247794262,0.057478606372977,0.227014460212697
118,1,173339,-0.0850453352558709,0.0569702607159874,0.136382150555346
119,1,173845,-0.0867742375153943,0.0569153450948174,0.12824944679665
120,1,175121,-0.0559081015020018,0.0569114690537635,0.326590568182005
121,1,175281,-0.0536823728046848,0.0569660400218852,0.346654127215426
122,1,175315,-0.0550227115742996,0.0569444383901053,0.334579304778288
123,1,175523,-0.0588495842615463,0.0572571543349658,0.304742071095564
124,1,175541,-0.0545054824835848,0.0570350062363698,0.339903264853786
125,1,175653,-0.0722861207458903,0.0571601120394747,0.206839980896207
128,1,175856,-0.074439516591857,0.0581002940189533,0.200955863514709
129,1,175876,-0.0621207719030322,0.0572473642359151,0.278605060119916
130,1,175989,-0.0515984387469079,0.0574407587285695,0.369643439979809
131,1,176001,-0.0623715149710533,0.0577106194711327,0.280540262428149
133,1,177692,-0.0537559314520614,0.0569478658769121,0.345840871841865
134,1,178191,-0.0578351744090335,0.0569932410126543,0.310909300938487
135,1,178224,-0.0537559314520614,0.0569478658769121,0.345840871841865
136,1,178960,-0.0714852165788171,0.0573490281040129,0.213409625894821
140,1,183802,-0.0908010151692926,0.0568217208037932,0.110938046409542
141,1,183954,-0.10230518184328,0.0571833802719936,0.0744604899922664
142,1,184450,-0.103073147610883,0.0566742030228192,0.0698050523749991
144,1,184718,-0.0835344239460881,0.0570897521697067,0.144299132740857
145,1,185296,-0.0718498921166929,0.0568913101017762,0.207446965877284
146,1,185438,-0.0730279237575078,0.0568897591780956,0.200097910962308
147,1,185469,-0.0726935066150389,0.0569734570844403,0.202823119412789
148,1,185503,-0.0753524257730331,0.0568156070597163,0.185610114040217
149,1,185705,-0.0843191733788421,0.0574184387530238,0.14285804884753
150,1,185749,-0.0806495026586759,0.0574333706862311,0.161130407601504
151,1,185806,-0.0724990181911147,0.0575412228010726,0.208520004900985
152,1,185879,-0.0946599471295262,0.0577296982827658,0.101956346196846
153,1,185916,-0.0844730214725393,0.0577480181345091,0.14441556855875
154,1,185941,-0.0819383778875354,0.0580113979358421,0.158697592084462
155,1,185954,-0.0764981143688114,0.0582027525175909,0.189585706168213
156,1,186055,-0.0839889670103453,0.0570055377109857,0.141548480375029
157,1,186896,-0.0870315193886384,0.0579331045574201,0.133919822224083
161,1,190132,0.0588512450496446,0.0571673284906771,0.303970323276885
162,1,190148,0.060443761677757,0.0571799157240807,0.291197812653663
163,1,190165,0.0764446956111287,0.057566817135058,0.185059281084398
164,1,190169,0.0652230459848103,0.0575338228233502,0.257711959726181
165,1,190933,-0.00713832610125625,0.0571697832105276,0.90070397880923
166,1,192149,-0.00404064843434765,0.0576380572037738,0.944150716772185
168,1,192303,-0.0414425459961105,0.0686782904479431,0.54661015102171
171,1,192795,-0.0530618441386026,0.0569928833786394,0.35247650644388
173,1,194187,-0.0931950336376859,0.0568942713266285,0.102304576518413
174,1,194867,-0.068691390169025,0.0569617990034923,0.228655873750132
190,2,8314,-0.0289618401525935,0.0580249764611675,0.618000734300335
