SNP,Chr,Pos,Effect,SE,TPO1_TCB2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0200258181666242,0.141878776300637,0.887834023443199
9,1,27272,0.00644294866120565,0.139751601752787,0.963254335629269
16,1,27843,0.0496578772914458,0.136419838999729,0.716070156526866
17,1,27848,0.0496578772914458,0.136419838999729,0.716070156526866
18,1,28495,0.0798561458262656,0.136381434862144,0.558561967397261
19,1,28975,0.0491141132476676,0.135510363372864,0.71724159449351
26,1,31435,0.0307153861050915,0.135166590515475,0.820367925618705
29,1,36146,-0.013379082193344,0.134477564346961,0.920806237536883
31,1,37409,0.0561940072314014,0.135173476165195,0.677869182557399
32,1,37478,0.0446013071302058,0.135301966645019,0.741865462946771
33,1,39144,0.0238260992516755,0.13469930842303,0.859701259687331
34,1,41499,0.0150570636573429,0.134329244673389,0.910815175074324
37,1,51248,-0.052238787978423,0.134874757747308,0.698757688815165
38,1,51462,-0.0478176517172912,0.135062365924984,0.723519330084719
39,1,52124,-0.0649486169256367,0.134859115092946,0.630386088020416
40,1,52667,-0.181378271586175,0.134340795838049,0.177837564763526
42,1,59265,-0.0522568566611321,0.134590529850026,0.698053628886981
43,1,60165,-0.0127568834305334,0.134515824484194,0.924499251254334
44,1,62308,0.0325675199006997,0.134358417092225,0.808616539590874
45,1,62869,0.0619478547039597,0.134312257947458,0.644922931821569
49,1,66841,0.134724401335781,0.134224639118468,0.316199518324684
50,1,66948,0.108903828173145,0.135116696230096,0.420786451630327
51,1,68621,-0.121397103595133,0.134719740084874,0.368145003876725
52,1,69417,-0.0627112538446699,0.134476121501033,0.641261608723467
56,1,74327,0.00802491375598047,0.135256431040548,0.952721958461391
57,1,74572,0.0262411684950081,0.134889777373229,0.845866663824434
58,1,75211,0.0169931060714371,0.134648065041621,0.899642402775057
59,1,76030,0.042568005166793,0.134632040052355,0.752052496649621
60,1,80108,-0.112814137787532,0.134485288173499,0.402116363106082
61,1,81262,-0.0895453361987281,0.134483947286203,0.505945647746904
62,1,81999,-0.199766273327907,0.134477332620438,0.138303525802752
63,1,82431,-0.262720048489922,0.134812324183974,0.0521131734139771
64,1,83284,-0.214700927638153,0.134063156824578,0.110162699707684
65,1,83613,-0.197981232850237,0.134121165241737,0.140798537699487
66,1,84112,-0.19441139477355,0.134150828333328,0.148169471568149
68,1,84858,-0.0768152582636195,0.134867086434563,0.569336610907315
69,1,85751,-0.116292744982852,0.135342173971073,0.390785793319708
70,1,87445,-0.121340318144337,0.135616348488833,0.371539897414334
71,1,87467,-0.181891070775928,0.13613701105379,0.18238107009794
72,1,89070,-0.174377157577975,0.135308675459081,0.198333840263298
73,1,89616,-0.105628474410743,0.134779803573464,0.433734969969622
74,1,89679,-0.146366326654182,0.134688986459217,0.277911531253974
75,1,89880,-0.118037928640589,0.134801953386587,0.381821418001811
76,1,91472,-0.126422997647126,0.135783343177033,0.352456711405927
77,1,93789,-0.0974114165702386,0.134449373355195,0.469225770288334
78,1,94351,-0.155327951705821,0.134649853505428,0.249457200650153
79,1,99148,-0.138678766905715,0.134346693109262,0.302663823583733
82,1,106800,-0.132624754227385,0.134545750152607,0.324944514445278
83,1,107970,-0.0507850329510201,0.134304437526759,0.70555856411022
84,1,109000,-0.0479611255724413,0.134544158752668,0.721700642307198
85,1,112549,-0.0388373189100804,0.134400145642328,0.772775617359143
86,1,112742,0.0137510547220142,0.134937741044971,0.918888623035455
87,1,113050,0.0228250831825266,0.134707240685285,0.86554593674943
88,1,113135,0.013456446957376,0.134367689329856,0.920284911091334
89,1,114076,-0.0511282092998295,0.134342039340201,0.703742093610262
90,1,114628,0.00310342049116524,0.134709428284324,0.981633069006953
91,1,116283,0.0939732761392885,0.135366397178096,0.488004493454482
93,1,127853,0.121648524647112,0.135051443765135,0.368331681874561
94,1,128302,0.13979276368557,0.134481542570017,0.299286484631925
95,1,128704,0.0744657148221208,0.134763013505181,0.580909041526423
96,1,128911,0.112227988088956,0.13470383030378,0.405325613255603
97,1,130267,0.12332179425799,0.134612359486455,0.360226576293398
98,1,130271,0.119957525186664,0.134781107880791,0.374062719932384
99,1,130613,0.219266136489533,0.135692245750672,0.107007618377978
100,1,132012,-0.0748315752679392,0.135845723753904,0.582080122107846
101,1,133231,-0.172910598193876,0.134625527044767,0.199850601741645
102,1,137074,-0.164497704952277,0.134463071262749,0.222007064982112
103,1,137304,-0.21120639804263,0.134325087016232,0.116764642535418
104,1,139686,-0.126525476970558,0.134803686760921,0.348582720858428
105,1,149562,-0.140691892975607,0.135072295411278,0.298307986007983
106,1,150447,-0.0763229081299802,0.136719928709929,0.57703252739473
108,1,154084,-0.0935850582809369,0.137112398865091,0.49534354187821
110,1,157269,-0.134280592797773,0.134522996037318,0.318867079090088
111,1,160054,-0.114107635835637,0.135856915610492,0.401527115929537
112,1,166222,-0.0795675454510401,0.134920314448006,0.555744040469319
113,1,166416,-0.0950153913933517,0.134617761504052,0.480768001160594
114,1,167326,-0.140184268684287,0.135272614733075,0.300767239189891
115,1,168836,-0.127518357382045,0.134665278253826,0.344323089161338
116,1,171200,-0.16802926467418,0.134741658103697,0.213206795943572
117,1,171431,-0.183558859516645,0.135529501172332,0.176480494013073
118,1,173339,-0.1956233468392,0.134421840372916,0.146476479523856
119,1,173845,-0.183357410813803,0.134358758351904,0.173221263221233
120,1,175121,-0.210986393582019,0.133975816220715,0.116196184945288
121,1,175281,-0.218033002074303,0.13405855466189,0.104756643876348
122,1,175315,-0.223522009845202,0.133990419017233,0.0961639563111807
123,1,175523,-0.205420924909915,0.134837156775222,0.128535450166551
124,1,175541,-0.221398749386504,0.134211280508781,0.0999084657322196
125,1,175653,-0.243475789902329,0.134531224906799,0.0711757989063983
128,1,175856,-0.227401484198018,0.136850973665125,0.097466244440511
129,1,175876,-0.209034189176392,0.134821424617992,0.121929039954264
130,1,175989,-0.224769479556173,0.135137180488894,0.0971461226647799
131,1,176001,-0.220128827104364,0.135868366443391,0.106090325228255
133,1,177692,-0.199095475863296,0.134099501274874,0.138519773332958
134,1,178191,-0.211451909857803,0.134179941933792,0.115948473452639
135,1,178224,-0.199095475863296,0.134099501274874,0.138519773332958
136,1,178960,-0.227494760192135,0.135050191448786,0.0929650839162647
140,1,183802,-0.213544088032003,0.134053511259099,0.112060469055492
141,1,183954,-0.201786981316515,0.135087659834961,0.136134669761365
142,1,184450,-0.139287119968127,0.13412268812111,0.299745691208156
144,1,184718,-0.164981479578243,0.134804937911189,0.221823780788779
145,1,185296,-0.151024996417886,0.134277155898696,0.261469388732638
146,1,185438,-0.149037124551859,0.134289810088672,0.26783331054157
147,1,185469,-0.165069895866282,0.134431241817572,0.220297684169014
148,1,185503,-0.152279187859521,0.13412493362325,0.256997595479346
149,1,185705,-0.169522086264092,0.13557144864261,0.211972149088567
150,1,185749,-0.146696235311852,0.135646839786006,0.280232082731839
151,1,185806,-0.154930851445872,0.135802661792082,0.254704560684034
152,1,185879,-0.155573255707911,0.13645921992774,0.255029501281673
153,1,185916,-0.094982205029659,0.136554490457134,0.487160400962344
154,1,185941,-0.109998595249678,0.137118362229877,0.422967534833077
155,1,185954,-0.117002230232526,0.137503160457716,0.395398526604733
156,1,186055,-0.134194760515024,0.134707787148024,0.319839451166276
157,1,186896,-0.15960288972259,0.136845191282269,0.244279512367704
161,1,190132,0.0967907895931335,0.134969843027311,0.473768736312245
162,1,190148,0.10282985471666,0.134997960451867,0.446739231719837
163,1,190165,0.0799713002600184,0.136080516021441,0.557125290497141
164,1,190169,0.107087874518488,0.135857781194156,0.431088189545907
165,1,190933,-0.149940783909903,0.134638285454241,0.26618435750213
166,1,192149,0.0395730125589529,0.135960976409701,0.771175186796634
168,1,192303,-0.0389052321565986,0.162092135124587,0.810454653607784
171,1,192795,0.0379266031960922,0.134604129872171,0.778289554745563
173,1,194187,0.042333030693009,0.134711952966607,0.753517939106122
174,1,194867,-0.0728475836344586,0.134601640568537,0.588705095109383
