SNP,Chr,Pos,Effect,SE,FMP45_HNM1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.157323594893457,0.150296291208461,0.295928175550665
9,1,27272,0.144273444389693,0.14806977772045,0.330544446325197
16,1,27843,-0.0416356705093727,0.144743703322311,0.773782701306892
17,1,27848,-0.0416356705093727,0.144743703322311,0.773782701306892
18,1,28495,-0.0431432859127416,0.144744796792003,0.765829290566158
19,1,28975,-0.0328302490302258,0.143784735031796,0.819522557716402
26,1,31435,-0.1309993674143,0.143244781085659,0.361071029091667
29,1,36146,-0.143546127625477,0.142470153670611,0.314359584298235
31,1,37409,-0.0743722390238153,0.143391660770437,0.604319331089176
32,1,37478,-0.0751642293931152,0.143513851013295,0.600786660832527
33,1,39144,0.111896480366348,0.142790307422341,0.433775681462521
34,1,41499,0.16937481754278,0.142232639954992,0.23452067543338
37,1,51248,-0.0205253709101599,0.143120496313837,0.886045674761659
38,1,51462,-0.038319084571622,0.143304231298703,0.789319865880502
39,1,52124,0.0190522341230576,0.143121073326274,0.894174569563901
40,1,52667,0.0419775861402051,0.142877821288275,0.769082961091078
42,1,59265,0.0792653770650139,0.142760877250213,0.579087800744505
43,1,60165,0.0738708702878396,0.142661105460493,0.604917525627355
44,1,62308,0.0265647523982723,0.142551307411524,0.852275605131264
45,1,62869,0.00782880424909135,0.142539805255183,0.956230373779231
49,1,66841,0.0149915716156912,0.14260535996522,0.916335311289261
50,1,66948,-0.0169910369209558,0.143479942001226,0.905801451128741
51,1,68621,-0.205047471865185,0.142677305602668,0.151563563961292
52,1,69417,-0.0602971277536056,0.142679185972638,0.672839808010545
56,1,74327,-0.162468400273613,0.143239131528867,0.257461061225915
57,1,74572,-0.123488241536719,0.142966868527167,0.388309408955059
58,1,75211,-0.152183452403999,0.14262716418899,0.286700171880095
59,1,76030,-0.0549683751716064,0.14282701746879,0.700573072309199
60,1,80108,-0.0419144652375461,0.142805777566458,0.769307291674949
61,1,81262,-0.0634581400263297,0.14272925035381,0.65687769082575
62,1,81999,-0.0554166030885156,0.143087473455646,0.698773602625064
63,1,82431,-0.0507215501128752,0.143770008431031,0.724451598461993
64,1,83284,-0.00287397869272893,0.142748893722605,0.983948565210837
65,1,83613,0.01222415708898,0.142731762747464,0.931797762864873
66,1,84112,-0.0167367795586215,0.142746196156139,0.906729803287592
68,1,84858,-0.0163756504993012,0.143149203779996,0.908989175956662
69,1,85751,-0.028076696354492,0.14373248046121,0.845239206250613
70,1,87445,-0.0231891353062052,0.14403881770403,0.872191589324018
71,1,87467,-0.0439721115989991,0.144779267619307,0.761521459300084
72,1,89070,-0.000780107892971116,0.143891930486763,0.99567736478507
73,1,89616,-0.0140626677608309,0.143115912999511,0.921781065966836
74,1,89679,-0.0214993930665216,0.143131419474237,0.880686805780514
75,1,89880,-0.0295289729788477,0.143163634220628,0.836706503932869
76,1,91472,0.0477170191870837,0.14421263576588,0.740931747043401
77,1,93789,-0.0603742968569668,0.142712802931769,0.672518198932574
78,1,94351,-0.0713996363701074,0.14307420542393,0.618062619305336
79,1,99148,-0.00627787414774042,0.142748584615198,0.96494637725549
82,1,106800,-0.112709991953483,0.142815590600961,0.43052515785589
83,1,107970,-0.0837611904792532,0.142448297040434,0.556900776480574
84,1,109000,0.0242608738651972,0.142763368066709,0.865156505893035
85,1,112549,-0.136250228113735,0.142423087244346,0.339394457189391
86,1,112742,-0.183626289990872,0.142829196078897,0.1994130372527
87,1,113050,-0.142034399894183,0.142722278052485,0.320330255948681
88,1,113135,-0.147437574262408,0.142342172517254,0.301005959378792
89,1,114076,0.0817469964832643,0.142491906991768,0.566539053603198
90,1,114628,0.127414060878008,0.142757981817997,0.372723387720668
91,1,116283,0.0697102300340076,0.143665964333353,0.627818175251981
93,1,127853,-0.0823200170117365,0.143379358556761,0.566237816845819
94,1,128302,-0.021829491253714,0.142890565527875,0.878666392133454
95,1,128704,-0.0348960970507421,0.143025471635846,0.807384029518171
96,1,128911,0.0736154273146886,0.142999693549643,0.607018944539891
97,1,130267,0.146276818192539,0.142773434625727,0.30628277323314
98,1,130271,0.144773426247652,0.142947727317424,0.311862847587563
99,1,130613,0.221715062084121,0.14401034940151,0.124559316011071
100,1,132012,0.00635214050260235,0.144185938418394,0.96488531219507
101,1,133231,-0.120686096186308,0.143019014135463,0.399326654101716
102,1,137074,-0.0943607604227297,0.142871337163851,0.509389620493838
