SNP,Chr,Pos,Effect,SE,ERG11_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.071031822516239,0.0607290933051828,0.242930728809769
9,1,27272,-0.132670275600849,0.0595154427104293,0.0264311705820784
16,1,27843,0.0266376544517808,0.0584976693725934,0.649128307064605
17,1,27848,0.0266376544517808,0.0584976693725934,0.649128307064605
18,1,28495,0.0601642763655546,0.0584281103664508,0.303849029430152
19,1,28975,0.0383351939725293,0.058088827547428,0.509722099060895
26,1,31435,0.0459890557643197,0.0579189510067823,0.427714717713171
29,1,36146,0.034025562915906,0.0576432884911619,0.555381988676278
31,1,37409,0.0589133625661263,0.0578987058440918,0.309600768885489
32,1,37478,0.0505991474817482,0.0579708750289375,0.383345043743627
33,1,39144,0.0151066527017363,0.0577629807701126,0.793837673325759
34,1,41499,0.0432685045852671,0.0575622896025286,0.452743520487031
37,1,51248,0.0386142266779496,0.0578170300205402,0.504653356085111
38,1,51462,0.0277411639668999,0.057913178058598,0.632225982194352
39,1,52124,0.0163786556990216,0.0578469789858398,0.777237314786035
40,1,52667,-0.0140522285423671,0.0577559865746343,0.807911685686623
42,1,59265,-0.0470869840113153,0.0576772664257071,0.414829267783019
43,1,60165,-0.0367688656724164,0.0576548597539832,0.524055763988752
44,1,62308,-0.00444304189659257,0.0576241345664984,0.938584623081402
45,1,62869,-0.0169594779144424,0.0576103111393336,0.768638531439706
49,1,66841,0.0158310109628488,0.0576383783347442,0.783737418662435
50,1,66948,0.0130975818743901,0.0579941185834421,0.821454016971688
51,1,68621,0.0409480362305366,0.0578001143897758,0.479138286780465
52,1,69417,-0.0213035860270289,0.0576769196897986,0.712080367888991
56,1,74327,-0.0990990398424138,0.0577649211029024,0.0871205444099722
57,1,74572,-0.0898401785680542,0.0576528433632552,0.120059219746155
58,1,75211,-0.0989956652144803,0.0575044542013685,0.0860307106151427
59,1,76030,-0.0829444629073388,0.0575763425486648,0.150584158211001
60,1,80108,-0.127512219977596,0.0573313832858987,0.0267720521867371
61,1,81262,-0.128982537570676,0.0573000838010506,0.0250002276021425
62,1,81999,-0.139520833265811,0.0573722097044077,0.0155184674886226
63,1,82431,-0.109281241938042,0.0578328962558915,0.0596302227104257
64,1,83284,-0.14360643369368,0.0571932083588641,0.0124886011199209
65,1,83613,-0.139689543923388,0.0572142709460177,0.0151162103660949
66,1,84112,-0.15210397404322,0.0571309429050987,0.00811420006683568
68,1,84858,-0.134584040691251,0.0574194530031341,0.0196386406180241
69,1,85751,-0.14679539531038,0.0575746574879186,0.0112051153426073
70,1,87445,-0.111256693153472,0.0579233006047693,0.0555673616686326
71,1,87467,-0.123222167483132,0.0581614053830875,0.0348203132076201
72,1,89070,-0.0957407970577984,0.0579400395459036,0.0993397900939693
73,1,89616,-0.0754861878374816,0.0577111167044799,0.191724149329049
74,1,89679,-0.0726316687715753,0.0577288350692828,0.20916822674523
75,1,89880,-0.0747696408604596,0.0577357970146493,0.196155917872402
76,1,91472,-0.0796213970977813,0.0581481421435823,0.171780634591914
77,1,93789,-0.0879473468600229,0.0575115049468225,0.127107197637933
78,1,94351,-0.0726931126857894,0.0577240267650893,0.20874625537268
79,1,99148,-0.0478045120991503,0.0576455616467846,0.407504424324361
82,1,106800,-0.0376132729059482,0.057744827101014,0.51523120816985
83,1,107970,-0.0191515179450873,0.057599320524945,0.739712455456094
84,1,109000,-0.110422893967536,0.0574098144708316,0.0552319748414335
85,1,112549,0.0099041245175937,0.0576421265324479,0.863676758056226
86,1,112742,0.00341346019580033,0.0578688348315849,0.952996511254075
87,1,113050,0.0077739481115579,0.0577702858717352,0.893031281187908
88,1,113135,-0.0117726363665157,0.0576212129920451,0.838228370163244
89,1,114076,0.0141753555533654,0.0576196804039468,0.805812934035248
90,1,114628,0.0137224138595295,0.057765782855621,0.812365905120882
91,1,116283,-0.0278550394868258,0.0580727913290883,0.63176812389287
93,1,127853,-0.0206499674142568,0.0579731351286474,0.721904400645677
94,1,128302,-0.00852764737116117,0.0577590457735036,0.882709786450059
95,1,128704,-0.0156837477781203,0.0578122993977292,0.786328578643907
96,1,128911,-0.0242144068292238,0.0578103605732766,0.6755737092324
97,1,130267,-0.05951412847677,0.0577104480974111,0.303127773514417
98,1,130271,-0.0587348618185581,0.0577814079771228,0.310087034409255
99,1,130613,-0.00671919937326949,0.0584055718216659,0.908475809759451
100,1,132012,-0.0437245427301705,0.0582362113909007,0.453265005973361
101,1,133231,-0.0485742949951993,0.0578113399233622,0.401353275938598
102,1,137074,-0.0290138845603582,0.0577661807696835,0.615794847183767
103,1,137304,-0.0237857426909683,0.0577930396001358,0.680906155644029
104,1,139686,-0.0346686611802616,0.0578534520864397,0.549390809380973
105,1,149562,-0.00949451268765335,0.0580127206916676,0.870090422987431
106,1,150447,-0.0321636670314485,0.0586334526062147,0.583657713748294
108,1,154084,-0.0111593035950958,0.0588366643140479,0.849680025806025
110,1,157269,0.00195954654131233,0.0577716734556086,0.972961062704295
111,1,160054,-0.0255309627303497,0.0583048131704473,0.661735479399551
112,1,166222,-0.0322208373933048,0.0578638840489871,0.577990643964248
113,1,166416,-0.0216549456774839,0.0577602692090132,0.707951987882483
114,1,167326,-0.0307226516945065,0.0580770425159084,0.597139159829998
115,1,168836,-0.0354978958657427,0.0577938501247208,0.539468381317441
116,1,171200,0.00408101007825637,0.057910914073367,0.94385909870032
117,1,171431,-0.00632660790801157,0.058271892207104,0.913604854344811
118,1,173339,0.017104124047072,0.0578125296016617,0.767514804913001
119,1,173845,-0.00899942888473779,0.0577697818838795,0.876294767075506
120,1,175121,0.0162307673106688,0.0576507500500263,0.77846420849111
121,1,175281,-0.0100408532308335,0.0577037548513552,0.86195976162014
122,1,175315,0.000513002636911064,0.0576880576285734,0.992909768281368
123,1,175523,-0.00927705062678977,0.0580128203600212,0.873040440022432
124,1,175541,-0.00477564569179242,0.0577775921597302,0.934172181603787
125,1,175653,-0.0107724713549463,0.0579581442378642,0.852656292532405
128,1,175856,-0.0263286188264786,0.0589011781351379,0.655151733560643
129,1,175876,-0.014766270589213,0.0580095978930541,0.799219868725855
130,1,175989,-0.012545577517178,0.0581766158285306,0.829387934225408
131,1,176001,-0.0126480250154567,0.0584797328264081,0.828894047297991
133,1,177692,0.0160309463461691,0.0576817537699268,0.781236032599396
134,1,178191,0.0210127317004827,0.0577345120975491,0.716109927002892
135,1,178224,0.0160309463461691,0.0576817537699268,0.781236032599396
136,1,178960,0.0263431221459822,0.0581319032712626,0.6507110985012
140,1,183802,0.00483131179846925,0.0576947551749206,0.933311268044614
141,1,183954,-0.00525807848421034,0.0581146929782207,0.927959002368711
142,1,184450,0.0118843707648925,0.0576030583974826,0.83666386217949
144,1,184718,0.0315072118066468,0.0579095601493678,0.58673253392102
145,1,185296,0.0347287282388834,0.0576584431659051,0.547349061780918
146,1,185438,0.00956455142771079,0.0576885417298235,0.868412108622643
147,1,185469,0.0133347323828594,0.0577696876305474,0.817583885745265
148,1,185503,-0.0110134385591976,0.0576216382336673,0.848530707121771
149,1,185705,-0.00193667618713069,0.0582685635974328,0.973504323860017
150,1,185749,0.00608073701160358,0.0582677559452254,0.916944103467141
151,1,185806,0.0114707721925382,0.0583432651431856,0.844247190463284
152,1,185879,-0.0119367206471557,0.0586249541437971,0.838774352760422
153,1,185916,-0.00771458544666906,0.0586002932388498,0.895338067708616
154,1,185941,0.00677547769168221,0.0588559045409378,0.908415651140983
155,1,185954,0.0117101282618639,0.0590256068626493,0.842853641001449
156,1,186055,-0.00347149106610824,0.0578505052785009,0.952183249113723
157,1,186896,0.00902804231254094,0.0587972815773517,0.878056059780623
161,1,190132,0.0189135596600923,0.0579154355451733,0.744185162317934
162,1,190148,0.0219914529176055,0.0579298294934572,0.704454108301881
163,1,190165,0.0288825704496699,0.0583666499049168,0.621015867238649
164,1,190169,0.0165573711040904,0.0583074218118347,0.776602321462921
165,1,190933,-0.125015835374491,0.0574571886561863,0.0302323870264886
166,1,192149,-0.151984960974221,0.0577502777768925,0.0088670884123591
168,1,192303,0.0558553088416331,0.0694555523892113,0.421829754116881
171,1,192795,-0.197737243651962,0.0567642767490674,0.000557170073827137
173,1,194187,-0.160951896214096,0.0571409323403234,0.00512395505182583
174,1,194867,-0.0775180798481491,0.057600498196348,0.179234487954085
190,2,8314,-0.0283078560642649,0.0587065107122195,0.629967840504759
194,2,8498,-0.0203306229957221,0.058629850721028,0.728976506422608
195,2,8651,-0.0221245724007002,0.0586829264170361,0.706386101648915
197,2,9812,-0.0275101487948191,0.0590253339203996,0.641450291247741
198,2,9932,-0.0214929545986256,0.0587996574408458,0.714935815806647
199,2,10135,-0.00822699633684315,0.0585839237047929,0.888399597828436
200,2,11616,-0.0268381601419512,0.0585059411175428,0.646713690629125
201,2,12133,-0.0148247959691184,0.0587507348812868,0.800929926425276
202,2,12194,-0.0354851376894229,0.0589529906156388,0.54761205605635
203,2,12359,-0.0137289816160898,0.0588062445281457,0.815538549664338
204,2,13061,-0.033148443812163,0.0587799837960449,0.573152372846686
205,2,14298,-0.00500370932051242,0.0589913709834921,0.932451752380445
206,2,15222,-0.0371993615703518,0.0595343150271119,0.532480403576363
207,2,17986,-0.0390227606087651,0.0584865096076847,0.505074167313149
208,2,19770,-0.021408124368676,0.0589169859677739,0.716552865601188
209,2,19836,-0.0183843893867561,0.0587579604683804,0.754554030605812
210,2,19851,-0.0183244712525673,0.0589300958047884,0.756020131098495
211,2,21595,-0.0234191907858217,0.0586815032387186,0.69006834407184
212,2,22385,-0.0288106873170766,0.0587302633370777,0.624042842567818
213,2,23441,-0.0100031406074605,0.0593185041642896,0.866180799611941
214,2,24209,-0.00645079870178067,0.0588314368420431,0.912750183325236
215,2,24341,0.00461152568668433,0.0589710849951141,0.937713446872827
216,2,26815,-0.0166419791702623,0.0588942671067552,0.77766915059582
217,2,28209,-0.0275759247215468,0.0589024638299606,0.63995731482176
221,2,41245,-0.0219604530432627,0.0586831010530432,0.708464531035834
222,2,43214,0.00144029699313347,0.0596462961847656,0.980748758697244
223,2,47104,-0.0176019629715192,0.0579759836976589,0.761605547539739
224,2,50915,-0.0581474499651424,0.0584714087496345,0.320680376138299
225,2,55834,-0.0577135717959962,0.0582016875047893,0.322065380069209
