SNP,Chr,Pos,Effect,SE,MID2_RSN1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0933020949606662,0.160512052117405,0.561424193047453
9,1,27272,-0.0627611848420164,0.158141896624734,0.691705902898968
16,1,27843,-0.0396641813432017,0.154420214476908,0.797437468497021
17,1,27848,-0.0396641813432017,0.154420214476908,0.797437468497021
18,1,28495,-0.03281573222082,0.154427268186875,0.831839945742712
19,1,28975,-0.0231159037780441,0.153399887354017,0.880305948204588
26,1,31435,-0.0838058014783337,0.152933343690324,0.584045751343939
29,1,36146,-0.167803960462235,0.151947194686959,0.270190467585436
31,1,37409,-0.112028281745164,0.152916222998497,0.464281189824422
32,1,37478,-0.120806139049454,0.153028959639209,0.430388786643421
33,1,39144,-0.0360146076749245,0.152453006159258,0.813387984929004
34,1,41499,-0.0799102460542693,0.1519826517237,0.599367515688332
37,1,51248,-0.171120979851948,0.152417432556907,0.262322576081069
38,1,51462,-0.169956639706891,0.152628534845346,0.266237993693381
39,1,52124,-0.167094214067245,0.152430088429978,0.27373753472005
40,1,52667,-0.245117585853333,0.151885328728685,0.107457127849773
42,1,59265,-0.00583735052227788,0.152367387472788,0.969461358694738
43,1,60165,-0.0385975369813371,0.152238704691765,0.800003952521182
44,1,62308,-0.109593526474478,0.15197321818832,0.471302489146587
45,1,62869,-0.0830436155526508,0.15200176975387,0.585182040145036
49,1,66841,-0.0457909009372338,0.152118163265933,0.763575010840867
50,1,66948,-0.0795451801380367,0.153012811720458,0.603487269404367
51,1,68621,-0.263521537891307,0.152010998829505,0.0838677639309593
52,1,69417,-0.170050828214335,0.151983304561643,0.263952831671117
56,1,74327,-0.0728302455645739,0.153040553798294,0.634448164368781
57,1,74572,-0.0574200517792649,0.15265147480643,0.707030378746173
58,1,75211,-0.0103999100809902,0.152402733666215,0.945633495952044
59,1,76030,0.0467658442238826,0.152383411279929,0.759103563995108
60,1,80108,-0.0836970039807185,0.152302569143093,0.582979481810221
61,1,81262,-0.123613782124356,0.152167933513649,0.41713770660427
62,1,81999,-0.177571251077549,0.152389265955744,0.244705505383333
63,1,82431,-0.218864148476428,0.152961893362828,0.153360420809788
64,1,83284,-0.107105725162119,0.15218178317317,0.482020551305846
65,1,83613,-0.0765059910674564,0.15221728080925,0.615551610642786
66,1,84112,-0.0994410906420519,0.15219651720307,0.513941200483488
68,1,84858,-0.000344830162507526,0.152718321793781,0.998199694444537
69,1,85751,-0.0997125048043992,0.153254169645271,0.515705477702708
70,1,87445,-0.122446976557214,0.153531937693283,0.42567696617281
71,1,87467,-0.178911893048601,0.154180883404814,0.246669119695453
72,1,89070,-0.135787672678377,0.153337633652836,0.376464539422869
73,1,89616,-0.124562868187614,0.152538055797373,0.414706697647779
74,1,89679,-0.150732173575836,0.152490505197375,0.323599936857443
75,1,89880,-0.119584981617229,0.152607416715239,0.433793341867703
76,1,91472,-0.101390024369259,0.153779189259361,0.510118806927511
77,1,93789,-0.137575960299422,0.152112375265653,0.366380904040775
78,1,94351,-0.1656223146042,0.152434639050677,0.277993173034635
79,1,99148,-0.131857227224775,0.152126722268536,0.386662761301586
82,1,106800,-0.0584678271690182,0.15246218176568,0.701586827694612
83,1,107970,0.0203459065981424,0.152038295827338,0.89362043328025
84,1,109000,0.042455092540339,0.152293338990653,0.78058317253862
85,1,112549,-0.127284541820367,0.151986773664142,0.402894409108497
86,1,112742,-0.0635154437768215,0.152692996612266,0.677685980465148
87,1,113050,-0.0512370812654611,0.152449088838025,0.737000374713792
88,1,113135,-0.0623709404992969,0.152048885554714,0.681905734415288
89,1,114076,0.0215648681639417,0.152080789072417,0.887319850231659
90,1,114628,0.0404995756670052,0.152454630652497,0.790663834509849
91,1,116283,0.0741955762767988,0.153267024320129,0.628619675949948
93,1,127853,0.0714486662243532,0.152985172840346,0.640766541314922
94,1,128302,0.0538959094853815,0.152417617186491,0.723844651467918
95,1,128704,0.0217898308429813,0.152591949183174,0.886531159529336
96,1,128911,0.0966405975320388,0.152526539904145,0.52675313812487
97,1,130267,0.0713709897400592,0.152493597696225,0.640054729238139
98,1,130271,0.0650633239380942,0.152682683640344,0.670269731130251
99,1,130613,0.100295244211612,0.154056670531487,0.515451806619629
100,1,132012,-0.100726700818245,0.153728477915358,0.512749825840179
101,1,133231,-0.162807061879422,0.152484397111014,0.286387048058736
102,1,137074,-0.123944569972553,0.152370460427586,0.416512866088472
103,1,137304,-0.189684041764976,0.152231805245177,0.213582957002335
104,1,139686,-0.110129738666297,0.152654211717744,0.471120892067273
105,1,149562,-0.135694332117411,0.152944791485367,0.375569268706222
106,1,150447,-0.0776545498257536,0.154758431510829,0.616135711934263
108,1,154084,-0.126732668866802,0.155145342534808,0.414557001797868
110,1,157269,-0.148663783652292,0.15226802942041,0.329569749869165
111,1,160054,-0.113018409735167,0.153804513417273,0.46293787462928
112,1,166222,-0.100031066830862,0.152690858754371,0.512816194713144
113,1,166416,-0.116783747167775,0.152346728898989,0.44385222255255
114,1,167326,-0.141412403303709,0.153155083514332,0.35646689459452
115,1,168836,-0.120580571648314,0.152478240199802,0.429588700776174
116,1,171200,-0.194696473578978,0.152490096753306,0.202518790670884
117,1,171431,-0.214529373340932,0.153371547311108,0.162764129474547
118,1,173339,-0.226520100379632,0.152122958196752,0.137364608337632
119,1,173845,-0.230697143107084,0.15197826631312,0.129919179065042
120,1,175121,-0.279867939996823,0.151440340652302,0.0654327302089882
121,1,175281,-0.25379314624654,0.151700288042028,0.0952150907916418
122,1,175315,-0.271599700443281,0.151564750365936,0.0739938709829667
123,1,175523,-0.248283010245504,0.152543896633284,0.104498355743214
124,1,175541,-0.263437401920941,0.151844332063162,0.0836282228712285
125,1,175653,-0.293286188032452,0.152174311036632,0.0547439259558618
128,1,175856,-0.241755357674189,0.15496495653212,0.119640637060096
129,1,175876,-0.230202310735703,0.152624206703135,0.132373522890383
130,1,175989,-0.242968582840769,0.153006561164122,0.113190224002761
131,1,176001,-0.237822711986114,0.153832291800592,0.123003729341445
133,1,177692,-0.256727852734135,0.151638161193045,0.0913321409550935
134,1,178191,-0.262236577781602,0.151763267503113,0.0848750039311152
135,1,178224,-0.256727852734135,0.151638161193045,0.0913321409550935
136,1,178960,-0.294377141393753,0.152666682719458,0.0546277415228567
140,1,183802,-0.247101316617527,0.151702702488741,0.104236322083414
141,1,183954,-0.213756508073143,0.152957783488698,0.16314485750601
142,1,184450,-0.137559628816677,0.151860988321728,0.365645820413491
144,1,184718,-0.205111386549316,0.15251098751136,0.179522318990813
145,1,185296,-0.160093219282553,0.152013939300445,0.292993374109344
146,1,185438,-0.159602160344863,0.152022601860564,0.294501569691721
147,1,185469,-0.165182405674648,0.152225822763918,0.278611569353675
148,1,185503,-0.14370998108312,0.151892652807092,0.344730182428475
149,1,185705,-0.188664831385988,0.153456690811455,0.219728062884981
150,1,185749,-0.160158994482109,0.153548443667745,0.297638049668151
151,1,185806,-0.201193640065053,0.153617443907772,0.191147146286625
152,1,185879,-0.186562841583565,0.15441538842978,0.22778366214983
153,1,185916,-0.0917351337952051,0.1545868640271,0.553279283300626
154,1,185941,-0.0873853355762222,0.155268044812286,0.573926232344592
155,1,185954,-0.111074750127254,0.155679131945895,0.476017025717358
156,1,186055,-0.147058107670208,0.152481307633995,0.335488767016132
157,1,186896,-0.142961899938172,0.154998578407623,0.356979501701746
161,1,190132,0.129883852341555,0.152719357900662,0.395638067488052
162,1,190148,0.157660381472271,0.152691438922769,0.302524991970065
163,1,190165,0.122709542283671,0.153958465785079,0.425969260681664
164,1,190169,0.159553923883701,0.153670302212011,0.299846987751413
165,1,190933,-0.0727255177975037,0.152607617246877,0.633975771051864
166,1,192149,0.121365681793655,0.153769152379535,0.430482862028607
168,1,192303,0.245236805100003,0.183012742051974,0.181107729515419
171,1,192795,0.12148143545684,0.152230452497103,0.425401144234666
173,1,194187,0.00554434963428076,0.152493651952306,0.971017530475772
174,1,194867,-0.181342457637122,0.152105024416789,0.233976331674047
190,2,8314,0.225675733017873,0.154525373422557,0.145057384246259
194,2,8498,0.137573669779763,0.154591201223345,0.374115382375841
195,2,8651,0.128104101052035,0.154759298030505,0.408363690317216
197,2,9812,0.130594193853069,0.155674764369682,0.402098066362824
198,2,9932,0.0814226439133635,0.155155180278746,0.600064161311135
199,2,10135,0.0639101323859601,0.154583849821571,0.679540123032393
200,2,11616,0.1327400377258,0.154295488209485,0.390208923488277
