SNP,Chr,Pos,Effect,SE,HNM1_RBD2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0527315623760824,0.0884703531579522,0.551532808925872
9,1,27272,-0.00977060116068959,0.0871840169747443,0.910832617443276
16,1,27843,-0.0557563068899123,0.085070981120237,0.51263119923607
17,1,27848,-0.0557563068899123,0.085070981120237,0.51263119923607
18,1,28495,-0.0699765506964258,0.0850425861516549,0.411153756140771
19,1,28975,-0.0402232493260473,0.0845279917941489,0.634470505449399
26,1,31435,-0.0331488379972831,0.0843126137448748,0.694434348050873
29,1,36146,-0.124056481068609,0.0836359904273883,0.138889466309771
31,1,37409,-0.095092722924,0.0841978568820199,0.259497700520737
32,1,37478,-0.113066932675242,0.0842075869192097,0.180226484548298
33,1,39144,-0.105259377878778,0.0838501588357661,0.210190388773197
34,1,41499,-0.0667218643095467,0.0837287331961096,0.426055591949032
37,1,51248,-0.118432413905899,0.0839243243851303,0.159071970913916
38,1,51462,-0.105809196010206,0.0840864636596867,0.209101166042194
39,1,52124,-0.100872447637678,0.0839892941522951,0.230550411603836
40,1,52667,-0.0720999007432381,0.0839381644737926,0.390943021638421
42,1,59265,-0.102400533820982,0.0838064138912975,0.222572142144865
43,1,60165,-0.0887806653160593,0.0837868464552294,0.29005042554772
44,1,62308,-0.0226994878980264,0.0838189867402985,0.786691153506053
45,1,62869,-0.00902045788629377,0.0838157900818058,0.914356356188688
49,1,66841,0.000164827899403162,0.0838566669274585,0.998432796708915
50,1,66948,0.00138283700182207,0.0843712736000828,0.986932594259048
51,1,68621,-0.0413679784293733,0.0841139293384678,0.623160130172893
52,1,69417,0.0137746107614957,0.0839167847484269,0.869710097033879
56,1,74327,-0.0120939683294205,0.0843789178840781,0.886111925196774
57,1,74572,-0.00599660456110723,0.0841561177799856,0.943234590045908
58,1,75211,-0.0152919447588356,0.0839993697222024,0.855649295191589
59,1,76030,0.0179608129850854,0.0839978732180027,0.830807278107784
60,1,80108,-0.0200263420912918,0.0839766865874406,0.811651062660256
61,1,81262,0.0246729276185621,0.0839414296046936,0.768983929769791
62,1,81999,0.056949221362002,0.0841021191936651,0.498758286759163
63,1,82431,0.0543821373170219,0.0845055427717422,0.520295913125825
64,1,83284,0.0541575815868569,0.0838902963765505,0.518973235586172
65,1,83613,0.10044523127055,0.0837601131951041,0.231254045331717
66,1,84112,0.109565327398249,0.0837369898956211,0.191573364518524
68,1,84858,0.110814149450997,0.0839698237057472,0.187793711385006
69,1,85751,0.080031956632484,0.0844152913001783,0.343740273664796
70,1,87445,0.0897665652089328,0.0845665124686442,0.289192649047504
71,1,87467,0.066713764902797,0.0850707145090615,0.433439637988154
72,1,89070,0.0721310508204147,0.0845247495185829,0.394031749688263
73,1,89616,0.0285002991237668,0.0841430507386398,0.735027741716278
74,1,89679,0.0282607836065511,0.0841539382616488,0.73720425317011
75,1,89880,0.0453778354777181,0.0841540548454053,0.590072642654783
76,1,91472,0.0425028891007054,0.0847834457277189,0.61646461460382
77,1,93789,-0.00511097831714027,0.0839393634200571,0.951482120963202
78,1,94351,0.0585620588841498,0.0841029801242196,0.486690606026831
79,1,99148,0.0981188164262147,0.0837771921292413,0.242313292965353
82,1,106800,0.128599235414221,0.0837738774646449,0.125661030181942
83,1,107970,0.1196189982121,0.0835618186738785,0.153170846679556
84,1,109000,0.110248972667198,0.0837463739795765,0.188872917081476
85,1,112549,0.041211390007813,0.0838279750091638,0.623294551282609
86,1,112742,-0.0341374803004981,0.0841637627939042,0.685276511685347
87,1,113050,-0.0322127754746745,0.0840242620053323,0.70167274395546
88,1,113135,-0.0435752815068515,0.0837956034998909,0.603376489615237
89,1,114076,0.00443755987295223,0.0838273608842918,0.957812135181145
90,1,114628,-0.0305145003271953,0.0840240678483782,0.716699893278885
91,1,116283,-0.0383268982972892,0.0844825587120358,0.650347724450771
93,1,127853,-0.103713342995689,0.0841690207654305,0.218693264305844
94,1,128302,-0.0924673256504977,0.0838815846356564,0.271058149096317
95,1,128704,-0.100603208274108,0.0839388674974709,0.231514952612887
96,1,128911,-0.0677446720053666,0.0840414775000414,0.420735862864479
97,1,130267,-0.084679240034199,0.083958031227965,0.313862091459522
98,1,130271,-0.0912039477690287,0.0840386255998922,0.278546113923591
99,1,130613,-0.0485361855652987,0.0849260717657719,0.568016999149857
100,1,132012,-0.0274187591256008,0.0847724452623397,0.74655392752113
101,1,133231,-0.0891543024514826,0.0840495289952899,0.289535415422894
102,1,137074,-0.113250829929474,0.0838472609031522,0.177663108580297
103,1,137304,-0.111997689455623,0.083881322036321,0.182673815245419
104,1,139686,-0.147208397444652,0.0838380566076493,0.0799785216436818
105,1,149562,-0.10749863875354,0.0842013036311104,0.202552283515919
106,1,150447,-0.0684715814937696,0.0852537517572853,0.422428276217083
108,1,154084,-0.0978110638886882,0.0854367786662317,0.253052895392955
110,1,157269,-0.0953213294451257,0.0838884756223404,0.256607555706532
111,1,160054,-0.109416893557688,0.084640104589232,0.196949561637359
112,1,166222,-0.0873716272204705,0.0840842211907559,0.299471019715432
113,1,166416,-0.104932499595451,0.0838559718149625,0.211638362160183
114,1,167326,-0.124331812758992,0.0842598629776373,0.140949202498076
115,1,168836,-0.157680441293202,0.0836990868114906,0.0604006014271
116,1,171200,-0.17126925625176,0.0837501255911763,0.0415956999076152
117,1,171431,-0.127719625862718,0.0844977078773128,0.131551737103815
118,1,173339,-0.213482501983004,0.0833404666244632,0.0108347756221344
119,1,173845,-0.199414005364744,0.0833688476393939,0.0172818258865036
120,1,175121,-0.178574279647567,0.083334863266573,0.0328082836575766
121,1,175281,-0.174103167635549,0.0834333914507533,0.0376294321850478
122,1,175315,-0.184378755151052,0.0833442239445945,0.027588675581618
123,1,175523,-0.183182031551975,0.0838304087948797,0.0295347536176588
124,1,175541,-0.179746244236703,0.0835047965652391,0.0320332775998892
125,1,175653,-0.168457368803202,0.0838389320736388,0.0452663718701565
128,1,175856,-0.134750765744047,0.0854083717119791,0.115524903988034
129,1,175876,-0.156148041037128,0.0839852638131484,0.0638262232153863
130,1,175989,-0.166278080272216,0.0841722859869671,0.0489957486597234
131,1,176001,-0.152638170869247,0.084688502337687,0.0723435333382963
133,1,177692,-0.186587943845331,0.0833302948200263,0.0257694226207828
134,1,178191,-0.185440294348859,0.0834214591001571,0.0268531844558682
135,1,178224,-0.186587943845331,0.0833302948200263,0.0257694226207828
136,1,178960,-0.179747069819194,0.084047500324649,0.0331509932035697
140,1,183802,-0.183242472109842,0.0833619621588773,0.0285867765454572
141,1,183954,-0.182677643249532,0.0839806241007575,0.0302756243488429
142,1,184450,-0.154219793768339,0.0833984125819362,0.0652657436274547
144,1,184718,-0.177058104146963,0.0837489750308701,0.0352030277824328
145,1,185296,-0.196634811468607,0.0832648244206616,0.0187407745242637
146,1,185438,-0.224763314209518,0.0830669445576822,0.00714451063271937
147,1,185469,-0.226976716204571,0.0831722851453567,0.00667084131037373
148,1,185503,-0.203086639057222,0.0831278724143028,0.0150526520688223
149,1,185705,-0.228593411113463,0.0838868507568532,0.00674995622877497
150,1,185749,-0.234207477918273,0.0838429687202009,0.0055000389480651
151,1,185806,-0.218589499990643,0.0840766172208011,0.00971710199075243
152,1,185879,-0.226198378576473,0.0844338906899336,0.00772986811389094
153,1,185916,-0.187542348781786,0.0846627093660522,0.0273861797404682
154,1,185941,-0.172203843871144,0.0851284892927941,0.0438400075295546
155,1,185954,-0.189679788511686,0.0852749969184788,0.0267581591037615
156,1,186055,-0.199282403890614,0.0834856350584774,0.017511131079872
157,1,186896,-0.197103579118909,0.0848906779175793,0.020809437415118
161,1,190132,-0.00412220784552896,0.0842631895622998,0.961010219605793
162,1,190148,0.00469972548658703,0.0842885174320305,0.955566457018438
163,1,190165,0.00355969858914511,0.0849363730740568,0.966593996646983
164,1,190169,0.00111530051293571,0.0848306461088004,0.98951764006254
165,1,190933,0.0014103144278482,0.0841427084000691,0.986636766468331
166,1,192149,0.00355055175824093,0.0848304563868171,0.966638206668495
168,1,192303,-0.0565825452768248,0.101086050159582,0.576007478163035
171,1,192795,0.00486605007928839,0.0839830515273271,0.953828521653264
173,1,194187,-0.00429700367139472,0.0840527181403952,0.959256646306071
174,1,194867,0.0163860499746897,0.0840027595735839,0.84545380396337
190,2,8314,-0.0591651267633383,0.0853716046063962,0.488746104319989
194,2,8498,-0.0748420082209952,0.0852114910012363,0.380373549209081
195,2,8651,-0.0431304286209545,0.0853535545702141,0.613652980911184
197,2,9812,0.00229290058829143,0.0858916692174112,0.978717877203181
198,2,9932,-0.0392613037337297,0.0855277066877318,0.646482387514446
199,2,10135,-0.0406747113922281,0.0851980920985568,0.633363224327743
200,2,11616,-0.033284386135285,0.0851166995525238,0.696000524449834
201,2,12133,-0.0267597369886072,0.0854617160397121,0.754374728543131
202,2,12194,-0.0138687046311496,0.0858009259755222,0.87168327151437
203,2,12359,-0.0314265190847265,0.0855368781135215,0.713538485164285
204,2,13061,-0.0329520024441755,0.0855289544590305,0.700267161150782
205,2,14298,-0.039008693860198,0.0857916891734329,0.649611168624936
206,2,15222,-0.0189020542186154,0.0866478057632578,0.827439774422454
207,2,17986,0.0262495090068173,0.0851236687626507,0.757983383959347
208,2,19770,-0.0153169102886285,0.0857198750726884,0.858287056459625
