SNP,Chr,Pos,Effect,SE,GTR1_SLM4_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0717953166158218,0.0693695296353348,0.30139185026478
9,1,27272,-0.0690204134972718,0.0683326714363642,0.313156173142758
16,1,27843,0.13208113457244,0.0664413613701216,0.0475909465395688
17,1,27848,0.13208113457244,0.0664413613701216,0.0475909465395688
18,1,28495,0.143604573349115,0.066374690136713,0.0311698275781078
19,1,28975,0.167349108508358,0.0657662818569763,0.0113654015684553
26,1,31435,0.140813817660776,0.0657651895928181,0.0329454489055858
29,1,36146,0.0958997974878129,0.0656514432668779,0.144975832555428
31,1,37409,0.117620195027388,0.0659089581393447,0.0751872048303655
32,1,37478,0.13998224414929,0.0658423205163272,0.0341949977118912
33,1,39144,0.0629482476507263,0.0658749988850469,0.339942878422655
34,1,41499,0.0619901680689057,0.0656943838711494,0.346012092099857
37,1,51248,-0.0221002695264569,0.0660466899509748,0.738113613726875
38,1,51462,-0.0113177542609889,0.0661439948754001,0.864237030727025
39,1,52124,0.0455225217131991,0.0660127135237316,0.490897362778181
40,1,52667,-0.00885329104959293,0.0659496148657095,0.893286726067553
42,1,59265,0.120875436310507,0.0656033212372834,0.0662375441185959
43,1,60165,0.0674958441361717,0.0657701766828756,0.305482192433952
44,1,62308,0.00321123818211347,0.0657955525459378,0.961101255076903
45,1,62869,0.0186602542127888,0.0657800133996702,0.776824490761436
49,1,66841,0.00716010637708309,0.0658174125596302,0.913432914839571
50,1,66948,0.0376885528322829,0.0661920634351827,0.569459225425658
51,1,68621,0.0333359839095749,0.0660192155550813,0.613913494289033
52,1,69417,-0.0324907542872348,0.0658455106136309,0.622009153160091
56,1,74327,-0.0025792341552669,0.0662302114594122,0.968957474745055
57,1,74572,-0.0410397335257617,0.0660179010926625,0.534576226317335
58,1,75211,-0.0106637057626891,0.0659311738699109,0.871603164961413
59,1,76030,0.00216386095036641,0.0659335162213381,0.973837609491782
60,1,80108,-0.080549726030389,0.0657784614596438,0.221557311731712
61,1,81262,-0.0690970024538589,0.0657903972477085,0.29431720376185
62,1,81999,-0.0965269727837276,0.0658539253033733,0.143600024644257
63,1,82431,-0.0675757969363532,0.0662691778311889,0.308561116931919
64,1,83284,-0.0619107734860264,0.0658013135775984,0.347412612715279
65,1,83613,-0.0639119669237832,0.0657886235595427,0.331977255513234
66,1,84112,-0.041458307045219,0.0658468068267961,0.529352106198497
68,1,84858,-0.0383499898854943,0.0660381761299122,0.561796666458739
69,1,85751,-0.0190107536906504,0.0663335606168025,0.774591882301481
70,1,87445,-0.00670925064413552,0.0664805591588405,0.919670872264363
71,1,87467,-0.0583262466848302,0.0667574098228901,0.382873200603803
72,1,89070,-0.0083145483664232,0.0664098122808928,0.90043601198077
73,1,89616,0.0182700504330665,0.0660468693012795,0.782231878011303
74,1,89679,0.00600852550050575,0.0660616179332485,0.927581246342332
75,1,89880,0.0189637835563916,0.0660714215483697,0.774265822566635
76,1,91472,-0.0161458861508337,0.0665640746560191,0.808485928510373
77,1,93789,-0.0631188579611983,0.0657980620909961,0.338073565115391
78,1,94351,-0.0348896933585291,0.0660310568548914,0.597565499864422
79,1,99148,-0.0521424158537889,0.0658252914456789,0.428814855702448
82,1,106800,-0.0340211084947603,0.0659477841531831,0.606261548066288
83,1,107970,-0.055267087058821,0.0657113787843722,0.40088474820133
84,1,109000,-0.0918940332763699,0.0657113341504859,0.162855791456549
85,1,112549,-0.07999088608348,0.0656806733201792,0.224084689862466
86,1,112742,-0.0960513920814856,0.0658768754953078,0.145717472653498
87,1,113050,-0.102370040198102,0.0657383752858057,0.120310972250128
88,1,113135,-0.105814099935674,0.065554294036078,0.10738958715573
89,1,114076,-0.0363403490186502,0.0657673384861349,0.580914979919225
90,1,114628,-0.0972039864374728,0.0657590197610832,0.140250002314681
91,1,116283,-0.132534495066955,0.0659529330430086,0.0452414683712391
93,1,127853,-0.0474392428503806,0.0661574387961533,0.473807629420719
94,1,128302,-0.0251447960373534,0.0659377178521972,0.703179196706578
95,1,128704,-0.0663889206834846,0.065922314932178,0.314587049596196
96,1,128911,-0.0751690250393533,0.0659029242300326,0.254808721309202
97,1,130267,-0.113037792304425,0.0657181366336379,0.0863016945920528
98,1,130271,-0.111552781828407,0.0658039681704844,0.0909138432496114
99,1,130613,-0.106988594778651,0.0664451522636104,0.108252586319142
100,1,132012,-0.127262107124556,0.0662015466258307,0.0553670725906995
101,1,133231,-0.0675878805366136,0.0659769465759513,0.306340025870487
102,1,137074,-0.127421525661283,0.0656314994628335,0.0529968625139752
