SNP,Chr,Pos,Effect,SE,PMC1_CTR2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0619647097780973,0.0750500737713385,0.409563200669554
9,1,27272,-0.11770572898121,0.0737286467365185,0.111278218711142
16,1,27843,0.0943792134243717,0.0720687491116721,0.191192357433225
17,1,27848,0.0943792134243717,0.0720687491116721,0.191192357433225
18,1,28495,0.116753421712365,0.0719770198697357,0.10567618803816
19,1,28975,0.0659338182503262,0.0716760000428588,0.358260002640409
26,1,31435,0.0694531769227972,0.0714761988400268,0.331866867593571
29,1,36146,0.0263646922913513,0.071188843412563,0.711344843426297
31,1,37409,0.0277235670013024,0.07157244605877,0.698730756226426
32,1,37478,0.0206164246374828,0.0716407916696349,0.773687894937964
33,1,39144,-0.0442789316351609,0.0712832933636352,0.534889701108894
34,1,41499,-0.032003597533194,0.0711040088354842,0.652917831659354
37,1,51248,0.0699856867223037,0.0713299521560176,0.327188636515213
38,1,51462,0.0600258608461104,0.0714526134697857,0.401432546693996
39,1,52124,0.0743517879962614,0.071317437054548,0.297871554815661
40,1,52667,0.00326611066726301,0.071312464123491,0.963495559203243
42,1,59265,-0.00663218714676594,0.0712758262711041,0.925916943951176
43,1,60165,-0.0240424128175755,0.0712113423433886,0.735849826537501
44,1,62308,0.0183998107393128,0.0711377686517449,0.796055758051426
45,1,62869,0.0165848044415679,0.0711300967461748,0.815771093677281
49,1,66841,0.135578636873787,0.0708023182493114,0.0563145088680775
50,1,66948,0.128956128587453,0.0712761628818866,0.071263304043566
51,1,68621,0.0617949298243116,0.071336109442474,0.386941272646896
52,1,69417,0.0328442304699147,0.0712013823469929,0.64487722857777
56,1,74327,-0.0110705273945706,0.0716119926888924,0.877232578220319
57,1,74572,-0.0131108282654862,0.0714203473516519,0.854454054352007
58,1,75211,-0.0264672294961784,0.0712796382877579,0.71062536417467
59,1,76030,0.0203868633814526,0.07128529924442,0.775053743038579
60,1,80108,-0.0696157007926013,0.071180327281839,0.32873478200867
61,1,81262,-0.039498226725623,0.0712187329454098,0.579516449481876
62,1,81999,-0.0621306139105942,0.0713471619550505,0.384443661189225
63,1,82431,-0.0482815343095755,0.0717158315051638,0.501238966322471
64,1,83284,-0.0614316093471755,0.0711645840714451,0.388595551905173
65,1,83613,-0.0227612738221535,0.0712215047449445,0.749472538695426
66,1,84112,-0.00526494010428183,0.0712391063415274,0.941127682048596
68,1,84858,0.0598682402673192,0.0713696194856592,0.402122467641108
69,1,85751,-0.00555965805065511,0.0717337473582309,0.93826645696565
70,1,87445,-0.0169805300148485,0.0718803175192506,0.813388592546388
71,1,87467,-0.0179812936101401,0.0722559877296074,0.80361734968048
72,1,89070,-0.0182266154724689,0.0718035052996502,0.799766807723464
73,1,89616,0.000752690999822635,0.0714237450865701,0.991597693280669
74,1,89679,-0.00657371818232767,0.0714319439986903,0.926728226725056
75,1,89880,-0.00577147670092679,0.0714502399794491,0.935665736405545
76,1,91472,0.00422615726014908,0.0719809133359387,0.953214569593573
77,1,93789,-0.00946883677325255,0.0712378748066623,0.894333513205528
78,1,94351,-0.00984700979681483,0.0714252247732643,0.890426036271367
79,1,99148,0.00138353461427079,0.0712396194229724,0.984516342746446
82,1,106800,-0.0444439423549318,0.0712965202395952,0.533445525473718
83,1,107970,-0.0179268629734074,0.0711180087683189,0.801132063817787
84,1,109000,-0.095380864065794,0.0710686676099307,0.18042793802697
85,1,112549,-0.0719886354032199,0.0710658833746174,0.311761399320611
86,1,112742,-0.041319155567643,0.0714125193159831,0.563229284046254
87,1,113050,-0.0210474983758384,0.0713173831144741,0.768072367927237
88,1,113135,-0.0561925751553389,0.0710816160791392,0.429745584251365
89,1,114076,-0.0231453257315383,0.0711338430107229,0.745088431787666
90,1,114628,-0.0324994666417559,0.0713035139519679,0.648820865830559
91,1,116283,-0.0159064174552238,0.0717161949266887,0.824600380779583
93,1,127853,0.0850361388655179,0.0714444366734278,0.234751291778146
94,1,128302,0.0881193997642688,0.0711582778769813,0.216406362936681
95,1,128704,0.118737613247958,0.0711033602268054,0.0958197174591334
96,1,128911,0.131509269060499,0.071047602453478,0.0650043793505146
97,1,130267,-0.0416638052936434,0.0713232573266076,0.559489443374628
98,1,130271,-0.0346353353688779,0.0714186269120762,0.628003956748951
99,1,130613,0.0494109880903099,0.0720620677083559,0.49336961566377
100,1,132012,0.000823766191428432,0.0719569660568636,0.990872452641419
101,1,133231,-0.0272017136159114,0.0714317034185703,0.703575312162285
102,1,137074,0.0399524311976763,0.0713130658489343,0.575671118725306
103,1,137304,0.054975330890752,0.0713095542026858,0.441258667301274
104,1,139686,0.0471718933039164,0.071419233982965,0.509368379807838
105,1,149562,0.0434705877181942,0.0715890048422457,0.54409241043993
106,1,150447,0.033234718788777,0.0723992758031991,0.646482465948217
108,1,154084,0.0503336557640391,0.0725952101879407,0.488547890772387
110,1,157269,0.0291394517075164,0.0713093169190712,0.683055641639524
111,1,160054,0.0204347967279651,0.0719956225718604,0.77670409420176
112,1,166222,0.0246356314476521,0.0714592496804928,0.730487053188375
113,1,166416,0.0315170046865506,0.0713064523144068,0.65876439987375
114,1,167326,0.0148881857918763,0.0717271178884562,0.835686732306703
115,1,168836,-0.0212698976154085,0.0713825864884084,0.765901055600692
116,1,171200,-0.0485931588273686,0.0714516827804892,0.496896927998421
117,1,171431,-0.047705779600042,0.0719000258342859,0.50744245005292
118,1,173339,-0.051625892262043,0.0713324519975253,0.46970690675076
119,1,173845,-0.0588570253233353,0.0712573549122222,0.409374320924897
120,1,175121,0.00934527432588128,0.0711830229953641,0.895624523455233
121,1,175281,-0.0155017155778607,0.0712404886913631,0.827868854600026
122,1,175315,-0.00487255235432899,0.071222366723875,0.945495423150641
123,1,175523,-0.00164049717787595,0.0716263305359729,0.98174015036401
124,1,175541,-0.0102140814951966,0.0713319907328585,0.886221233026863
125,1,175653,-0.00114929843472278,0.0715597604375695,0.987195055459307
128,1,175856,-0.0133949230698661,0.0727376577252366,0.853998468469462
129,1,175876,-0.00784048630464868,0.0716251680962549,0.91289546918196
130,1,175989,-0.0136192959164083,0.0718270879036045,0.849721965295524
131,1,176001,-0.017436942597088,0.0721990678794486,0.809298531839574
133,1,177692,0.0113615303518158,0.0712202716982419,0.873345211251495
134,1,178191,0.0176146017648843,0.0712873925076163,0.804980044850251
135,1,178224,0.0113615303518158,0.0712202716982419,0.873345211251495
136,1,178960,0.0214598513381523,0.0717825980353657,0.765149401110131
140,1,183802,0.0180518227874597,0.0712253271995164,0.80007060179012
141,1,183954,-0.00426122176086563,0.0717500369346659,0.952675228107513
142,1,184450,0.0119822508493853,0.0711193174273878,0.866301413469726
144,1,184718,0.0240289499163907,0.0715148388257484,0.73707087028507
145,1,185296,0.0412351233738,0.0711890157573988,0.562800496937632
146,1,185438,0.0310784700496199,0.0712069913863586,0.662775271577832
147,1,185469,0.031541861009395,0.071309236446793,0.658524897104022
148,1,185503,0.0201313519811694,0.0711364402052403,0.777345523747342
149,1,185705,0.0270048027432521,0.0719252878334678,0.70754664179008
150,1,185749,0.0374778628953644,0.0719119872581172,0.602580049322515
151,1,185806,0.0422033179908631,0.0720006764932307,0.558148181229285
152,1,185879,0.0322220075360705,0.0723634724122794,0.656390348258642
153,1,185916,0.0254886444261727,0.0723381513932168,0.724782989770041
154,1,185941,0.0401049741915228,0.0726346836782327,0.581197501364332
155,1,185954,0.0391869643238593,0.0728484067944372,0.590967946232096
156,1,186055,0.0265946274402918,0.0714097287312785,0.709801401887845
157,1,186896,0.0449081218504828,0.0725553648624245,0.536348709440551
161,1,190132,0.106358288039889,0.0712899548749379,0.13661552259789
162,1,190148,0.0978807553128038,0.0713459736825883,0.170960515610528
163,1,190165,0.112333690494679,0.0718372447885715,0.118778186591482
164,1,190169,0.0948030477321491,0.0718186936607243,0.187679330468558
165,1,190933,0.0143749433342324,0.0714077918201838,0.840573874348594
166,1,192149,-0.0472938600284024,0.071951713992901,0.511416386890121
168,1,192303,0.0439527575188787,0.0857978436148033,0.608773482050809
171,1,192795,-0.0318395616835461,0.0712565518513451,0.655271853715103
173,1,194187,-0.108456281062906,0.0711018084640509,0.128063251005311
174,1,194867,-0.0401441925343147,0.0712649065648951,0.573581842279902
190,2,8314,-0.0190761760596789,0.0724969902961224,0.792603440619018
194,2,8498,0.00835056340505713,0.072396550708014,0.908237438828037
195,2,8651,-0.00873089316663878,0.0724642113889143,0.904167042540954
197,2,9812,-0.00819163814637069,0.0728949737562526,0.910589239727282
198,2,9932,0.0209158479756153,0.0726004371366873,0.773442831996447
199,2,10135,0.0198826912776198,0.0723231635967397,0.783542705704281
200,2,11616,-0.00503851144406431,0.0722536348714093,0.944445124829964
201,2,12133,0.0129774874387265,0.0725380864350745,0.858114272584526
202,2,12194,0.00945040546766984,0.0728201479236927,0.896816504314145
203,2,12359,0.0135240640191168,0.0726054036603263,0.852341588263801
204,2,13061,0.0160404844525934,0.0725986084408962,0.825261017075049
205,2,14298,0.0242178730391998,0.0728212627759814,0.73965934738293
206,2,15222,0.00923111687225853,0.073541252147672,0.900180992509327
207,2,17986,-0.0286343518798093,0.0722380573658313,0.69205778184302
208,2,19770,-0.000300159529326827,0.0727536907454973,0.9967105116066
209,2,19836,0.0185604750199719,0.0725470871688009,0.798223101774442
210,2,19851,0.0106166141272701,0.0727640458594852,0.884079925154598
211,2,21595,0.0042191338863875,0.0724653534407256,0.953604124633151
212,2,22385,0.011096065228382,0.0725318661369195,0.878499929867902
213,2,23441,0.0202181773793983,0.0732308566178385,0.78264186530708
214,2,24209,0.0249575176603685,0.0726235592754763,0.731309643706922
215,2,24341,0.0212834954907521,0.0727986996611977,0.770182436527589
216,2,26815,0.00782912007923287,0.0727190705733268,0.914324547854059
217,2,28209,-0.00768832677153047,0.0727435830831609,0.915887720252743
221,2,41245,-0.060354791725906,0.0723944653340457,0.40501751354902
222,2,43214,-0.00943338578304276,0.0736388605927848,0.898140122027976
223,2,47104,0.0151817972524058,0.0715830945357147,0.832162073572456
224,2,50915,0.0206982230426123,0.072282628689366,0.774777069316064
225,2,55834,0.00894513788411022,0.0719554043396412,0.901136609728115
226,2,56422,0.00791041358521294,0.0720843946126075,0.912679341426435
227,2,57715,0.0225324717801796,0.0718379887495618,0.753966995333907
228,2,59046,0.0132019483614066,0.0722080377980573,0.855034707557923
229,2,59191,0.032179610525174,0.0717775672218475,0.654194386508539
230,2,59383,0.0145275762249261,0.0718145133171904,0.839804176517623
231,2,59477,0.0231675113688031,0.072888852651496,0.750788850549242
233,2,60471,0.0313360347195305,0.0718960616534325,0.663210597355253
234,2,60478,0.0325623611149324,0.0719766058987338,0.651257288671579
235,2,60786,0.0426832463210095,0.0718431753920663,0.552814461559707
236,2,61035,0.03795026901223,0.0718455132029789,0.597678244754061
237,2,61071,0.0291075354786245,0.0715310779709199,0.68431224383864
238,2,61675,0.0396984177082959,0.0717227169448295,0.580272489237145
240,2,62939,0.024513418773742,0.071617920483837,0.732343497514418
241,2,63527,0.0260306022829473,0.0718853293004261,0.717484371179651
242,2,63857,0.0219184198149444,0.0719059416598362,0.760682347774807
243,2,65527,0.0280107336259542,0.0716628041667306,0.696130223410982
247,2,67976,0.00944966537626435,0.072708982535765,0.896667681676707
250,2,72389,0.0119070417987469,0.0722595465436545,0.869210226006118
251,2,72392,-0.0238120256114811,0.0727426525803481,0.7436001450567
252,2,73646,-0.0144167841478414,0.0712579695345764,0.839784523345918
253,2,74564,0.0125373054200942,0.0711190463727538,0.860170204350686
254,2,74739,0.0302657306740702,0.0713378460816705,0.671635296349362
257,2,80873,-0.0111956814842479,0.0715237915598753,0.875704069586425
258,2,81501,0.00753852318494502,0.071513231254798,0.916106876967077
259,2,83526,0.00248098568794014,0.0714032965169782,0.97230184397931
260,2,83845,0.013085191772424,0.0714678852358003,0.854831014763619
263,2,84447,-0.000177257414108539,0.0723837916277657,0.998047481608822
264,2,87391,0.0339619134236312,0.0711327198061346,0.633341233890529
