SNP,Chr,Pos,Effect,SE,MID2_TPO2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0320191678909101,0.130601917510713,0.806470256388384
9,1,27272,-0.00962035278086737,0.128650505616077,0.940432929688271
16,1,27843,-0.0267671160690844,0.125599503908493,0.831360426204914
17,1,27848,-0.0267671160690844,0.125599503908493,0.831360426204914
18,1,28495,-0.0355096980169076,0.125595397734453,0.777548850963606
19,1,28975,-0.00987544481028388,0.124768881923762,0.936958240695873
26,1,31435,-0.0438551492828606,0.124417520518769,0.724685889055938
29,1,36146,-0.130899423653916,0.123601550587725,0.290304073603404
31,1,37409,-0.110230842328601,0.124328756121826,0.37589372063979
32,1,37478,-0.0941466459477159,0.124473284509411,0.449937697074777
33,1,39144,-0.0685967943935804,0.123951883059497,0.580329808213283
34,1,41499,-0.0994487921845223,0.123548345019955,0.42139711120103
37,1,51248,-0.155969166458427,0.123910274066899,0.208960877546738
38,1,51462,-0.147010791207495,0.124110031348882,0.237004268462712
39,1,52124,-0.110441245361858,0.124048845664024,0.373908772387963
40,1,52667,-0.163460261103846,0.123683398787039,0.187156501585648
42,1,59265,0.014497586122973,0.123924060000749,0.906936360707418
43,1,60165,0.0323207029758744,0.123820865795537,0.794223193050512
44,1,62308,-0.0778897443899264,0.123627136360069,0.529077588022664
45,1,62869,-0.0899924261552652,0.123588307452822,0.46699658276579
49,1,66841,-0.0130541105499141,0.123737429172862,0.916040198968196
50,1,66948,-0.020923454253795,0.124493802229971,0.866625843802138
51,1,68621,-0.18205588645878,0.123782825884897,0.142244528941813
52,1,69417,-0.165150201137216,0.123520447568164,0.182074714651864
56,1,74327,-0.110627648205829,0.124374339401724,0.374354540268767
57,1,74572,-0.141337383326832,0.123954083598289,0.254959443076632
58,1,75211,-0.113157324551074,0.123809367497347,0.361359514880305
59,1,76030,-0.0611549602794697,0.123913027474592,0.62194412342342
60,1,80108,-0.104994625314786,0.123800399679288,0.39695919415498
61,1,81262,-0.0641414528931226,0.123832562590931,0.604804232547999
62,1,81999,-0.119246787400532,0.124019845556028,0.336952065488247
63,1,82431,-0.163228826399583,0.124467153932413,0.190567940950331
64,1,83284,-0.047170212952226,0.12383660999068,0.703501501158554
65,1,83613,-0.0110743334349776,0.123847005584623,0.928799262989298
66,1,84112,-0.0389056351344375,0.123844746421146,0.753593867531956
68,1,84858,0.00254014488800446,0.124211560244665,0.983695833409713
69,1,85751,-0.0620005758343485,0.124678512510809,0.619298687119541
70,1,87445,-0.0702118597708878,0.124929950540487,0.574465995457388
71,1,87467,-0.10883263339485,0.125506533601541,0.386450446715361
72,1,89070,-0.0665642576770103,0.1248035179876,0.594125291374561
73,1,89616,-0.0557524503935958,0.124146684681319,0.653645707393454
74,1,89679,-0.0459225482548955,0.124173815799606,0.7117348554697
75,1,89880,-0.0266913315163453,0.124221214841151,0.829993261508136
76,1,91472,-0.0415260756014379,0.12513194735856,0.740193204653806
77,1,93789,-0.0435614741589586,0.12384035500961,0.725231827629744
78,1,94351,-0.115687216850803,0.124035299777298,0.351614489259697
79,1,99148,-0.100622849065776,0.123746218415689,0.416686583854281
82,1,106800,-0.0406724761405069,0.124010239391176,0.743123680067562
83,1,107970,-0.0204036139153901,0.12365690999488,0.869037005280181
84,1,109000,0.0533661132290344,0.123847044699502,0.666801605810375
85,1,112549,-0.0432547861372285,0.123717961140826,0.726829276118576
86,1,112742,-0.0451312472615233,0.124198241508356,0.71653801061326
87,1,113050,-0.058227102723919,0.123973762432946,0.63887880297228
88,1,113135,-0.0759169122245896,0.123630612847431,0.539569617565175
89,1,114076,-0.00592116372020865,0.123696224522114,0.961848043703848
90,1,114628,0.0106868572868,0.124008252189853,0.931373303560541
91,1,116283,0.0357393304818799,0.12468477574659,0.774558070551637
93,1,127853,0.0327743902055418,0.124454884556909,0.792439449216559
94,1,128302,0.0284225455169716,0.123979782947555,0.818806249653807
95,1,128704,-0.0138645224048938,0.124110240044679,0.911115772676572
96,1,128911,0.0169321671203483,0.124122898515029,0.891571349717236
97,1,130267,0.0295393416471857,0.124057370099889,0.81193367436041
98,1,130271,0.0212032477947094,0.124209457314072,0.864553073663436
99,1,130613,0.0246967232278437,0.125368471841718,0.843946313588333
100,1,132012,-0.102732523152903,0.124989696729019,0.411672716327653
101,1,133231,-0.145423264221415,0.123980095623336,0.241604120389786
102,1,137074,-0.1057134655944,0.123917126479132,0.394183377572007
103,1,137304,-0.178383335189517,0.123724159023044,0.150250281439183
104,1,139686,-0.0985254234921889,0.124140277077521,0.427925381376473
105,1,149562,-0.110074999084872,0.124396558206387,0.376828133838309
106,1,150447,-0.0693897711390088,0.125861638491168,0.581764578633875
108,1,154084,-0.0950532949614324,0.126203463804484,0.451846770369001
110,1,157269,-0.133006471847598,0.123810269900661,0.283432508973341
111,1,160054,-0.151005564522993,0.124932451735847,0.227588022460349
112,1,166222,-0.140417994731047,0.124039819080135,0.258386156235986
113,1,166416,-0.14693239524364,0.123765662792891,0.235954025724681
114,1,167326,-0.158696148187346,0.124430846467387,0.203014782213228
115,1,168836,-0.167658417808184,0.123804992789123,0.176534450785247
116,1,171200,-0.203708815621822,0.123838328779286,0.100868671948798
117,1,171431,-0.203239950662723,0.1246195350875,0.103806731401791
118,1,173339,-0.216077653048245,0.123581397355511,0.081252948618713
119,1,173845,-0.207855666440676,0.123518044911097,0.0932987992407881
