SNP,Chr,Pos,Effect,SE,FMP45_MEP1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0491297684549057,0.0622381455675884,0.430417747938309
9,1,27272,0.00226933821533981,0.061357434473597,0.970517436888169
16,1,27843,0.0378178136442911,0.0598719864488931,0.528027994202172
17,1,27848,0.0378178136442911,0.0598719864488931,0.528027994202172
18,1,28495,0.0589944280113011,0.059824436244876,0.324746739381957
19,1,28975,0.049833784573858,0.0594471972472779,0.40243705543406
26,1,31435,0.0264976232696938,0.0593319192087899,0.655437890620967
29,1,36146,-0.00182830438684597,0.0590425716749253,0.975314261437418
31,1,37409,0.0651389080286835,0.0592605568468031,0.272432111055427
32,1,37478,0.0489920697062702,0.0593556670420331,0.409702919846218
33,1,39144,0.0301825156442465,0.0591199788869225,0.609999388363406
34,1,41499,0.0165065739399862,0.0589712105036338,0.779711251602826
37,1,51248,0.0420275822302569,0.059186535438825,0.478119078315001
38,1,51462,0.0305786194776524,0.0592867706617496,0.606334622602484
39,1,52124,-0.00126511502508244,0.059228752949749,0.98297069999931
40,1,52667,-0.00842518526875907,0.0591321688152648,0.886781711294719
42,1,59265,-0.0473560990254762,0.0590502689574144,0.423114206572423
43,1,60165,-0.0244367275419476,0.0590450510390564,0.679223725096365
44,1,62308,-0.102293749306294,0.0587426483317777,0.0824867266603267
45,1,62869,-0.115526081469234,0.058665658567028,0.0497085955328286
49,1,66841,-0.0516478603798011,0.0589507543043227,0.381561274569603
50,1,66948,-0.0720397052643877,0.0592530639886935,0.22487464210366
51,1,68621,0.0487368257688641,0.0591592966010896,0.410596034195842
52,1,69417,0.0516862242860405,0.0589952694187155,0.381567132279396
56,1,74327,-0.0464917502048665,0.0593325002862889,0.43381212012404
57,1,74572,-0.015993768891982,0.0592198611210832,0.787260830943823
58,1,75211,-0.0281787685275434,0.0590989875640274,0.633795097579245
59,1,76030,-0.0379629026072034,0.0590834754918458,0.520946234551441
60,1,80108,-0.0371342694106308,0.0590709814867551,0.529992557257478
61,1,81262,-0.0767604207669875,0.05894026467594,0.193648340096284
62,1,81999,-0.0743872819552975,0.0590934941679354,0.208932022888118
63,1,82431,-0.0247730314962022,0.0594917294201588,0.677362093919047
64,1,83284,-0.072067459471017,0.0589486567853326,0.222316750866526
65,1,83613,-0.0624972287158838,0.0589730727042717,0.289978955467703
66,1,84112,-0.0726566630331148,0.0589466078171165,0.218551177444216
68,1,84858,-0.069999466183957,0.0591227703987165,0.237222370567074
69,1,85751,-0.0596170289913403,0.0593988426458847,0.316223632531763
70,1,87445,-0.0686547187167223,0.0594971733793928,0.249315401510367
71,1,87467,-0.0655167275195819,0.0598197856803353,0.274160358415646
72,1,89070,-0.0741890803553694,0.0594152396806148,0.212619093900022
73,1,89616,-0.0637094080861342,0.0591288282534522,0.282007091352874
74,1,89679,-0.0573846737785233,0.0591546821647935,0.332671665615558
75,1,89880,-0.0666256447463811,0.0591422713195762,0.260705754839151
76,1,91472,-0.063424076585327,0.0595927410917583,0.287923915943907
77,1,93789,-0.0963579274489395,0.0588502721254374,0.102450462162481
