SNP,Chr,Pos,Effect,SE,ERV25_UIP4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0490382655034254,0.17927115740404,0.78459626853808
9,1,27272,0.0953962804824591,0.176524618347272,0.589252720577596
16,1,27843,0.00212881438947058,0.172419225083994,0.9901559563473
17,1,27848,0.00212881438947058,0.172419225083994,0.9901559563473
18,1,28495,-0.0104759355305885,0.172421152549343,0.951586456537126
19,1,28975,0.0274096688470215,0.171263297941596,0.872937927944067
26,1,31435,-0.0141139543740201,0.170814085243318,0.934194503691328
29,1,36146,-0.0957892496566189,0.169858442291099,0.573155946809576
31,1,37409,-0.0276041224709514,0.170847436227799,0.871735525474086
32,1,37478,-0.0193192603138839,0.170997534595187,0.910110824595524
33,1,39144,0.00923133552747637,0.170219597684093,0.956781069061371
34,1,41499,-0.0705321121275355,0.169706637319394,0.677946482544449
37,1,51248,-0.170566103658315,0.170228778483254,0.317038819293163
38,1,51462,-0.145974357595829,0.17052493696518,0.392562211576035
39,1,52124,-0.0717062892705494,0.170427952205652,0.674199123519998
40,1,52667,-0.125202271219709,0.170066971371806,0.462101615909047
42,1,59265,-0.0292757576445904,0.170104480885145,0.863453948753961
43,1,60165,-0.0564963898086312,0.169956470588349,0.739771845756203
44,1,62308,-0.148739341213834,0.169611472652411,0.381114809520034
45,1,62869,-0.162722276886625,0.169553745167075,0.337858500433804
49,1,66841,-0.0397886810706364,0.169841610292667,0.814911705453146
50,1,66948,-0.0811356378751387,0.170842661974956,0.635141685662192
51,1,68621,-0.208973658268441,0.170070951212076,0.219986322649538
52,1,69417,-0.160125798245114,0.169769280527349,0.346225454074758
56,1,74327,0.0159765637643209,0.170915508438839,0.92557814144545
57,1,74572,0.0406706497476651,0.170448841540966,0.811547142534015
58,1,75211,0.0550007116410043,0.170126664301649,0.746664999041327
59,1,76030,0.0148944112856414,0.170150001708662,0.930294356074964
60,1,80108,-0.0801920825502574,0.170058063315571,0.637534292178465
61,1,81262,-0.0303453124694997,0.170039636639508,0.858463926391422
62,1,81999,-0.0420263455989995,0.170447909887445,0.805388863987675
63,1,82431,-0.107044108007952,0.171174721699209,0.532145442270377
64,1,83284,-0.0382312616971792,0.170011032472571,0.822206493432356
65,1,83613,0.00883566762861866,0.170003823522476,0.958579329008186
66,1,84112,0.0193340471299633,0.170020095331621,0.909527379320373
68,1,84858,0.129990394497949,0.170362635718463,0.44596003343147
69,1,85751,0.0411040211562526,0.171189900589661,0.810386101058918
70,1,87445,0.0438459016709068,0.171549919987658,0.79841874263845
71,1,87467,-0.0201429287353023,0.172460614840139,0.907087129219637
72,1,89070,0.0128263371701366,0.171383189606924,0.940384319245102
73,1,89616,0.0526921514381987,0.170439514460851,0.757386356094202
74,1,89679,0.0469903778984823,0.170465826193164,0.78297156006567
75,1,89880,0.0446400550471321,0.1705108166271,0.793626871852612
76,1,91472,0.107879643925747,0.1716971749746,0.530204922613356
77,1,93789,0.0937186560661523,0.16995002267484,0.581675266010437
78,1,94351,-0.00714749645046721,0.170470255922391,0.96657970862729
