SNP,Chr,Pos,Effect,SE,ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0729009184989344,0.107348518909182,0.497516333696406
9,1,27272,-0.0608494135170572,0.105755856377536,0.565403401353559
16,1,27843,-0.043767965551881,0.103275771844954,0.671971962119496
17,1,27848,-0.043767965551881,0.103275771844954,0.671971962119496
18,1,28495,-0.010964201685991,0.103302065846126,0.915533711083825
19,1,28975,-0.0291015835808136,0.102601496994361,0.776854838198619
26,1,31435,-0.0485917635919734,0.102308632593649,0.635114386768191
29,1,36146,-0.0524549389288883,0.101775315604397,0.60659654916684
31,1,37409,0.00961918285299262,0.102362813396017,0.925185144016108
32,1,37478,-0.0193657137593525,0.102446904971594,0.850176597946981
33,1,39144,-0.184077850286076,0.101512871215899,0.0706277589787723
34,1,41499,-0.103759836152517,0.101551638970027,0.30760151307604
37,1,51248,-0.128528693408886,0.101905225841879,0.208049090333116
38,1,51462,-0.115419618129908,0.102088412022666,0.258997405201008
39,1,52124,-0.0998379806545314,0.101996254675855,0.328329550515193
40,1,52667,-0.18810269796225,0.101478223799144,0.0646267626202381
42,1,59265,-0.120549937888951,0.101717291988336,0.236756585527658
43,1,60165,-0.165686223805148,0.101459917078012,0.103356079276037
44,1,62308,-0.15869597594249,0.10137917561001,0.118392031878789
45,1,62869,-0.129863799120784,0.101482543569799,0.201502895563691
49,1,66841,-0.0597353484980362,0.10171591764494,0.557393586418516
50,1,66948,-0.0779518159003078,0.102306048489437,0.4466002412252
51,1,68621,-0.162752938586879,0.101744673778371,0.110577233447344
52,1,69417,-0.099169819870379,0.101705565524918,0.330194348176346
56,1,74327,-0.152724595007758,0.102079221773936,0.135511217355103
57,1,74572,-0.14883903103964,0.101822029984956,0.144697522157801
58,1,75211,-0.153920071706402,0.101613851858454,0.130729374179491
59,1,76030,-0.117878642227982,0.101750310259464,0.247439563957091
60,1,80108,-0.181561089629517,0.101460296622858,0.0743948065054103
61,1,81262,-0.148262369010729,0.101574857781331,0.145279327029824
62,1,81999,-0.136404420757725,0.101871358293513,0.181436503675517
63,1,82431,-0.11978633346038,0.102414931917358,0.242943906547848
64,1,83284,-0.119383819397121,0.101668116655401,0.241086340829565
65,1,83613,-0.0584336582492881,0.101807768458967,0.566359916463393
66,1,84112,-0.0911338041843017,0.101750937716555,0.371047031369723
68,1,84858,-0.0283428488081434,0.102142846978552,0.781572101629233
69,1,85751,-0.0807396353525295,0.10248380753089,0.431325881001274
70,1,87445,-0.0759935835979407,0.102711090393863,0.459866337588532
71,1,87467,-0.120562651909316,0.103129370665657,0.243175187517566
72,1,89070,-0.0658516897124508,0.102622275164097,0.521490918174535
73,1,89616,-0.0528030097659214,0.102091056715282,0.605330117800842
74,1,89679,-0.0640359010148804,0.102085786206566,0.530884247240451
75,1,89880,-0.0551485274738504,0.102126373249473,0.589535597332371
76,1,91472,-0.0701610983284694,0.102859156756755,0.495617704928554
77,1,93789,-0.0347025352699356,0.101849741133718,0.733514914436556
78,1,94351,-0.0367557916388212,0.102115844492453,0.719105681508884
79,1,99148,-0.0850139526036381,0.101765942953707,0.404064861547899
82,1,106800,-0.046628259179972,0.101973698226653,0.647767105327174
83,1,107970,0.0177408506647855,0.10169730894227,0.861613720080959
84,1,109000,-0.0370197897616454,0.101861870129593,0.716500286300758
85,1,112549,0.00118772337373074,0.101765575899977,0.990694557947912
86,1,112742,0.0477255312578198,0.102130489839961,0.640573903938054
87,1,113050,0.111024076493875,0.101818877452253,0.27627739424639
88,1,113135,0.0577534481223353,0.101683982492586,0.570416441048393
89,1,114076,0.099644352358934,0.101592094784904,0.327349393883104
90,1,114628,0.123287957113881,0.101776475036994,0.226567737994733
91,1,116283,0.148744245133411,0.102249007537245,0.146633861604889
93,1,127853,0.103612539974255,0.102215435922097,0.311435365463836
94,1,128302,0.0838209558189317,0.101873256659125,0.411179210351052
95,1,128704,0.103638305736042,0.101923244680309,0.309932147315782
