SNP,Chr,Pos,Effect,SE,ERG11_MID2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.165384158807005,0.131603087026051,0.209697188670717
9,1,27272,0.053478488451425,0.129885163863348,0.680782311980052
16,1,27843,-0.010375321448188,0.126841279352007,0.934853965867544
17,1,27848,-0.010375321448188,0.126841279352007,0.934853965867544
18,1,28495,0.036035164723663,0.126830034137492,0.776483702265347
19,1,28975,0.042981321806274,0.125975882373407,0.73316586809267
26,1,31435,0.0450491455140509,0.125639950056159,0.720140490051169
29,1,36146,0.00661359805435136,0.125014361134267,0.957839352982658
31,1,37409,0.109574032193169,0.125555418603904,0.383411958959719
32,1,37478,0.0984642084695513,0.125689632854591,0.433922437765275
33,1,39144,0.159881077159928,0.124935322567688,0.201487297003396
34,1,41499,0.261538012551242,0.124099164427118,0.0357797270086075
37,1,51248,0.0067406654446044,0.12540846852749,0.957165004073379
38,1,51462,-0.0203432390816033,0.125574369353973,0.871397341629552
39,1,52124,0.00258238067398645,0.12540890639199,0.983583007769845
40,1,52667,0.0675175288192444,0.125156416399717,0.589906018723774
42,1,59265,-0.168012863786906,0.124824925962298,0.17917012528689
43,1,60165,-0.179845506727315,0.124683364660959,0.150071205050519
44,1,62308,-0.116234041084296,0.124759443595046,0.352146283883889
45,1,62869,-0.0800127906219188,0.124824422453042,0.521936859750635
49,1,66841,-0.0122831548955195,0.124954200349,0.921748874463952
50,1,66948,-0.0205700903487965,0.125718012669648,0.870123252820133
51,1,68621,-0.233325445938913,0.124765666065365,0.0622960795882038
52,1,69417,-0.111570909366805,0.124909186965161,0.372349932608346
56,1,74327,-0.160782277294064,0.125446233718256,0.200795148717942
57,1,74572,-0.0979342151754678,0.125294648704175,0.43495522977484
58,1,75211,-0.164111453415911,0.124869297281866,0.189610095106737
59,1,76030,0.0124628407375099,0.125172671245499,0.920746049459623
60,1,80108,0.0312259758977034,0.125133795781557,0.803087700529688
61,1,81262,0.00286911253565963,0.125097428375884,0.981715061324957
62,1,81999,0.021788642038969,0.125397665018719,0.862156538868077
63,1,82431,0.0552066964515985,0.125962384919013,0.66145196874333
64,1,83284,0.0116196671721769,0.125078264908372,0.926036365143174
65,1,83613,0.0222888441935288,0.12506038433663,0.858648780330456
66,1,84112,-0.00678329493370769,0.12507927281108,0.95678103167764
68,1,84858,0.0738091100503392,0.125371274132977,0.556422780725124
69,1,85751,0.0160062120749906,0.125945487801993,0.898942784091041
70,1,87445,0.0388142667885612,0.126197706942333,0.758593114582074
71,1,87467,0.0476575627317924,0.126849995838585,0.707365490911455
72,1,89070,0.0600285123837752,0.126040792974225,0.634181966784537
73,1,89616,0.0338612241786125,0.125390076039284,0.78728183546323
74,1,89679,0.0320970105252121,0.125407272064341,0.798144563666011
75,1,89880,0.0406375993066319,0.125432038671801,0.746144279476999
76,1,91472,0.0519803136648215,0.126351592980604,0.681033154714712
77,1,93789,-0.0278215847970605,0.125071028164502,0.824095136188343
78,1,94351,0.0356832466213614,0.12539459967837,0.776142260904036
79,1,99148,0.0654218398687236,0.125031316641957,0.60113301448164
82,1,106800,0.035975528598503,0.12523387468661,0.774076633037478
83,1,107970,0.0349995224290722,0.124863550311217,0.779409889501338
84,1,109000,0.121464055796134,0.124930361562803,0.331589887648588
85,1,112549,0.0630279397679855,0.1249108722018,0.614166366861556
86,1,112742,0.0338047377358688,0.125429834824931,0.787693841376442
87,1,113050,0.0727679258293674,0.125171803069328,0.561379379619818
88,1,113135,0.0468422998404781,0.124887853099675,0.707830009402172
89,1,114076,0.167753909235801,0.124593222578285,0.179033324382977
90,1,114628,0.182984925090053,0.124849446048615,0.14363526145111
91,1,116283,0.203294792205468,0.125459518152602,0.10603897627357
93,1,127853,-0.0032952631387031,0.12569067204248,0.97909887562219
94,1,128302,0.0309670662435619,0.125197148114742,0.804783935696329
95,1,128704,0.0176030485816021,0.125329130248833,0.88838095744295
