SNP,Chr,Pos,Effect,SE,HNM1_TPO4_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0520511929626908,0.15332792053779,0.734452837653819
9,1,27272,0.041832485541839,0.151033523070318,0.781961542646098
16,1,27843,-0.120427762082625,0.147336680278557,0.414271513889353
17,1,27848,-0.120427762082625,0.147336680278557,0.414271513889353
18,1,28495,-0.086100338770325,0.147407209690796,0.559527069165494
19,1,28975,-0.117633151737715,0.146358761564798,0.42209292809729
26,1,31435,-0.116654485586846,0.145972502029719,0.424738593979706
29,1,36146,-0.184058202269771,0.145020605149972,0.20521070438902
31,1,37409,-0.116162936587226,0.14600615833966,0.426797482946796
32,1,37478,-0.118695353146561,0.146126131042075,0.417178340474594
33,1,39144,-0.166508670400272,0.145325221455066,0.252668204151102
34,1,41499,-0.231550564023468,0.144667349269358,0.110366194108388
37,1,51248,-0.24727282005647,0.145214168008059,0.0894830105940318
38,1,51462,-0.251344431269179,0.145392919139041,0.0847326143194052
39,1,52124,-0.22501301476845,0.14531667637846,0.122414315799736
40,1,52667,-0.29209384463974,0.144743150679915,0.0443457801010598
42,1,59265,-0.0373384978215607,0.145488659022987,0.797604673336613
43,1,60165,-0.0168584446962016,0.145389511382447,0.907755209687691
44,1,62308,-0.0488159936826465,0.145209137457494,0.736937024409967
45,1,62869,-0.0626029781471621,0.145175907120456,0.666570510797516
49,1,66841,0.000531909917894813,0.145282574993252,0.997080852267348
50,1,66948,-0.0257220727906245,0.146167782868829,0.860413430387781
51,1,68621,-0.141881776843467,0.145582479313817,0.330435990199062
52,1,69417,-0.0761472725073428,0.145335780373131,0.600648859191049
56,1,74327,-0.189091194793977,0.145844794713998,0.19564211665242
57,1,74572,-0.212006841901612,0.145365124728338,0.145607451211137
58,1,75211,-0.165274762847961,0.145270549624503,0.256016069557897
59,1,76030,-0.104490061807545,0.145430342913069,0.472931281710552
60,1,80108,-0.16805791129063,0.145227027684109,0.247969740482402
61,1,81262,-0.113484377728163,0.145321751943755,0.435374077049905
62,1,81999,-0.160609732423319,0.145551615543022,0.270581057965387
63,1,82431,-0.209615005733831,0.146067160706224,0.15215565696367
64,1,83284,-0.0857498047579561,0.14535497830062,0.555612498872817
65,1,83613,-0.0738055752925867,0.145357517153052,0.611944351502924
66,1,84112,-0.113544984338344,0.145300988529352,0.43506357050541
68,1,84858,-0.0202277862595047,0.145833077776671,0.889762310265955
69,1,85751,-0.077280594205219,0.146378700808088,0.597865941509951
70,1,87445,-0.0775358701413218,0.146687997630451,0.597431231991749
71,1,87467,-0.0883207080863037,0.147439339058372,0.549536563037213
72,1,89070,-0.0850714560808407,0.146521067850731,0.561874445413131
73,1,89616,-0.0296393297639722,0.145793892803039,0.839020739499134
74,1,89679,-0.0718115158038297,0.145770790576532,0.62257812745386
75,1,89880,-0.0676371988754466,0.145813405593654,0.64303301146072
76,1,91472,-0.0787772158445442,0.146880675923898,0.592065009371708
77,1,93789,-0.0907839021079349,0.145346318106499,0.532634437985876
78,1,94351,-0.151694214321735,0.145585642398735,0.298143941707702
79,1,99148,-0.174528858158246,0.145129631578289,0.229947925343433
82,1,106800,-0.191471604925865,0.145265744601067,0.188332152948756
83,1,107970,-0.176466132669411,0.144887237331532,0.224054538701449
84,1,109000,-0.166361664658129,0.145177451160569,0.252604708766625
85,1,112549,-0.261651632154687,0.144613572166644,0.0712524645278066
86,1,112742,-0.243600457070859,0.145271154838686,0.0944536864260537
87,1,113050,-0.255523599940845,0.144966683592802,0.0788270952550667
88,1,113135,-0.242258028613165,0.144658863044311,0.0948816933499495
89,1,114076,-0.184899840449767,0.144898566567557,0.2027718691715
90,1,114628,-0.142118988076063,0.145403170754628,0.329033947950975
91,1,116283,-0.127117978903201,0.146253191292419,0.385348120664094
93,1,127853,0.025115355997569,0.146130891666567,0.863639080613978
94,1,128302,0.0211759494814469,0.145571307997029,0.884424500626087
95,1,128704,0.0525614693057821,0.145693724443379,0.718489521432303
96,1,128911,0.062436063898229,0.145698816209859,0.66852790983893
97,1,130267,0.0242553195448427,0.145661906448226,0.867844709903541
98,1,130271,0.0171581571002221,0.145837656280306,0.906409960632207
99,1,130613,0.0309789699267904,0.147194152747243,0.8334275079702
100,1,132012,-0.156703828247032,0.146653954753393,0.286012644907074
101,1,133231,-0.165533401989697,0.145582243635361,0.25629117596741
102,1,137074,-0.175223631489838,0.145342260664809,0.228781901882372
103,1,137304,-0.241097916755983,0.145125565881796,0.0975399043160988
104,1,139686,-0.182779197549793,0.145558522689214,0.210051885143037
105,1,149562,-0.231201166906609,0.145697323331905,0.113439804174096
106,1,150447,-0.203333889531191,0.147441277465606,0.16874203240225
108,1,154084,-0.200769754433906,0.147909167793642,0.175525935435914
110,1,157269,-0.251522825706661,0.14498650293136,0.0836487906698365
111,1,160054,-0.268585423687999,0.146289780672507,0.0672012095549566
112,1,166222,-0.284817581793534,0.145109756147997,0.0504574785197567
113,1,166416,-0.259180325906328,0.144948292626819,0.0746193622010393
114,1,167326,-0.290185084842589,0.14561381595846,0.0470484786173633
115,1,168836,-0.220030365804601,0.145265412078604,0.130748758503044
