SNP,Chr,Pos,Effect,SE,HUG1_ALO1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.033989518432032,0.0560488618904359,0.544621319954156
9,1,27272,-0.0699930433463261,0.0551101144894272,0.204900487482833
16,1,27843,0.00387499988084778,0.0539285897720002,0.94275856971047
17,1,27848,0.00387499988084778,0.0539285897720002,0.94275856971047
18,1,28495,0.015141680706351,0.053923835396328,0.779030187965023
19,1,28975,0.00464300071658974,0.053568797136333,0.930980100672106
26,1,31435,0.00509323948744575,0.0534267487062048,0.924105803616347
29,1,36146,0.0202587013978123,0.0531410039243729,0.70326533403357
31,1,37409,0.0161712520625393,0.0534323952735759,0.762335754246476
32,1,37478,0.0156095204025514,0.0534788126493428,0.770548052166892
33,1,39144,-0.0821384497729799,0.0530614051666447,0.122521071194148
34,1,41499,-0.088073304998084,0.0528861757000403,0.0967327316238751
37,1,51248,-0.0521647659647299,0.0532471735910078,0.327918971564238
38,1,51462,-0.0589464916878508,0.0532995522444438,0.269502512235848
39,1,52124,-0.0503620694562888,0.0532520898964888,0.344933491489789
40,1,52667,-0.104251141332389,0.0529440894003048,0.0497257213536935
42,1,59265,-0.0212792710256338,0.0531951475995724,0.68938168900482
43,1,60165,-0.0581952680713718,0.0530766941818631,0.273634866930885
44,1,62308,-0.00270820218940368,0.0531083284945574,0.959359202826211
45,1,62869,-0.0102240235627013,0.053099065549469,0.847425102384855
49,1,66841,0.00210203404822984,0.053126762455742,0.968461193118153
50,1,66948,-0.0033861856351356,0.0534526223879865,0.949524223302994
51,1,68621,0.0163457926143202,0.0533010212668778,0.759275828191119
52,1,69417,0.00866931433023277,0.0531649938992126,0.870561091539476
56,1,74327,-0.0320547640034771,0.0534320731125831,0.548947007606833
57,1,74572,-0.0304277952005469,0.0532923766397463,0.56839030922203
58,1,75211,-0.0244149052169188,0.0532039194819756,0.646593442144475
59,1,76030,0.011280827790735,0.0532163995402887,0.832244752803153
60,1,80108,-0.0295745569599754,0.0531839138674255,0.578507870901265
61,1,81262,-0.0476996903015393,0.0531264610527103,0.369876512215143
62,1,81999,-0.0356894318079653,0.0532831295862205,0.503418501513409
63,1,82431,-0.0407355157767944,0.0535254733385034,0.447135795794583
64,1,83284,-0.0244662738972083,0.0531636051058047,0.645650845687415
65,1,83613,-0.0045763991156622,0.0531731331508706,0.931462743175065
66,1,84112,0.0110963995684638,0.0531762714356678,0.834824645485096
68,1,84858,0.0164859694349977,0.0533224209943211,0.75737067257276
69,1,85751,-0.0191793048459428,0.0535391080277352,0.720385459617608
70,1,87445,0.0096684674155619,0.0536595699017407,0.857113390569302
71,1,87467,-0.0148870887077883,0.05393714086236,0.782703344163827
72,1,89070,0.0281451165071261,0.0535844132406958,0.599740408360537
73,1,89616,0.0274666615792255,0.0532969328806285,0.606629900911312
74,1,89679,0.0415643871155728,0.0532778206170002,0.435828735143877
75,1,89880,0.0323452084916813,0.0533094507405674,0.544410601226455
76,1,91472,0.036646976461931,0.0536977382722375,0.495390799275848
77,1,93789,-0.0116447084126845,0.0531759392999027,0.826788651225714
78,1,94351,-0.0080988118769445,0.0533177677931135,0.879354906470256
79,1,99148,-0.000362653586792994,0.0531795475879882,0.994562785691864
82,1,106800,0.0300515417200346,0.0532272573062423,0.572711699727722
83,1,107970,0.0336770016879762,0.053063254316672,0.526062809729979
84,1,109000,-0.027192080129386,0.0531673933619157,0.609360795579237
85,1,112549,-0.0237560452222897,0.0531118318441426,0.654944715807618
86,1,112742,-0.0316202441731823,0.0533073024467622,0.553447834990288
87,1,113050,-0.048011259843915,0.0531827833790748,0.367269172849302
88,1,113135,-0.0471734750458058,0.0530491400740812,0.374479100762435
89,1,114076,-0.0277181293533122,0.0530880293520439,0.601916780578073
90,1,114628,-0.0155084848869646,0.0532364805240444,0.770982958323249
91,1,116283,-0.00937849581031092,0.0535366837481122,0.861039522949811
93,1,127853,-0.00279454756408007,0.0534391201415507,0.958323980844966
94,1,128302,0.0212902105925283,0.0532219966662732,0.68937893304855
95,1,128704,-0.0032551073240728,0.0532867674622759,0.9513248130978
96,1,128911,-0.00541888642576521,0.0532921662676169,0.919066340060977
97,1,130267,-0.015987401353541,0.0532608880482138,0.764223022747135
98,1,130271,-0.0181981565076202,0.0533221103322395,0.73309039871401
99,1,130613,-0.0109870465076486,0.0538261047489214,0.838376454598461
100,1,132012,-0.0267054100671311,0.053696213960058,0.619257169220121
101,1,133231,-0.039405006940207,0.0532926089009404,0.460150399544522
102,1,137074,-0.0400239209726072,0.0532153898943974,0.452485043725627
103,1,137304,-0.0434038293833776,0.0532264130545331,0.415360863146896
104,1,139686,-0.0731885917250256,0.0532041210448819,0.169811900224849
105,1,149562,-0.0542068601945006,0.0533903399591094,0.310661358808929
106,1,150447,-0.0630578228764106,0.0539570400043297,0.24332635602301
108,1,154084,-0.043190370080525,0.0541795965630177,0.425887939728301
110,1,157269,-0.0396355662265975,0.0532023313351646,0.456769370969002
111,1,160054,-0.0705692042833801,0.0536186074706497,0.188983489605437
112,1,166222,-0.0638039759637239,0.0532442660375817,0.231594121592404
113,1,166416,-0.0602283549246115,0.0531475525956505,0.257887117601631
114,1,167326,-0.0791375376496571,0.0533807809946707,0.139096837050595
115,1,168836,-0.0549176454855574,0.0532127278865976,0.3027600934848
116,1,171200,-0.0666424746455557,0.0532547631185657,0.211620902154331
117,1,171431,-0.057781446456393,0.0536178394248836,0.281924341389575
118,1,173339,-0.0957092800793617,0.0530442693388001,0.0720320714353144
