SNP,Chr,Pos,Effect,SE,ERG11_HYR1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.114819543198962,0.111969858774448,0.305852868708449
9,1,27272,-0.0604503939539409,0.110405600211769,0.584360578088352
16,1,27843,-0.0117931338902496,0.107837300229459,0.91297875574377
17,1,27848,-0.0117931338902496,0.107837300229459,0.91297875574377
18,1,28495,-0.00553329080903353,0.107840470959016,0.959107549192853
19,1,28975,-0.0258293634374401,0.107111196535415,0.809582496023217
26,1,31435,-0.00712948737448346,0.106835532886883,0.946831805472707
29,1,36146,-0.104502645148976,0.106139676465077,0.325506417064532
31,1,37409,-0.00992106035039164,0.106858679353436,0.926081107159913
32,1,37478,-0.0339422415540015,0.106936586389377,0.751123726345414
33,1,39144,-0.0675166222313681,0.106403131598652,0.526142066210337
34,1,41499,-0.0529186971917924,0.106131122191062,0.618360332702064
37,1,51248,-0.082339033670711,0.106530286834265,0.440088923950463
38,1,51462,-0.0769802382704029,0.106686322685728,0.471044674557873
39,1,52124,-0.0427747116750855,0.106596082435664,0.688457922409771
40,1,52667,-0.185775327023528,0.105989296421034,0.0805088341578479
42,1,59265,-0.0287495421599842,0.106384813068289,0.787132747779415
43,1,60165,-0.0303426080447426,0.106303150548841,0.775478531233298
44,1,62308,-0.0531727629703391,0.106160776934502,0.616774679294753
45,1,62869,-0.00499170813784183,0.106184822989387,0.962532144416033
49,1,66841,0.0186824214691351,0.106230545681813,0.860499465612423
50,1,66948,-0.0168628466588779,0.106883409206556,0.874729343490292
51,1,68621,-0.140394833640554,0.10633538628912,0.18758960723264
52,1,69417,-0.128809632856486,0.106094134367284,0.22551848278184
56,1,74327,-0.0443298157492004,0.10687389022121,0.678550379725222
57,1,74572,-0.0278160931681641,0.106605049933073,0.794301265363141
58,1,75211,-0.049332408403803,0.106388583022415,0.643148337878103
59,1,76030,0.0464897578066882,0.106392209477797,0.662403322234753
60,1,80108,-0.0381030636180902,0.10637648726616,0.72041473877003
61,1,81262,-0.0221829186088488,0.106349040768468,0.834891762058905
62,1,81999,-0.0938986106991599,0.106498128445075,0.378543021450397
63,1,82431,-0.113653865158835,0.106949080154081,0.288648382695923
64,1,83284,-0.0506272460775161,0.106306377081347,0.634198719726214
65,1,83613,0.0316428863853686,0.106315465616402,0.766159119875664
66,1,84112,0.000584194149368555,0.106340518142171,0.995619852571253
68,1,84858,0.0876888790955827,0.106538467436364,0.411022461187642
69,1,85751,0.0152351973607446,0.107075898839738,0.886936782422312
70,1,87445,0.00235668827462127,0.107305253389704,0.982490302908026
71,1,87467,-0.0281307667060102,0.107856683201489,0.794386361713826
72,1,89070,0.0301573102911887,0.107179950430264,0.778590859781698
73,1,89616,0.0340095896051472,0.106599962101162,0.749885326433158
74,1,89679,0.0614367571635063,0.106578679810796,0.564681739026498
75,1,89880,0.0715342676323923,0.106587868682473,0.502576913481568
76,1,91472,0.0792434193244682,0.107364719336014,0.460958098187898
77,1,93789,0.0308831562938491,0.106327817947127,0.771640816646895
78,1,94351,-0.00844337091871605,0.106619445001926,0.936925050306577
79,1,99148,-0.0065932984601772,0.106339943655182,0.950596260263696
82,1,106800,0.0340278247693399,0.106468560545114,0.749457271817171
83,1,107970,0.0798848614990015,0.106083316538089,0.451928463311828
84,1,109000,0.0767750351406285,0.106277064494281,0.470524090407442
85,1,112549,-0.0239450130977042,0.106227554513386,0.821788869810484
86,1,112742,-0.00232882972805731,0.106649019801045,0.982590802773842
87,1,113050,0.0211410493346417,0.106463731398176,0.8427094247858
88,1,113135,-0.00241941080478408,0.106198415461405,0.981837049727925
89,1,114076,0.0666310470736723,0.106139262222239,0.530560493578421
90,1,114628,0.100328619943353,0.106333157677005,0.346054730260097
91,1,116283,0.12661335005997,0.106847011245423,0.236815928487597
93,1,127853,0.0216962902357286,0.106853744317809,0.839215590115361
94,1,128302,0.0332865430185069,0.106434774418101,0.754661939745041
95,1,128704,0.0375436122233951,0.106536742882136,0.724748153235367
96,1,128911,0.0597963673812909,0.106519738850014,0.574905482074299
97,1,130267,0.0161420421344424,0.106513294751376,0.879628797139573
98,1,130271,0.0177365291147136,0.106639002785445,0.867997914636846
99,1,130613,0.0586659930533069,0.107594457231837,0.585925188962328
100,1,132012,-0.061137048860018,0.107361979264788,0.569414422619586
101,1,133231,-0.116519738736053,0.106468621942459,0.274523803290041
102,1,137074,-0.106668177720211,0.10634597684148,0.316533566205519
103,1,137304,-0.120546168605645,0.106341053940827,0.257739738492596
104,1,139686,-0.107545962672576,0.106520747746565,0.313366741311353
105,1,149562,-0.083141443283541,0.106826179899358,0.436921100931014
106,1,150447,-0.0730967022671187,0.1080337236044,0.499096508262488
108,1,154084,-0.0775051013955402,0.108359245697825,0.474920815355483
110,1,157269,-0.128174056081608,0.106250893276229,0.228496622119871
111,1,160054,-0.102253721862294,0.107343346420863,0.341451896028826
112,1,166222,-0.0917566404849914,0.106574429081162,0.38984282758706
113,1,166416,-0.100114137453157,0.106336254013021,0.347099494646848
114,1,167326,-0.116667448801024,0.106894488216616,0.275829749584061
115,1,168836,-0.151648121869895,0.106261169846001,0.154427398236123
116,1,171200,-0.128229680253574,0.10650842069657,0.229419697972547
117,1,171431,-0.160864545725361,0.107051321802518,0.133814019043899
118,1,173339,-0.189690091660409,0.106078631724985,0.0746008570565614
119,1,173845,-0.211981263913306,0.10587017815901,0.0460196625614194
120,1,175121,-0.177244870895144,0.105838976093769,0.0948855457870111
121,1,175281,-0.19311143248326,0.105851047977439,0.0689414126713571
122,1,175315,-0.191566980384957,0.105825365005907,0.0711121966779146
123,1,175523,-0.178536410008683,0.10649467923975,0.0945291549036268
124,1,175541,-0.192879428929494,0.10598541453465,0.0696259757749187
125,1,175653,-0.198838344573911,0.106292827941103,0.0622186591493652
128,1,175856,-0.174901564477327,0.108182041478196,0.106829012226699
129,1,175876,-0.185516660465219,0.106460874933534,0.0822777358414925
130,1,175989,-0.186413499284728,0.106762809163283,0.0816717045713704
131,1,176001,-0.183893032145835,0.107336225240904,0.0875458438789242
133,1,177692,-0.191493990658551,0.105825739232285,0.071220413675204
134,1,178191,-0.186028449690668,0.105959375445593,0.0800140797528829
135,1,178224,-0.191493990658551,0.105825739232285,0.071220413675204
136,1,178960,-0.22683668542957,0.106482273340365,0.0338397988271707
140,1,183802,-0.160066116811147,0.105986949667365,0.13187585051778
141,1,183954,-0.150804629127375,0.106801723183252,0.158829219774603
142,1,184450,-0.0939946116559762,0.106047217700273,0.376034101432256
144,1,184718,-0.123173032226312,0.106566896824491,0.248533096901593
