SNP,Chr,Pos,Effect,SE,SRO9_DHH1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0483079012528984,0.0589506483762746,0.413074972882148
9,1,27272,-0.0666497753973252,0.0580121869393573,0.251378123373467
16,1,27843,0.0784101249133964,0.0565917208828032,0.166762023796531
17,1,27848,0.0784101249133964,0.0565917208828032,0.166762023796531
18,1,28495,0.0952519723139513,0.0565193915770662,0.0928149842831374
19,1,28975,0.0945287587679244,0.0561420046194155,0.0931151966803057
26,1,31435,0.105525180235866,0.05593638361707,0.0600452784746067
29,1,36146,0.0701568023908297,0.0558029776326493,0.209503959774455
31,1,37409,0.103020903751126,0.0559621783415625,0.0664749239675404
32,1,37478,0.0950655866018912,0.0560505838818501,0.0907547028113903
33,1,39144,0.0196781809787225,0.0560118978804836,0.725556803153024
34,1,41499,0.0182233207898057,0.0558578771984412,0.744432763365158
37,1,51248,0.0587903732518918,0.0560167629363172,0.294659635412262
38,1,51462,0.0556577751263273,0.0561020114109611,0.321837246277548
39,1,52124,0.0357592173374645,0.0560717979893396,0.524056517882393
40,1,52667,-0.0226212289502321,0.0560012347762358,0.686500258286238
42,1,59265,-0.0223627306721713,0.0559732646203676,0.689747864635372
43,1,60165,-0.00147026924186319,0.0559435567806461,0.979047823159407
44,1,62308,-0.0441262398700981,0.0558327105857124,0.42986595437612
45,1,62869,-0.0457895256857859,0.0558218910697084,0.412610612103555
49,1,66841,-0.0421193049630361,0.055856431895324,0.45131370270364
50,1,66948,-0.0396425449011861,0.0562048835254837,0.48107497714741
51,1,68621,0.0135433150391011,0.0560874745508931,0.809332827863812
52,1,69417,-0.00732159699043472,0.0559422542541468,0.895946561478011
56,1,74327,-0.0512272938252195,0.0561850669880656,0.362517316875377
57,1,74572,-0.0394344081036732,0.0560621510032339,0.48226694657743
58,1,75211,-0.0370421769653187,0.0559644418700891,0.508475019780551
59,1,76030,0.0256245209138488,0.0559825480420563,0.647432795711478
60,1,80108,-0.0356737280886472,0.0559537121344084,0.524174852591023
61,1,81262,-0.0637296075124243,0.0558618653981083,0.254708726639548
62,1,81999,-0.0944146987293006,0.0558759122675245,0.0919642554061709
63,1,82431,-0.0903966675356743,0.0561612798385007,0.108381132585068
64,1,83284,-0.0862851395879221,0.0557680457724117,0.122707504326373
65,1,83613,-0.0575833678741256,0.0558666499603004,0.303373677923127
66,1,84112,-0.0473036165552773,0.0559001523644479,0.398005394649702
68,1,84858,-0.00811924093541716,0.0561130854049574,0.885034853157567
69,1,85751,-0.0101004001522287,0.0563428310579521,0.857831049062092
70,1,87445,-0.00829665297176463,0.0564627791573507,0.883263092357278
71,1,87467,-0.0222230557509368,0.0567477746251038,0.695581911929053
72,1,89070,0.00215661283480845,0.0564047396869721,0.969522245240709
73,1,89616,-0.00211891385803563,0.0561013133622867,0.969892879368076
74,1,89679,0.00914388393315266,0.0561064202299889,0.870632216632652
75,1,89880,0.0118295104259514,0.0561192157290482,0.833170810170739
76,1,91472,0.010857472626302,0.0565363811837237,0.847818167188669
77,1,93789,-0.043399167282653,0.0559091251617028,0.438124244526495
78,1,94351,-0.0400207528711066,0.0560636396276249,0.475794694519336
79,1,99148,-0.0366157662265306,0.0559228743717864,0.513052079435426
82,1,106800,0.0328059528167862,0.056005088892364,0.558406173297967
83,1,107970,0.03098489478563,0.0558419509073423,0.57933656096224
84,1,109000,0.0121202882766682,0.0559610347890956,0.828657339431621
85,1,112549,0.048552565307291,0.055841637973244,0.38518153636405
86,1,112742,0.0698960699121854,0.0559957491809069,0.212770880756426
87,1,113050,0.0711568302218635,0.0558966259981335,0.203853070934364
88,1,113135,0.0632511036456596,0.0557805886718081,0.257594731985176
89,1,114076,0.04618060447006,0.0558280038145692,0.408685780559641
90,1,114628,0.0235878432348151,0.0560093888008415,0.673908513374408
91,1,116283,0.029571560786939,0.0563130630689025,0.599823937171205
93,1,127853,0.0170914558020639,0.0562228058708254,0.761310759640561
94,1,128302,-0.00796813168834143,0.0560125706111463,0.886958852028981
95,1,128704,-0.000846657720315169,0.0560699159930955,0.987960903242299
96,1,128911,0.0114415704189277,0.0560728329676205,0.838433282321473
97,1,130267,-0.109099184836845,0.0557479553788365,0.0511344009220881
98,1,130271,-0.109476740953628,0.0558127440340989,0.0506062494153832
99,1,130613,-0.114089601578824,0.0563140361770346,0.0435213160085498
100,1,132012,-0.0473633968940927,0.0564640128443167,0.402135468167724
