SNP,Chr,Pos,Effect,SE,ERG11_TPO4_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.000788740278439004,0.0627901661064444,0.989984712475562
9,1,27272,-0.0439265272556413,0.0618030078025876,0.477708100721091
16,1,27843,0.0106628766466636,0.0603812198984445,0.859929677599373
17,1,27848,0.0106628766466636,0.0603812198984445,0.859929677599373
18,1,28495,0.0361820620607262,0.060354148707569,0.549226851356385
19,1,28975,0.0202032289381252,0.0599715868868311,0.736407548557705
26,1,31435,0.0224894410240281,0.0598103310865543,0.707133366214875
29,1,36146,0.0169136846178411,0.0595070297302962,0.776400757649159
31,1,37409,0.0926351048956684,0.0596321397008495,0.121213498732361
32,1,37478,0.0713731751337178,0.0597664524203721,0.233201071918727
33,1,39144,0.00187481815362473,0.0596136952771903,0.974928875961469
34,1,41499,0.0233534141090328,0.0594354276092564,0.694615170269705
37,1,51248,0.037443616915276,0.059668190877026,0.530717175995676
38,1,51462,0.0423643243521295,0.0597398811749066,0.478701695777606
39,1,52124,0.0554368068553874,0.0596285056170431,0.353160147798061
40,1,52667,0.00588919602118448,0.0596049596799988,0.92135013979657
42,1,59265,0.0897699368278382,0.0593838083704709,0.131507303948306
43,1,60165,0.0735441513671298,0.0594018635253852,0.216509843075878
44,1,62308,0.0716282825332276,0.059342889565119,0.228231155908282
45,1,62869,0.0576248816378728,0.0593785970153543,0.332478974335272
49,1,66841,0.0717746851423037,0.0593629842320639,0.227440737051842
50,1,66948,0.0569346738100312,0.0597740844559686,0.341496404389247
51,1,68621,0.0804473670329648,0.0595349357696858,0.177476505916318
52,1,69417,0.0770014784381425,0.0593894513110017,0.195632487940052
56,1,74327,-0.00741573551223634,0.0598566886326184,0.901471689207745
57,1,74572,-0.018952923223508,0.0596901054848472,0.751035260158452
58,1,75211,-0.0146265357987982,0.0595847182294532,0.806231612661063
59,1,76030,-0.00451511467535248,0.0595893190492331,0.939644580193441
60,1,80108,-0.0715621815461615,0.0594538326309592,0.229527684343075
61,1,81262,-0.0964798544351003,0.0593313857355727,0.104816833511299
62,1,81999,-0.0962334696898068,0.0594784961538142,0.106565664670358
63,1,82431,-0.0672236706563422,0.0598744165896311,0.262309073134958
64,1,83284,-0.0868589630713571,0.0593650154514121,0.144320568035687
65,1,83613,-0.0600567409523355,0.0594523217939434,0.313107457867093
66,1,84112,-0.0643822658080399,0.0594460688078589,0.279531414402557
68,1,84858,-0.0233702282563986,0.0596998489630571,0.695691889455351
69,1,85751,-0.0397601439763282,0.0599208835902387,0.507415300848185
70,1,87445,-0.0592235128625451,0.0600022483760397,0.324308110042738
71,1,87467,-0.0840471281596192,0.0602336523773563,0.1637869861009
72,1,89070,-0.0366580265175708,0.0599897938871166,0.541545820276079
73,1,89616,-0.056293312476822,0.0596233941962411,0.345739744497352
74,1,89679,-0.0393748158203001,0.0596693972489309,0.509759276510673
75,1,89880,-0.0499383306964869,0.0596621403837741,0.403148315925819
76,1,91472,-0.0383416920209078,0.0601299956307936,0.524117077904745
77,1,93789,-0.00771207189876288,0.0595433374498131,0.897019718526632
78,1,94351,-0.0256526913764689,0.0596858488162743,0.667606860074707
79,1,99148,-0.0420955021159358,0.0595025848461394,0.47974950585441
82,1,106800,0.0230163371881806,0.0596124853321801,0.699655747551136
83,1,107970,0.0220683608568254,0.0594368186186145,0.71064347840777
84,1,109000,-0.00831012093716038,0.0595515490905337,0.889099079835551
85,1,112549,0.0103590701169683,0.0594832218758926,0.86184652431473
86,1,112742,0.000150667457500586,0.0597175332092621,0.997988362950148
87,1,113050,0.0419636317169678,0.0595752190845738,0.48166017643335
88,1,113135,-0.00261571953443138,0.0594650609006237,0.964939236881927
89,1,114076,0.0215067930909364,0.0594542053400463,0.717764914937554
90,1,114628,0.0328339139298878,0.0595900407505785,0.581984514109614
91,1,116283,0.0725091043841386,0.0598228820167529,0.226298887842872
93,1,127853,0.0549433537255478,0.0597641184085788,0.358547202089862
94,1,128302,0.00786468431310833,0.0596043140015484,0.895100406482954
95,1,128704,0.0395806279391082,0.0596279142069393,0.507255716438774
96,1,128911,0.0390947053385239,0.059635429872413,0.512533168612587
97,1,130267,-0.0187182525565193,0.0596351138235984,0.753797800138969
98,1,130271,-0.0134174016153288,0.0597099536943004,0.822335188107054
99,1,130613,-0.0430528475547964,0.0602286752396752,0.475190829538932
100,1,132012,-0.0373858523506851,0.0601113909484061,0.534380899256527
101,1,133231,-0.0114876370583963,0.0597144035899035,0.847558064673391
102,1,137074,0.00292384933045736,0.05963240005046,0.960922145471765
103,1,137304,0.0071559240828101,0.0596521145697634,0.904582330044795
104,1,139686,0.00736370808846937,0.0597304383219441,0.901953688171174
105,1,149562,0.0255054668493364,0.0598525994581522,0.670267018082091
106,1,150447,0.0105830315482357,0.0605294428470003,0.861304766721293
108,1,154084,0.0125082983389982,0.0607154263589541,0.836897831541965
110,1,157269,0.0391233429073092,0.0595806945760289,0.511837283630225
111,1,160054,0.0251277971139969,0.0601686202242775,0.676476706680895
112,1,166222,0.02975400078817,0.0597173551505996,0.618620148158155
113,1,166416,0.0327217532456037,0.0595916274652697,0.583284095587025
114,1,167326,0.0199172540185036,0.0599464757632282,0.739897220208405
115,1,168836,0.0120113584844349,0.0596682958120241,0.840578235715569
116,1,171200,0.0281351777749823,0.0597423182966259,0.637972909127592
117,1,171431,0.0187512565183363,0.0601258924168499,0.755326039580528
118,1,173339,-0.00103444088693977,0.0596665064589679,0.986177527380675
119,1,173845,0.0133152144880327,0.0596128592958395,0.823383407932607
120,1,175121,0.0196879155505702,0.0594896393080122,0.740880904881688
121,1,175281,0.0140210773938262,0.0595447641018366,0.813979571042503
122,1,175315,0.0134628550008305,0.0595263820041255,0.821203063375482
123,1,175523,0.00796219823347993,0.0598664925191919,0.894269761627664
124,1,175541,0.0137804925098825,0.0596191478181146,0.817338356486318
125,1,175653,0.0126932619692318,0.0598085124411637,0.832048773318048
128,1,175856,0.0260530128231978,0.0607839419425823,0.668463613423913
129,1,175876,0.0287206015216858,0.059848473412008,0.631603798426196
130,1,175989,0.0174845646245823,0.0600315929380786,0.77102656138975
131,1,176001,0.00105795985854856,0.0603516223401174,0.986023757637594
133,1,177692,0.0113949055667883,0.059527605164112,0.848304878382248
134,1,178191,0.0205059028482066,0.0595798078279981,0.730919331570512
135,1,178224,0.0113949055667883,0.059527605164112,0.848304878382248
