SNP,Chr,Pos,Effect,SE,PLM2_HNM1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.131701610016082,0.155548692214576,0.397741247331244
9,1,27272,0.0522858758887919,0.153342949596799,0.733326413601375
16,1,27843,0.0243242238916428,0.149733856598231,0.871044665518142
17,1,27848,0.0243242238916428,0.149733856598231,0.871044665518142
18,1,28495,-0.00386998456527449,0.149741736357072,0.979396055341617
19,1,28975,0.0264943575731476,0.148734254591751,0.858721347264365
26,1,31435,-0.021432361142134,0.148342467940694,0.885204743161888
29,1,36146,-0.0794480644654366,0.147521322665961,0.590534697750783
31,1,37409,-0.0567041405987984,0.14834917272269,0.702517606736794
32,1,37478,-0.0494630203762775,0.148484086056764,0.739241456747306
33,1,39144,0.00896195767303587,0.147828976184174,0.951693107979475
34,1,41499,-0.0536530912737643,0.147392037726417,0.716063835690058
37,1,51248,-0.242640856605501,0.14748283158786,0.100815744345891
38,1,51462,-0.253801073700523,0.147631204759654,0.0864626098942372
39,1,52124,-0.194733146420135,0.147683933508404,0.188164256093378
40,1,52667,-0.220533482733727,0.147343123990443,0.135356003692994
42,1,59265,-0.0238175901296254,0.147729914274891,0.872009303943579
43,1,60165,-0.0211644505390262,0.147619416464738,0.88607841763428
44,1,62308,-0.120682262623153,0.14732139851185,0.413238287668114
45,1,62869,-0.117101419756825,0.147311047545854,0.427190536421997
49,1,66841,-0.00258847526114808,0.147512263941845,0.986009732199009
50,1,66948,-0.0203644091724509,0.148413671088324,0.890940002016392
51,1,68621,-0.302432083733609,0.147137685586723,0.0405721478988546
52,1,69417,-0.163246595684378,0.147367794502652,0.268724252364156
56,1,74327,-0.0994135826427871,0.148341000357772,0.503188050031003
57,1,74572,-0.112889702611495,0.147918172208075,0.445859691357062
58,1,75211,-0.0573230060463753,0.147738792192992,0.698248129304058
59,1,76030,0.00949565587275303,0.147769428035103,0.948799617179514
60,1,80108,0.0411697745488493,0.147719101782403,0.780635862069022
61,1,81262,0.0696689217942912,0.147632941221045,0.637285203646549
62,1,81999,0.0325605029462144,0.148030012268721,0.826030391851768
63,1,82431,0.0196654109479324,0.148737256498685,0.894888956787872
64,1,83284,0.160826462992266,0.14741025131372,0.27601139753829
65,1,83613,0.162794128487069,0.147387833410038,0.270116053582135
66,1,84112,0.146332572019801,0.147453022657365,0.321681564618026
68,1,84858,0.168798469679904,0.147802508742043,0.254205573707467
69,1,85751,0.0855514354535059,0.148614199479948,0.565210958907953
70,1,87445,0.0554526584841228,0.148969012994426,0.709935374084149
71,1,87467,0.015708662342694,0.149775926914685,0.91652973240162
72,1,89070,0.0619861937070678,0.148804275965522,0.677252047160454
73,1,89616,0.0737972389770529,0.147988040188958,0.618322261179235
74,1,89679,0.0271894715663445,0.148051830533699,0.854394787961322
75,1,89880,0.0717802318131941,0.148047130716953,0.628085487446159
76,1,91472,0.0817653777793095,0.149132220344346,0.583850062636055
77,1,93789,0.0609936458971875,0.147622883370915,0.67973144589339
78,1,94351,0.0230364432631429,0.148042108214543,0.876431457350119
79,1,99148,0.0665929270743941,0.1476160286631,0.652178185155825
82,1,106800,0.0544745482966551,0.147829318438922,0.712724137737305
83,1,107970,0.135162518737403,0.147244063842294,0.359272401583704
84,1,109000,0.164731821445706,0.147418998821505,0.26456637454721
85,1,112549,-0.0762612224227156,0.14745647396237,0.605355910239885
86,1,112742,-0.0634954493666584,0.148048469031696,0.668270090028956
87,1,113050,-0.0664158476836455,0.14779564329312,0.653436063134706
88,1,113135,-0.0393436498285618,0.147446491277911,0.789753239308173
89,1,114076,0.0323780999268935,0.147451290380934,0.826321250392394
90,1,114628,0.0579140519379703,0.147802272602999,0.695416832081507
91,1,116283,0.0192263707778025,0.148653129482087,0.897164546137029
93,1,127853,0.0574927876513757,0.148348312821966,0.698580656897654
94,1,128302,0.029518556648669,0.147801569813686,0.841816541562916
95,1,128704,0.0165557724434625,0.147954429812726,0.91096805563225
96,1,128911,0.0877493025861785,0.147899705447492,0.55335849552322
97,1,130267,0.114345487899315,0.147778019553733,0.439587532794508
98,1,130271,0.0983158227567846,0.147986341300625,0.506895309494489
99,1,130613,0.113038733573218,0.149341476392026,0.449605966139011
100,1,132012,-0.0854281431778168,0.14907604411755,0.566975159323183
101,1,133231,-0.103847702852059,0.147983849782728,0.483297334597308
102,1,137074,-0.0834040784961875,0.147809780927594,0.572931249956362
103,1,137304,-0.185593959337717,0.147597640095054,0.209428588943643
104,1,139686,-0.146931138091779,0.147915637380468,0.321222664150332
105,1,149562,-0.16433317729598,0.148202265221524,0.268252403568475
106,1,150447,-0.092884333474762,0.150025468427915,0.536234175798609
108,1,154084,-0.125334328262833,0.1504228074763,0.405287676131366
110,1,157269,-0.190353685309277,0.147490341140211,0.197680850980709
111,1,160054,-0.178560913611127,0.148939579710285,0.231378187710743
112,1,166222,-0.139532818453177,0.147952381703857,0.346278461373555
113,1,166416,-0.148120767958593,0.147627557761984,0.316383671781052
114,1,167326,-0.158845608273955,0.148437431786828,0.285297227490737
115,1,168836,-0.24349639580069,0.147404796364934,0.0994463375457156
116,1,171200,-0.306680896675665,0.147293337464161,0.0380522654537301
117,1,171431,-0.317817833337483,0.148157678900412,0.0326241605374143
118,1,173339,-0.328569131305094,0.146923445731015,0.0259544713562782
119,1,173845,-0.30789950310458,0.146926808001602,0.0368297533783191
120,1,175121,-0.342360467909044,0.14641524304733,0.019930259906337
121,1,175281,-0.320666817957379,0.146680580526957,0.0294603804673467
122,1,175315,-0.33976955006139,0.146511863254638,0.0209622304955538
123,1,175523,-0.316382934152417,0.147502033042183,0.0326397007811547
124,1,175541,-0.331149100942704,0.146799958095139,0.0246957604611349
125,1,175653,-0.338329391783675,0.14722492586092,0.0221433798169843
128,1,175856,-0.31455035504642,0.149838321159048,0.0365032354539006
129,1,175876,-0.296572567373949,0.14761859241333,0.0452931674422783
130,1,175989,-0.292564375514431,0.148067172341357,0.0489456266488602
131,1,176001,-0.289209562921731,0.148865785183931,0.0528407516239528
133,1,177692,-0.340594479562901,0.146506437142939,0.0206506119470936
134,1,178191,-0.344408092340481,0.146628898873493,0.0193827422480877
135,1,178224,-0.340594479562901,0.146506437142939,0.0206506119470936
136,1,178960,-0.336796864664332,0.147719073025746,0.0232046441168843
140,1,183802,-0.281367124064505,0.14688083367364,0.0562217399688871
141,1,183954,-0.222628556954867,0.148244371613345,0.134051171893851
142,1,184450,-0.151080644105828,0.147195592206683,0.305408804265499
144,1,184718,-0.222023392689611,0.147780927169721,0.13389252028267
145,1,185296,-0.175236882164751,0.147328780793975,0.235070962698437
146,1,185438,-0.194866520482973,0.147265905260399,0.186615653826206
147,1,185469,-0.203425337541489,0.147446749406146,0.168566824487567
148,1,185503,-0.176503816815015,0.147161812382439,0.231182321016925
149,1,185705,-0.207621234392423,0.148699400798553,0.163517223007125
150,1,185749,-0.199983547815738,0.14872905210858,0.179612435812713
151,1,185806,-0.25881139624488,0.148671745489811,0.0825856731850016
152,1,185879,-0.216683886267942,0.149586095813417,0.148349186114124
153,1,185916,-0.10877256306798,0.149849996114265,0.468395573124742
154,1,185941,-0.130082120802411,0.150455826575823,0.3878527581372
155,1,185954,-0.161927157504137,0.150808838654725,0.283679558965874
156,1,186055,-0.192599431041994,0.147684813734956,0.193040743022144
157,1,186896,-0.188295130314233,0.150133096700233,0.210603539039953
161,1,190132,0.117107465525011,0.148096837034625,0.429621250348423
162,1,190148,0.154859389811816,0.148043380001232,0.296258012439631
163,1,190165,0.114355167481905,0.149287988270963,0.444185935101284
164,1,190169,0.148948611520865,0.149014959105566,0.318210705333948
165,1,190933,0.0589780034910584,0.147982271906572,0.690467416230755
166,1,192149,0.153813411713445,0.149000958325473,0.302639198181728
168,1,192303,0.281009759269738,0.17726960234694,0.113813743692848
171,1,192795,0.121387743946386,0.147594012158466,0.411379695493416
173,1,194187,0.0768237712550776,0.147801199584322,0.603544285984074
174,1,194867,-0.164218450484545,0.147518573941009,0.266377746711243
190,2,8314,0.123200706386707,0.150136256762605,0.41243212838394
194,2,8498,0.00108481837680563,0.150059285782732,0.994236014856139
195,2,8651,0.0115545779742543,0.150198538847991,0.938723850724537
197,2,9812,0.0608496175581554,0.151057538958804,0.687321474213066
198,2,9932,-0.0226621052216341,0.150491920886767,0.880387640687964
199,2,10135,-0.0402141642660391,0.149905126389795,0.788652731768658
200,2,11616,0.0531938706568409,0.149734514310032,0.722611057059441
201,2,12133,0.022459412683156,0.150351894634402,0.881339902536742
202,2,12194,0.042929857437767,0.150920764720738,0.776230073231343
203,2,12359,0.00153451167618779,0.150496732379704,0.991870420765608
