SNP,Chr,Pos,Effect,SE,FMP45_MEP1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.00988500778806589,0.0537380238873421,0.854159784661039
9,1,27272,-0.0351807529507795,0.0529004083243256,0.506460782407407
16,1,27843,-0.0161903268264851,0.0516739264799865,0.754224773781685
17,1,27848,-0.0161903268264851,0.0516739264799865,0.754224773781685
18,1,28495,-0.00261358515838156,0.0516817607192857,0.959696177350133
19,1,28975,2.00500366887291e-05,0.051336483681837,0.999688597904764
26,1,31435,-0.0295983878270869,0.0511762274191156,0.563388502485839
29,1,36146,-0.0814756096221987,0.0507515262833101,0.109303856593026
31,1,37409,-0.0253650414145774,0.0511940660228799,0.620577823622382
32,1,37478,-0.0434637304605754,0.0512036569749326,0.396545385785481
33,1,39144,-0.0486824614456441,0.0509561581642876,0.340039683937061
34,1,41499,-0.0503041410940065,0.0508099763801766,0.322830469939294
37,1,51248,-0.0181146228539941,0.0510879443787503,0.723118049060745
38,1,51462,-0.0246111848907034,0.0511495588025807,0.630700018772385
39,1,52124,-0.0319534652733821,0.0510687303109443,0.531919123983698
40,1,52667,-0.0311651185542126,0.0509881772632404,0.541445715593681
42,1,59265,-0.0223214483355222,0.0509755728312575,0.661737325339663
43,1,60165,-0.017781850654001,0.0509420934923899,0.727252331951836
44,1,62308,-0.0901659541965909,0.0506680849805713,0.0760113104730723
45,1,62869,-0.0963753183350995,0.0506292692411277,0.0577819637111435
49,1,66841,-0.0460757615637281,0.050853343168022,0.365526471762648
50,1,66948,-0.0663959147765739,0.0511028527992692,0.19470249410269
51,1,68621,0.0280291391055145,0.0510643394999912,0.583422125281504
52,1,69417,0.0150876708462772,0.0509445557187431,0.767283078924157
56,1,74327,-0.095611204985278,0.0509776385467642,0.0615420333019166
57,1,74572,-0.0753035291181379,0.0509371733549924,0.140202899014562
58,1,75211,-0.0726748542422407,0.050854579442553,0.153867850888772
59,1,76030,-0.0696094607626056,0.0508667260955723,0.172036096411461
60,1,80108,-0.077666475082266,0.0508215745650876,0.127353809748718
61,1,81262,-0.129568537318385,0.0505014552505178,0.0107108609390685
62,1,81999,-0.109768276139438,0.0507594952455848,0.0312494580896082
63,1,82431,-0.0702523418622677,0.0512001296736824,0.170899690565845
64,1,83284,-0.0763000862902995,0.0508008536301839,0.134005305271065
65,1,83613,-0.0605110766422218,0.0508554192442074,0.234899152995435
66,1,84112,-0.0714921895769921,0.050820661897734,0.160379998671222
68,1,84858,-0.0664992727154127,0.0509840411038031,0.192975832973791
69,1,85751,-0.0693689210863996,0.0511838181266308,0.176191712772657
70,1,87445,-0.0494118810788796,0.0513579989152464,0.336654521144974
71,1,87467,-0.0471594512999186,0.0516335310071864,0.361682227587493
72,1,89070,-0.0653609987580764,0.0512530381407772,0.203055530205537
73,1,89616,-0.0711682456746176,0.0509540135794088,0.163376721518704
74,1,89679,-0.055547110884548,0.0510154898242731,0.276972379228782
75,1,89880,-0.070149646589487,0.0509774849783983,0.169665889369075
76,1,91472,-0.067054815889196,0.0513696117278941,0.192627210497744
77,1,93789,-0.101705194311392,0.0506746074655526,0.045509036541029
78,1,94351,-0.0950147332923604,0.0508461712592038,0.0624967358853739
79,1,99148,-0.0858785281811359,0.0507575227011767,0.091540464633866
82,1,106800,-0.079747899739583,0.0508548326315519,0.117742550528913
83,1,107970,-0.0529428831795745,0.0508023809346193,0.29806279495579
84,1,109000,-0.0557014610897421,0.0508838450577906,0.274403783558985
85,1,112549,-0.0379982128116128,0.0508722551135256,0.455600656472957
86,1,112742,-0.0625563950988549,0.0510022310591715,0.220812151047047
87,1,113050,-0.0473854266311255,0.0509624434779665,0.353104491051145
88,1,113135,-0.064999206029266,0.0507771323103206,0.201354700488239
89,1,114076,-0.0398141800826211,0.0508507143335696,0.434174339170392
90,1,114628,-0.0293645605299384,0.050999661876218,0.565131095043668
91,1,116283,-0.0699181066712982,0.0511722579118258,0.172705639455316
93,1,127853,-0.0608895396224003,0.0511092171974896,0.234312210984093
94,1,128302,-0.0592878875631044,0.0509174628148563,0.245051507382937
95,1,128704,-0.0558793784933796,0.0509792498699692,0.273773469507907
96,1,128911,-0.052294556798184,0.0509956833100413,0.30584354220471
97,1,130267,-0.0822297715762516,0.0508594098505354,0.106813534396918
98,1,130271,-0.0834063708391136,0.0509147986381863,0.102280202716344
99,1,130613,-0.0987979538511596,0.0513168467464394,0.0550007705824902
100,1,132012,-0.00023294434052451,0.0514760671275051,0.996391906307799
101,1,133231,-0.0482916087256483,0.0510461257937272,0.344775978956388
102,1,137074,-0.0308250202745543,0.0510117287534464,0.546050189802564
103,1,137304,-0.039873755478923,0.0510117176986431,0.434939095799633
104,1,139686,-0.0331031311777387,0.0510925705997953,0.51746758156582
105,1,149562,-0.0143024455536492,0.0512339144390217,0.780285728177681
106,1,150447,-0.0146872635752437,0.0518020339899669,0.776939271481102
108,1,154084,-0.0204123535006812,0.0519566337731865,0.694650495658514
110,1,157269,-0.00348310709835942,0.0510244757221307,0.945614563116098
111,1,160054,-0.0265628654091692,0.0514901835129897,0.606259699791126
112,1,166222,-0.0269187082924979,0.0511085332608035,0.59873485536267
113,1,166416,-0.0222408124428107,0.0510110792467549,0.663103497407767
114,1,167326,-0.0203571028691911,0.0513033229636747,0.691755531041035
115,1,168836,-0.0398165559515624,0.0510275974429337,0.43574041930702
116,1,171200,-0.0217496074434505,0.0511349667399473,0.670849998600932
117,1,171431,-0.0280509260637516,0.0514457291379087,0.585924025322971
118,1,173339,-0.035776810663896,0.0510316295194341,0.483720402348872
119,1,173845,-0.0503738558454681,0.0509543230158211,0.323532067990204
120,1,175121,-0.0225624670359528,0.0509094828832498,0.657901309895062
121,1,175281,-0.0357810718872582,0.0509313353605062,0.482808267824926
122,1,175315,-0.0287126534565131,0.0509279605549227,0.573255330809484
123,1,175523,-0.0328369162377521,0.0512097540444857,0.52179334155659
124,1,175541,-0.0323363593621995,0.0510014190003678,0.526472773580781
125,1,175653,-0.0298136785361753,0.0511673279837476,0.560487320929371
128,1,175856,-0.0274729773690002,0.0520164956050099,0.597720882546554
129,1,175876,-0.032778194706146,0.0512098606165508,0.522538513648762
130,1,175989,-0.029626447872027,0.0513615644439164,0.564427780388805
131,1,176001,-0.0381085189736292,0.0516136802221095,0.460797572954106
133,1,177692,-0.0256467318135706,0.0509325956093635,0.614896910668092
134,1,178191,-0.021617661925531,0.0509884940495419,0.671844927991883
135,1,178224,-0.0256467318135706,0.0509325956093635,0.614896910668092
136,1,178960,-0.0244804228063432,0.0513412903351966,0.63378715673405
140,1,183802,-0.069659480382778,0.0508222406608915,0.171355134122251
141,1,183954,-0.0671542468943675,0.0512036854797405,0.190537219127036
142,1,184450,-0.0596410082095324,0.0507797513075519,0.240985013378412
144,1,184718,-0.047160895164787,0.0511063475221694,0.35674217055771
145,1,185296,-0.0469410010419469,0.0508895916100976,0.356945456874154
146,1,185438,-0.0772984716643972,0.0507869202628503,0.128900498583483
147,1,185469,-0.073708666419786,0.0508757910987052,0.148282130999978
148,1,185503,-0.0891987152922443,0.0506729346337694,0.0792257928158961
149,1,185705,-0.0881967924409227,0.0512491310012737,0.0861375377927233
150,1,185749,-0.0856096786420849,0.0512615571806862,0.0957946793472738
151,1,185806,-0.0793647542971672,0.0513589671585221,0.123170922984915
152,1,185879,-0.08112920961673,0.0516010419259692,0.11679080020226
153,1,185916,-0.084746543694909,0.0515609280669476,0.101145151979489
154,1,185941,-0.0867463367726727,0.0517778691692451,0.094750032788521
155,1,185954,-0.0757390957963031,0.051979043642777,0.14597544792229
156,1,186055,-0.0850087995366728,0.0508938901323856,0.0957435489109504
157,1,186896,-0.0795252524651856,0.0517595155665917,0.125326964836054
161,1,190132,-0.0121536825080685,0.0511553386443858,0.812341707129072
162,1,190148,-0.0118022813174017,0.0511710022957133,0.817725044472087
163,1,190165,0.00156192008149869,0.0515680305739973,0.975854057414977
164,1,190169,-0.0149563969717197,0.0514976389206212,0.771658763772972
165,1,190933,0.0202282868935557,0.0510747804368941,0.692305685416369
166,1,192149,0.00324924666309012,0.0515035008508891,0.949732233042133
168,1,192303,-0.082455150605901,0.0612432156361882,0.179051720795643
171,1,192795,-0.0629036872410332,0.0508793790823695,0.217158019135597
173,1,194187,-0.049783800179676,0.0509628216276424,0.329304924537794
174,1,194867,-0.00383989048474148,0.0510034776952471,0.940029142206687
190,2,8314,-0.0450281586907805,0.0518120648133777,0.38540095538039
194,2,8498,-0.0218617171116273,0.0517784294091026,0.673123896843708
195,2,8651,-0.0203799866588751,0.0518286447645895,0.694395411267368
197,2,9812,-0.00569499423918829,0.0521471361061071,0.913097899460741
198,2,9932,0.000500227273185661,0.0519424793696944,0.992321605060913
199,2,10135,0.00888099767254269,0.0517414060547459,0.863817349672635
200,2,11616,-0.00435534060570841,0.0516881240804457,0.932895952971993
201,2,12133,0.00698305233925611,0.0518927983319169,0.893031015441396
202,2,12194,-0.010037682383727,0.0520920590918382,0.847311610634162
203,2,12359,0.00864440378248144,0.0519404484419191,0.867914534982213
204,2,13061,-0.000677047825784594,0.0519386511276261,0.989606810765697
205,2,14298,0.0139353418145576,0.0520972342736594,0.789250304818122
206,2,15222,0.00187566991013477,0.0526104936697893,0.971579987355893
207,2,17986,0.0145033035102317,0.0516828794378457,0.779165467146593
208,2,19770,0.0135481043488318,0.0520410199422562,0.794757084913107
209,2,19836,0.00978002143960954,0.0519004167003808,0.850641434407489
210,2,19851,0.0130259384353748,0.052050374477693,0.802534667954044
211,2,21595,0.0121190147801208,0.0518359813841263,0.815279335660879
212,2,22385,-0.00545517548304408,0.0518882346267416,0.916329837916579
213,2,23441,-0.0204379786791589,0.0523817276557711,0.696643348022742
214,2,24209,-0.00678686624231406,0.0519603560702952,0.89615329927419
215,2,24341,-0.00131292306298669,0.0520844702346452,0.979903640445681
216,2,26815,-0.0215371394565469,0.0520094710667207,0.679052122885788
217,2,28209,-0.0213138994583928,0.0520272406150915,0.682297935405097
221,2,41245,-0.0768372597856803,0.0516784279729081,0.13795120118972
222,2,43214,-0.0587476510860223,0.0525875878796551,0.264694621570832
223,2,47104,-0.0765344096950484,0.0510495983117221,0.134711189440096
224,2,50915,-0.0763657047636853,0.0515550612878637,0.139433189266123
225,2,55834,-0.0821611550184983,0.0512899847683379,0.110073336921525
226,2,56422,-0.0887005623482077,0.0513515368027553,0.0849848216095091
227,2,57715,-0.0870129913968759,0.0511890324599907,0.0900425436368194
228,2,59046,-0.0711186962116704,0.0515192446877805,0.168327864742678
229,2,59191,-0.0800241459666922,0.0511854329237829,0.118850691757313
230,2,59383,-0.0733553637892444,0.0512285646339468,0.153050667391777
231,2,59477,-0.0824781489871717,0.0519650738851467,0.113366207972154
233,2,60471,-0.0917415620696943,0.0512140776492305,0.0740961094278059
234,2,60478,-0.086188068664964,0.0513003401910982,0.0938287487885922
235,2,60786,-0.0704527524237669,0.0512834355146201,0.170378139052891
236,2,61035,-0.0915439705228663,0.0511852550300844,0.0745555283505704
237,2,61071,-0.0911405230140404,0.0509529983877688,0.0745176885738169
238,2,61675,-0.0881900877979263,0.0511156793487563,0.0853478851123231
240,2,62939,-0.115338504686825,0.0508729668602663,0.0239830707013393
241,2,63527,-0.114118401445218,0.0510744677033181,0.0260853441955036
242,2,63857,-0.129494111368312,0.0509825567817993,0.0115143108826393
243,2,65527,-0.124535156075796,0.0508465021033469,0.0148013878616861
247,2,67976,-0.126865980015535,0.051575130300441,0.0143790151192966
250,2,72389,-0.0612202967926077,0.0515917095692688,0.236171388590081
251,2,72392,-0.0781828097896111,0.0518793959186898,0.132702251475503
252,2,73646,-0.093109029147981,0.0507375267548964,0.067330377214058
253,2,74564,-0.109394774490125,0.0505446169998062,0.0311097164174697
254,2,74739,-0.10274595633681,0.050752392920809,0.0436758733326803
257,2,80873,-0.0470370447809109,0.0511066708609854,0.358007984473329
258,2,81501,-0.04210513814391,0.0511103208975361,0.410604377003105
259,2,83526,-0.0504814462501332,0.0510093518164523,0.323022688680187
260,2,83845,-0.0726239359667303,0.050982288416148,0.155187112133274
263,2,84447,-0.00632502204502727,0.0517803045892143,0.902848848099437
264,2,87391,-0.0397526466411967,0.0508588512888323,0.434957790082014
265,2,87562,-0.0394097515858689,0.0509885323334253,0.440090484431677
266,2,87849,-0.0440372400469842,0.0509729659317627,0.388211204176329
267,2,87878,-0.0344244644089783,0.0512133301084507,0.501910209576982
269,2,89785,-0.0654790861346828,0.0511331768299379,0.201189115163711
272,2,93721,-0.0890818176378866,0.050876588581979,0.0808249706042558
273,2,93952,-0.081011412061837,0.0507681099096882,0.111447375853695
274,2,95085,-0.0917758036204984,0.050787629075476,0.0716057260829507
276,2,107124,-0.0554056809489728,0.0509621265297212,0.277693186489913
277,2,111645,-0.0766145877947093,0.0509170389412486,0.133296834129257
278,2,111916,-0.0709102083838349,0.0510611757227851,0.165790315113113
279,2,111931,-0.060825423373954,0.0511764630180964,0.235418547200951
280,2,111999,-0.063698893574223,0.0509820089790724,0.212332478159174
281,2,114528,-0.0706099676626415,0.0512510359719571,0.169160188088709
282,2,116024,-0.0665184690082743,0.0513890190232786,0.196369890365725
286,2,120090,-0.0356432405232375,0.0512723079021528,0.487402815800396
287,2,120291,-0.0382117190746935,0.0518542601590342,0.461668948556693
288,2,120726,-0.0104129580008872,0.0515913271191944,0.84016164005565
289,2,121716,-0.0158162339130529,0.0515288310800011,0.759070400876772
290,2,123100,-0.0354193525607497,0.0515723531462835,0.492666271996403
291,2,124677,-0.0656480926460025,0.0514171214594871,0.202520960541694
293,2,127887,-0.0941881631540641,0.0516463137340772,0.0690405847623438
294,2,128935,-0.0904751535936144,0.0516158495664671,0.0804947963929841
295,2,129053,-0.0985313652751704,0.051732659738282,0.0576413097158855
296,2,130040,-0.0939842497604815,0.0520754615228271,0.0719627001298777
297,2,130976,-0.0933548798414268,0.0516505995310583,0.0715463180985187
298,2,132199,-0.099084230564912,0.0518620979124068,0.0568746034131738
299,2,133355,-0.0941932000888761,0.0522421744183996,0.0722392049103067
300,2,133435,-0.0916066871907089,0.0523691045072351,0.0811167736890859
302,2,135183,-0.122660872460898,0.0522181828032523,0.0193742871591806
303,2,135402,-0.125724546158828,0.052189522694752,0.0165078410845481
304,2,135898,-0.145132774667429,0.0523287417903339,0.00584060696261412
305,2,135912,-0.14231943071357,0.0523901048353216,0.00692178990610133
306,2,135925,-0.146075439347443,0.0521183781393739,0.00534641635492426
307,2,136002,-0.158466010592798,0.0519757821389505,0.00247064534042944
308,2,136173,-0.139394828253462,0.0525066154484879,0.00829481403376808
310,2,138318,-0.162459849060824,0.0537369350233406,0.00268369420895596
311,2,138695,-0.154901381762677,0.0528561761141781,0.0036031131894484
312,2,138818,-0.158004928416402,0.0527308060601697,0.00292468486567958
313,2,139728,-0.165484665995745,0.0525687107270362,0.00178412034404047
314,2,140174,-0.162062082267719,0.052598908200231,0.0022243935947257
315,2,140863,-0.14897865131537,0.0526865784199768,0.00495670008349848
316,2,141152,-0.156523188524349,0.0527765245585601,0.00322473849509862
317,2,141292,-0.163800306943697,0.052324499586709,0.00189080470946509
318,2,141545,-0.162510170005621,0.0525977827927344,0.00216275739520363
322,2,146723,-0.157181988357964,0.0525462816344561,0.00297310174481425
323,2,147946,-0.191584376236455,0.0527183759707983,0.000320365762581381
326,2,151397,-0.142875042694745,0.0532898879085662,0.00768270218871829
327,2,153035,-0.159273489991132,0.0525645480555266,0.00262541663454731
328,2,153228,-0.135693304515344,0.0531437530594928,0.011089804190979
