SNP,Chr,Pos,Effect,SE,ERG11_HYR1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0185594547351196,0.0656333994767936,0.777515407400724
9,1,27272,-0.0346011830648998,0.0646288224154218,0.592722054900479
16,1,27843,-0.0467816340300002,0.0630761685879904,0.458781100401839
17,1,27848,-0.0467816340300002,0.0630761685879904,0.458781100401839
18,1,28495,-0.0337856123566567,0.0631006992441554,0.592694029003081
19,1,28975,-0.0657655947453356,0.0626065770848477,0.294226082258495
26,1,31435,-0.0306552677576611,0.0625169318709533,0.624189872023566
29,1,36146,-0.0188401679644885,0.0622076649146226,0.762175504683307
31,1,37409,-0.00115761070175084,0.0625521078514543,0.985245373761658
32,1,37478,-0.00642560667505029,0.062604976381059,0.918309106107678
33,1,39144,-0.000918089513193959,0.0623202046529105,0.988254462639329
34,1,41499,-0.0187876927500865,0.062139315953162,0.762564921971345
37,1,51248,-0.00223682617526126,0.0624117758149142,0.971430347737853
38,1,51462,-0.0013446895550416,0.062496479412367,0.982846001686295
39,1,52124,0.0152251862148875,0.0624066283276609,0.807397756086665
40,1,52667,-0.0211868803389021,0.0623016613493206,0.734006628745618
42,1,59265,0.0100131924416949,0.0622781506607227,0.872357241400945
43,1,60165,0.0633843003913827,0.0621418605782441,0.308430025839153
44,1,62308,0.028290825359817,0.0621466853866197,0.649226072933086
45,1,62869,0.0240355021748641,0.0621439507541959,0.699158508142931
49,1,66841,0.0246525080804572,0.0621725666282236,0.691962921743839
50,1,66948,0.0266352608657384,0.0625519938210202,0.670505840670993
51,1,68621,-0.00167035653809196,0.0623984946420157,0.978658961765846
52,1,69417,-0.0113441758844696,0.0622304386221511,0.855457400106119
56,1,74327,-0.00787337509921034,0.0625741188870727,0.899942252299048
57,1,74572,-0.00604118325348706,0.0624080977819132,0.922939148426003
58,1,75211,-0.00174866670538434,0.0622950906523037,0.977621626727338
59,1,76030,0.05099543982435,0.0622360026629206,0.413117887622565
60,1,80108,-0.00791858617434505,0.0622790049056329,0.898896479144007
61,1,81262,-0.0743369578889256,0.0621310349967401,0.23232220287652
62,1,81999,-0.0770895064986804,0.0622739026536094,0.216572012430248
63,1,82431,-0.0636412588128389,0.0626127962807708,0.310122821149914
64,1,83284,-0.0869501085231,0.0620757929361612,0.162179590213845
65,1,83613,-0.0612994084455024,0.0621556327787517,0.32469844311419
66,1,84112,-0.0747664358733108,0.0621207345346305,0.22956366753275
68,1,84858,-0.0481356456105249,0.0623711495339364,0.440772089585135
69,1,85751,-0.0545751069483909,0.0626129824693778,0.38400483277826
70,1,87445,-0.0601540661678658,0.0627311758121655,0.33825626616028
71,1,87467,-0.0645509589748996,0.0630481124361678,0.30661360869138
72,1,89070,-0.0404205712937702,0.0627095780116163,0.519625978350277
73,1,89616,-0.0494585471493261,0.0623533837025223,0.428195582939706
74,1,89679,-0.0136176505526594,0.0624126207298522,0.827409140115243
75,1,89880,-0.0161732193746823,0.0624267094007646,0.795728141457058
76,1,91472,-0.0216789772106789,0.0628854831231272,0.730497106588023
77,1,93789,-0.0353781549246632,0.0622195769943224,0.569988043695719
78,1,94351,-0.0380739686207839,0.0623789815720898,0.542012565572659
79,1,99148,-0.0191435938027654,0.0622397238960007,0.758584557405256
82,1,106800,0.0392509250447798,0.0622970097631426,0.529062204883224
83,1,107970,0.0116306078228526,0.0621442782484957,0.851646685029266
84,1,109000,0.00340485676693891,0.0622566222333161,0.956415836949294
85,1,112549,-0.0571190045057981,0.0621120540914628,0.358403405286914
86,1,112742,-0.0488916160449197,0.0623744305971258,0.433659224117131
87,1,113050,-0.0410028129605136,0.0622854452118045,0.510771341687019
88,1,113135,-0.0578834540884138,0.0620885364521588,0.351832743534478
89,1,114076,-0.0192943952132187,0.0621564416954515,0.756427318977398
90,1,114628,-0.0506815735154199,0.0622637850193399,0.416204242504144
91,1,116283,-0.0050071407576177,0.0626682538477506,0.936362735178734
93,1,127853,-0.0334276413626689,0.0625268305079584,0.593254218465495
94,1,128302,-0.0256120890143743,0.062296952854114,0.681227361587414
95,1,128704,-0.0445119384985712,0.0623288834661259,0.475608689325332
96,1,128911,-0.0241495993505871,0.0623675523403325,0.698831013103173
97,1,130267,-0.0909349479160722,0.0621630924202288,0.144399658015201
98,1,130271,-0.0856502392287517,0.0622585535290961,0.169781083641535
99,1,130613,-0.0663714013552263,0.062909483938321,0.292133091412066
100,1,132012,-0.115847859898424,0.0625717782608565,0.0649413277984224
101,1,133231,-0.13121592484676,0.062036812549134,0.0351190603721981
102,1,137074,-0.112001323069494,0.0620542280877915,0.0719432572704002
103,1,137304,-0.113284158594511,0.0620694014196355,0.0688277178198198
104,1,139686,-0.139588004253275,0.0619999669966443,0.024973381576884
105,1,149562,-0.112917663483676,0.0622967464440752,0.0707464433539623
106,1,150447,-0.119550020730888,0.0629594765253704,0.0584005855662472
108,1,154084,-0.114281671496571,0.0631835947737921,0.0713446487261969
110,1,157269,-0.10970721286018,0.0620495285128799,0.0779148140367716
111,1,160054,-0.120558169776365,0.0625877245836972,0.0548787261748743
112,1,166222,-0.123385323337945,0.0621041982659746,0.047723183042004
113,1,166416,-0.125534072591479,0.061964480759978,0.0435264131974173
114,1,167326,-0.109731909277795,0.0624051181554728,0.0795494118843978
115,1,168836,-0.127222376499419,0.062012195171477,0.0409488684990965
116,1,171200,-0.106137068725288,0.0622182869132648,0.088909620745535
117,1,171431,-0.119786794839843,0.0625401073381779,0.0562543944573484
118,1,173339,-0.154543027211088,0.0618306415863074,0.0128918175570881
119,1,173845,-0.166750662763281,0.0616884872024032,0.00720161930991526
120,1,175121,-0.1462182509,0.0617113114346895,0.0183547679686356
121,1,175281,-0.152978992289155,0.0617181929508182,0.0136539782484922
122,1,175315,-0.157263391014318,0.0616679038867567,0.0111889433220605
123,1,175523,-0.163021892856637,0.0619815958054976,0.00890799169171108
124,1,175541,-0.155557753014826,0.0617782133539663,0.0122439841148452
125,1,175653,-0.169421716789983,0.0618741506277548,0.00649142711425187
128,1,175856,-0.144225954602311,0.0630947905650045,0.0228544277493913
129,1,175876,-0.150766367184025,0.0620694158432256,0.0156392493963871
130,1,175989,-0.157774918976337,0.0622002421752589,0.0116248068660402
131,1,176001,-0.160105269313197,0.0625134574183842,0.0108481875448833
133,1,177692,-0.142887993238671,0.0617669295547208,0.0212779763010855
134,1,178191,-0.139274097778384,0.0618525439753174,0.0249547796963185
135,1,178224,-0.142887993238671,0.0617669295547208,0.0212779763010855
136,1,178960,-0.153576513098944,0.0621955781430749,0.0140122499089768
140,1,183802,-0.135173390056438,0.0618239912428747,0.0294407915966754
141,1,183954,-0.15479485101212,0.0621506281011852,0.0132103367343453
142,1,184450,-0.139610393911343,0.0616995673472534,0.0242585308779339
144,1,184718,-0.124444585315996,0.0621465369036716,0.0460021145406803
145,1,185296,-0.11641769680039,0.0619241314694387,0.060930670715346
146,1,185438,-0.0997059517748239,0.0620096406117897,0.108748784511928
147,1,185469,-0.104224029738631,0.0620787689065845,0.0940564873982408
148,1,185503,-0.107921924838476,0.0618989750138825,0.0821139167170378
149,1,185705,-0.110902728536639,0.0625819448035286,0.0772371321412375
150,1,185749,-0.119881415361512,0.0625350280603396,0.0560413116668871
151,1,185806,-0.0850587344406208,0.0627806175306641,0.176329679088488
152,1,185879,-0.125599198161471,0.0628935140148745,0.0465910589061634
153,1,185916,-0.116958492914377,0.0629117913623889,0.0638467465693718
154,1,185941,-0.125250803766511,0.0631434836244974,0.0480758982730221
