SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0270024003844482,0.0516537234044931,0.601470565585094
9,1,27272,-0.0495458117124573,0.0508293314210376,0.330352540550142
16,1,27843,0.0271309401004548,0.0496724485897156,0.585275591706113
17,1,27848,0.0271309401004548,0.0496724485897156,0.585275591706113
18,1,28495,0.0445756028001702,0.0496375714862595,0.369786215669689
19,1,28975,0.0441730195825694,0.0493060385715243,0.370919509498
26,1,31435,0.03169312486354,0.0492023699667815,0.5199041451699
29,1,36146,0.0426907484349473,0.0489246851304359,0.383484662550111
31,1,37409,0.0539351005958972,0.0491584872179568,0.27331599139795
32,1,37478,0.0516241465580049,0.0492079121609394,0.294848642138011
33,1,39144,0.00523097563655877,0.0490588769162169,0.915145875595696
34,1,41499,0.021294042772977,0.0489104567195113,0.663561481587551
37,1,51248,0.0306418101543737,0.0491047520354984,0.533024676528144
38,1,51462,0.0314880322403889,0.0491698973603328,0.522332935217566
39,1,52124,-0.0164761772649858,0.0491240010889189,0.737522799618803
40,1,52667,-0.0372183835100343,0.0490130725938278,0.448146249367672
42,1,59265,-0.0480829354269746,0.0489615028499071,0.326744873387942
43,1,60165,-0.0363130304627465,0.0489531530374046,0.458706942286198
44,1,62308,-0.0848525004347428,0.0487285735745196,0.0824970169732425
45,1,62869,-0.0860669571970638,0.0487163660002263,0.0781434671914299
49,1,66841,-0.0309768938837049,0.0489265551307803,0.527058380822968
50,1,66948,-0.0318161112077088,0.0492256468449018,0.518484340334322
51,1,68621,-0.0479737192099502,0.0490549242928515,0.328764188257514
52,1,69417,-0.0393354357224573,0.0489465370181989,0.422145254011516
56,1,74327,-0.0270147949188343,0.0492396536303681,0.583600031458762
57,1,74572,-0.0127612164207154,0.0491247998288085,0.795191578698244
58,1,75211,0.0093909994678624,0.0490373890712811,0.848238563336621
59,1,76030,-0.0170174730934289,0.0490315712445975,0.728744238777629
60,1,80108,-0.0566240416858086,0.0489356239934449,0.248008629225754
61,1,81262,-0.0649100887979561,0.0488878855591817,0.185124063836677
62,1,81999,-0.0713565765790919,0.0489824768018229,0.146066683655374
63,1,82431,-0.0448527969328954,0.0493043000266561,0.363594235444227
64,1,83284,-0.0334534967116816,0.0489705015810948,0.494969218458403
65,1,83613,-0.0421330545051664,0.0489461165108825,0.389929821515328
66,1,84112,-0.0530689821814953,0.0489213874339271,0.278759043595219
68,1,84858,-0.0635341798027785,0.0490246744820137,0.195834819363561
69,1,85751,-0.0741894438679137,0.0491848929322161,0.132352094102271
70,1,87445,-0.0650481472366471,0.0493260989682999,0.188111977763338
71,1,87467,-0.0828282990232857,0.049510429270723,0.0952237691106455
72,1,89070,-0.0873726503535438,0.0491758213625305,0.0764721487618602
73,1,89616,-0.0775883452995171,0.0489556288815606,0.113891101044844
74,1,89679,-0.0816019158471037,0.0489433853493564,0.096347293179574
75,1,89880,-0.0873759086912252,0.048927646923352,0.0749869108093845
76,1,91472,-0.0837499387482577,0.0493119214286125,0.0903189379671392
77,1,93789,-0.0929996050584531,0.0487522222558877,0.057254552763219
78,1,94351,-0.0974943376611863,0.048857033732521,0.0467562342823718
79,1,99148,-0.0597674325522411,0.048899498867254,0.222428433849457
82,1,106800,-0.0269905719765317,0.0490479269396257,0.582468682394586
83,1,107970,-0.0225613194278224,0.0489088472051236,0.644872355120079
84,1,109000,-0.0858679674107184,0.0487962452084049,0.0793206128086343
85,1,112549,0.0206056195415775,0.0489420403215943,0.673996073846481
86,1,112742,0.0363008890413961,0.0491070587091243,0.460265059400602
