SNP,Chr,Pos,Effect,SE,PLM2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.163970935481544,0.141370668719207,0.246887532648948
9,1,27272,0.139416349056329,0.139315209937873,0.317644787485016
16,1,27843,-0.0308737854817431,0.136201854647474,0.820806361036325
17,1,27848,-0.0308737854817431,0.136201854647474,0.820806361036325
18,1,28495,0.00028100367909184,0.136213971686374,0.9983551642796
19,1,28975,-0.0283298670509728,0.135295057950529,0.834262077682527
26,1,31435,-0.0683401506499366,0.134895946099858,0.612742091401997
29,1,36146,-0.120810359169114,0.134095065533532,0.368239416551805
31,1,37409,-0.071809935828576,0.13492088497847,0.594896437361615
32,1,37478,-0.0690286764091064,0.135041070062697,0.609552970352855
33,1,39144,0.0730563133503714,0.1344183559822,0.587128968865415
34,1,41499,0.0867424674110599,0.13402208494976,0.517906877699069
37,1,51248,-0.0808107016138269,0.134603679708245,0.548651386458328
38,1,51462,-0.0939776085698595,0.134762202495115,0.486037300836883
39,1,52124,-0.114798815747008,0.134533700612995,0.39406661164497
40,1,52667,-0.110776840505274,0.134327214197087,0.410110724823421
42,1,59265,-0.147434802388517,0.134159420623703,0.272537824320208
43,1,60165,-0.109847787343697,0.13415983149169,0.413462642210438
44,1,62308,-0.10919169946596,0.134013523476028,0.415746908984929
45,1,62869,-0.0708712094335078,0.134069578807906,0.597404645666521
49,1,66841,0.0206257062970491,0.134181352929421,0.877922178516238
50,1,66948,0.00440770316957878,0.135009154241879,0.973974190355493
51,1,68621,-0.110041049656123,0.13451616906986,0.41388006631036
52,1,69417,0.0068495207125856,0.134286672093772,0.959349027141134
56,1,74327,-0.0901850513779175,0.134940121193028,0.504357273854708
57,1,74572,-0.0624121852180653,0.134625009724323,0.64321991265953
58,1,75211,-0.141802054494186,0.134208453183148,0.29142556082085
59,1,76030,-0.0149062779087388,0.13441816143153,0.91176277572663
60,1,80108,0.0599178673505271,0.134350875346897,0.655884769641589
61,1,81262,0.13559271652588,0.134143923087514,0.312804361527168
62,1,81999,0.114300607470678,0.134528501638785,0.396101905140692
63,1,82431,0.0825749110424718,0.135232060231331,0.541846511734358
64,1,83284,0.145269735281003,0.13409615270569,0.279403520886508
65,1,83613,0.14508603678884,0.134081890483087,0.279959894186615
66,1,84112,0.106189466502551,0.134199914162016,0.429313003910104
68,1,84858,0.151740745703277,0.134455624269705,0.259851441571977
69,1,85751,0.118908931995958,0.135103454386387,0.379386358514298
70,1,87445,0.122331738643227,0.135381040870385,0.366818157944257
71,1,87467,0.109176309442326,0.136123096452187,0.423068814201104
72,1,89070,0.154120211143237,0.135145619035126,0.254892375675403
73,1,89616,0.139428177529191,0.13446135726562,0.300474236778513
74,1,89679,0.12491786902874,0.134518831221179,0.353716770739893
75,1,89880,0.148560175003422,0.134484917744924,0.270059108564841
76,1,91472,0.168096041892625,0.135421920137913,0.215327842109814
77,1,93789,0.051087171977381,0.134291352649294,0.703862170543474
78,1,94351,-0.011070713595904,0.134671092012536,0.934529837663532
79,1,99148,0.0369837689755564,0.134304452990898,0.783191094523936
82,1,106800,-0.0641987180784507,0.134456647627549,0.633324546987487
83,1,107970,-0.0533086182256359,0.134071562892015,0.691155684382233
84,1,109000,0.0538112818463354,0.134307380131455,0.688914562707692
85,1,112549,-0.0147962681144842,0.1341835326412,0.912258798380687
86,1,112742,-0.0512853989067231,0.134680973043161,0.703586860838476
87,1,113050,0.0157732818393413,0.134479392803872,0.906695812513676
88,1,113135,-0.0352845230053191,0.134126333297078,0.792650630158943
89,1,114076,0.0505726761144671,0.134112470992712,0.706332180667316
90,1,114628,0.0526560333369492,0.13444962277228,0.695559534282471
91,1,116283,0.0770313514503626,0.135164619036076,0.569102845898106
93,1,127853,-0.0328407420042796,0.13496369157572,0.80789095136427
94,1,128302,0.0136996316302473,0.134454573304315,0.918901513342076
95,1,128704,-0.0379337366011347,0.134575247409164,0.778202607859733
96,1,128911,0.00904482601559342,0.134604427081995,0.946464025678357
97,1,130267,0.157100032277846,0.134281400095554,0.242817845043904
98,1,130271,0.161585909943572,0.134426329615764,0.230153532897062
99,1,130613,0.16070258494475,0.135690626334374,0.237078963655742
100,1,132012,-0.0431607347890882,0.135651903057624,0.750542073068677
101,1,133231,-0.0905263307238074,0.134622435443512,0.501739660852879
102,1,137074,-0.0967767880354784,0.134418393191686,0.472021825571713
103,1,137304,-0.134366498057545,0.134373628190356,0.318021134898127
104,1,139686,-0.107106088401502,0.134619994159785,0.426788778328869
105,1,149562,-0.171133107462757,0.134740513480048,0.204887717150867
106,1,150447,-0.161802249452381,0.136274175796382,0.235896315466751
108,1,154084,-0.12133886337889,0.136815533325392,0.375747709999552
110,1,157269,-0.21154040783332,0.134009862375972,0.11533643642722
111,1,160054,-0.15717426329486,0.135501713180131,0.246855944321762
112,1,166222,-0.171866088548467,0.134444752782377,0.20196948782924
113,1,166416,-0.15633638314233,0.134224341127104,0.244910996744341
114,1,167326,-0.164742290853013,0.134961676829723,0.223029600712544
115,1,168836,-0.185878560818389,0.134241222474072,0.167030770870598
116,1,171200,-0.170408294158344,0.134501406922354,0.206003804353012
117,1,171431,-0.17240662772154,0.135337743811021,0.203537273873564
118,1,173339,-0.150031352579187,0.134356491134504,0.26489656775097
119,1,173845,-0.151005323701789,0.13424163017375,0.261405432497725
120,1,175121,-0.167778232694622,0.133917969322091,0.211092018363041
121,1,175281,-0.158836971367075,0.13406316091831,0.236896715206836
122,1,175315,-0.165562036208758,0.133997732261663,0.217444353569954
123,1,175523,-0.136536880400282,0.134852362134648,0.311996555392645
