SNP,Chr,Pos,Effect,SE,HNM1_TPO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0149113329428929,0.0644537507183072,0.817177455423837
9,1,27272,-0.00854916761976865,0.0634889837924208,0.892960668660454
16,1,27843,0.0612662069871195,0.0619025760557345,0.322988989872232
17,1,27848,0.0612662069871195,0.0619025760557345,0.322988989872232
18,1,28495,0.0717032735805823,0.0618718181641249,0.247280157659473
19,1,28975,0.0466863534521334,0.0615248849520103,0.448466214186995
26,1,31435,0.079048947935291,0.0612676091832695,0.197817369449565
29,1,36146,0.0476714662363372,0.0610425266954271,0.435352368378556
31,1,37409,0.10656288789194,0.0611631561105592,0.0823316884965227
32,1,37478,0.0955654758770158,0.061267598339341,0.119702132083566
33,1,39144,0.0186206876187208,0.0611898067208348,0.761070821478771
34,1,41499,0.0374585152442166,0.0609955082953854,0.539532108978416
37,1,51248,0.0241632874234382,0.0612743517587174,0.69356383258551
38,1,51462,0.0211391386333279,0.061360639431585,0.730670563435186
39,1,52124,-0.000584918969710822,0.0612878390972462,0.992390655025415
40,1,52667,-0.00340245361097788,0.0611893569938563,0.955687686848391
42,1,59265,-0.00116167993390248,0.0611587249426582,0.984856217455537
43,1,60165,-0.0097732606305772,0.0611103266391505,0.873029156282214
44,1,62308,-0.0367263164461244,0.0610140253803359,0.54760556805687
45,1,62869,-0.0365075023009941,0.0610067264158891,0.549945057291702
49,1,66841,0.0171305474558534,0.0610596223713234,0.779216524263227
50,1,66948,-0.00052091526109177,0.0614411950965116,0.993240186771755
51,1,68621,0.0170150857863416,0.0612680629479456,0.781393400754891
52,1,69417,-0.02642146331312,0.0610963583587816,0.665674370241926
56,1,74327,-0.0793079272328859,0.0613033782727877,0.196616334632003
57,1,74572,-0.0339605139079671,0.0612582756084293,0.579668169550695
58,1,75211,-0.0340073643546233,0.0611464361470972,0.578452022788498
59,1,76030,-0.00427560604155719,0.0611727968366661,0.944317676524368
60,1,80108,-0.057688935601238,0.0610816311182796,0.345582464817365
61,1,81262,-0.101612478369967,0.0608959467833754,0.0960784485635866
62,1,81999,-0.116565181239789,0.0609700925081673,0.0567058079948398
63,1,82431,-0.101853351387988,0.0613359406598052,0.0976853826916657
64,1,83284,-0.123261409893053,0.0607738919348836,0.0432906712791508
65,1,83613,-0.107985877361387,0.0608493991610642,0.0768188426170947
66,1,84112,-0.0986416136497415,0.0609010874158445,0.106189290662064
68,1,84858,-0.086941815560363,0.0611245802514463,0.155801665975278
69,1,85751,-0.106475021143965,0.0612900053860448,0.0832182787402692
70,1,87445,-0.10242503220911,0.0614401823183724,0.0963875691340731
71,1,87467,-0.108893701948872,0.0617329940793935,0.0786059156256109
72,1,89070,-0.0943043563242686,0.0614116236781405,0.125529636038128
73,1,89616,-0.0943079413362643,0.0610790314514038,0.123476705788976
74,1,89679,-0.0861681903033598,0.0611208714466005,0.159479246470508
75,1,89880,-0.107489946209929,0.0610407051252118,0.0791117871616075
76,1,91472,-0.0867015885645038,0.0615906715841145,0.160097974685865
77,1,93789,-0.0728876814381992,0.0610037438626011,0.232964706296295
78,1,94351,-0.0832365719396289,0.0611275159155733,0.174164948021646
79,1,99148,-0.0659792701379077,0.0610260147042703,0.280361208305304
82,1,106800,0.000303515244505434,0.0612094227319805,0.996046398175356
83,1,107970,0.00488018266425495,0.0610275303953411,0.936308893262728
84,1,109000,-0.0258373745003272,0.0611201665951044,0.672749098857438
85,1,112549,0.0153126372308987,0.0610609905166473,0.802133120631938
86,1,112742,0.0316265251361604,0.0612812295436357,0.606115855383092
87,1,113050,0.00304089858256518,0.0612009988087428,0.960399858317926
88,1,113135,0.000139386411792133,0.061045329587734,0.998179460505697
89,1,114076,0.0456963703995271,0.0609968594027497,0.454260059178059
90,1,114628,0.0580901441278364,0.0611216141857057,0.342557937837331
91,1,116283,0.122185752511773,0.0611955665212637,0.0466314246150199
93,1,127853,0.105845973889773,0.0611666825187902,0.0844235853510963
94,1,128302,0.111005582983452,0.0609037191852074,0.0692036835839395
95,1,128704,0.0825227904563878,0.0610928489060631,0.177632227578267
96,1,128911,0.105394584135579,0.0609999262941287,0.0849018780378654
97,1,130267,0.0220328096264154,0.0612170456386343,0.719127436714744
98,1,130271,0.0250053890327188,0.0612864973993942,0.683515064174341
99,1,130613,0.0274304338485898,0.0618565736061441,0.657710350035521
100,1,132012,0.00574093840845641,0.0617417114594748,0.925969702010777
101,1,133231,-0.0175604384526014,0.0612972190286775,0.774678432456781
102,1,137074,-0.0415018055870976,0.0611772913335897,0.49797157454592
103,1,137304,-0.0461482501032035,0.0611891566038549,0.451237938187257
104,1,139686,-0.0634522141558848,0.0612258386687936,0.300742076228163
105,1,149562,-0.0550205402829407,0.0613889925646681,0.370724339375398
106,1,150447,-0.0481316640446594,0.0620876895241477,0.438728234005318
108,1,154084,-0.0630427297316244,0.0622421210725625,0.311819426581707
110,1,157269,-0.0194350454802698,0.0611924702842818,0.750972229285965
111,1,160054,-0.0408537701049535,0.0617443979413727,0.508621103175003
112,1,166222,-0.049060381699269,0.0612700959701532,0.423830545029091
113,1,166416,-0.0478077953901178,0.0611482927393861,0.434836398640632
114,1,167326,-0.04794243896141,0.0614960735495554,0.4361477620051
115,1,168836,-0.0466611197202276,0.0612069490041083,0.446360203138099
116,1,171200,-0.0779375391179474,0.0612086472892286,0.203746163574461
117,1,171431,-0.0698538872980643,0.0616199940305921,0.257721715216745
118,1,173339,-0.0738785971096925,0.0611256414477641,0.227612035412528
119,1,173845,-0.0693628133770309,0.0610897617381143,0.256967814434462
120,1,175121,-0.0580826107913244,0.0610015846380387,0.341672802103399
121,1,175281,-0.0606920603200296,0.0610463769149345,0.320808480940507
122,1,175315,-0.0550146419080738,0.0610423511911964,0.368067950595299
123,1,175523,-0.0581102876691703,0.0613809269552542,0.344431263784701
124,1,175541,-0.0580150207109996,0.0611300382426995,0.343248127584488
125,1,175653,-0.0642561843412877,0.0613063378356138,0.29530201875539
128,1,175856,-0.0754864365971811,0.0622858769577352,0.22634782562147
129,1,175876,-0.0689329959182178,0.0613491902523019,0.261939069429082
130,1,175989,-0.0566667452544246,0.061560313180052,0.357936111612619
131,1,176001,-0.0587277106652767,0.0618764083368949,0.343212402102772
133,1,177692,-0.0718204324869606,0.0609928701970544,0.239780596612726
134,1,178191,-0.0741719284585213,0.0610457037378177,0.225169414802753
135,1,178224,-0.0718204324869606,0.0609928701970544,0.239780596612726
136,1,178960,-0.0629163073958545,0.0615095496021647,0.307069509021976
140,1,183802,-0.117863588377358,0.0607974474539428,0.0533435638747902
141,1,183954,-0.132875801651038,0.0611576486953757,0.0304694190580639
142,1,184450,-0.11670913006808,0.0607091977154747,0.0553562553285903
144,1,184718,-0.0909084922804537,0.0611818708329648,0.138205232341994
145,1,185296,-0.0974814707507544,0.0608918956456854,0.110294906901019
146,1,185438,-0.0981393816869154,0.0608917978133199,0.107920679950088
147,1,185469,-0.0979470545631135,0.060981199107791,0.109127518692085
148,1,185503,-0.110217266782622,0.0607628106520111,0.0705430542325428
149,1,185705,-0.105180366782228,0.0614732172908261,0.0879605312540953
150,1,185749,-0.102183722668012,0.0614875334825546,0.0974284195298174
151,1,185806,-0.0863705406363133,0.0616388330135935,0.162022102375875
152,1,185879,-0.0987859465291767,0.0618857399491748,0.111324786274692
153,1,185916,-0.112616093384476,0.0617904058153372,0.0692174540390173
154,1,185941,-0.108265719286907,0.0620840279813192,0.0820543871766079
155,1,185954,-0.0919498162420618,0.062341165679013,0.141118536164718
156,1,186055,-0.107666947033482,0.0610164281419276,0.0785030582650224
157,1,186896,-0.121670443390835,0.0619521414383139,0.0503211530530469
161,1,190132,0.0303230621251216,0.0613414484470749,0.621378966372178
162,1,190148,0.0258545608256359,0.0613657559819696,0.673778558275511
163,1,190165,0.0280625985493732,0.0618348142010645,0.650228854993482
164,1,190169,0.0257286942072066,0.0617605393278178,0.677233042985668
165,1,190933,0.00695378594245633,0.0612736379265103,0.909708665425012
166,1,192149,-0.0471281471060679,0.0617247722874708,0.445662852746295
168,1,192303,0.0173526255211454,0.0736401478350397,0.813848037216956
171,1,192795,-0.0672877348738977,0.0610538064839205,0.271166662552054
173,1,194187,0.0384316240754717,0.0611752366997333,0.530264808111271
174,1,194867,0.0572956201416269,0.0611000593929956,0.349022119147667
190,2,8314,0.00355606597415514,0.0622116345925824,0.954449455948946
194,2,8498,0.00694380223707591,0.0621197115891601,0.911060601467682
195,2,8651,0.0117203702170476,0.062175845612997,0.850590221745411
197,2,9812,0.0288020456799465,0.0625296410954464,0.6453589918375
198,2,9932,0.0298024230861761,0.0622817114623413,0.632583474321855
199,2,10135,0.0298352091737288,0.0620429952538922,0.630899999795769
200,2,11616,-0.00902779447088708,0.0619955768439449,0.884304511508494
201,2,12133,0.0103532314654119,0.0622414671145089,0.867984801615934
202,2,12194,-0.00286415076445445,0.0624844112815244,0.963465414202406
203,2,12359,0.00610150513437102,0.0623010611712696,0.922038845863934
