SNP,Chr,Pos,Effect,SE,ERV25_UIP4_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0388869756467951,0.063260327340557,0.539139981634751
9,1,27272,-0.0500155317081274,0.0622867816607494,0.422522050312907
16,1,27843,0.0340491859929453,0.0608415850438265,0.576082162056195
17,1,27848,0.0340491859929453,0.0608415850438265,0.576082162056195
18,1,28495,0.037044058552502,0.0608376141322004,0.542981983493878
19,1,28975,0.00621417952374509,0.0604617721904805,0.918197008683952
26,1,31435,0.024508442804157,0.0602883719875617,0.684606743621867
29,1,36146,0.0565052978135561,0.0599161052926065,0.346288235768697
31,1,37409,0.0490250725530003,0.0602594351589102,0.416441611496628
32,1,37478,0.0380618580946153,0.060333752172349,0.528543465321039
33,1,39144,-0.00460173580989237,0.0600917806744079,0.939002281211728
34,1,41499,0.026738008801783,0.0599086965715474,0.655645075030206
37,1,51248,0.0267162919707531,0.0601638667083189,0.657272189295528
38,1,51462,0.0335789058481011,0.0602357657189617,0.577567900593906
39,1,52124,0.0349777647314993,0.0601518660884947,0.56128074915172
40,1,52667,0.0078619071679954,0.0600827635843119,0.89596748638137
42,1,59265,0.0714879367117908,0.0599332516014397,0.233751750769186
43,1,60165,0.0571440066988637,0.0599314024196508,0.340994189681268
44,1,62308,0.0603129905711554,0.0598565136347301,0.314324137714702
45,1,62869,0.0598087658414757,0.0598504076756804,0.318331841901005
49,1,66841,0.0901723587727296,0.0597708732433359,0.132286870446875
50,1,66948,0.0751547051577956,0.0601984995931872,0.212694361097489
51,1,68621,0.0476303809269226,0.0601143826922827,0.428700892079549
52,1,69417,0.0318824509790336,0.0599845309226935,0.59539887001477
56,1,74327,0.0491679381081543,0.0602816745705185,0.415258027315606
57,1,74572,0.061503642255576,0.0600887100738439,0.306750016195196
58,1,75211,0.0482079466682614,0.0600132861725003,0.422348898704177
59,1,76030,0.0951557056312289,0.0598542200307351,0.11277707120722
60,1,80108,-0.00695996071436208,0.0600527670397681,0.907799743520781
61,1,81262,-0.0348568968668503,0.0600025315856872,0.561662530623302
62,1,81999,-0.0407323066145316,0.0601387468924675,0.498655749931262
63,1,82431,-0.0677452565904211,0.0603550669029433,0.262436052794438
64,1,83284,-0.0710765812338635,0.0599033650743721,0.236214678745229
65,1,83613,-0.0627890325355566,0.0599229674037568,0.295434223499239
66,1,84112,-0.0288485486344797,0.0600030566395287,0.630967402622761
68,1,84858,0.0048415816614307,0.0601915501257571,0.935935891500322
69,1,85751,-0.00274376483949666,0.0604393305595279,0.96381653484975
70,1,87445,-0.0472153069621221,0.0605151152080823,0.435782252256924
71,1,87467,-0.0607955417413086,0.0607982964563649,0.318017388066377
72,1,89070,-0.0455537465431226,0.0604546879620195,0.451640472803893
73,1,89616,-0.0504086106115771,0.0601179719983168,0.402320245631946
74,1,89679,-0.0403486843622988,0.0601471047993201,0.502765372316391
75,1,89880,-0.0589730749063235,0.0601187974707231,0.327292982606203
76,1,91472,-0.0319324948070633,0.0606237180877944,0.59871004644441
77,1,93789,-0.0518342055511021,0.0599592622902905,0.387905624192049
78,1,94351,-0.0844036885743004,0.0600127618684108,0.160476472117984
79,1,99148,-0.0847040023994819,0.0598531477959913,0.157892278901095
82,1,106800,-0.0229002628405983,0.0600913028636113,0.70336487902415
83,1,107970,-0.0389109526876778,0.0598897993737273,0.516302639401416
84,1,109000,-0.0334634468114678,0.0600047788723854,0.577416600610282
85,1,112549,-0.0973140518257962,0.0597391343342154,0.104208602557768
86,1,112742,-0.10688662891975,0.0599274405513087,0.0753475599388755
87,1,113050,-0.101484340726584,0.0598523617352095,0.0908475967601364
88,1,113135,-0.11212110484046,0.0596447390861475,0.0609566262443659
89,1,114076,-0.0726908961894167,0.0598175430626629,0.225098031908331
90,1,114628,-0.073426060257465,0.0599669659560802,0.221602120310374
91,1,116283,-0.0305484780546066,0.060406535993139,0.613372527228233
93,1,127853,0.0473143525970267,0.0602633089788707,0.432905706803052
94,1,128302,0.0792593152945797,0.0599359444148784,0.186891011668021
95,1,128704,0.0763972312016345,0.0600064184711944,0.203802254625583
96,1,128911,0.0902054157671321,0.0599587696766101,0.133357805149731
97,1,130267,0.0297696382211463,0.0601012916986716,0.620679317177536
98,1,130271,0.0302274943638852,0.0601720269681377,0.615733669402548
99,1,130613,0.0160389109843826,0.0607500391384561,0.791922557930939
100,1,132012,0.0482042448057748,0.0605727643143821,0.426678892261594
101,1,133231,0.015728433802433,0.0601910463649586,0.794006979157018
102,1,137074,-0.0324243778300652,0.0600864768804241,0.589793451878254
103,1,137304,-0.0259203764947825,0.0601163208721039,0.666607676215564
104,1,139686,-0.0140838352614343,0.0602065055521911,0.815178443054002
105,1,149562,-0.00406378279159364,0.0603481463560491,0.946349967386575
106,1,150447,-0.00916462559433967,0.0610159857556872,0.880692293338993
108,1,154084,0.00988835532106103,0.0612041862997466,0.871742125633845
110,1,157269,-0.00203940007038139,0.0600955011834189,0.972947377799007
111,1,160054,-0.0258874551345175,0.0606509073970048,0.669765412449284
112,1,166222,-0.0500082882987728,0.0601589980488535,0.406383808230815
113,1,166416,-0.0329486274143572,0.0600700062987893,0.583692737318494
114,1,167326,-0.0385214223137433,0.0604023076429332,0.524051494289111
115,1,168836,-0.0453018020914776,0.060102340655251,0.451505175900382
116,1,171200,-0.0687899894792133,0.0601293993983571,0.253385315284232
117,1,171431,-0.0937369080186553,0.0604111879844104,0.121642490768094
118,1,173339,-0.0919936606731709,0.0599458245618369,0.125774597555988
119,1,173845,-0.099791345759784,0.0598604253848731,0.0963879760345999
120,1,175121,-0.0665752240011427,0.0598716804847434,0.266909845852426
121,1,175281,-0.0726885736050119,0.0599026206332723,0.2257707911894
122,1,175315,-0.0709689508241267,0.0598895279762767,0.236815526387724
123,1,175523,-0.0673835122910935,0.0602418694817528,0.264092979472745
124,1,175541,-0.0720303270082758,0.0599798406662623,0.230591711387206
125,1,175653,-0.0685247358966917,0.0601820085158472,0.255631756557723
128,1,175856,-0.0804978511660171,0.0611378359069655,0.188806200685305
129,1,175876,-0.0746179518500871,0.0602177103308966,0.216118266292396
130,1,175989,-0.0722786303801125,0.0603983269708777,0.232226904084607
131,1,176001,-0.0868746254903596,0.0606600982435191,0.152984515820086
133,1,177692,-0.0815851504156202,0.0598512123156101,0.173709479824556
134,1,178191,-0.0804797453859762,0.0599151874918416,0.180061139269134
135,1,178224,-0.0815851504156202,0.0598512123156101,0.173709479824556
136,1,178960,-0.100898835335821,0.0602489395090056,0.0948789545551729
140,1,183802,-0.0743568719690622,0.0598854551602114,0.215189502611227
141,1,183954,-0.0782994057249166,0.0603092021934208,0.195032015407812
142,1,184450,-0.0655352993327505,0.0598221112693787,0.274043212704439
144,1,184718,-0.0520150317409681,0.0602005623770172,0.388158675067267
145,1,185296,-0.0325876974874687,0.0599834572817434,0.587281246919199
146,1,185438,-0.0406102949506863,0.059972423948308,0.498754641093047
147,1,185469,-0.0434197495106591,0.060053520654587,0.470147874078434
