SNP,Chr,Pos,Effect,SE,ERV25_UIP4_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00270664807270404,0.054330411206598,0.960295368918135
9,1,27272,-0.0215296805525449,0.0535024097481637,0.687628957309375
16,1,27843,-0.0168844123641772,0.0522407743763842,0.746732340684842
17,1,27848,-0.0168844123641772,0.0522407743763842,0.746732340684842
18,1,28495,-0.00930827762862024,0.0522470005233514,0.858700239670912
19,1,28975,-0.0351927511459442,0.0518662800938223,0.497881208796919
26,1,31435,-0.0045434035789447,0.0517620195629311,0.930105397690729
29,1,36146,-0.0312678428563889,0.0514687758834676,0.54390250329349
31,1,37409,-0.0076660329046902,0.0517724967968012,0.882370859235105
32,1,37478,-0.0160669230018892,0.0518115549407512,0.756665561599743
33,1,39144,-0.0522733933816596,0.0515070616643573,0.310858990087989
34,1,41499,-0.0291220871254368,0.0514157141989574,0.571478819850506
37,1,51248,0.0109847218059328,0.0516547126708381,0.831717474280496
38,1,51462,0.0119235132598762,0.0517241769220274,0.817820420298581
39,1,52124,0.00170945706690333,0.0516579411850672,0.973620041387631
40,1,52667,-0.0166937032030225,0.0515675783169358,0.746338112697532
42,1,59265,-0.0046974113313494,0.0515486075312494,0.927444269536448
43,1,60165,-0.0133934435807124,0.0515053268178334,0.794984549164545
44,1,62308,-0.0409504161905191,0.0514074257685212,0.426227141447538
45,1,62869,-0.0325531938340763,0.0514179633461171,0.527072163434928
49,1,66841,0.009677822812304,0.0514688163933997,0.850959024497439
50,1,66948,0.00672715344006997,0.0517860421556276,0.896717294752569
51,1,68621,0.0412103486199835,0.0516003898890349,0.42503377929111
52,1,69417,0.00954755044816583,0.051507753103671,0.853052021119598
56,1,74327,0.00743071760987235,0.0517919492814762,0.885998936206285
57,1,74572,0.0267559673087731,0.0516359349344254,0.604667318259475
58,1,75211,0.0239787001860407,0.051545607622033,0.642079475878464
59,1,76030,0.0373158177366321,0.0515231387167353,0.469389794662749
60,1,80108,-0.0168362231632802,0.0515414245929454,0.744123031182316
61,1,81262,-0.0366557146115875,0.0514927789860911,0.477020874305334
62,1,81999,-0.0641641174473623,0.0515425531433758,0.214002923755292
63,1,82431,-0.0600592690888112,0.0518015553339263,0.247072524230704
64,1,83284,-0.0844814423145322,0.05132583815736,0.100657326325169
65,1,83613,-0.0760007309935721,0.0513576887699173,0.139810070911497
66,1,84112,-0.0450666236561792,0.0514665578137717,0.381816484900832
68,1,84858,-0.0350908024224196,0.0516340676792541,0.497199610054437
69,1,85751,-0.0626902420038582,0.0517727941793287,0.226754416404103
70,1,87445,-0.0574337682879902,0.0518999279013393,0.269209558283194
71,1,87467,-0.0632500722964865,0.052153506253711,0.226029739497579
72,1,89070,-0.0466699919927205,0.0518755151848729,0.36891794089995
73,1,89616,-0.0496654128421624,0.0515878869898209,0.336340046516153
74,1,89679,-0.0559863338995885,0.0515760999074307,0.278436910960688
75,1,89880,-0.0559181316471016,0.0515894212698511,0.279145819404779
76,1,91472,-0.039702515908856,0.0520158678037981,0.445808010048828
77,1,93789,-0.061443821759299,0.0514185286891992,0.232899286097599
78,1,94351,-0.0523925740381305,0.0515827007177932,0.310467685068818
79,1,99148,-0.0405713367822751,0.0514771515513145,0.431142220221023
82,1,106800,0.0133816953718311,0.0515870047082687,0.795477446943921
83,1,107970,0.0274078607192673,0.0514183837296435,0.594343920388964
84,1,109000,-0.00842720847232012,0.0515277736105797,0.870181430164776
85,1,112549,-0.00363942296408143,0.0514710293763286,0.94367004863818
86,1,112742,-0.0078600076348142,0.0516702329212844,0.879180235357984
87,1,113050,-0.00200197545328901,0.0515848894359851,0.969064337965525
88,1,113135,-0.011918067860267,0.0514496994369034,0.816947938955383
89,1,114076,-0.0175558583764158,0.0514451245675848,0.733115351422359
90,1,114628,-0.00660689771160203,0.0515825796705432,0.898155518178432
91,1,116283,-0.0125176709705901,0.051866403026906,0.809428252594942
93,1,127853,0.0701697012684805,0.0516392244471609,0.175063308100015
94,1,128302,0.0727651225783708,0.0514296146737646,0.157994364824927
95,1,128704,0.0743344008123634,0.0514747475838226,0.149599332586254
96,1,128911,0.0862951526052662,0.051427589949456,0.0942334675381761
97,1,130267,0.0637215818260007,0.051496247379563,0.216760182344537
98,1,130271,0.0649593352592017,0.0515532557098408,0.208486096484222
99,1,130613,0.0225289917686272,0.0521381204874488,0.665931025893171
100,1,132012,0.0262266517326248,0.0520224852469823,0.614477018798883
101,1,133231,0.0120190206184522,0.051667966452024,0.816191033207005
102,1,137074,0.00398976894329466,0.0515980013545115,0.93840952864585
103,1,137304,0.00981640085873559,0.0516137287586858,0.849269785673029
104,1,139686,-0.0170461436149511,0.0516762411797697,0.741698210786152
105,1,149562,0.0176484772163473,0.0517935969748637,0.733497273419623
106,1,150447,0.00489884394641527,0.0523760676232804,0.925533907274574
108,1,154084,0.0242466608048421,0.052522681317275,0.644622621081155
110,1,157269,0.0307527942930368,0.051559024793002,0.551251586450908
111,1,160054,0.00529920227100428,0.0520743350324716,0.919003156398596
112,1,166222,0.000475851455944976,0.051689931825207,0.992660072345409
113,1,166416,0.0132352969656018,0.0515801893261783,0.797639745638598
114,1,167326,0.00631518374319118,0.0518770445213869,0.903179203386906
115,1,168836,-0.0143117733817922,0.0516266662087786,0.781775993322938
116,1,171200,-0.0178483952886516,0.0517008816357371,0.730131446178962
117,1,171431,-0.0331968227333234,0.0520024263969127,0.523646357126525
118,1,173339,-0.0508755891351085,0.0515567352180249,0.324422253849479
119,1,173845,-0.0558006316630431,0.0514994316681935,0.279317475586453
120,1,175121,-0.0236683245483338,0.0514673060159258,0.645891881709451
121,1,175281,-0.0272611796819935,0.0515060465173495,0.596943103822319
122,1,175315,-0.0253460955751418,0.0514925913297517,0.622864147512299
123,1,175523,-0.0241689276882042,0.0517861396174214,0.64099778627661
124,1,175541,-0.0263772475902225,0.0515715938163959,0.609342792016116
125,1,175653,-0.0223314652124173,0.051740299005012,0.666290692954994
128,1,175856,-0.0324234768288508,0.0525800316770969,0.53786308651691
129,1,175876,-0.0271362974888707,0.0517819754086602,0.600573266387926
130,1,175989,-0.0280564578881707,0.0519284474016584,0.589337267993442
131,1,176001,-0.0330623711037535,0.0521909502725683,0.526824854750926
133,1,177692,-0.029987174585673,0.0514855267612081,0.560642900523828
134,1,178191,-0.0286945320451108,0.0515387813974942,0.578046861562858
135,1,178224,-0.029987174585673,0.0514855267612081,0.560642900523828
136,1,178960,-0.0409639811766763,0.0518758666368369,0.430260001955666
140,1,183802,-0.099220376536928,0.0512453558485709,0.0536433073878366
141,1,183954,-0.103583105637168,0.0515981019072546,0.0454583846627614
142,1,184450,-0.0887498134485311,0.0512201034789384,0.0840198077692095
144,1,184718,-0.0825776598436619,0.0515426582898502,0.110022917750945
145,1,185296,-0.066318056505992,0.0513891788054175,0.197719570778622
146,1,185438,-0.0805576363651924,0.0513339407429293,0.117477215436431
147,1,185469,-0.0821080736551449,0.0514015931489642,0.111074912028357
148,1,185503,-0.0812349263695773,0.0512716254947201,0.113997422019037
149,1,185705,-0.078711545212891,0.0518597340939668,0.129965503039374
150,1,185749,-0.0844446509327472,0.0518341797021258,0.104177394850868
151,1,185806,-0.0840331888937549,0.0519058043629401,0.106349888563474
152,1,185879,-0.0932269288476833,0.0521142023372329,0.0744887580251444
153,1,185916,-0.0921956234988291,0.0520954848456104,0.0776331863670654
154,1,185941,-0.0939895887922194,0.0523153868734217,0.073254672361385
155,1,185954,-0.0880684387573223,0.0524986581734921,0.0943226765736988
156,1,186055,-0.0857956125928487,0.0514533322417943,0.0963127613671086
157,1,186896,-0.082217267832805,0.0523197615558407,0.11697677867568
161,1,190132,-0.0241470149429464,0.0517051227275393,0.640777998861514
162,1,190148,-0.0248344873948751,0.0517198041475452,0.631401327411092
163,1,190165,-0.0187821340534398,0.0521246639181318,0.718815099381289
164,1,190169,-0.0183510007186692,0.0520600751406145,0.724676214838831
165,1,190933,-0.0449833527847204,0.0515914621269472,0.383847566535186
166,1,192149,-0.0543092881365295,0.0519889401252609,0.296908102029753
168,1,192303,0.0136784909527812,0.0620700844402923,0.825709066680643
