SNP,Chr,Pos,Effect,SE,HUG1_ADE17_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.135934131864998,0.0739028251213172,0.0667014273535868
9,1,27272,-0.135552707106352,0.0727842685466593,0.0633787195069203
16,1,27843,0.0729267161867176,0.0713048667054253,0.307128668383512
17,1,27848,0.0729267161867176,0.0713048667054253,0.307128668383512
18,1,28495,0.100674747719286,0.0712102730191175,0.158311542016394
19,1,28975,0.124066847878757,0.0706262130547184,0.0798413336401706
26,1,31435,0.0911869169614808,0.0705796315991711,0.197211984034244
29,1,36146,0.0946402254702958,0.0702010212793738,0.178480434121425
31,1,37409,0.104042157878779,0.0705450408351965,0.141148735419244
32,1,37478,0.101158303777432,0.0706179281773074,0.152893315011161
33,1,39144,0.0713804457449398,0.0703972550570493,0.311293300857886
34,1,41499,0.083033507906729,0.0701651040027412,0.237446293076329
37,1,51248,0.0707979120644567,0.0705027662992984,0.315976668038657
38,1,51462,0.0599058310566751,0.0706271983669587,0.396902616652184
39,1,52124,0.0727373698372661,0.0704971732922977,0.302882924046559
40,1,52667,0.0454888584738327,0.0704486516752984,0.518891650470306
42,1,59265,0.0177686349247257,0.0704483347874961,0.801016099672701
43,1,60165,-0.0289006329747487,0.0703846355028802,0.681607675215766
44,1,62308,-0.00409811312704056,0.0703236776174771,0.953562545277092
45,1,62869,-0.0438735963059021,0.0702763976560528,0.532833460364627
49,1,66841,0.0174997903576025,0.0703421559892289,0.803674883702243
50,1,66948,0.0087265770519892,0.0707785343408145,0.901944366113889
51,1,68621,0.0373790818540427,0.0705602716860678,0.596620473275814
52,1,69417,0.00797116037737017,0.0704001637356219,0.90991539360457
56,1,74327,-0.01757076983425,0.0707823261904443,0.804095629775623
57,1,74572,-0.0174632501097217,0.0705939237205692,0.804760979044286
58,1,75211,0.0227374584682797,0.0704609528406535,0.747116627470507
59,1,76030,0.0177128926731697,0.0704650384329798,0.801673274596467
60,1,80108,-0.0931762217303048,0.0702799254422794,0.185767500942336
61,1,81262,-0.187860267087832,0.0697146610634518,0.00738199013016926
62,1,81999,-0.189317721806204,0.0698772698822267,0.00707153979248479
63,1,82431,-0.169859716602709,0.0703557559370293,0.0162736766038396
64,1,83284,-0.0964650325468195,0.0702306409525572,0.170454278479474
65,1,83613,-0.0645676729241283,0.0703263904640316,0.359185844494652
66,1,84112,-0.068430091796589,0.0703238135342223,0.331184123933772
68,1,84858,-0.00869842997238104,0.0706152905221409,0.902034234114706
69,1,85751,-0.0653955549484678,0.0708215817717673,0.356437561208908
70,1,87445,-0.0642405191712995,0.070974643178699,0.36601952263804
71,1,87467,-0.104029608735985,0.0712140147144688,0.144959143691532
72,1,89070,-0.0408342813767162,0.0709486080600034,0.565287896278404
73,1,89616,-0.0271317264779329,0.0705852720784137,0.70092659693829
74,1,89679,-0.0226757158074957,0.0705986672030756,0.748255097688681
75,1,89880,-0.0368705796768768,0.0705996043753107,0.601824475109243
76,1,91472,-0.00449990127872579,0.0711507181642674,0.94960749783293
