SNP,Chr,Pos,Effect,SE,HNM1_TPO1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0246120415797542,0.153861550748504,0.873002294323665
9,1,27272,0.133799767702141,0.151388985743419,0.377397939237121
16,1,27843,0.0866922845560779,0.147898554458573,0.558142293526843
17,1,27848,0.0866922845560779,0.147898554458573,0.558142293526843
18,1,28495,0.077435634146104,0.147915500744061,0.600946043827534
19,1,28975,0.0814609647192689,0.146919833805085,0.579616136686132
26,1,31435,0.0618579278829602,0.146557389230176,0.673228618978798
29,1,36146,-0.105844366973955,0.145729615161972,0.468132201948873
31,1,37409,0.0217462117799147,0.146622422950484,0.882179362588893
32,1,37478,0.0160887943445499,0.146750539312714,0.912762236204014
33,1,39144,0.0200413909197136,0.146079471680608,0.890954783237745
34,1,41499,-0.0574610714283783,0.145646056677194,0.693431414621809
37,1,51248,-0.15860726505982,0.14605447623314,0.278243925726635
38,1,51462,-0.146350948762523,0.146289382466111,0.31779215447196
39,1,52124,-0.106560962672591,0.146188256771887,0.466527992790886
40,1,52667,-0.13414788959231,0.145889160222101,0.358451950702607
42,1,59265,0.0033463796092249,0.14598998014861,0.981725457793781
43,1,60165,0.0152288767638912,0.145877516968348,0.91691521491526
44,1,62308,-0.068742812148778,0.145673391803742,0.637291987666902
45,1,62869,-0.0496678072355204,0.145677047209502,0.733348096506292
49,1,66841,-0.0422302190217701,0.145752368476124,0.772185641099241
50,1,66948,-0.0822485941917139,0.146598957647917,0.575122902787618
51,1,68621,-0.157114150098995,0.146027746879822,0.282697901194804
52,1,69417,-0.112085933974739,0.14575773388643,0.442414688902202
56,1,74327,-0.0418497194802183,0.146664891538113,0.775549142163609
57,1,74572,-0.0149944111312226,0.14628911425554,0.918419223439107
58,1,75211,0.0365507857516708,0.146011655842993,0.802479437723929
59,1,76030,0.050529642086557,0.14599984672311,0.7294784038483
60,1,80108,0.0381522579923315,0.145975965588771,0.793967429513527
61,1,81262,-0.00211328496870433,0.145934854190448,0.988454405454225
62,1,81999,-0.0198043159126571,0.146287493619359,0.892389058529446
63,1,82431,-0.0870416776609079,0.146910767616988,0.553908597089279
64,1,83284,0.0216437722702198,0.145909669467744,0.882161678589772
65,1,83613,0.0572967912853796,0.145866262865173,0.694701647655779
66,1,84112,0.0337401123916105,0.145903165799432,0.817254539682291
68,1,84858,0.0945402434665768,0.146239487980387,0.518391557511856
69,1,85751,-0.00434263370620921,0.146927288095313,0.976437584120153
70,1,87445,0.0302668636907071,0.147229251336153,0.837240291680767
71,1,87467,0.0114483632440674,0.148007608036232,0.938389074322785
