SNP,Chr,Pos,Effect,SE,ADE17_PGM2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.107037681078588,0.107134954325014,0.31843446413325
9,1,27272,-0.0249154076104685,0.105666803066949,0.813730664885268
16,1,27843,0.227618869555538,0.10246106819832,0.0269498135631203
17,1,27848,0.227618869555538,0.10246106819832,0.0269498135631203
18,1,28495,0.220566921464525,0.102506432566988,0.0320958600670641
19,1,28975,0.227390196243146,0.101769686047608,0.026084841634909
26,1,31435,0.222173813366647,0.101528953033414,0.0293041246411404
29,1,36146,0.185565346901998,0.101207426629481,0.0675678358748319
31,1,37409,0.263159233381346,0.101274030686599,0.009755989781935
32,1,37478,0.252724310872726,0.101437950773688,0.0131819673178654
33,1,39144,0.164853093860178,0.101480353830451,0.105165316669357
34,1,41499,0.113098987810654,0.101397908901372,0.265438810774421
37,1,51248,0.00637438160713406,0.102008227194646,0.950208870522833
38,1,51462,-0.0195391715956561,0.102141822036877,0.848404827779901
39,1,52124,-0.0479628510735298,0.101976843984517,0.638409147052443
40,1,52667,0.0525585542589819,0.101806882757301,0.605997894463003
42,1,59265,-0.0596119597397569,0.101744470877405,0.558317955481739
43,1,60165,-0.0643329400943638,0.101659358569447,0.527255358512661
44,1,62308,-0.0753402527879446,0.10152598153145,0.458533210377576
45,1,62869,-0.0753960030243591,0.101513093066202,0.458143993151963
49,1,66841,-0.0658563042158627,0.101579801340265,0.517198936258553
50,1,66948,-0.0732508767279717,0.102189691912471,0.473963621678802
51,1,68621,-0.0852767503613847,0.101885954153658,0.40316872601667
52,1,69417,-0.0613610544062104,0.101664563123406,0.546521289760446
56,1,74327,-0.126628429533126,0.102053931970982,0.215503956379025
57,1,74572,-0.10310947567138,0.101856210819534,0.312085956102525
58,1,75211,-0.159785067911829,0.101462206738526,0.116192960572217
59,1,76030,-0.0978170630906087,0.101684810147105,0.336726473591803
60,1,80108,-0.1186349964751,0.101597902231072,0.24371936223514
61,1,81262,-0.113460193003892,0.101576094371509,0.264755294058579
62,1,81999,0.00216478766144665,0.10200388302328,0.98308007650589
63,1,82431,0.0050765731277688,0.102486451616995,0.960521685297572
64,1,83284,-0.0423881186036633,0.10171600973132,0.677129154665673
65,1,83613,-0.0801253404669205,0.10164038696331,0.431037521747375
66,1,84112,-0.0914027541215547,0.101624650311223,0.369044672319762
68,1,84858,-0.131010774099023,0.101789611710014,0.198911764568942
69,1,85751,-0.102053512981527,0.102303436821385,0.319177513718499
70,1,87445,-0.0990677515746522,0.102528604392234,0.334583099700225
71,1,87467,-0.0767561817898674,0.10312066004046,0.457169823288214
72,1,89070,-0.133605624817096,0.102308810089143,0.192435101000553
73,1,89616,-0.137705140912034,0.101740290513912,0.176763054701888
74,1,89679,-0.134676349696766,0.101764724359602,0.186555897113274
75,1,89880,-0.129249794235284,0.101810564564623,0.205094603617119
76,1,91472,-0.154054702678251,0.102472630141559,0.133636683386833
77,1,93789,-0.187681256008625,0.101249450193508,0.0646230495429674
78,1,94351,-0.175491531070636,0.10158025945129,0.084931989082498
79,1,99148,-0.164757681625402,0.101362410704714,0.104963014157985
82,1,106800,-0.202770508061979,0.101305010153433,0.0460943904196561
83,1,107970,-0.224582830092878,0.100870659008222,0.0266150795913158
84,1,109000,-0.225368080451351,0.101045968618173,0.0263521625840614
85,1,112549,-0.101554467630685,0.101496434092804,0.317719254521799
86,1,112742,-0.123310435568165,0.101824954244378,0.22670396617801
87,1,113050,-0.119046157190707,0.101667342684143,0.24241351025829
88,1,113135,-0.0845127054952083,0.101505523303176,0.405637694809443
89,1,114076,-0.125356359640591,0.101385839673149,0.217121288529519
90,1,114628,-0.0738505609327364,0.101786317359601,0.468598425388895
91,1,116283,-0.12190248054984,0.10222303090145,0.233860425024792
93,1,127853,-0.216838655799859,0.101584519010767,0.0334850292155806
94,1,128302,-0.229795897361367,0.101108230978672,0.0236405603145853
95,1,128704,-0.224257404267155,0.101245536660096,0.0273989984095514
96,1,128911,-0.217392187944,0.101299302360988,0.0325512560647976
97,1,130267,-0.204239922174602,0.101328205320781,0.0445963117015022
98,1,130271,-0.209578431486435,0.101419003024937,0.0395138672261547
99,1,130613,-0.285583815287101,0.101856147997491,0.00532969620406815
100,1,132012,-0.110508736774996,0.102597011244159,0.282164619115541
101,1,133231,-0.0945799833256781,0.101911997692377,0.35401293989151
102,1,137074,-0.0276061073410345,0.10188053845283,0.786575968683322
103,1,137304,-0.0414670627959172,0.10190265077512,0.684307343275305
104,1,139686,-0.0513239998108708,0.102023932007124,0.615236915642695
105,1,149562,-0.0200845389270796,0.102287745002061,0.844446616228281
106,1,150447,0.00210358482631473,0.103427934217449,0.983784712951915
108,1,154084,-0.00945737660908649,0.103746312354301,0.927418214544615
110,1,157269,-0.0102442188820028,0.101863136364006,0.919950127418184
111,1,160054,0.0181792461038837,0.102827839707827,0.859772347589991
112,1,166222,0.0397840030929788,0.102049851043654,0.696883529677964
113,1,166416,0.0318484853366761,0.101850490411834,0.754694460812289
114,1,167326,0.0235555859147219,0.102435773373477,0.818260176426314
115,1,168836,0.0291201897377328,0.101946189973543,0.77531929645079
116,1,171200,0.0343656703319559,0.102094276771392,0.736613033897329
117,1,171431,0.0722776286414747,0.10267610177369,0.481935355527554
118,1,173339,-0.000220560657744978,0.10194910485072,0.998275048933416
119,1,173845,0.000150476297864133,0.10186459530971,0.998822184777018
120,1,175121,0.0119091958878794,0.101660650179379,0.90681053293693
121,1,175281,0.0195998681775432,0.101743689447209,0.847351973904924
122,1,175315,0.0141129651861071,0.101714233945621,0.88972593073017
123,1,175523,0.0103577109838155,0.102291845258829,0.919404359707937
124,1,175541,0.0169029164318274,0.101871879044596,0.868312314395515
125,1,175653,0.0270140455999513,0.102188105229123,0.791659835362707
128,1,175856,-0.00641650170692246,0.103884826831334,0.950784507712782
129,1,175876,0.0160540903979385,0.102289761940476,0.875376197360096
130,1,175989,0.0299290849489145,0.102572821744503,0.770623348243069
131,1,176001,0.0340173528903346,0.103103832943074,0.741646321756356
133,1,177692,0.020446682523729,0.101711185713337,0.84079333356639
134,1,178191,0.0176268527310848,0.101813681533818,0.862649629960108
135,1,178224,0.020446682523729,0.101711185713337,0.84079333356639
136,1,178960,0.0167707936180711,0.102525519868916,0.870157942484175
140,1,183802,0.0658596359858115,0.101669405024086,0.517546878759414
141,1,183954,0.0395408572216093,0.102448824217757,0.699760900182298
142,1,184450,0.0702457874854157,0.101504412772141,0.489362986112163
144,1,184718,0.0850806846053873,0.102049936083117,0.405004710822573
145,1,185296,0.0635811676586974,0.101660698400119,0.532096107178203
