SNP,Chr,Pos,Effect,SE,HUG1_PGM2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.106478888364601,0.0699645352809438,0.128929888617154
9,1,27272,-0.138261358214682,0.0687468021095361,0.0450675175239268
16,1,27843,0.132411491208439,0.0671347773101197,0.0493528582065909
17,1,27848,0.132411491208439,0.0671347773101197,0.0493528582065909
18,1,28495,0.125871285827994,0.0671715060327795,0.061772971541576
19,1,28975,0.114088010964548,0.0667780226619331,0.0884288764899587
26,1,31435,0.108049772412373,0.0666281519415129,0.105763936773417
29,1,36146,0.0745314876991424,0.0664126729915812,0.262519773189495
31,1,37409,0.0480840149173201,0.0668417889936849,0.472388597665214
32,1,37478,0.0465606617810229,0.0669023856062775,0.486918586200836
33,1,39144,-0.00902269480531294,0.0666410353957562,0.892378743035261
34,1,41499,-0.0546802601579363,0.0663941578977529,0.410739781690239
37,1,51248,-0.0366432115531956,0.0667122866341755,0.583165878251111
38,1,51462,-0.0455528790842534,0.0667872965791331,0.495648901100643
39,1,52124,-0.030671062687257,0.0667208215547598,0.646019920784856
40,1,52667,-0.0702002418952087,0.0665289898895248,0.292063403075594
42,1,59265,-0.00833521106850243,0.0665987352286547,0.900471534805934
43,1,60165,-0.0217576951668032,0.0665398087786924,0.743871038546486
44,1,62308,0.050101310744594,0.0664231892910086,0.451187338147384
45,1,62869,0.0120955998478761,0.0664652278208325,0.855699836156109
49,1,66841,0.0692762914794663,0.0663973706551676,0.297496063810013
50,1,66948,0.0659667354486861,0.0668156012560998,0.32417407854054
51,1,68621,0.0468895122752654,0.0666798456864113,0.482392351654882
52,1,69417,-0.0203711384086784,0.0665410522254348,0.759675547386662
56,1,74327,-0.0650140410968101,0.0668262408421842,0.331278169202564
57,1,74572,-0.0494554447608622,0.0666856899711065,0.458810681501061
58,1,75211,-0.0638525757642833,0.0665292162017288,0.337829184730872
59,1,76030,-0.0133122005277185,0.06661219548907,0.841715866879686
60,1,80108,-0.0531752486126368,0.0665400490766346,0.424742832967487
61,1,81262,-0.0896303807015305,0.066403894195449,0.177952774402848
62,1,81999,-0.053463877388008,0.0666769267717464,0.423187985794281
63,1,82431,-0.0430823046488846,0.0670143194465194,0.520717975610329
64,1,83284,-0.0399569161702044,0.0665316190137306,0.548511591586592
65,1,83613,-0.0209410572305755,0.066548932229762,0.753196938175761
66,1,84112,0.019984204591159,0.0665571017407898,0.764158229874093
68,1,84858,0.0381635490463626,0.0667225574521339,0.567703829600528
69,1,85751,-0.00319364167287693,0.0670276275647301,0.962024800531237
70,1,87445,0.0322626379519428,0.0671475822940095,0.631188320676387
71,1,87467,0.0121994077745965,0.0675180488017716,0.856719577843304
72,1,89070,0.0507530950597687,0.0670441789643651,0.44954901030581
73,1,89616,0.0389929469184059,0.0667053427486785,0.559220325115433
74,1,89679,0.0529496085839652,0.0666865479854082,0.427724590365446
75,1,89880,0.0370630838131823,0.0667338335242511,0.578981971189401
76,1,91472,0.0642158959833719,0.0671716517898509,0.339727995025822
77,1,93789,0.028660166867817,0.0665481195876776,0.66697239320955
78,1,94351,0.0286003923192195,0.0667234270002492,0.668445991067648
79,1,99148,0.00852755976086286,0.0665640529404214,0.898134411994785
82,1,106800,0.000498271480209311,0.0666553843464829,0.99403982207435
83,1,107970,0.00104049770189565,0.0664578903898068,0.987517278838652
84,1,109000,-0.023146213312995,0.0665636353793935,0.72824975888137
85,1,112549,0.0337721521396453,0.0664753733876912,0.611742563389225
86,1,112742,0.0324802351559998,0.0667363671460084,0.62677675097427
87,1,113050,0.0103191888775423,0.0666441837660407,0.877035909322451
88,1,113135,0.0171279388186543,0.0664704437445322,0.796805948492737
89,1,114076,0.060181790530216,0.0663994786514439,0.365363910226859
90,1,114628,0.0645628539064537,0.0665562183213651,0.332685795796944
91,1,116283,0.0573691675698312,0.0669459422163827,0.392055200059248
93,1,127853,0.100049071301906,0.0666784681541946,0.13438644649851
94,1,128302,0.0976371151256776,0.0664308765695385,0.142518791144317
95,1,128704,0.0717520131439936,0.0665907380675967,0.281989430247937
96,1,128911,0.0760219768775611,0.0665847108806839,0.25433880960588
97,1,130267,0.0466856538885301,0.0666296014282252,0.483967830368059
98,1,130271,0.0462910765338536,0.0667095709094678,0.488189035191793
99,1,130613,0.052199571095905,0.0673215721536621,0.438636277200034
100,1,132012,0.0613449475351641,0.0671565338805962,0.361623033326309
101,1,133231,0.012202509270494,0.0667555949313809,0.855064745484659
102,1,137074,0.00234333242037593,0.0666636928858099,0.971978760824087
103,1,137304,-0.0122673101310805,0.0666837844381792,0.854148567601618
104,1,139686,-0.033321119928768,0.0667510619607323,0.617960106943422
105,1,149562,-0.0342635894413437,0.0669021025550949,0.608869670575855
106,1,150447,-0.0408711081193172,0.0676343501579761,0.546035627800357
108,1,154084,-0.0202548349556725,0.0678698259299098,0.765545608371226
110,1,157269,-0.0138051026313969,0.0666423964122771,0.836010632669729
111,1,160054,-0.0747606762492262,0.0671618712787218,0.266405017259993
112,1,166222,-0.086284907753313,0.0666239291501174,0.19613077713247
113,1,166416,-0.0800916811247844,0.0665099766825888,0.229316965565683
114,1,167326,-0.069659580742776,0.0669225435263738,0.298635001236845
115,1,168836,-0.0564950498976659,0.066639734222057,0.397141500350299
116,1,171200,-0.059222330649384,0.0667330366998776,0.375440134523782
117,1,171431,-0.0439333478640317,0.0671838405254085,0.513584404162978
118,1,173339,-0.0832610017258014,0.0665543646141033,0.211754796550209
119,1,173845,-0.0769191282099236,0.0665205841626941,0.248331965285153
120,1,175121,-0.0217759706440933,0.0665042066613313,0.743531109304242
121,1,175281,-0.0358442868742046,0.0665434985488089,0.590461345684645
122,1,175315,-0.0368264441406476,0.0665210142118622,0.58019887505443
123,1,175523,-0.035349755683184,0.0669005017107203,0.597558636595982
124,1,175541,-0.0364376216341262,0.0666255908939007,0.584792097536811
125,1,175653,-0.0287714493281286,0.0668471877137554,0.667162784666564
128,1,175856,-0.0478172018060037,0.0679209150304354,0.481888869190955
129,1,175876,-0.0330493329313197,0.0669038330056225,0.621625662348389
130,1,175989,-0.0231055293469439,0.0671066395080179,0.7308177119215
131,1,176001,-0.0392804046381302,0.0674352360073522,0.560608002576921
133,1,177692,-0.025642566889747,0.0665358887985211,0.700177269711731
134,1,178191,-0.0170564896045254,0.0666097775524442,0.798049142610914
135,1,178224,-0.025642566889747,0.0665358887985211,0.700177269711731
136,1,178960,-0.0369162359347007,0.0670526268044629,0.582286208778039
140,1,183802,-0.0223094325367769,0.0665476725661741,0.737643288025978
141,1,183954,-0.025848530575921,0.067028710978492,0.700000250045707
142,1,184450,0.00733695489464957,0.0664546802722753,0.912150620137145
144,1,184718,0.0195329710147412,0.0668253250572684,0.770229796609986
145,1,185296,0.0196750988245747,0.0665416455584234,0.767647577350782
146,1,185438,3.49976601044244e-05,0.0665530273152574,0.99958072046824
147,1,185469,0.000168413653657828,0.0666490761571638,0.997985277723943
148,1,185503,0.00536148087472421,0.0664760823576462,0.935763796149329
149,1,185705,-0.00771723532829255,0.0672184090730034,0.908662297469261
150,1,185749,0.0175225801891276,0.0672131938490047,0.794474726841127
151,1,185806,0.00400874560405004,0.0673090825981953,0.95254194859942
152,1,185879,0.00356116099548423,0.0676344024503515,0.958038090912825
153,1,185916,0.00979951508051692,0.0676018949763492,0.884825833028524
