SNP,Chr,Pos,Effect,SE,SRO9_DHH1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0515016826048393,0.0522263827674063,0.324747751004311
9,1,27272,-0.0858170510469343,0.0513099678684218,0.0953074407319852
16,1,27843,0.0244499425480179,0.0502772167853076,0.6270543772292
17,1,27848,0.0244499425480179,0.0502772167853076,0.6270543772292
18,1,28495,0.0417755110976745,0.0502456966871242,0.406295813881023
19,1,28975,0.0387999970343537,0.0499159768239274,0.437498750671107
26,1,31435,0.0452551101097357,0.0497680591005293,0.363801465270594
29,1,36146,0.00199550985127092,0.0495692738589283,0.967911000027575
31,1,37409,0.0364305062347002,0.049799668167246,0.46493402413004
32,1,37478,0.0234782953117081,0.0498645890231365,0.63804506386208
33,1,39144,-0.0334379857847505,0.0496207222718606,0.500834078408413
34,1,41499,-0.0383116275280137,0.049472897575768,0.439214845876048
37,1,51248,0.00865447135532703,0.0497235277906409,0.861924495968812
38,1,51462,0.00668500738063734,0.0497918184888655,0.893274165257442
39,1,52124,-0.0120769715759411,0.049721506563097,0.808229895340273
40,1,52667,-0.0438977424450822,0.0495909599545136,0.376653243775272
42,1,59265,-0.00430288865335127,0.0496203955069989,0.930946321722905
43,1,60165,0.0053949428636833,0.0495825956442378,0.913417244245346
44,1,62308,-0.00675865025286278,0.0495275897774049,0.89153359430493
45,1,62869,-0.0141249000649688,0.0495169687519449,0.775617051314799
49,1,66841,-0.00898411114442679,0.0495437075182561,0.856207079146917
50,1,66948,-0.0120489660251587,0.0498459596016217,0.809134370027892
51,1,68621,-0.00702169882515746,0.0497136350382003,0.887758611003111
52,1,69417,-0.00851694597946473,0.0495813548730136,0.863711127881488
56,1,74327,-0.0498342366561911,0.0497854271929212,0.31752194058661
57,1,74572,-0.046059999270885,0.0496628293861089,0.354324453139827
58,1,75211,-0.0419839373352528,0.0495823307241285,0.397707046579297
59,1,76030,0.0160656225599408,0.049625292867426,0.746327665752889
60,1,80108,-0.0586921238550704,0.0495224954768357,0.236751087884007
61,1,81262,-0.0838511351964051,0.0494009805791846,0.0905104410157805
62,1,81999,-0.0696099806824959,0.0495850767413413,0.161242822835804
63,1,82431,-0.0646394617815306,0.0498400743712808,0.195499751565028
64,1,83284,-0.0655410417294815,0.0494723010586006,0.186093532847978
65,1,83613,-0.0298975277489167,0.0495641327032821,0.546757069233133
66,1,84112,-0.0251095613489095,0.0495771257664025,0.612839607928417
68,1,84858,-0.0316052429757706,0.0497066524067125,0.525295793910672
69,1,85751,-0.0261728451342445,0.0499200998625724,0.600402617060282
70,1,87445,-0.0130299953269601,0.0500402958822608,0.794714736697378
71,1,87467,-0.0224170446558895,0.0502929389355705,0.656065925791161
72,1,89070,-0.00904261875529233,0.0499899166783153,0.856558626955972
73,1,89616,-0.026901944565718,0.0497026802226765,0.58867157684182
74,1,89679,-0.00572253646683546,0.0497286642549814,0.908450937980638
75,1,89880,-0.0132891229603709,0.0497371682968804,0.789481241358224
76,1,91472,-0.0174147130272633,0.0501028499222815,0.728363312967273
77,1,93789,-0.0583685568298254,0.0494977398282958,0.239106101527759
78,1,94351,-0.0621772014682291,0.0496154163856303,0.210968508411879
79,1,99148,-0.045485947003214,0.0495360109556705,0.359120196462177
82,1,106800,0.0186165471558371,0.0496521480366369,0.707930688387002
83,1,107970,-0.00835885815773724,0.0495129041802391,0.866033494144107
84,1,109000,-0.0238981150111275,0.0495858534454519,0.630137086591446
85,1,112549,-0.0203389503252995,0.0495341874771835,0.68161182935327
86,1,112742,-0.0159537439335761,0.0497317977406398,0.748555090859935
87,1,113050,-0.0186202086135942,0.0496454800101105,0.707838468042847
88,1,113135,-0.0323525884903177,0.0494989537768009,0.51379411813799
89,1,114076,-0.00742803195717028,0.0495273181935323,0.880867247977914
90,1,114628,-0.00939988723313422,0.0496516749748929,0.849953475079732
91,1,116283,0.0218025240072929,0.049916880471373,0.662540436768802
93,1,127853,0.00178516805930629,0.0498373117624061,0.971446203443055
94,1,128302,-0.0220292885657498,0.0496321217359767,0.657421939925831
95,1,128704,-0.00189741463993098,0.049695285558364,0.9695649697357
96,1,128911,0.00124973477109108,0.0497008437634355,0.979953401792946
97,1,130267,-0.0769195338552957,0.0495083436799162,0.121159669877306
98,1,130271,-0.0780781358604099,0.0495623732431155,0.116071195837248
99,1,130613,-0.0871337718500288,0.0499863960217724,0.0821781602339918
100,1,132012,-0.0169709893600839,0.0500863716905599,0.734935892472028
101,1,133231,0.00590388519936358,0.0497380537420016,0.905580900840272
102,1,137074,0.0215124173252806,0.0496551078430461,0.66510739102213
103,1,137304,0.00912730435854575,0.0496831961196831,0.85434637333174
104,1,139686,0.00106270864837538,0.0497508334724859,0.982970055874911
105,1,149562,-0.000172360826240114,0.0498643633464822,0.997243995581937
106,1,150447,-0.00758798679852041,0.0504158549831045,0.880449845958778
108,1,154084,0.00116876108131247,0.0505731980808385,0.981575358548841
110,1,157269,-0.000377284421617052,0.0496553669752149,0.993941976206514
111,1,160054,-0.015900333854837,0.0501199929644633,0.751245008289774
112,1,166222,-0.0248452835109881,0.0497388085322491,0.61772777416091
113,1,166416,-0.0173724713150321,0.049646761299747,0.726606259782164
114,1,167326,-0.00879828353425594,0.049935344075594,0.860242954891109
115,1,168836,0.0229170161713962,0.0496859185881026,0.644912179527831
116,1,171200,0.0378538584697967,0.049734526418223,0.447094543463988
117,1,171431,0.0116839595795364,0.0500822082293775,0.815667085799046
118,1,173339,0.0127649919853491,0.0496919222050145,0.797419033510453
119,1,173845,-0.00347861101142571,0.0496550258582384,0.944189101054105
120,1,175121,0.0313942170777974,0.0495287399089902,0.526583615438546
121,1,175281,0.0127434888811154,0.0495944026059186,0.797363849991545
122,1,175315,0.009088605310625,0.0495810673566565,0.854661614343123
123,1,175523,0.00410774524118168,0.0498638848866846,0.934391893808666
124,1,175541,0.0109461438276714,0.0496574402847575,0.825661295663271
125,1,175653,0.0085714114435182,0.0498159121044475,0.863487607460555
128,1,175856,0.00823800752059323,0.0506385373745818,0.870861455908199
129,1,175876,0.0183545676372717,0.0498547936856265,0.712974202468874
130,1,175989,0.0171887945493782,0.0499982659939407,0.731210546552104
131,1,176001,0.00812662362582064,0.0502653429706121,0.871654690571783
133,1,177692,0.0154058643944285,0.0495766466111005,0.756175293593744
134,1,178191,0.0247442030333088,0.0496151828985597,0.618285583452903
135,1,178224,0.0154058643944285,0.0495766466111005,0.756175293593744
136,1,178960,0.00480142287388602,0.0499787888832575,0.923520118798131
140,1,183802,0.0072677940147414,0.0495881619339467,0.883560556577415
141,1,183954,0.0021065997480245,0.0499505719241333,0.966384083161569
142,1,184450,0.0175219217761154,0.0495045652299772,0.723590985069899
144,1,184718,0.0253521920749324,0.0497763841198685,0.610844987606224
145,1,185296,0.0254895939017228,0.0495648633362118,0.607386839708571
146,1,185438,-0.00473128589439905,0.0495851287223335,0.924037408898588
147,1,185469,-0.0062279154120999,0.0496562240353959,0.900261945724628
148,1,185503,-0.00580855986254718,0.0495279312457171,0.906706086066476
149,1,185705,-0.0134506633205392,0.0500773331336824,0.788396081015452
150,1,185749,-0.0120373046897486,0.0500783520470898,0.810183410020437
151,1,185806,-0.0105703613709537,0.050146168129135,0.833171981837005
152,1,185879,-0.0208588896500835,0.0503794203589901,0.679099253384468
153,1,185916,-0.0128295842539093,0.0503641040251586,0.799074826971944
154,1,185941,-0.0104405372709785,0.0505850942464215,0.836600954084484
155,1,185954,-0.00640010371059944,0.0507347422165548,0.899686317956322
156,1,186055,-0.0169818308332584,0.0497150847989504,0.732867933853869
157,1,186896,0.00096688354790686,0.0505384712252383,0.984746904473181
161,1,190132,-0.052573726599596,0.0497076756961886,0.290934572612434
162,1,190148,-0.0545288253176555,0.0497167494186759,0.273480914509946
163,1,190165,-0.0573486297032936,0.0500911617727709,0.253032364769381
164,1,190169,-0.0554380901055772,0.0500345655686264,0.26861798521751
165,1,190933,-0.0730346862853759,0.0495628339984872,0.141486484714422
166,1,192149,-0.0983143287966092,0.0498475938155644,0.0493557230093454
168,1,192303,0.0395579700462987,0.0597152466375056,0.508119371143877
171,1,192795,-0.108161203910972,0.0492858488163936,0.0288454724288972
173,1,194187,-0.0791553184697657,0.0494830085132707,0.110571632061552
174,1,194867,-0.0366459042815621,0.0495966696328222,0.460471880235227
190,2,8314,-0.0458954124171982,0.050416262787012,0.36326992170639
194,2,8498,-0.0362797594138592,0.0503644802302135,0.471789833100908
195,2,8651,-0.0259230007846529,0.0504298034721772,0.607544762122162
197,2,9812,-0.0234756360461063,0.050733046052406,0.643843959701672
198,2,9932,-0.0373675399089604,0.0505092733487821,0.459903712222921
199,2,10135,-0.0225447776203004,0.0503405342001385,0.65453947848494
200,2,11616,-0.0463455420873384,0.0502408669102426,0.356915088320169
201,2,12133,-0.0281064855753107,0.0504791949084073,0.578021375207419
202,2,12194,-0.0298124298863839,0.0506718020613337,0.556677925989553
203,2,12359,-0.0334784899910598,0.0505169992651105,0.507944092477075
204,2,13061,-0.0442484212018308,0.0504897982282577,0.381417622472108
205,2,14298,-0.0339608140490882,0.0506719192374829,0.503162294462603
206,2,15222,-0.0600189468759863,0.0510988310829222,0.240960148393414
207,2,17986,-0.0493242933414829,0.0502328319789234,0.326814980449628
208,2,19770,-0.0351277996426754,0.0506146460863644,0.488123367572817
209,2,19836,-0.0393807852522947,0.0504665069286583,0.435716602750868
210,2,19851,-0.0356559793687676,0.0506223411254604,0.481677598639418
211,2,21595,-0.0177373774503591,0.0504398404776668,0.725307489825015
212,2,22385,-0.0204439673803957,0.0504846854701475,0.685756725924833
213,2,23441,-0.0394924626588717,0.0509435129966503,0.438728288607031
214,2,24209,-0.0454798483700007,0.0505090561624628,0.368505554440404
215,2,24341,-0.0216858196565466,0.0506734910497778,0.66894706770863
216,2,26815,-0.0498885164315934,0.0505562122212824,0.324420008845112
217,2,28209,-0.0433494841451437,0.0505903436517951,0.392096568369207
221,2,41245,-0.0767740789344568,0.0502829110973306,0.127695693420753
222,2,43214,-0.0422724568062937,0.0512171928737167,0.409726488577991
223,2,47104,-0.0992887681611703,0.0495564283503262,0.0458821902296162
224,2,50915,-0.0641364239980521,0.0502111630454763,0.202323839545516
225,2,55834,-0.0635272245082786,0.0499802754382357,0.2045492482629
226,2,56422,-0.0782895124492075,0.0500107796225184,0.118372769455408
227,2,57715,-0.0702290467697181,0.0498787829652492,0.160012770451236
228,2,59046,-0.0698118637709106,0.050134169212847,0.164647334558279
229,2,59191,-0.0809213384578225,0.049797929203778,0.105056293319712
230,2,59383,-0.063853582145823,0.0498825912777371,0.201358450197038
231,2,59477,-0.0884376475847893,0.0505317627116325,0.0809630186306628
233,2,60471,-0.0643080148083692,0.0499484354994382,0.198767692285991
234,2,60478,-0.0601777055882282,0.0500202620273019,0.229756809055815
235,2,60786,-0.0489354750136306,0.0499724589920903,0.328127650089299
236,2,61035,-0.0600765788268958,0.0499344063409715,0.229740066990805
237,2,61071,-0.0459211510206073,0.0497496907145436,0.356614778634608
238,2,61675,-0.0337310908693468,0.0499208186389055,0.499678703132968
