SNP,Chr,Pos,Effect,SE,PLM2_SNA3_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0590503424790512,0.0903991368886752,0.51404097694807
9,1,27272,-0.0829238306036532,0.0889859588345152,0.352037793013352
16,1,27843,0.00216069000632921,0.0869872421461677,0.980197291000436
17,1,27848,0.00216069000632921,0.0869872421461677,0.980197291000436
18,1,28495,0.0291146345747904,0.0869749231427659,0.738014411669467
19,1,28975,0.0361392457034407,0.0863858448141587,0.675947935186158
26,1,31435,0.0489232239778033,0.0861389745890575,0.570425311798216
29,1,36146,-0.0140479603415775,0.0857306907703343,0.869933947140727
31,1,37409,0.0254060688393651,0.0861868953654668,0.768336151709286
32,1,37478,0.0244982868760415,0.0862617471767259,0.776577325608837
33,1,39144,0.0281828702895616,0.0858648207565006,0.742937122096465
34,1,41499,0.0777506679082833,0.0855396739322205,0.36400048577913
37,1,51248,0.0044637627581068,0.0860039100892487,0.958636250893836
38,1,51462,0.001609813267168,0.0861208180644466,0.985096973232933
39,1,52124,-0.00775606537388015,0.0860032475011662,0.928192622485294
40,1,52667,0.00794777614456596,0.0858653628709251,0.926304907111499
42,1,59265,-0.0285059372969427,0.0858096751482992,0.739935734813179
43,1,60165,-0.0444914169856375,0.0857255329614598,0.604087051818473
44,1,62308,-0.0988202258310705,0.0855022967069243,0.248560555088697
45,1,62869,-0.0831930635983931,0.0855386297386552,0.331428611646602
49,1,66841,-0.00772813832194397,0.0856925393758212,0.928191754546317
50,1,66948,-0.0177366846479674,0.0862142695990045,0.837122018292726
51,1,68621,-0.0246932363838794,0.0859758224566842,0.774118978576365
52,1,69417,-0.00209106776677848,0.085758161269761,0.980560639228823
56,1,74327,-0.00775722854562494,0.0862287373920757,0.928369180480813
57,1,74572,-0.0127448243432717,0.0859974795401312,0.882269569321247
58,1,75211,-0.0440168487623086,0.0858114094435734,0.608308068066899
59,1,76030,0.00283378923560818,0.085843251698189,0.973684308988847
60,1,80108,0.0159782505259869,0.0858188735493279,0.852406052178937
61,1,81262,-0.0383958516416934,0.0857662983233458,0.654658799475882
62,1,81999,-0.0442968791968177,0.0859678309134333,0.606684971983054
63,1,82431,0.0185323719716303,0.0864016266385193,0.830288029422824
64,1,83284,-0.0190267595182215,0.0857725064036961,0.82457591055721
65,1,83613,-0.00425379841741388,0.085768733407509,0.960472269733923
66,1,84112,0.0399127840921405,0.0857521752863522,0.641900975989277
68,1,84858,0.0338863693592222,0.0860016677619474,0.693804250026047
69,1,85751,-0.0151037391534597,0.0863704037411091,0.861280704929384
70,1,87445,0.0016513306391735,0.0865566890555101,0.984789640730386
71,1,87467,-0.00408410966514416,0.087009590603612,0.962588695279436
72,1,89070,0.0183920183395219,0.0864597531455461,0.831665450566316
73,1,89616,-0.0306953241106983,0.0859846352568901,0.721315479825899
74,1,89679,0.00327796138381924,0.0860108682817597,0.969620713489106
75,1,89880,-0.000328353425729858,0.0860328366802002,0.996956952443699
76,1,91472,0.0245471882749621,0.0866615934965921,0.777148660076371
77,1,93789,0.0516178154292111,0.0857344768923013,0.547516698286292
78,1,94351,0.0555368591373203,0.0859534262325088,0.518616709105916
79,1,99148,0.0649942453101312,0.0857087024800792,0.44876805285533
82,1,106800,0.121676167494798,0.085649699737034,0.156308266518176
83,1,107970,0.0952767924367819,0.0854894447435383,0.265828943456274
84,1,109000,0.162689308002387,0.0853525313914636,0.0574509251348808
85,1,112549,0.203014824954004,0.0850095527963394,0.0174589546265167
86,1,112742,0.152666650424689,0.0856427801525358,0.0755110756744216
87,1,113050,0.205419032157673,0.0851838841521216,0.016397945839184
88,1,113135,0.152097985147789,0.0852805489768574,0.0753637378007107
89,1,114076,0.161618093738883,0.085230929708721,0.0587449508348113
90,1,114628,0.154713069975571,0.0854849421804665,0.0711727572863698
91,1,116283,0.0913371113960987,0.0862213520738706,0.290172522663662
93,1,127853,0.0375544111810502,0.0861743243381216,0.663251239377622
94,1,128302,-0.0128404676207006,0.0858636850439818,0.881209163576741
95,1,128704,-0.0688792139540275,0.0858736592159762,0.423035077428067
96,1,128911,-0.0405655331448401,0.0859342722896289,0.637180609962288
97,1,130267,-0.0264182124801589,0.0859091380307049,0.758633960125886
98,1,130271,-0.0222984141616886,0.086014433320765,0.795600891439792
99,1,130613,0.00169707707869862,0.0868264506723717,0.984416884931641
100,1,132012,-0.0213055637089811,0.086634778732812,0.805884059859032
101,1,133231,-0.0665823833048817,0.0859543652730559,0.439079931616009
102,1,137074,-0.086304123330682,0.0857821403074067,0.315063828046659
103,1,137304,-0.0861680963794878,0.085812429563846,0.31599668779986
104,1,139686,-0.114502501644967,0.0858317427475591,0.183052569543605
105,1,149562,-0.087609009304202,0.0861179869598535,0.309700946711285
106,1,150447,-0.11025613009047,0.0870030926934741,0.205895288968021
108,1,154084,-0.0904854669719299,0.0873374971801791,0.300890934008559
110,1,157269,-0.139389407901801,0.0855616239298727,0.104181493884133
111,1,160054,-0.0816638795964341,0.0865895984044049,0.346267507381863
112,1,166222,-0.0519649914312937,0.0860129185478044,0.546129778684637
113,1,166416,-0.0656407520978382,0.0858115745695684,0.444818032526929
114,1,167326,-0.0814737061541854,0.0862617702222157,0.345563378965858
115,1,168836,-0.0814842509761587,0.0858519161306387,0.343206064467553
116,1,171200,-0.0592297934807551,0.0860323857406437,0.491615800517596
117,1,171431,-0.0365014227935786,0.0866058023651608,0.67367117414789
118,1,173339,-0.0739235484167104,0.0858638171084408,0.389855776370912
119,1,173845,-0.0837436514660214,0.0857669251489271,0.329530160134715
120,1,175121,-0.0651778119632191,0.0856421532227339,0.447136322444932
121,1,175281,-0.0735415049615686,0.0856958922357442,0.391381795122205
