SNP,Chr,Pos,Effect,SE,MID2_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.00929276189469186,0.119066970650811,0.937835273614616
9,1,27272,-0.0265243091696488,0.117271369570441,0.821193187101502
16,1,27843,0.0345181410705804,0.114490243419072,0.763215221103757
17,1,27848,0.0345181410705804,0.114490243419072,0.763215221103757
18,1,28495,0.0815543211880162,0.114424534662954,0.476480876105466
19,1,28975,0.0348800062303271,0.113726273066704,0.759251501167455
26,1,31435,0.00370590964559467,0.113439898133368,0.973957418938811
29,1,36146,-0.0198612842010081,0.11285017378491,0.860397273261158
31,1,37409,0.010725616696551,0.113463880506893,0.924742653877547
32,1,37478,-0.0154510593323378,0.113559878220412,0.891850695008043
33,1,39144,-0.116606234643103,0.112874142792381,0.302281092176115
34,1,41499,-0.109992948528225,0.112578963139688,0.329223715487234
37,1,51248,-0.12832777473845,0.113004688463194,0.256895725114953
38,1,51462,-0.132126136650693,0.113146099204636,0.243696533457253
39,1,52124,-0.12373586506216,0.11301919535932,0.274341212269162
40,1,52667,-0.222729115407263,0.112406093332174,0.0483142443739565
42,1,59265,-0.0663719011190184,0.112917212656787,0.55704733802699
43,1,60165,-0.0393992248982612,0.112867609722749,0.727241371407707
44,1,62308,-0.118260536481725,0.11258712590703,0.2942568059641
45,1,62869,-0.126008468428904,0.112549125556047,0.263651263461365
49,1,66841,-0.0575880203031392,0.112760261412747,0.609871958310381
50,1,66948,-0.0873536893730245,0.113398918663549,0.441624093350893
51,1,68621,-0.239920724488136,0.112464089364882,0.0335884896699809
52,1,69417,-0.2260108693951,0.112244330081471,0.04481407893461
56,1,74327,-0.136023172700034,0.113276613101753,0.230631817972745
57,1,74572,-0.120246209363057,0.113024481547272,0.28810336907156
58,1,75211,-0.129031336562846,0.112790288689334,0.25340155897162
59,1,76030,-0.0724282295827042,0.112933400777713,0.521720731604575
60,1,80108,-0.146458015636671,0.11270320131008,0.194619784283306
61,1,81262,-0.190791087044372,0.112472257023988,0.0907032742510379
62,1,81999,-0.207346529881532,0.112666331151947,0.0665547610616561
63,1,82431,-0.248433330318658,0.112970217259896,0.028518556575869
64,1,83284,-0.174539780933941,0.112530943867341,0.121788606583273
65,1,83613,-0.151443236070942,0.112613198571058,0.179550348286163
66,1,84112,-0.159043238745319,0.112595992259449,0.158680141933213
68,1,84858,-0.0450984522632512,0.113206978450488,0.690597082360857
69,1,85751,-0.0991979612615536,0.113575183591034,0.383032154343462
70,1,87445,-0.0951586044008326,0.113825561702223,0.403718275050792
71,1,87467,-0.140912463999412,0.114288835287234,0.218414719297109
72,1,89070,-0.124931242117028,0.113623421384988,0.272290536655062
73,1,89616,-0.047583699101502,0.113177206222033,0.6744232619591
74,1,89679,-0.0665963937872976,0.11316437668133,0.556578069711589
75,1,89880,-0.0648361399031777,0.11319597306027,0.567159799196723
76,1,91472,-0.0489304730767419,0.114059453788341,0.668191495975817
77,1,93789,0.0470665267370426,0.112885953401219,0.676976650066928
78,1,94351,0.0190769174223544,0.11320636140855,0.866275021073285
79,1,99148,0.00426200394595767,0.112913517948618,0.969911745874425
82,1,106800,-0.0770139837801788,0.112991726657154,0.495945423128439
83,1,107970,-0.0332252573689778,0.112717207744751,0.768345530285936
84,1,109000,-0.0784561433973072,0.112852518615703,0.487381391819164
85,1,112549,-0.105575014158353,0.112661866177546,0.349349717274165
86,1,112742,-0.0509107504160342,0.113208964178919,0.653198455406062
87,1,113050,-0.0341139940006328,0.113036302187044,0.762984691213541
88,1,113135,-0.0707891301470808,0.112699974716696,0.53033135640419
89,1,114076,-0.0477542041883997,0.112734288557317,0.672115800824009
90,1,114628,0.0177971325795542,0.113044239182247,0.874991954341185
91,1,116283,-0.0769220666879068,0.11360321975399,0.498778587015467
93,1,127853,0.0094036209861276,0.113464212703869,0.933995985180435
94,1,128302,0.0298952778734818,0.113018278711292,0.791535792221598
95,1,128704,0.00929081021102657,0.113140910873024,0.934600089308943
96,1,128911,0.0467768520758534,0.113127120753621,0.679499252863709
97,1,130267,-0.00237602837401368,0.1131008058939,0.983251096655578
98,1,130271,-0.00378890506928581,0.113234932935959,0.973326222668564
99,1,130613,0.0552704170881537,0.114255424159025,0.628867248439623
100,1,132012,-0.118982739042489,0.113874735360176,0.296804337328442
101,1,133231,-0.132465915306906,0.113021693675399,0.241971508445709
102,1,137074,-0.166068473026548,0.112734358739088,0.141616388658426
103,1,137304,-0.154049813604973,0.112822096897908,0.172989800943298
104,1,139686,-0.153399699574201,0.112973651162261,0.175383005620749
105,1,149562,-0.201004705743083,0.113021484850708,0.0761881837659945
106,1,150447,-0.162843726402936,0.114458274076397,0.155696248015876
108,1,154084,-0.17379471549061,0.114768426394245,0.130842649468137
110,1,157269,-0.210908038398843,0.112492179708378,0.0616363011732201
111,1,160054,-0.203110927165895,0.113611792222931,0.0746719778799601
112,1,166222,-0.195555536497843,0.112801681922658,0.0838582267361089
113,1,166416,-0.184371975403284,0.112624175351088,0.102510096885824
114,1,167326,-0.217557345103704,0.113102094888766,0.0552151749175034
115,1,168836,-0.237237185426738,0.112447793811717,0.0355829761001646
116,1,171200,-0.243920465000958,0.112577861931527,0.0309276015627928
117,1,171431,-0.2951119221108,0.112944484979336,0.00936177234058058
118,1,173339,-0.309304188513177,0.11194060986172,0.00602533086318169
