SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0415748516329948,0.0558537329311695,0.457158615860465
9,1,27272,-0.0329137059023047,0.0550302182592511,0.550155139582537
16,1,27843,0.00295944762868392,0.0537551697833073,0.956126433067861
17,1,27848,0.00295944762868392,0.0537551697833073,0.956126433067861
18,1,28495,0.0270048106573608,0.0537370521688136,0.615603792537863
19,1,28975,-0.0217965885106419,0.053384337093404,0.683304239957331
26,1,31435,0.030571841554484,0.053230602932069,0.566111458707493
29,1,36146,0.0342967448772297,0.0529494030385231,0.517582737366968
31,1,37409,0.0592889197401092,0.0531737654679883,0.265607558023317
32,1,37478,0.0481750206725429,0.0532514144217654,0.366256608480792
33,1,39144,-0.0334566776944345,0.0530399452675135,0.528590812512301
34,1,41499,-0.047656463175841,0.0528618050262605,0.367921675153509
37,1,51248,-0.0431310632328048,0.0530982871700567,0.417174246120017
38,1,51462,-0.0445097848732357,0.0531672043638947,0.403065574283258
39,1,52124,-0.0495936082768007,0.0530822997251934,0.350799308009311
40,1,52667,-0.0626404408539434,0.0529578674566786,0.237670426624497
42,1,59265,-0.00913625555208915,0.0530337134913824,0.863321950251149
43,1,60165,0.014963535172992,0.0529898805048098,0.777813988168845
44,1,62308,0.0401082062929359,0.0528945213297623,0.448796687595541
45,1,62869,0.0305938008870108,0.0529058798321043,0.563451617957222
49,1,66841,0.0450271085789677,0.0529016219319242,0.39526415689671
50,1,66948,0.0442273044462604,0.0532288493560724,0.406597555785255
51,1,68621,0.0486710228880081,0.0530733526651909,0.359741503886428
52,1,69417,0.000816420199560325,0.0529958474433812,0.987717489009101
56,1,74327,-0.123810422636952,0.0528782012361233,0.019765904206049
57,1,74572,-0.114274847711301,0.0527961761600499,0.0310995010319331
58,1,75211,-0.107454954741512,0.0527392833858957,0.0423478499454019
59,1,76030,-0.0668302866608101,0.0529290984498947,0.207552786089416
60,1,80108,-0.12545812375511,0.0526139024219913,0.017629606389653
61,1,81262,-0.118460112309563,0.0526396419641972,0.0250388664812697
62,1,81999,-0.146129578942508,0.0525731615311148,0.00573495610124173
63,1,82431,-0.126663348036638,0.0529696518027145,0.0173145019982152
64,1,83284,-0.14245531084069,0.0524633167923829,0.00694641677256638
65,1,83613,-0.137993645483719,0.05249119022718,0.00894079031083918
66,1,84112,-0.126333400604075,0.0525801815707321,0.0167910243707364
68,1,84858,-0.0959218126445635,0.052912250954165,0.0707047259559389
69,1,85751,-0.117102658112553,0.0530113325483265,0.0278155846862268
70,1,87445,-0.120429916487971,0.0531038660385872,0.0239441124803111
71,1,87467,-0.137676380072216,0.0532676711454288,0.0101495644643444
72,1,89070,-0.113515379624101,0.0530901243508744,0.0331896366130664
73,1,89616,-0.124180591446639,0.0527327675800164,0.0190743713589995
74,1,89679,-0.116832028435577,0.0527870952105253,0.0275181653729492
75,1,89880,-0.121491080564494,0.0527708609067109,0.0219031202167516
76,1,91472,-0.0907300020821478,0.0533420563100585,0.0898406697367633
77,1,93789,-0.107340165783257,0.0526996048037323,0.0424127369996795
78,1,94351,-0.114544914087768,0.0527970584292852,0.030709043347457
79,1,99148,-0.0911326068804762,0.0527859922577246,0.0851406145333286
82,1,106800,-0.091446143550479,0.0528562612357245,0.0844880366120393
83,1,107970,-0.105993378233316,0.0526210813178219,0.0447386777208072
84,1,109000,-0.147155807527206,0.0524341467293761,0.00528633733313197
85,1,112549,-0.122355447413357,0.0525539218802726,0.0204664578418578
86,1,112742,-0.125502829943967,0.0527408631619855,0.0178615373450411
87,1,113050,-0.109757384618484,0.0527502732618326,0.0381822102103861
88,1,113135,-0.129933421937663,0.0524839136445767,0.0137667717967491
89,1,114076,-0.107937972376608,0.0526249272798781,0.0409967919424813
90,1,114628,-0.0896383954602617,0.052856621077758,0.0907906213779199
91,1,116283,-0.0360873528874638,0.0533321063118915,0.499069003365093
93,1,127853,0.000971384229071032,0.0532672945316858,0.985460858672586
94,1,128302,0.0255537803364967,0.0530452781168999,0.630292547668398
95,1,128704,-0.0158306339444984,0.0531088483347039,0.765818213228894
96,1,128911,-0.00287177343697681,0.0531211904686928,0.95691731486719
97,1,130267,-0.0332840571372003,0.0530666685660782,0.530925671203425
98,1,130271,-0.0286879008717179,0.0531373149517794,0.589618547101072
99,1,130613,-0.0243736592704878,0.0536403336909888,0.649827048267104
100,1,132012,-0.00218588338606734,0.0535420020112764,0.967458025445722
101,1,133231,-0.0101371365587163,0.053159456563279,0.848875740692404
102,1,137074,-0.0209622803179896,0.0530748613599376,0.693113269580562
103,1,137304,-0.0195443984318749,0.0530948497006551,0.713016714568903
104,1,139686,-0.0077937874356504,0.0531732092152202,0.883552281663094
105,1,149562,-0.0195085352663715,0.0532860214875354,0.714502450710057
106,1,150447,-0.03755006953612,0.0538502366906109,0.48607057325541
108,1,154084,-0.015229934184329,0.0540477169037887,0.778272100536557
110,1,157269,-0.0247924686533501,0.0530563534965972,0.640583886404786
111,1,160054,-0.0615143125896147,0.0534768622803466,0.250799923874322
112,1,166222,-0.0635685256475838,0.0530729884698043,0.231815381162831
113,1,166416,-0.0563949050880463,0.0529878129492743,0.287920497191116
114,1,167326,-0.0551475894099066,0.0532935797796941,0.301476011546415
115,1,168836,-0.0532891489035624,0.0530456376070549,0.315782145025753
116,1,171200,-0.0600523844756902,0.0531048622294241,0.258895833733128
117,1,171431,-0.067480361061416,0.0534124806531119,0.207285730446343
118,1,173339,-0.0747881017113992,0.0529674294864001,0.15884146488829
119,1,173845,-0.0941602604554082,0.0528356066098056,0.075586440679043
120,1,175121,-0.069467116027552,0.0528383284560899,0.189460644060526
121,1,175281,-0.0846408268676569,0.0528207911822833,0.109958280491696
122,1,175315,-0.0817499653361833,0.0528169438923202,0.122566940016785
123,1,175523,-0.0856622094692837,0.0531007594035941,0.107594370551575
124,1,175541,-0.0834287158360255,0.0528925582896651,0.115616623998184
125,1,175653,-0.0853009672238894,0.0530526718347066,0.108761095247685
128,1,175856,-0.0886278313323755,0.0539196703706263,0.101128226481464
129,1,175876,-0.0835628821001619,0.0531102348732602,0.116525356329444
130,1,175989,-0.0782309151997708,0.0532857647256195,0.142956912498279
131,1,176001,-0.0843168850362143,0.0535389451288028,0.116182196080591
