SNP,Chr,Pos,Effect,SE,DHH1_LSM3_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0268621399156215,0.0991083514041404,0.786520142908196
9,1,27272,-0.0513749734119003,0.0975918258976787,0.598922152308175
16,1,27843,-0.03036723877766,0.0953064582314669,0.750197593095363
17,1,27848,-0.03036723877766,0.0953064582314669,0.750197593095363
18,1,28495,0.00759108585183099,0.0953208495231789,0.936570932214438
19,1,28975,-0.0109529523514579,0.0946827400954412,0.907971491542205
26,1,31435,-0.0361817735510477,0.0944140326326837,0.701783966903349
29,1,36146,-0.020922149626976,0.093940130718471,0.823883872328801
31,1,37409,0.012979285344261,0.094452161139241,0.8907799352324
32,1,37478,-0.0139256069725765,0.0945329788543744,0.882971823973492
33,1,39144,-0.0150566067557294,0.0941010808300688,0.872968959251799
34,1,41499,0.0133124712294213,0.0938407932237654,0.887269697438914
37,1,51248,0.153739168476285,0.0938870025497921,0.10241889172774
38,1,51462,0.141562762706755,0.0940694378027089,0.133250375493685
39,1,52124,0.0843761904310565,0.0941358480557686,0.370690744151401
40,1,52667,0.0824317647769355,0.093989527091442,0.38106606273773
42,1,59265,-0.0357790452866705,0.0940251228087835,0.703783551216087
43,1,60165,-0.0142264161879038,0.0939702884185264,0.879752423894123
44,1,62308,-0.113852343747441,0.0936741920328843,0.225022838640928
45,1,62869,-0.124858501566277,0.0936226374279441,0.183183115867687
49,1,66841,-0.048298459042188,0.0938672397772727,0.607196424164139
50,1,66948,-0.0578813796913533,0.0944284834065556,0.540294016556962
51,1,68621,-0.0473756109870178,0.0941890325696072,0.615288938287595
52,1,69417,-0.039360745683194,0.0939499845063944,0.675504371669132
56,1,74327,-0.0231420715191745,0.094481968967509,0.806648014157218
57,1,74572,-0.0455187288328037,0.0942072877237183,0.629270099470685
58,1,75211,0.00976723166876667,0.0940652101615458,0.91735950580107
59,1,76030,0.0526040971716217,0.0940249698018282,0.57619617773777
60,1,80108,0.0398031694001816,0.0940205408316781,0.672301038563817
61,1,81262,-0.0129863784524835,0.0940063110305894,0.890205626414912
62,1,81999,-0.033944249170835,0.0942211152738081,0.718866977014249
63,1,82431,-0.00568742763779412,0.0946840508642824,0.952135921362223
64,1,83284,-0.0211995504876598,0.0939887573311677,0.821678762895328
65,1,83613,-0.0058125200125233,0.0939846630670454,0.950720942202509
66,1,84112,0.0081575414755788,0.0939945271683897,0.930889703381777
68,1,84858,0.0528016215684864,0.0942189102586716,0.575552395037247
69,1,85751,-0.00401299374300678,0.0946480097824829,0.966204489536514
70,1,87445,0.0348915698706281,0.0948301483094016,0.71314034204605
71,1,87467,0.0280544995270165,0.0953331728324924,0.768718095996924
72,1,89070,0.0436024809331098,0.0947197064779365,0.645561600434387
73,1,89616,0.0152970558859124,0.09423491779003,0.871139692048877
74,1,89679,0.0155664204094536,0.0942467269283922,0.868907323017602
75,1,89880,0.0158954681815853,0.094270453183211,0.866195587368804
76,1,91472,0.0269857699987705,0.0949631653079598,0.776446014340547
77,1,93789,0.0210496864902166,0.0939888527498858,0.822918461644475
78,1,94351,0.0203886403209197,0.0942366615735397,0.828835456104253
79,1,99148,0.00837824651083126,0.0939944721725299,0.929024754846568
82,1,106800,0.0150989610854561,0.0941188881710599,0.872638575183737
83,1,107970,-0.027010370300262,0.093832455874163,0.773624795146256
84,1,109000,0.0293530299929979,0.0939958694303938,0.75501212145074
85,1,112549,0.0242831604045116,0.0938935385246531,0.796075784747248
86,1,112742,0.0041466189950958,0.094268019179747,0.96493920109701
87,1,113050,0.0355884055033857,0.0940906269586978,0.705483085253159
88,1,113135,-0.00235724049714202,0.0938699050160782,0.979979992709724
89,1,114076,0.0190648524747854,0.0938645042210572,0.839165805322905
90,1,114628,0.000108032529599355,0.0941074632363407,0.999084701246731
91,1,116283,0.0400314350854812,0.0946068900686021,0.672454828734629
93,1,127853,-0.0279075692897573,0.0944430074109906,0.767788432607874
94,1,128302,-0.0925337664193825,0.0939628869009208,0.325401438818299
95,1,128704,-0.0761499727001146,0.0940982868039646,0.418910773435914
96,1,128911,-0.0623545126075765,0.0941374746320054,0.508161753832838
97,1,130267,-0.0132925045770571,0.0941486495696523,0.887803260988895
98,1,130271,-0.00892967284413998,0.0942618548402345,0.924580954671729
99,1,130613,0.087979395067518,0.0950286336050327,0.355172109780532
100,1,132012,0.0554102233118022,0.0948961674405418,0.559658023165062
101,1,133231,0.0545183892695532,0.0942236072562508,0.563223709356055
102,1,137074,0.114596345043953,0.0939363996860565,0.223303738735537
103,1,137304,0.0983656469282276,0.094021275067398,0.296181655401893
104,1,139686,0.0350450575430487,0.0942722269827054,0.710307111938941
105,1,149562,0.0570984896540175,0.0944569107389466,0.545904614971024
106,1,150447,0.0669662346897434,0.0954875715810947,0.483572643831216
108,1,154084,0.0820956906351109,0.0957496329762569,0.391805838715744
110,1,157269,0.0890137123445671,0.0939903611530513,0.344260378046308
111,1,160054,0.0861121390304272,0.0948931891777316,0.364780616516831
112,1,166222,0.103670142806161,0.0941395681839525,0.271543075039494
113,1,166416,0.0942151027875248,0.0939759977157564,0.316767495611199
114,1,167326,0.0779911429354238,0.0945533985110477,0.410021150390805
115,1,168836,0.0842979293723482,0.0940890420034259,0.370896530452548
116,1,171200,0.0944963220723845,0.0942028543295077,0.316492359106292
117,1,171431,0.107748871653989,0.0947525812929243,0.256242596612834
118,1,173339,0.0581940264412207,0.0941368256183012,0.536851667897957
119,1,173845,0.0566355329304337,0.094061402068397,0.547485888701077
120,1,175121,0.0725225758244901,0.0938437466926732,0.440157075549209
121,1,175281,0.0708175394148162,0.0939273324333427,0.451375300197552
122,1,175315,0.068009966261615,0.0939035966336736,0.469390120428562
123,1,175523,0.0619775959623985,0.094448198166839,0.512118262938467
124,1,175541,0.0696083597951274,0.0940471438125759,0.459705042021617
125,1,175653,0.0799136763416649,0.0943220644066058,0.397433928286735
128,1,175856,0.0712150576309374,0.095901765836186,0.458227804678583
129,1,175876,0.0871161359654437,0.0943919730526922,0.356679855632548
130,1,175989,0.0655426764517341,0.0947112039074266,0.489375526761485
131,1,176001,0.0591040213903613,0.095217320793417,0.53517941127696
133,1,177692,0.0207585898641489,0.0939668437109278,0.825287130122353
134,1,178191,0.0303529770598717,0.0940527729004904,0.747096224974341
135,1,178224,0.0207585898641489,0.0939668437109278,0.825287130122353
136,1,178960,-0.00998677752370228,0.0947223981368887,0.916092861803901
140,1,183802,0.0108282027560658,0.093983405174741,0.908341021794539
141,1,183954,0.00884305783750017,0.0946682413446765,0.925630022937959
142,1,184450,0.0289390541945688,0.0938278811902101,0.75793934921722
144,1,184718,0.00820967039540374,0.0943726876588876,0.930727182270503
145,1,185296,0.00626951828719439,0.0939727465809083,0.946845290811366
146,1,185438,-0.00356987731503671,0.0939775838904758,0.969719937157771
147,1,185469,0.00080863755559913,0.0941133949795202,0.99314938444326
148,1,185503,0.0166035724369116,0.0938658289767813,0.859699200700835
149,1,185705,0.00117436246536531,0.0949190954762142,0.990135616504695
150,1,185749,0.000501684985797508,0.0949191123004315,0.995785870318525
151,1,185806,-0.00746287797503638,0.0950450291978022,0.937459394207813
152,1,185879,-0.0151237797212821,0.0955017399681426,0.874262661043571
153,1,185916,-0.00926848352117282,0.0954604208411458,0.922708099800811
154,1,185941,-0.0234100501940005,0.0958694437851371,0.807228033719264
155,1,185954,-0.0491287750201577,0.0961219842757414,0.609594515997594
156,1,186055,-0.0177774177810179,0.0942336847014464,0.850473612570458
157,1,186896,-0.0106790169504602,0.0957817563691393,0.911288604622096
161,1,190132,0.0748457453010246,0.0942738469367103,0.427776278934154
162,1,190148,0.0537452545906243,0.0943430759079783,0.569257886020589
163,1,190165,0.0580548458068917,0.0950615155935516,0.541785789849209
164,1,190169,0.0576114806795058,0.09494361184648,0.54437582775044
165,1,190933,-0.0250426580452992,0.0942133508693202,0.79054229047691
166,1,192149,-0.0716491501176749,0.0949165378260263,0.45083344610833
168,1,192303,-0.0651164179512005,0.113193020281654,0.565475982544541
171,1,192795,-0.0896450843679695,0.093923291161889,0.340509042345608
173,1,194187,-0.0631025989665154,0.0940623764570497,0.502749007466602
174,1,194867,-0.0766390655835124,0.0939826170900385,0.415358911642596
190,2,8314,0.130173843991612,0.0954126427762689,0.173334486661754
194,2,8498,0.135640233390304,0.0952505651461353,0.155319396313381
195,2,8651,0.133796410243482,0.0953476410063046,0.161421815259139
197,2,9812,0.163200653194471,0.0957882794771444,0.0893051849154139
198,2,9932,0.161531120874481,0.0954156871093872,0.0913529799737897
199,2,10135,0.149369198649188,0.0951036382275265,0.117172878403964
200,2,11616,0.140147509772764,0.095041785776591,0.141214523157285
201,2,12133,0.150703042847301,0.0953763592434263,0.114982306203139
202,2,12194,0.16678081592013,0.0956722318919227,0.082160260652819
203,2,12359,0.155835466901221,0.09544251702217,0.103409473963358
204,2,13061,0.155301393843037,0.0954379063678556,0.104576109059372
205,2,14298,0.143792906966832,0.0957921483141267,0.134225467988353
206,2,15222,0.136486655781036,0.0967621742780006,0.15926168058982
207,2,17986,0.129348694740515,0.0950851478865219,0.174588502590593
208,2,19770,0.111575107879693,0.0958093209039006,0.244986073263936
209,2,19836,0.130915034819286,0.0954755372221852,0.171186999856636
210,2,19851,0.13149196369297,0.0957543231307267,0.170554869583612
211,2,21595,0.111757151294363,0.0954280020544073,0.24234252502386
212,2,22385,0.132528323161591,0.0954433767968807,0.165843818000631
213,2,23441,0.127704227381349,0.0963938621424623,0.186088817982432
214,2,24209,0.115552231829955,0.095639970843435,0.227779032138538
215,2,24341,0.114735086288431,0.0958699038701642,0.232195841473633
216,2,26815,0.134882977669434,0.0956801289395148,0.159500364780972
217,2,28209,0.103546623300967,0.0958230111542132,0.280611504241601
221,2,41245,0.0510359642204996,0.0955746116086066,0.593683998461588
222,2,43214,-0.00036840356674539,0.0971633598318845,0.996976898375574
223,2,47104,-0.0277670870875252,0.0944431247121727,0.768924159467654
224,2,50915,0.0603661805300161,0.0953286007110682,0.526984925288932
225,2,55834,0.0423514287020578,0.0949152209356107,0.655724401257586
226,2,56422,0.016170854308434,0.0951078269128572,0.865086669309317
227,2,57715,0.0568353533285806,0.0947499144011301,0.548993741789509
228,2,59046,0.0778214791511963,0.0951876722034868,0.414160867482635
229,2,59191,0.064238309575019,0.0946705006644752,0.497870019850083
230,2,59383,0.057971705344975,0.094709254307905,0.540864458670559
231,2,59477,0.0608654120720242,0.0961307139267237,0.527043957103301
233,2,60471,0.0813029512909681,0.0947884039290568,0.391622996752237
234,2,60478,0.08154959261846,0.0948961948161673,0.390727460234607
235,2,60786,0.0583980143722014,0.0947882613211635,0.538232776994238
236,2,61035,0.0603105281658183,0.094778024949574,0.524970795060929
237,2,61071,0.0610030957099106,0.0943463184340804,0.518319495646283
238,2,61675,0.0358545429887342,0.0946547123944681,0.705069304924418
240,2,62939,0.0172069064171938,0.0945058623953796,0.85563044089025
241,2,63527,-0.000264060844476333,0.0948650601938985,0.99778063032974
242,2,63857,-0.00632803100384716,0.0948865310469623,0.946865845762237
243,2,65527,-0.0329281385901217,0.0945580600511075,0.727873564860724
247,2,67976,0.0355271115628292,0.0959178554605054,0.711313314428124
250,2,72389,0.0281672601291655,0.0953330786407345,0.767815026373529
251,2,72392,0.000594767562341669,0.0959931834673959,0.995059890430952
252,2,73646,-0.0404570258521968,0.0940004821347561,0.667173389251654
253,2,74564,-0.00785316764273897,0.0938395919256251,0.933352614411107
254,2,74739,-0.0163811856044286,0.0941450397323615,0.861965631786355
257,2,80873,-0.0481323162297334,0.0943389217730117,0.61022577689072
258,2,81501,-0.0360708537725878,0.0943384424638317,0.702427543706445
259,2,83526,-0.0256749120115251,0.0942016895005011,0.785356540785937
260,2,83845,-0.0663538401933086,0.094234982130095,0.481814980697786
263,2,84447,0.0212773571387638,0.0954984177034027,0.823817507137831
264,2,87391,0.0536296379490967,0.0938413302267547,0.568029377812209
265,2,87562,0.0338648672026035,0.0941050590258847,0.719165274699242
266,2,87849,0.0357874903236733,0.0940941273176967,0.703923928612226
267,2,87878,0.0406593569256472,0.0944930449416132,0.667247702441489
269,2,89785,-0.0125805601897648,0.094525985812761,0.894197230542394
272,2,93721,-0.00419126403392216,0.0942426455031788,0.964552428166102
273,2,93952,0.00542685424170917,0.0939728951398139,0.9539811230126
274,2,95085,0.000532209857942117,0.0941044888653263,0.995490766335579
276,2,107124,-0.0441065444530439,0.0941220364409407,0.639637542243084
277,2,111645,-0.019173976031144,0.0942060733334781,0.838836301914641
278,2,111916,0.00467909350792226,0.0944333420617115,0.960509678363098
279,2,111931,0.013299034550014,0.0945754203170343,0.888251697751701
280,2,111999,-0.00881911675683644,0.0942372659257493,0.925492574259782
281,2,114528,-0.0921529601770812,0.0946537432527747,0.330931948624505
282,2,116024,-0.100070412402037,0.0948566860264907,0.292163182992632
286,2,120090,-0.114065700110948,0.0944359308825488,0.227908430829133
287,2,120291,-0.142212492111692,0.0954132866457019,0.136988585847712
288,2,120726,-0.115945488780841,0.0949597446601825,0.222902350682517
289,2,121716,-0.128863743736768,0.094804202530715,0.174931315446289
290,2,123100,-0.105215948713386,0.0950182158942465,0.268907850567804
291,2,124677,-0.0894677872227049,0.0949326252225685,0.346614722274763
293,2,127887,-0.124125628364419,0.0954753763014019,0.194421777850282
294,2,128935,-0.1210542877619,0.0953958694358654,0.205288623637323
295,2,129053,-0.135870208506224,0.0956312128605921,0.15626557637709
296,2,130040,-0.0977319365418288,0.0963492902395791,0.311110342393398
297,2,130976,-0.128139800873388,0.0954603520838726,0.180349939480871
298,2,132199,-0.153416833015937,0.0957998795737269,0.110176112050886
299,2,133355,-0.170302555496678,0.0963723097030843,0.0780701959392477
300,2,133435,-0.191807501700632,0.0964681338470237,0.0475505448715457
302,2,135183,-0.193824521589976,0.0965107462691683,0.0453705518603907
303,2,135402,-0.235916914075213,0.0962301148354333,0.0147065778118141
304,2,135898,-0.249128990999828,0.0966552579094451,0.0103568368154643
305,2,135912,-0.248396495002628,0.0967333312608938,0.0106441387445624
306,2,135925,-0.251260530361437,0.0962658782997235,0.00943793424680813
307,2,136002,-0.252890632075658,0.0961803567449276,0.00892929840047548
308,2,136173,-0.22701301824443,0.0970555064408468,0.0198926189397032
310,2,138318,-0.226776077347299,0.0996585574505231,0.0234729358089582
311,2,138695,-0.223625529274249,0.097945715252742,0.0230149031636651
312,2,138818,-0.217022491164887,0.0978055892055777,0.0271277934082497
313,2,139728,-0.202783107317956,0.0977144887921373,0.0386861313851425
314,2,140174,-0.21523881645976,0.0976389844932726,0.0281384331182527
315,2,140863,-0.243726908583592,0.0974090069046306,0.012797733507427
