SNP,Chr,Pos,Effect,SE,noPPI_reference_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0804382602373106,0.0804695752325249,0.318183589181274
9,1,27272,-0.0793972617939049,0.0792606313855024,0.317163165917359
16,1,27843,0.0121080655738627,0.0774925280004551,0.87592672761129
17,1,27848,0.0121080655738627,0.0774925280004551,0.87592672761129
18,1,28495,0.0301185516424433,0.077479880774756,0.697712178254154
19,1,28975,2.89001566599889e-05,0.0769784429316646,0.999700660828434
26,1,31435,-0.00790123782316879,0.0767733387020136,0.918087738904949
29,1,36146,-0.0197898624327117,0.0763713456531923,0.795688449579627
31,1,37409,-0.0314668745354332,0.0767733113716959,0.682151867099809
32,1,37478,-0.0322965209331377,0.0768383650136219,0.67450915658695
33,1,39144,-0.105322323358142,0.0763012238349655,0.168352660652153
34,1,41499,-0.149256364159319,0.0758799424110687,0.0499652749904458
37,1,51248,-0.000294179064182533,0.0766194004203611,0.996938710296162
38,1,51462,0.00928085753564753,0.0767217083606103,0.903785352425211
39,1,52124,-0.0149568793671274,0.0766152663086351,0.845332557233038
40,1,52667,-0.0505570278066416,0.0764492666735506,0.508841884409265
42,1,59265,-0.054498006201832,0.0764029768587903,0.476133345092263
43,1,60165,-0.0686378940570349,0.0763128484023837,0.369037990182784
44,1,62308,-0.0112002320905314,0.0763138895513032,0.883401044140598
45,1,62869,-0.027468078717626,0.0762926263036621,0.71903565363583
49,1,66841,-0.0114145537265834,0.0763401779681262,0.88122695776983
50,1,66948,-0.0174464980370974,0.0768055058486595,0.820437310180452
51,1,68621,0.0331315472055034,0.0765827361267665,0.665551966937734
52,1,69417,0.00888243273261313,0.0763987787134217,0.907509376394331
56,1,74327,-0.154413108472189,0.0763793886455236,0.0439656411310184
57,1,74572,-0.132080056834342,0.07629256620617,0.0842843121063146
58,1,75211,-0.120123690168086,0.0762083762014902,0.115863210208015
59,1,76030,-0.0404628027828712,0.0764457708044857,0.596929535019939
60,1,80108,-0.145834094085906,0.0760630031812404,0.0560091899686778
