SNP,Chr,Pos,Effect,SE,ADE17_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.117817505931822,0.140294893415442,0.401597502127632
9,1,27272,-0.0306453420117654,0.138316335552637,0.824784678105107
16,1,27843,0.134686208348533,0.134862721506482,0.318628409355693
17,1,27848,0.134686208348533,0.134862721506482,0.318628409355693
18,1,28495,0.152458298870365,0.134811304329654,0.258864319790131
19,1,28975,0.0960102165686707,0.134055168610582,0.474341823218299
26,1,31435,0.0507999211503654,0.133769774308143,0.704354651863209
29,1,36146,0.0382657822410076,0.133091599926605,0.773887012183321
31,1,37409,0.239733499436237,0.133217197321496,0.0727825934090211
32,1,37478,0.160449631009178,0.133669397323112,0.230809595343539
33,1,39144,0.129723400920926,0.133151813234616,0.330598639562561
34,1,41499,0.0179657576843712,0.132957437927675,0.892590749773988
37,1,51248,-0.0674249220750519,0.133478586411659,0.613778102557716
38,1,51462,-0.0898827655282298,0.133622271944046,0.501601756767852
39,1,52124,-0.101628512140723,0.133417213144096,0.446727010077754
40,1,52667,-0.0677983633720001,0.133263977514538,0.611243635130979
42,1,59265,-0.0431821210526794,0.133225748001845,0.74603351759574
43,1,60165,-0.00699500849364975,0.133144361717627,0.958130512980766
44,1,62308,-0.0439807477346902,0.132977849998667,0.741039076406645
45,1,62869,-0.00836664647554972,0.132981002159698,0.949868921352123
49,1,66841,0.00624302071044619,0.133044005862699,0.962599953355891
50,1,66948,-0.0708954352135231,0.133807735998729,0.5965624515588
51,1,68621,-0.159450203557093,0.133228269607687,0.232180029899591
52,1,69417,-0.018956119617819,0.133141059499511,0.886864078522525
56,1,74327,-0.136514934992849,0.133679583288044,0.307854275261025
57,1,74572,-0.0922227122136849,0.133430225130482,0.489914191836992
58,1,75211,-0.0982555859051406,0.133174442749717,0.461128519299389
59,1,76030,-0.0841004375426377,0.133201894130312,0.528203527030881
60,1,80108,-0.109021420981456,0.133119164287874,0.413352569283795
61,1,81262,-0.101363499869746,0.133085891341518,0.446783604197847
62,1,81999,-0.10121766272785,0.133411752997482,0.448546525538333
63,1,82431,-0.118845009224545,0.134003319807956,0.375746747860315
64,1,83284,-0.118859350867039,0.13302598119885,0.372195652891473
65,1,83613,-0.140579316808738,0.132951269052504,0.291063637894367
66,1,84112,-0.204232003113047,0.132731956942469,0.124778313399974
68,1,84858,-0.136370986430174,0.13335480486468,0.307188917154553
69,1,85751,-0.16983800155524,0.133796103073592,0.205142069393608
70,1,87445,-0.179231397037356,0.134045584940155,0.182053306499179
71,1,87467,-0.202231033269406,0.134658610445507,0.134041335241652
72,1,89070,-0.305357158479706,0.133255173747426,0.022521613422984
73,1,89616,-0.187405804701574,0.13314738378376,0.160157192753576
74,1,89679,-0.281553025880632,0.13269388489626,0.0345486952007603
75,1,89880,-0.27796703651789,0.132749345524624,0.0369796187297779
76,1,91472,-0.250469911697828,0.133900703436133,0.0622327247417514
77,1,93789,-0.311172172293662,0.132142470171082,0.0190784330977429
78,1,94351,-0.23336993186508,0.132947845476744,0.0800669304155114
79,1,99148,-0.217163047921694,0.132673795119375,0.102559359289287
82,1,106800,-0.350168292186979,0.132047163770722,0.0083664778743593
83,1,107970,-0.260308870379438,0.132237052215417,0.0497924287458337
84,1,109000,-0.316775169742924,0.132123779634687,0.0170234922523149
85,1,112549,-0.331128767470352,0.131871927532883,0.0124855642387102
86,1,112742,-0.328947116495064,0.132410264784935,0.0134436015657333
87,1,113050,-0.328715529309203,0.132185246989739,0.0133520044871799
88,1,113135,-0.312215412072209,0.131956224767756,0.0185184400807955
89,1,114076,-0.308206105659048,0.131982922697478,0.0200929192060579
90,1,114628,-0.223366698322227,0.132803841834483,0.0934668721880756
91,1,116283,-0.210557524421961,0.133607324127146,0.115934682014668
93,1,127853,-0.127771878657589,0.133653971056143,0.3397314432756
