SNP,Chr,Pos,Effect,SE,ADE17_HYR1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0201475271836258,0.0737022813889364,0.784733531084179
9,1,27272,-0.0312953434554026,0.0725840141039387,0.666615011415615
16,1,27843,0.124963544435122,0.0705725815403717,0.077471960562078
17,1,27848,0.124963544435122,0.0705725815403717,0.077471960562078
18,1,28495,0.144892119668299,0.0704657172994624,0.0404973316609741
19,1,28975,0.11180985077981,0.0701606889469485,0.111914939463905
26,1,31435,0.0911886455792977,0.0700581457206211,0.193897253939646
29,1,36146,0.0794912616180932,0.0697357218040487,0.255103729164783
31,1,37409,0.117404429968851,0.0699631895830342,0.0942148547843679
32,1,37478,0.105037503048706,0.0700794354609456,0.134810200999185
33,1,39144,0.0117408979342656,0.0699784795522298,0.866853463301636
34,1,41499,0.0577055011297368,0.0697195388209371,0.408410666661459
37,1,51248,0.0123418535077359,0.0700811251734607,0.860310005786566
38,1,51462,0.00528980315887884,0.0701786737008756,0.93995807733695
39,1,52124,0.0253241158663122,0.0700712413634272,0.718012721693931
40,1,52667,0.013663262786237,0.0699681052065385,0.845287320770412
42,1,59265,-0.0973898509014307,0.0697442245895985,0.163475738015235
43,1,60165,-0.102255830396782,0.0696714825524504,0.143080062969588
44,1,62308,-0.130316691011284,0.0694614390930867,0.061466343256787
45,1,62869,-0.0980009967794086,0.0696029387029205,0.160010860341003
49,1,66841,-0.0214195155591271,0.0698217004287296,0.75919591461359
50,1,66948,-0.0221100921826053,0.0702497122779862,0.753148287692939
51,1,68621,-0.0810000914947099,0.069936478595987,0.247567380737157
52,1,69417,-0.0529292852022765,0.0698269311424075,0.448952679863482
56,1,74327,-0.069826524107754,0.0701695999243298,0.32036402477175
57,1,74572,-0.0660374881278845,0.069992679899861,0.346074921064746
58,1,75211,-0.0621958005130945,0.0698747542870048,0.374016245522532
59,1,76030,-0.0144123736663067,0.0699489189438913,0.836877345909162
60,1,80108,-0.123006479408994,0.0696294698029369,0.0781616755641579
61,1,81262,-0.0941328994545449,0.069730384230306,0.177895305510535
62,1,81999,-0.137665708766282,0.0696967807880826,0.0490231193327589
63,1,82431,-0.130594815166561,0.0700686995847297,0.0631782777949997
64,1,83284,-0.141232811479727,0.0694948711490592,0.0428738897335298
65,1,83613,-0.139179073846181,0.0694988616900881,0.0459836051046323
66,1,84112,-0.129754996263678,0.0695582367519779,0.0629525989667956
68,1,84858,-0.0955289655618226,0.0699128746536846,0.17268312018508
69,1,85751,-0.11209854271765,0.0701323037604421,0.110851612944555
70,1,87445,-0.0813584247706847,0.0704013798703572,0.248611338301337
71,1,87467,-0.0718225643421462,0.0708005539508967,0.311069995157931
72,1,89070,-0.128972741386749,0.0701247310944526,0.0667268667644506
73,1,89616,-0.0791138650910672,0.0699542587457062,0.258849340400745
74,1,89679,-0.102609058560117,0.0698766558630337,0.142877653912319
75,1,89880,-0.102087708144287,0.0698966317921686,0.145027710541346
76,1,91472,-0.0866907843965579,0.0704770235306592,0.219494729539805
77,1,93789,-0.0544662045266348,0.0698400994732591,0.435989916724977
78,1,94351,-0.0317245148285981,0.0700638601012202,0.650975047814394
79,1,99148,-0.0343207851942014,0.069876365781493,0.623615377391074
82,1,106800,-0.054809959235446,0.069933707066863,0.433717262808824
83,1,107970,-0.0498353962475727,0.0697367314156308,0.47531500918055
84,1,109000,-0.0616254995280882,0.0698331591179485,0.378124530108784
85,1,112549,-0.0277647162974441,0.0698153690859358,0.691100754916111
86,1,112742,-0.0335841313294414,0.0700802759942661,0.63207620996563
87,1,113050,-0.0579198945703924,0.0699172062401984,0.407999853838685
88,1,113135,-0.0630366864607646,0.0697262051970656,0.366580036956102
89,1,114076,-0.0706503498273794,0.0697055253823527,0.311489571912393
90,1,114628,-0.0676109434185304,0.0698908977087543,0.334017214434478
91,1,116283,-0.0468267812402658,0.070328571007172,0.50595544673891
93,1,127853,-0.0617082082754244,0.0701648646313374,0.379742356703077
94,1,128302,-0.0509168679946765,0.0699193844915266,0.4669601870816
95,1,128704,-0.0421984086058977,0.0700055161943008,0.547037506205915
96,1,128911,-0.0182427780235589,0.0700425584341362,0.794666407112679
97,1,130267,-0.0810493501230301,0.0698830659699484,0.246920088806113
98,1,130271,-0.0775230110046024,0.0699776432507159,0.268691493712631
99,1,130613,-0.0377746471386507,0.0707256853153113,0.593607962469728
100,1,132012,-0.0428486575940216,0.0705672309682378,0.54410635016709
101,1,133231,-0.017402338749175,0.0700969495954809,0.804076831487149
102,1,137074,-0.0396853294476867,0.0699714938527653,0.570963080942187
103,1,137304,-0.00573437001237148,0.0700270347079635,0.934782230766254
104,1,139686,-0.0116790315841969,0.0701169716992755,0.867807720811882
105,1,149562,-0.0185346748098059,0.0702727698917526,0.792123924684833
106,1,150447,0.000731893157290886,0.0710592437224679,0.991787944169422
108,1,154084,-0.00081876994384078,0.0712787771845653,0.990841495536578
110,1,157269,-0.00607554733493645,0.069984388263643,0.930869459704806
111,1,160054,-0.0172288323207945,0.0706440996134154,0.807463799742507
112,1,166222,-0.0164614360317385,0.070122031557988,0.814535686659661
113,1,166416,-0.00586697817447387,0.0699844386768593,0.93323704024905
114,1,167326,-0.028255804259439,0.0703667596497572,0.688257884489592
115,1,168836,-0.0371440917917985,0.0700213846851897,0.596121149236243
116,1,171200,-0.0347937205568137,0.0701297452092724,0.620108947424226
117,1,171431,-0.010253784816894,0.0705900588159894,0.884589920984222
118,1,173339,-0.0447731349887148,0.0700026471613158,0.522852720224538
119,1,173845,-0.0387067219733646,0.069954806454616,0.580401137847419
120,1,175121,-0.051534182803264,0.0697924963454609,0.460767227800306
121,1,175281,-0.0320923381070616,0.0698848707531085,0.646360814683108
122,1,175315,-0.0363937398586233,0.0698568855792216,0.602710346482054
123,1,175523,-0.0397805033773824,0.0702477928689079,0.571557645475837
124,1,175541,-0.0343399397333068,0.0699690006388226,0.623881413071719
125,1,175653,-0.0438148308382462,0.0701756113531526,0.532794624485318
128,1,175856,-0.053743523310026,0.0713161587028734,0.451594595813541
129,1,175876,-0.0453002123252386,0.0702383231039098,0.519378460574774
130,1,175989,-0.0392886982721423,0.0704491850136895,0.577410613662227
131,1,176001,-0.0244258394468589,0.070835534096764,0.730431543651322
133,1,177692,-0.0118715165854303,0.0698808797619085,0.865200107494445
134,1,178191,-0.027269236849341,0.0699380665021361,0.69684157365979
135,1,178224,-0.0118715165854303,0.0698808797619085,0.865200107494445
136,1,178960,-0.00373850706995976,0.0704416058270001,0.957704220870823
140,1,183802,-0.0206236359436316,0.0698839158312122,0.768081228631272
141,1,183954,-0.0646303010665249,0.0703172835993154,0.358658345947491
142,1,184450,-0.0680405403556472,0.0696909379025892,0.329575321390958
144,1,184718,-0.0360272322680381,0.0701552652589468,0.607897922757187
145,1,185296,-0.0549306108992681,0.0698225522559798,0.431975198978608
146,1,185438,-0.0780568692667101,0.069763439639856,0.263952419961843
147,1,185469,-0.0782379852456957,0.0698639052286304,0.26353361674782
148,1,185503,-0.0664001178702089,0.0697173608215896,0.341536362487742
149,1,185705,-0.0666427463631165,0.0704978915511161,0.345144445475183
150,1,185749,-0.0796808486451281,0.0704595503219558,0.258876005370473
151,1,185806,-0.0662835838658139,0.0705932217145736,0.34839786071987
152,1,185879,-0.0772510187935503,0.0709037459477074,0.276668039044093
153,1,185916,-0.0776664002312629,0.0708701035549342,0.273870540634403
154,1,185941,-0.0573005334032748,0.0712345485956294,0.421711752810896
155,1,185954,-0.0588036416164525,0.0714395051580049,0.410992637567272
156,1,186055,-0.0673489738077675,0.069989139690875,0.336568926182745
157,1,186896,-0.113488707754342,0.0709732495931016,0.11070746570226
161,1,190132,0.0640844608452543,0.0700868249603101,0.361152800676766
162,1,190148,0.0653615312723597,0.0701046728545223,0.351797041772991
163,1,190165,0.0687529973685308,0.0706355749906694,0.331046863329686
164,1,190169,0.0594056461198103,0.0705713024799293,0.400479944773092
165,1,190933,0.00467421244591304,0.0700687918380006,0.946851209772663
166,1,192149,0.0337332217735711,0.0706192777482294,0.633175586849607
168,1,192303,0.0555284893062429,0.0841641190497338,0.509835251037834
171,1,192795,0.0161064100293785,0.0699313309380303,0.817978468830806
173,1,194187,0.116763227202388,0.069718085390994,0.0948608543774575
174,1,194867,0.112262365802356,0.0697007935006979,0.108153622490239
190,2,8314,-0.140280873096856,0.0707480149474625,0.0481618420115376
194,2,8498,-0.124439863443051,0.070727277725207,0.079370327213278
195,2,8651,-0.120305501600305,0.070814322621365,0.090221634068327
197,2,9812,-0.101307112609032,0.0713221803785837,0.156369457172127
198,2,9932,-0.121276276126229,0.070950789887512,0.0882740224953358
199,2,10135,-0.136833331587341,0.0705963017713319,0.0533896450257065
200,2,11616,-0.144647187287013,0.0704763815573737,0.0408657333459485
201,2,12133,-0.153541620081164,0.0707067827747005,0.0305569167527163
202,2,12194,-0.149199926448598,0.0710100672636135,0.0363399531466428
203,2,12359,-0.156395738430032,0.0707558435487185,0.0277212360300815
204,2,13061,-0.133641748994473,0.0708825638500205,0.060197327736275
205,2,14298,-0.137241047499274,0.0710890005219926,0.054339082377246
206,2,15222,-0.120385164824413,0.0718751323869208,0.0948353445436158
207,2,17986,-0.156378159925162,0.0704053735003781,0.0269774533998024
208,2,19770,-0.171278562016715,0.0708013256074341,0.0160620446580969
209,2,19836,-0.170174617631256,0.0706111421942441,0.0164622921416533
210,2,19851,-0.164572284098025,0.0708587755270964,0.0207719938738101
211,2,21595,-0.170576239576271,0.0705212295199455,0.0160772768716714
212,2,22385,-0.163361599269434,0.0706373911003827,0.0213148356945046
213,2,23441,-0.148381935484103,0.0714264694000582,0.0384864643465498
214,2,24209,-0.1383159547064,0.0708888021371162,0.0518278111279382
215,2,24341,-0.13979061439638,0.0710501070718617,0.0499089646609813
216,2,26815,-0.138494191795908,0.0709712311063006,0.0517985352863575
217,2,28209,-0.140637570306812,0.0709834323118314,0.0483362158928329
221,2,41245,-0.179422971915185,0.0704590113832559,0.0113053678566625
222,2,43214,-0.156901126567088,0.0717718054706135,0.0294638011634072
223,2,47104,-0.141533732212064,0.0698365820179219,0.0434504205336567
224,2,50915,-0.11208051427546,0.0706805419211526,0.113695104485204
225,2,55834,-0.10598860576694,0.0703783493348251,0.13296579613354
226,2,56422,-0.116198002214628,0.0704593932293226,0.100006800044981
