SNP,Chr,Pos,Effect,SE,ERG11_ERV25_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.106197138541888,0.118722625752403,0.371665036062183
9,1,27272,-0.0134476625797997,0.117069948815016,0.908614573870436
16,1,27843,-0.0483318945688365,0.114273217270651,0.672589042383579
17,1,27848,-0.0483318945688365,0.114273217270651,0.672589042383579
18,1,28495,-0.0425319626595974,0.114281600489753,0.709991040025531
19,1,28975,-0.0677048989064762,0.113482762072831,0.551150513283649
26,1,31435,-0.00900149546081808,0.113238127286176,0.936686547422348
29,1,36146,-0.060156344502352,0.112609723392101,0.593538014406006
31,1,37409,-0.0254004147143594,0.113256274438106,0.822674015900062
32,1,37478,-0.0263960605789674,0.113353003519447,0.816000421771508
33,1,39144,-0.0261133503166522,0.112835851613356,0.817116575515144
34,1,41499,-0.117751005428335,0.112356748160111,0.29535097483117
37,1,51248,-0.0691874945173344,0.112950378549138,0.540569839302164
38,1,51462,-0.0553698882161999,0.113125254460378,0.624822566131746
39,1,52124,-0.114152714524908,0.112846949879079,0.312436023795418
40,1,52667,-0.170364307484287,0.112464327225287,0.130710399423267
42,1,59265,-0.126961329443358,0.112569717306048,0.260150863385062
43,1,60165,-0.0847029849374105,0.112596921434841,0.452391629172864
44,1,62308,-0.126992955926698,0.112360089162083,0.259145886795316
45,1,62869,-0.109717930501348,0.112397469711379,0.329653582511151
49,1,66841,0.0408828833709379,0.112581086961973,0.716716417765617
50,1,66948,0.00416897839067076,0.113292948957891,0.970666697007785
51,1,68621,-0.109365103789251,0.112836209456785,0.333090235626977
52,1,69417,-0.160793348629372,0.112361688922641,0.153305261499481
56,1,74327,0.0251414007581787,0.113298782756695,0.824517295590674
57,1,74572,0.0692239855319514,0.11294494670922,0.540336956780078
58,1,75211,0.0365102703011159,0.112782288211478,0.746339130260957
59,1,76030,0.0183781900479808,0.112794786743719,0.870663046588644
60,1,80108,-0.023342688402364,0.112765513696549,0.836127640145459
61,1,81262,-0.0455522048765536,0.112703649199484,0.686327443186399
62,1,81999,-0.0978454990822197,0.112884962966151,0.386655850520078
63,1,82431,-0.120305942861357,0.113359258634176,0.289288107156922
64,1,83284,-0.0619286948314923,0.112665543903307,0.582894380494797
65,1,83613,-0.0259433508581444,0.11269286959089,0.818059698579811
66,1,84112,-0.066776768262962,0.112657699036944,0.553734426526467
68,1,84858,0.0499560177471884,0.113000584718106,0.658697430148556
69,1,85751,0.0241283254578408,0.113489186778593,0.831758083930453
70,1,87445,-0.0263791898441464,0.113727709794033,0.816710929278266
71,1,87467,-0.047469010717155,0.11430387214039,0.678183490763059
72,1,89070,0.0444387131424513,0.113591602254205,0.695874513647647
73,1,89616,0.00382627121869347,0.113004842689211,0.973008440853105
74,1,89679,0.0359156053428329,0.113003168897221,0.750803107717015
75,1,89880,0.0353754857648794,0.113032292021516,0.754489826087188
76,1,91472,0.0589514853683856,0.113843872540499,0.604903013432613
77,1,93789,0.0632202790083922,0.112663511740934,0.575056462012888
78,1,94351,0.0143402733015503,0.113007814353386,0.899094726841235
79,1,99148,0.0473679592033256,0.112685549696625,0.674481738459402
82,1,106800,0.0381994622731567,0.112847473060879,0.735183719007278
83,1,107970,0.0237728340413133,0.112524292224021,0.832799705714391
84,1,109000,0.020163545624686,0.112724615706661,0.858138959490115
85,1,112549,0.0853616964923164,0.112510417445129,0.448538082413371
86,1,112742,0.128240375873218,0.112834555912153,0.256503850235131
87,1,113050,0.179472227473729,0.112445634591547,0.111365752323178
88,1,113135,0.149216787978398,0.112282680280693,0.184726564528012
89,1,114076,0.106044078510305,0.112421613937576,0.346187293123285
90,1,114628,0.171316131326302,0.112478988115654,0.128630370724246
91,1,116283,0.136301916369171,0.113243486691692,0.229543723700439
93,1,127853,0.154864193234417,0.112964025821166,0.171272107432117
94,1,128302,0.210838022271955,0.112269842811259,0.0612111262854104
95,1,128704,0.177822208819703,0.112544327889417,0.114998048217739
96,1,128911,0.216222892957491,0.112366292545112,0.0551245794241035
97,1,130267,0.0584769731117351,0.112857639259158,0.604679532020662
98,1,130271,0.0645232044773506,0.11298236526324,0.56830139638532
99,1,130613,0.1161635745529,0.113923198548757,0.30858536079183
100,1,132012,-0.0631308764439094,0.113799083648021,0.579411975326396
101,1,133231,-0.101013711785614,0.112912883361263,0.371601774784698
102,1,137074,-0.00229689169295003,0.112879978097292,0.983777191752662
103,1,137304,-0.039420254375644,0.112899785514599,0.727176279427063
104,1,139686,-0.0372335132417644,0.113050304686796,0.74208384296822
105,1,149562,-0.0131210546830621,0.113323466826345,0.907889495764307
106,1,150447,-0.0153148898083302,0.114579756275777,0.893746502103246
108,1,154084,-0.0200436916145625,0.114931705349287,0.861653809621803
110,1,157269,-0.0155981494672205,0.112847590802222,0.890142873102698
111,1,160054,0.00571013577858093,0.113922411949871,0.960052701002081
112,1,166222,0.0095199036441847,0.113079079686337,0.932954667391875
113,1,166416,0.00137766023123898,0.112850620802109,0.990266706047572
114,1,167326,0.00786576230494307,0.113491151003867,0.944784279277688
115,1,168836,0.044980539022486,0.112928716476373,0.690643127391601
116,1,171200,0.00787994492144339,0.113122469826623,0.944504893398653
117,1,171431,-0.000740480392548093,0.113829475397107,0.99481333444275
118,1,173339,0.00323840812660975,0.11294413735876,0.977141869729051
119,1,173845,-0.0138954030624227,0.112848221148018,0.902071413394308
120,1,175121,0.011377807123352,0.112625264876944,0.919589098496299
121,1,175281,-0.0118839748772099,0.112720848787828,0.91609579057139
122,1,175315,-0.00115281380699295,0.112687122536821,0.991843388616934
123,1,175523,0.0147830326810527,0.113322887175049,0.896284283800988
124,1,175541,-0.00653501674196239,0.112862578439351,0.953859115393321
125,1,175653,-0.0101148925998155,0.113218970185531,0.928863004274566
128,1,175856,0.0262907734907151,0.115080871593075,0.819425002320287
129,1,175876,0.0143266406602422,0.113323053230339,0.8994690713115
130,1,175989,0.00556997179557145,0.113648568579137,0.960938655734659
131,1,176001,0.00936437369613752,0.114240056234088,0.934716218168782
133,1,177692,-0.0468808481090818,0.112659510245201,0.677568756351025
134,1,178191,-0.0310408574958764,0.112786928222293,0.78331069987674
135,1,178224,-0.0468808481090818,0.112659510245201,0.677568756351025
136,1,178960,-0.0574499874688084,0.113545989267543,0.613198944562111
140,1,183802,-0.103685725987824,0.112566132605818,0.357622363574094
141,1,183954,-0.0980028862809766,0.11340192595776,0.388060320763111
142,1,184450,-0.0502414669724719,0.112496096454025,0.655433191282148
144,1,184718,-0.0874361708854023,0.113071498587081,0.439872922622658
145,1,185296,-0.0478379586737611,0.112658370445898,0.67136617766655
146,1,185438,-0.0412457636838772,0.112671075172076,0.714530388837434
147,1,185469,-0.0473274121973722,0.112826981629748,0.675128621938095
148,1,185503,-0.0747943463734664,0.112492791815585,0.50656058508992
149,1,185705,-0.083636327787953,0.113734175859966,0.462604474414361
150,1,185749,-0.0864771576325509,0.113728157200525,0.447532200262795
151,1,185806,-0.0562472960850087,0.11393391530711,0.621836725688642
152,1,185879,-0.0681393288246928,0.114466534414849,0.552039548783212
153,1,185916,-0.0403162704638357,0.114451772320955,0.724856837453154
154,1,185941,-0.062277439994003,0.114922749604209,0.588224477822085
155,1,185954,-0.060146680510326,0.115261858462574,0.602118470927036
156,1,186055,-0.0370832157543161,0.112987788251865,0.742950865436303
157,1,186896,-0.0480584452143899,0.114829220296943,0.675820714037172
161,1,190132,-0.0149844993740879,0.113145561403207,0.894715220940731
162,1,190148,-0.016786000386444,0.113178970889349,0.882179829315271
163,1,190165,-0.0209491771076472,0.114046767801117,0.854362627999312
164,1,190169,-0.023889519155283,0.113902896256906,0.833994848199829
165,1,190933,-0.138922863295765,0.112744047564175,0.218695650605699
166,1,192149,-0.012075790808513,0.113908179752228,0.915631956295352
168,1,192303,0.00371748275450745,0.135797683206384,0.978175982787574
171,1,192795,-0.113012878452306,0.112611827094434,0.316277504435493
173,1,194187,-0.127092006856335,0.112662897348078,0.260055084092146
174,1,194867,-0.152710016081941,0.112511160898291,0.175556953110274
190,2,8314,0.0606713525833011,0.114668860581601,0.597068272424449
194,2,8498,0.064924658167661,0.11449418229941,0.571036270718287
195,2,8651,0.0373831344402971,0.114636301726238,0.744540372904423
197,2,9812,0.0380102653570671,0.11531707081608,0.741886196067391
198,2,9932,0.0577824980756356,0.114839072989679,0.615165157847152
199,2,10135,0.0858020002595514,0.114349140933824,0.453543131064414
200,2,11616,0.0669724875485613,0.114263241009881,0.558166414320207
