SNP,Chr,Pos,Effect,SE,SSH1_PIS1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.020952878868099,0.153959238576598,0.891824803548547
9,1,27272,0.0820464703168831,0.151588211644008,0.588679634956615
16,1,27843,0.0486269976616075,0.148040357070498,0.74275015831189
17,1,27848,0.0486269976616075,0.148040357070498,0.74275015831189
18,1,28495,0.107123569244956,0.147955558940032,0.469529747315087
19,1,28975,0.105630774134915,0.146968148030435,0.47278127036449
26,1,31435,0.0613867416487399,0.146649578940776,0.675766898924746
29,1,36146,-0.0589523108718489,0.145895859829515,0.686405073054462
31,1,37409,0.0396993244810765,0.1467034014298,0.786849591479226
32,1,37478,0.0350746144716493,0.146832875591619,0.811341599122859
33,1,39144,0.0422844707678938,0.146157326129166,0.772515596595573
34,1,41499,0.194342950679877,0.145401732552229,0.182216321950516
37,1,51248,0.0518572423006262,0.146363635865006,0.723322513084012
38,1,51462,0.0359604468639689,0.146575667696874,0.806338007873237
39,1,52124,0.0314621428134522,0.14638007994565,0.829942432081621
40,1,52667,0.103615676656595,0.146050964072909,0.478514357637034
42,1,59265,-0.0612312841983089,0.146044958795518,0.675278768347508
43,1,60165,-0.121655882819005,0.145827243815533,0.404706219946533
44,1,62308,-0.220390533784174,0.145337788136865,0.130312660840122
45,1,62869,-0.221799947266731,0.145313340540571,0.127816588880058
49,1,66841,-0.153983654521486,0.145630353561873,0.291070539704801
50,1,66948,-0.173248723826862,0.146465973321839,0.237660738956874
51,1,68621,-0.417487128600987,0.144661753620401,0.0041422892082376
52,1,69417,-0.341200851224546,0.144836859005948,0.0190311716502195
56,1,74327,-0.368020715347223,0.145460542799497,0.0118392632416424
57,1,74572,-0.340279095512102,0.145257978936196,0.0197056331832194
58,1,75211,-0.356517353914257,0.144878487722102,0.0143407145837902
59,1,76030,-0.243146722965204,0.14554163072731,0.0956804205875118
60,1,80108,-0.214461518824307,0.145634670537054,0.141750137576057
61,1,81262,-0.154736815270379,0.145793658093348,0.289260460441603
62,1,81999,-0.0741156222234107,0.146329545175703,0.612823291197293
63,1,82431,-0.0983723765204466,0.146982418182218,0.50375444334591
64,1,83284,0.00605745018031498,0.146005041684573,0.966930352959991
65,1,83613,0.0190452295448808,0.145985789508481,0.896277225766744
66,1,84112,-0.0235989205978633,0.145999994850374,0.871684626255142
68,1,84858,-0.0257204490291836,0.1464110699138,0.860651699095871
69,1,85751,-0.0992575820856972,0.146924335161303,0.499756392510489
70,1,87445,-0.161377689888771,0.147079484225532,0.273295689205709
71,1,87467,-0.153457643022186,0.147875957138164,0.300098763720893
72,1,89070,-0.0799779572969747,0.147112858347217,0.587025268240508
73,1,89616,-0.100256954329296,0.146285415100658,0.493571835148399
74,1,89679,-0.0803735148961389,0.146338731450608,0.5831953758602
75,1,89880,-0.0892853972593353,0.146361210342286,0.542231408460613
76,1,91472,-0.102639457250681,0.147424136175789,0.486749956785086
77,1,93789,-0.0762246533660655,0.145949020752297,0.601810613955362
78,1,94351,-0.0928923632316193,0.146306142129994,0.525893379032808
79,1,99148,-0.113166660743842,0.145881104185871,0.438418461598328
82,1,106800,-0.15513705398445,0.145968986130944,0.288595406489123
83,1,107970,-0.161419432946762,0.145515789480881,0.268059576922971
84,1,109000,-0.129371832280791,0.145863653805601,0.375716825951825
85,1,112549,-0.126194779978511,0.145706060587943,0.387028254681384
86,1,112742,-0.175290539642757,0.146131535652512,0.231122767352757
87,1,113050,-0.126346064441118,0.146027969249785,0.387506618644422
88,1,113135,-0.188983795736358,0.145463036799905,0.19472740366457
89,1,114076,-0.00643564196524096,0.145809989467416,0.964820011274437
90,1,114628,0.0251436216151789,0.146173140472643,0.863526195461938
91,1,116283,0.0663005070505537,0.146949936548736,0.652138650047025
93,1,127853,-0.0213154930784972,0.146714230982353,0.884568153080786
94,1,128302,-0.0258318221561371,0.146148581842064,0.85980580472143
95,1,128704,-0.0233042395391855,0.146295277277211,0.873526843298571
96,1,128911,0.0611385521244232,0.146280537630257,0.676234791991085
97,1,130267,0.197058487385652,0.145870791080057,0.177589136174501
98,1,130271,0.194970119369651,0.1460527551384,0.182759740032223
99,1,130613,0.272589093818563,0.147075372591504,0.0646596400968598
100,1,132012,0.0114362885706581,0.147474289961353,0.938231800515622
101,1,133231,-0.0701824108500846,0.146381409124791,0.631916183072802
102,1,137074,-0.0566691399371502,0.146189698541906,0.698515257348268
103,1,137304,-0.048283821067958,0.146249057133184,0.74148404413764
104,1,139686,-0.0447514303650138,0.14644448896894,0.760099770989204
105,1,149562,-0.030238360518612,0.146789168853869,0.836910772664879
106,1,150447,-0.0226277941153248,0.148421426595669,0.878914089707151
108,1,154084,-0.0259694238683743,0.148878456680332,0.861624608642949
110,1,157269,-0.087570112861967,0.146108404376192,0.54932379592935
111,1,160054,-0.00639686524062155,0.147571188875688,0.965448911205503
112,1,166222,-0.0255390652115857,0.146473797083902,0.861683070477378
113,1,166416,-0.00314638249390409,0.146182631153704,0.982840105869837
114,1,167326,-0.0203305216976996,0.147009434227797,0.890086927192657
115,1,168836,-0.00590891031950991,0.146316389359359,0.96780943934165
116,1,171200,-0.00303572413801179,0.146535757860093,0.983483423814399
117,1,171431,-0.0556260965100285,0.147420951734474,0.706156394919403
118,1,173339,0.0205104477294258,0.146299931798059,0.888586265446204
119,1,173845,0.024302979057757,0.146177004035837,0.868049733323231
120,1,175121,0.0381477237006577,0.145878757822365,0.793857194151714
121,1,175281,0.0326042428913283,0.14600658065403,0.823426006030834
122,1,175315,0.0325792767281777,0.145960628236551,0.823504348842462
123,1,175523,0.0337630095342329,0.146786992101082,0.818214404344474
124,1,175541,0.032683337551401,0.14618853049074,0.823221407156796
125,1,175653,0.0257110893513729,0.14665511643547,0.860931317453799
128,1,175856,-0.00780420863655901,0.149082125248701,0.958280710314466
129,1,175876,0.0205732336261026,0.146793907615993,0.888621045922013
130,1,175989,0.0269089084165537,0.147209863463692,0.855065506119768
131,1,176001,0.0121725963660138,0.147982511809894,0.93448897457408
133,1,177692,-0.0210352121796881,0.145966634322689,0.885496057437216
134,1,178191,-0.0289891901835763,0.146107718139832,0.842838736696178
135,1,178224,-0.0210352121796881,0.145966634322689,0.885496057437216
136,1,178960,0.0344479629035221,0.147125351157328,0.815011854363843
140,1,183802,-0.121694969725463,0.145845550322696,0.404614355030729
141,1,183954,-0.0874707020867427,0.146978437627407,0.552140498207236
142,1,184450,-0.0428304384105815,0.145746794664692,0.769030854411609
144,1,184718,-0.0643634530851384,0.146552783374602,0.660797839323997
145,1,185296,-0.0295401186229338,0.145962460286262,0.839734987958251
146,1,185438,-0.0332522141480807,0.145967090819142,0.81992876604189
147,1,185469,-0.0312696659125203,0.146179021158019,0.830738016595993
148,1,185503,-0.0252553124359008,0.145804195660977,0.8625825813812
149,1,185705,-0.0677573732426618,0.147395912847715,0.646017125799706
150,1,185749,-0.0345187742163211,0.147428577557887,0.815012833985655
151,1,185806,-0.0676972177161528,0.147592922891218,0.64674967526141
152,1,185879,-0.0526223561973814,0.148323855832881,0.722966179024575
153,1,185916,-0.00998100996544913,0.148281874348011,0.946372181213854
154,1,185941,-9.35230320844999e-05,0.148928767195639,0.999499305935245
155,1,185954,-0.0164935628469163,0.149361124254794,0.912133166248952
156,1,186055,-0.0422674059878898,0.146365419589381,0.772919243658803
157,1,186896,-0.0652557260970434,0.148742058196134,0.661134719748242
161,1,190132,0.137965358172953,0.146384329316475,0.346587817882103
162,1,190148,0.156546115576753,0.146375645488404,0.285583294887914
163,1,190165,0.163789928091536,0.147481777011953,0.267506198848701
164,1,190169,0.168742660984833,0.147281383379079,0.252688727167907
165,1,190933,0.03067474644512,0.146349282106006,0.834101127969064
166,1,192149,0.162310347778712,0.147301861117493,0.271260508256837
168,1,192303,-0.051295889250861,0.175886506052205,0.770731679218458
171,1,192795,0.108163958153911,0.14596783295399,0.459178629780935
173,1,194187,0.0789666058534068,0.146141916887408,0.589301988598008
174,1,194867,-0.0832770662270215,0.146055537307529,0.568922418461267
190,2,8314,0.297896555028932,0.147748550367367,0.044531915434181
194,2,8498,0.290188415461417,0.147573188990801,0.0500351896577576
195,2,8651,0.288064131369429,0.14772465354744,0.0519665696466554
197,2,9812,0.3102388381258,0.148485325414529,0.0373911717268737
198,2,9932,0.300043112143323,0.147952430026012,0.0433139186965512
199,2,10135,0.296811830145049,0.147397745564574,0.0448016158021515
200,2,11616,0.310251396668492,0.147160991121779,0.0357141514618107
201,2,12133,0.323653555132421,0.147671907175949,0.0290534377017341
202,2,12194,0.317250549686592,0.148289897689523,0.0330891812340319
203,2,12359,0.305566532582788,0.147920402669762,0.0395814382295566
204,2,13061,0.286113424794534,0.148019568046696,0.054042722514972
205,2,14298,0.295097291644148,0.148441642411114,0.0475872817827954
206,2,15222,0.318753648117545,0.149768015067568,0.0340031026454946
207,2,17986,0.281263292349066,0.14732593819748,0.0570568387471598
208,2,19770,0.292429157618046,0.148293847758117,0.0493948068941985
209,2,19836,0.281955765137953,0.147939547113053,0.0574771583435393
210,2,19851,0.295770960463574,0.148300931993901,0.0468773921216982
211,2,21595,0.285778449097219,0.147737229255362,0.0538665200205932
212,2,22385,0.314032702349575,0.147716088113145,0.0342035154955864
213,2,23441,0.276783516905065,0.149377890971663,0.0647299141770338
214,2,24209,0.292824658611929,0.148048491387169,0.0487176410423603
215,2,24341,0.297660449564302,0.148375291968035,0.0456046394517805
216,2,26815,0.342276774468937,0.14792231496815,0.0212471921406583
217,2,28209,0.327245456772529,0.148069145731414,0.0277403136985103
221,2,41245,0.253638434739327,0.147903353052574,0.0872424543978106
222,2,43214,0.202084424212135,0.150542312290373,0.180336683667371
223,2,47104,0.220399308325018,0.146248911204912,0.132701164989072
224,2,50915,0.113278970734511,0.148037440195441,0.444660841338685
225,2,55834,0.121526575190713,0.147333631614638,0.410019832744147
226,2,56422,0.130545999663178,0.147575722137469,0.376972643992666
227,2,57715,0.126926191479503,0.147097142930668,0.388792999113509
228,2,59046,0.117066360510222,0.147865876481409,0.42906355645455
229,2,59191,0.0924616690445417,0.147067401059569,0.529950317199147
230,2,59383,0.0924532937428115,0.147109816770392,0.53010612467322
231,2,59477,0.0923866080435713,0.149325852267691,0.5365187553279
233,2,60471,0.0995165235601257,0.14729513406312,0.499720041796304
234,2,60478,0.109142517659139,0.147444138971064,0.459652720932492
235,2,60786,0.143629896330826,0.147117417602581,0.329587210595923
236,2,61035,0.134426094358389,0.147131417954894,0.361526265959599
237,2,61071,0.147640912484451,0.14642633679236,0.31400360258748
238,2,61675,0.12835705579675,0.146900426093907,0.382838028767956
240,2,62939,0.0897506495211227,0.146727261396393,0.541140898422872
241,2,63527,0.0964052935536569,0.1472666967653,0.513131884833074
242,2,63857,0.0541261768922874,0.147362181703425,0.713615113777236
243,2,65527,0.031912992838853,0.146894594903661,0.828138279439033
247,2,67976,0.0063072186053944,0.149019960628911,0.966263819504291
