SNP,Chr,Pos,Effect,SE,ERG27_ACF2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0327734413313361,0.162361102023299,0.840146159003235
9,1,27272,0.0572964569589649,0.15990295870464,0.720317901322793
16,1,27843,-0.0496053403214054,0.156125664333183,0.750879884122191
17,1,27848,-0.0496053403214054,0.156125664333183,0.750879884122191
18,1,28495,-0.0457832415310061,0.156131500577374,0.769514740121793
19,1,28975,-0.0507345039026906,0.155083231159126,0.74375309856803
26,1,31435,-0.0849498947276493,0.154629697198335,0.583094583397851
29,1,36146,-0.195609289779593,0.153545545898229,0.203519382408713
31,1,37409,-0.154182036846554,0.154512448193763,0.319029998917736
32,1,37478,-0.136431602579781,0.154692888482212,0.378403259239228
33,1,39144,-0.0681761382046882,0.154113835013616,0.658488643407194
34,1,41499,-0.12058850338109,0.153594909840748,0.432917186341225
37,1,51248,-0.182910479873569,0.154076034618691,0.235968980079247
38,1,51462,-0.207162712725657,0.154198922593301,0.179980547981747
39,1,52124,-0.188637356287975,0.15405647230022,0.221591925855367
40,1,52667,-0.232013174383608,0.153640405752631,0.131911159671127
42,1,59265,-0.106398879896433,0.153953996123771,0.489951727339111
43,1,60165,-0.0198544135401368,0.153938071696938,0.897449595415581
44,1,62308,-0.164861556194396,0.15352183767716,0.283617200964874
45,1,62869,-0.180482558575986,0.15345270640401,0.240329695734665
49,1,66841,-0.129480001745433,0.153671094723031,0.400034581611357
50,1,66948,-0.151316285448889,0.154559902364396,0.32824360385229
51,1,68621,-0.360151772008827,0.153155384676411,0.0192446974495011
52,1,69417,-0.248259427569847,0.153373562318673,0.106413834635138
56,1,74327,-0.109388718649064,0.154678522795996,0.479908522733743
57,1,74572,-0.104956017264909,0.154274858604298,0.496748852286682
58,1,75211,-0.10456796915541,0.153994008045288,0.497557983654733
59,1,76030,-0.0930124822716945,0.154015006826525,0.546285854585845
60,1,80108,-0.0666518456054812,0.154017265457656,0.665456551616944
61,1,81262,-0.186800875145602,0.153678592437201,0.224976476104812
62,1,81999,-0.185618779486503,0.154059513806037,0.229067907012531
63,1,82431,-0.167231677593346,0.154851139217884,0.280901205787444
64,1,83284,-0.064753422024355,0.153939474735802,0.674272415500292
65,1,83613,-0.0537461052102564,0.153934505644072,0.727185498790964
66,1,84112,-0.0706564264206004,0.153932119796694,0.646509284080402
68,1,84858,-0.0277839358339325,0.154405542788869,0.857301891946369
69,1,85751,-0.106447052302696,0.154943751831565,0.492530975763403
70,1,87445,-0.110631288193309,0.155263443546617,0.476601656497398
71,1,87467,-0.152982070566994,0.155976070457188,0.327360754767944
72,1,89070,-0.0839202519326526,0.155146637222873,0.588911290179774
73,1,89616,-0.0859797641400829,0.154308120815373,0.577747099236312
74,1,89679,-0.0666971833924652,0.154354696334911,0.665930114594008
75,1,89880,-0.0598526969068397,0.154401773105331,0.698514207999965
76,1,91472,-0.0031471528047366,0.155580877338153,0.983872598411503
77,1,93789,-0.0161350503380811,0.15397565579674,0.916602262390133
78,1,94351,-0.127986833328251,0.154232931919274,0.407196758922544
79,1,99148,-0.0544296259667982,0.153950795694399,0.723885638587939
82,1,106800,-0.0962708535173402,0.154100584319425,0.532553587781894
83,1,107970,-0.0836673087210347,0.153664439540871,0.586454557206397
84,1,109000,-0.0900087045661372,0.15392534106841,0.559085620242187
