SNP,Chr,Pos,Effect,SE,ERV25_ORM2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0573965999999468,0.12448702495353,0.645035973900119
9,1,27272,0.0542207675082975,0.122620472626948,0.658627107116845
16,1,27843,-0.0266703355133738,0.119743966474933,0.823876016635569
17,1,27848,-0.0266703355133738,0.119743966474933,0.823876016635569
18,1,28495,-0.0326927800325157,0.119741676680117,0.784991672286684
19,1,28975,-0.0388087475006098,0.118935894732431,0.744390974078932
26,1,31435,-0.0480839391731097,0.118611057817256,0.685435188791385
29,1,36146,-0.131735129314865,0.117818464298978,0.264276279233971
31,1,37409,-0.0671043385074128,0.118611307231921,0.571923225558903
32,1,37478,-0.0951240797825764,0.11865911439489,0.42328986673791
33,1,39144,-0.170683729016813,0.117875561222016,0.148504823244688
34,1,41499,-0.158311585477058,0.117595693433827,0.179090181505887
37,1,51248,-0.229354396300939,0.117768021927355,0.0522661502058981
38,1,51462,-0.203368924405671,0.118064409765448,0.0858502692728494
39,1,52124,-0.203294613864999,0.117903548544713,0.0855390521574616
40,1,52667,-0.177601711838901,0.117830698782993,0.132637943061761
42,1,59265,0.0244885101160608,0.11814243478486,0.835911068598468
43,1,60165,0.0290871516179982,0.118050191396649,0.805518547114671
44,1,62308,-0.0811634455675664,0.117851354587833,0.491468624011955
45,1,62869,-0.0667316853551979,0.117862186154641,0.571628454965268
49,1,66841,-0.0179808352805365,0.117967380815563,0.878941113186191
50,1,66948,-0.0542886876130339,0.118660090488673,0.647582888359228
51,1,68621,-0.197673980258795,0.117905229266934,0.0945158827874738
52,1,69417,-0.0935682052905592,0.117955257367436,0.428164058932294
56,1,74327,0.00117063095278358,0.118709413056472,0.992137506948918
57,1,74572,0.0148848157691231,0.118390736378015,0.900020246493096
58,1,75211,0.0492353774941887,0.118148508299649,0.677133219892759
59,1,76030,0.0736047325440182,0.118112614679454,0.533572473111571
60,1,80108,0.0245081968932341,0.118142423221435,0.835781024383474
61,1,81262,0.0173574828552667,0.118101344764574,0.883238744554872
62,1,81999,0.00369934058051569,0.118393223346633,0.97509083924808
63,1,82431,-0.0568234768486306,0.118915375937883,0.633054143250257
64,1,83284,0.0920386159573891,0.117986569329993,0.435868248442251
65,1,83613,0.126055857253463,0.117884437176275,0.285657406952815
66,1,84112,0.102023077135557,0.117963306100072,0.387696784068946
68,1,84858,0.152151596817966,0.118144281390346,0.198643309121269
69,1,85751,0.141837272446673,0.118668361256551,0.232795303675904
70,1,87445,0.107886708781415,0.119021171862282,0.365316175728915
71,1,87467,0.0633690366274687,0.119735921576381,0.59697163233839
72,1,89070,0.0511852530113849,0.119002548978106,0.667371564631124
73,1,89616,0.095386222770052,0.118284484297559,0.420547322113451
74,1,89679,0.0752517517666891,0.118340619980698,0.525259420674439
75,1,89880,0.0670739786182859,0.118384565691088,0.571361615628232
76,1,91472,0.05308946655729,0.119284060496898,0.656543713263366
77,1,93789,0.0097560416265712,0.118087079644785,0.934202631594901
78,1,94351,-0.0438319457036096,0.118376022171094,0.711398006543367
79,1,99148,-0.0707671522946354,0.11802813677967,0.549171712539495
82,1,106800,0.0385833434251492,0.118229675182694,0.744358783120126
83,1,107970,0.0485609034934752,0.117868848804798,0.680596089552447
