SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.101057751307286,0.108865119801462,0.353894550804111
9,1,27272,0.0119934301539284,0.107359115465594,0.911114307814774
16,1,27843,0.0403493135184482,0.104798811173039,0.70045676855584
17,1,27848,0.0403493135184482,0.104798811173039,0.70045676855584
18,1,28495,0.0492180953992191,0.104789772137359,0.63887069029414
19,1,28975,0.0584246514372722,0.104075386718966,0.574902500228462
26,1,31435,-0.0117416490604129,0.103844083446821,0.910039344467397
29,1,36146,-0.0851852981946662,0.10321095227936,0.409729563175952
31,1,37409,-0.0224427539590848,0.10386220693539,0.829048634473306
32,1,37478,-0.0506088478281642,0.103923462760223,0.626573383511109
33,1,39144,-0.0433880190368661,0.10345820709338,0.675195538584786
34,1,41499,0.0356144843203478,0.103179524827608,0.730172095480671
37,1,51248,0.062065460879838,0.103583528052755,0.549435383564203
38,1,51462,0.0540604324770824,0.103736824398608,0.602602561957811
39,1,52124,0.0467231525811942,0.10360634885509,0.652289469653198
40,1,52667,0.1193144679364,0.103275035123855,0.248745752410616
42,1,59265,0.00216005029453653,0.103417836495954,0.983347891278029
43,1,60165,0.00632752139656779,0.103339202066109,0.951210211933103
44,1,62308,-0.0863455129008406,0.103123746624336,0.402990465884051
45,1,62869,-0.0225557812054707,0.103206152631008,0.827126323524296
49,1,66841,0.0633145091553597,0.103206776262041,0.539959110953209
50,1,66948,0.0353517432082554,0.103878468508409,0.73381926717254
51,1,68621,0.0664503084061019,0.103553672061293,0.521484963623722
52,1,69417,0.0391386603564753,0.103318752553375,0.705053221649868
56,1,74327,0.0268873915262025,0.103898049879388,0.795950964017165
57,1,74572,0.0888471360213354,0.103523320356542,0.391346134377516
58,1,75211,0.0456895595088257,0.10341377005604,0.658894980129857
59,1,76030,0.131399912320783,0.103205666190261,0.203790181869747
60,1,80108,0.0507373778523965,0.103382636555481,0.623892147669129
61,1,81262,-0.0913327753339554,0.10326444788614,0.377052562357944
62,1,81999,-0.053298179155011,0.103592435238297,0.607225292384854
63,1,82431,-0.0569641629170558,0.104077680247384,0.584502342122838
64,1,83284,-0.0602644725132087,0.103314373803775,0.560056034404296
65,1,83613,-0.0124680129356994,0.103350633014079,0.904046409999727
66,1,84112,0.0226031247230736,0.103357152273174,0.827018302669274
68,1,84858,0.0235348438604107,0.103648309930822,0.820505087859296
69,1,85751,-0.0532550749323495,0.104043328549716,0.609072704556035
70,1,87445,-0.0498606303571223,0.104268186917302,0.632806714958856
71,1,87467,-0.0168746740141211,0.104844132191935,0.872224769835308
72,1,89070,-0.0155433108620737,0.104188484022226,0.88149321237258
73,1,89616,-0.0322939928198864,0.103617013753591,0.755477681834972
74,1,89679,-0.0270884131679674,0.10363436363802,0.793948468841995
75,1,89880,-0.0438041869770881,0.103644433711007,0.672815943198086
76,1,91472,-0.0373909124711872,0.104421215312328,0.720499163452989
77,1,93789,-0.0856774231986617,0.10326351378116,0.407270865931086
78,1,94351,-0.0733639867314042,0.103562602190569,0.479162977162711
79,1,99148,-0.0998563946431253,0.103227423346827,0.334034535254873
82,1,106800,-0.0788121769964695,0.103418543394756,0.446527051639414
83,1,107970,-0.0689707368006922,0.10313162321102,0.504083006854885
84,1,109000,-0.0564440879949261,0.103335142593238,0.585257334047436
85,1,112549,-0.112076551542095,0.103089334219196,0.277699515770076
86,1,112742,-0.100992574234882,0.103524629854116,0.329959759115956
87,1,113050,-0.0936856957374113,0.10336949552195,0.365385463729331
88,1,113135,-0.104222725266167,0.103076942351679,0.312653559347929
89,1,114076,-0.129716219405577,0.102994956594514,0.208702673997843
90,1,114628,-0.129121719629967,0.103258795864263,0.211957246900533
91,1,116283,-0.0623557181808959,0.104009891558192,0.549212643644504
93,1,127853,-0.126455431273508,0.103650782253458,0.223273907541244
94,1,128302,-0.163638951160448,0.103102879702407,0.113375697052406
95,1,128704,-0.129207842285249,0.103344532740744,0.212031666877573
96,1,128911,-0.0958934419493815,0.10345874087726,0.354624096358162
97,1,130267,-0.0448735733913871,0.103507906386193,0.664896050270359
98,1,130271,-0.045151326657662,0.103630480306042,0.663324022346078
99,1,130613,-0.0273809743542545,0.104616872512081,0.793685203214836
100,1,132012,-0.159692740563266,0.104058391409814,0.125766692387889
101,1,133231,-0.191248934732645,0.103163111547707,0.0645946450127958
102,1,137074,-0.1048647861016,0.103366076830705,0.311039522842111
103,1,137304,-0.0883777612442394,0.10344574341889,0.3934964447599
104,1,139686,-0.172510728217392,0.103281386105152,0.0957467342560279
105,1,149562,-0.128698978695328,0.103699274505641,0.215400730438564
106,1,150447,-0.125742783087735,0.10486468536562,0.231295059784646
108,1,154084,-0.165685603464007,0.10503311906523,0.115585277361429
110,1,157269,-0.0879857179524177,0.103383683902296,0.395312958359934
111,1,160054,-0.107637911047103,0.104315730871389,0.302850057604894
112,1,166222,-0.10734185774585,0.103542719745481,0.300589275096327
113,1,166416,-0.107172284510946,0.103332370039574,0.300370849747231
114,1,167326,-0.104826035472818,0.103928124148054,0.313838317487524
115,1,168836,-0.108204183242416,0.103424335804178,0.296177219662094
116,1,171200,-0.102089069253552,0.103597284754157,0.325082171946677
117,1,171431,-0.065350585371422,0.104329371413584,0.531465827666377
118,1,173339,-0.0744827563696236,0.103499657386499,0.472221286251043
119,1,173845,-0.0499588329071011,0.103455527442177,0.629464996135595
120,1,175121,0.00726786291808607,0.103283777581836,0.943940683957336
121,1,175281,-0.00569973607560914,0.103371846478347,0.95605956784992
122,1,175315,-0.00145940247274279,0.103339721651281,0.988740326392506
123,1,175523,0.00104098778079093,0.103925253684714,0.992013624176731
124,1,175541,-0.00358895834317952,0.103500952610278,0.972358011208579
125,1,175653,0.0284029207130648,0.103817634304129,0.784563763767101
128,1,175856,0.00459801310780145,0.105542441034444,0.965275355499191
129,1,175876,-0.00661497388690369,0.103924672062406,0.949283654738656
130,1,175989,-0.026712114256208,0.104212086487611,0.797849570974641
131,1,176001,-0.0355717449594123,0.104747741541813,0.734363962082759
133,1,177692,-0.00241831866352143,0.103339670684718,0.981343112527554
134,1,178191,-0.00399236549594834,0.103442140270595,0.96923498229666
135,1,178224,-0.00241831866352143,0.103339670684718,0.981343112527554
136,1,178960,0.00490592780699917,0.104164782123647,0.96246194710693
140,1,183802,-0.0151479898464653,0.103349618691346,0.883554825982815
