SNP,Chr,Pos,Effect,SE,PMC1_CTR2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0273374501132901,0.178733376881142,0.878524301132829
9,1,27272,-0.0103853501963755,0.176054172824758,0.952993839110111
16,1,27843,0.0878274270820412,0.171825940483404,0.609571283195611
17,1,27848,0.0878274270820412,0.171825940483404,0.609571283195611
18,1,28495,0.105175351104522,0.171801122407156,0.540804554512849
19,1,28975,0.10190340549239,0.170657130557855,0.550807642237297
26,1,31435,-0.0458904231065615,0.170273399576509,0.787694540650559
29,1,36146,-0.187736753281846,0.169117890656726,0.267714144650427
31,1,37409,-0.0885677727642153,0.170263572394566,0.603263917697705
32,1,37478,-0.0921416147288743,0.170404681799589,0.589040014230044
33,1,39144,-0.0061067002651291,0.169697004870005,0.971313938619079
34,1,41499,-0.0360618161678859,0.169215728293656,0.831363023166238
37,1,51248,-0.123785717487178,0.169819163002713,0.466529844391717
38,1,51462,-0.120523871179762,0.170056423194105,0.478960609256868
39,1,52124,-0.0685239745552974,0.16990778082085,0.686970988664541
40,1,52667,-0.129194974504376,0.169535162314289,0.446536541083454
42,1,59265,-0.07385653032278,0.169543395431363,0.663378550112207
43,1,60165,-0.0997804864012429,0.1693775693683,0.556170356840668
44,1,62308,-0.14653976226248,0.16909465613488,0.386742309388207
45,1,62869,-0.110444464065796,0.169151065435509,0.514223902258008
49,1,66841,0.0370501882604356,0.169321462165678,0.826920099790355
50,1,66948,-0.00690980038687361,0.170371764438583,0.96767184025591
51,1,68621,-0.206124216705514,0.169556062158852,0.22492302955832
52,1,69417,-0.0936639204914534,0.169387463792528,0.580643107984369
56,1,74327,-0.0069667417859941,0.170392087187532,0.967409468137652
57,1,74572,0.0193160267816537,0.169935741664907,0.909566666950981
58,1,75211,0.0511032136350354,0.169607259956726,0.763360691639384
59,1,76030,0.0836525098296035,0.169570625767164,0.62209355431526
60,1,80108,-0.0239957826319241,0.169584151484091,0.887557422022094
61,1,81262,-0.0110346644466929,0.169523830547243,0.948137505905964
62,1,81999,-0.0936777186462105,0.169865692372288,0.581652832146489
63,1,82431,-0.126703374600332,0.170610068490704,0.458188195445353
64,1,83284,-0.0893487408103894,0.169434099793441,0.598291375254655
65,1,83613,-0.0859297046165776,0.169420424864446,0.612332584169105
66,1,84112,-0.115340355552735,0.169389618289052,0.496370097342574
68,1,84858,0.0224549552593463,0.169975006050552,0.894974613151637
69,1,85751,-0.0677798809948912,0.170639736588154,0.691452357859547
70,1,87445,-0.0490679587789421,0.171018727950311,0.774345200985472
71,1,87467,-0.120415006516567,0.171814569216971,0.483862818845276
72,1,89070,-0.0728822695307144,0.170813940288453,0.669875167854258
73,1,89616,0.0141348576085848,0.16993718625295,0.933757982921838
74,1,89679,-0.0268554358303364,0.169954360667998,0.874534878561558
75,1,89880,-0.001522821900803,0.170003416029722,0.992858028224212
76,1,91472,0.0108989168081098,0.171264351425056,0.949294511891843
77,1,93789,0.0101883418212751,0.169499956948034,0.952103452602279
78,1,94351,-0.0405464727509681,0.169933217800937,0.811552361204147
79,1,99148,-0.00381613132324439,0.169500702678077,0.982050700478315
82,1,106800,-0.0873560035547942,0.169665766400906,0.606965313550219
83,1,107970,-0.0047654820264407,0.169226423396323,0.977550142495502
84,1,109000,0.000373277841271641,0.16952484675788,0.998244378117501
85,1,112549,-0.229042962295175,0.16889355359145,0.175922078773917
86,1,112742,-0.162861456193262,0.169771517600441,0.338065285545436
87,1,113050,-0.130865557855135,0.169563691907093,0.440762160535405
88,1,113135,-0.168758330446164,0.169035964229934,0.318789870490836
89,1,114076,-0.0278818818506613,0.169267932734823,0.869258340525476
90,1,114628,0.0153820406814116,0.169700697543688,0.927828327651939
91,1,116283,0.0436796890555327,0.170630704151599,0.798107960957115
93,1,127853,0.0501846268030553,0.170307871824752,0.768419168864371
94,1,128302,0.0629579004589035,0.169641465774313,0.710768327758861
95,1,128704,0.102062248207452,0.169756562510173,0.548074605024571
96,1,128911,0.188022816108114,0.169567202918487,0.268254288915421
97,1,130267,0.118991115341683,0.169663572507183,0.483555641235094
98,1,130271,0.121293219069481,0.169860608732834,0.475652672184458
99,1,130613,0.237038252165004,0.171107241192767,0.166829427388332
100,1,132012,-0.136407711146828,0.171053542721797,0.425722199257168
101,1,133231,-0.160515425307487,0.169777847037219,0.345078999186552
102,1,137074,-0.0565595340748154,0.169724206719703,0.739148124785749
103,1,137304,-0.112991797685014,0.16970337675816,0.505961397377567
104,1,139686,-0.0512466814080418,0.170011182193319,0.763263162899088
105,1,149562,-0.0591843352005306,0.170391848447964,0.728541002425382
106,1,150447,-0.0246791768439171,0.172306310524476,0.886191433619498
108,1,154084,-0.0432094760249295,0.172828368497893,0.802722115771408
110,1,157269,-0.0838353995057119,0.169648018562671,0.621491668384941
111,1,160054,0.0482653580361943,0.171299779961972,0.778292952877075
112,1,166222,0.0662105185534151,0.170015402943308,0.697186739456507
113,1,166416,0.0622250228991648,0.169674370204397,0.714038651738401
114,1,167326,-0.00905859443407947,0.170670374355375,0.957700940188928
115,1,168836,0.0358644102467055,0.169851527726991,0.832890873615772
116,1,171200,-0.103106622950097,0.17002809541707,0.544632746495683
117,1,171431,-0.171121379854556,0.170936210172176,0.317472278701838
118,1,173339,-0.121446275554414,0.169724439244808,0.474742449083182
119,1,173845,-0.115042432122186,0.169596192084144,0.498005978922368
120,1,175121,-0.1659862438583,0.169139640876983,0.327089195457905
121,1,175281,-0.154095667717452,0.169315640260255,0.36338609779048
122,1,175315,-0.156079977850923,0.169257065337018,0.357081471491314
123,1,175523,-0.141072197059894,0.170255476032926,0.407895624927238
124,1,175541,-0.15552392728216,0.169523465513379,0.35954986079747
125,1,175653,-0.17695483266282,0.170001813295714,0.298634493958413
128,1,175856,-0.162637099532365,0.172856726913998,0.347410762449427
129,1,175876,-0.151810108271771,0.170229309840748,0.373108846214208
130,1,175989,-0.162675796695744,0.170687740619752,0.341211399326709
131,1,176001,-0.158607793889268,0.171590211419862,0.355940447730699
133,1,177692,-0.124726559528012,0.169330727778499,0.461863681858893
134,1,178191,-0.135151148794747,0.169476476794435,0.425718509014791
135,1,178224,-0.124726559528012,0.169330727778499,0.461863681858893
136,1,178960,-0.145154012689293,0.170639460924368,0.395541876181343
140,1,183802,-0.160877317404345,0.169265706025362,0.342537736410687
141,1,183954,-0.122906363126035,0.170590645005099,0.47170915603746
142,1,184450,-0.0551734745492458,0.169195820150952,0.744547661529051
144,1,184718,-0.137069123429238,0.170026327839522,0.42069098154088
145,1,185296,-0.0888344393004041,0.169394833734493,0.600313950317553
146,1,185438,-0.048463536407965,0.169449177019815,0.775041041984528
147,1,185469,-0.0540187304009366,0.169689030851251,0.750415638104268
148,1,185503,-0.0529563542745945,0.169250970190219,0.754551616081659
149,1,185705,-0.0888224590036454,0.171101015433258,0.604000330579265
150,1,185749,-0.0667079019276811,0.17112948625525,0.696912490994482
151,1,185806,-0.109238535914426,0.171296223591578,0.524071262241945
152,1,185879,-0.107079243599328,0.172128742689022,0.534285524316111
153,1,185916,0.0132473865979205,0.172143296160691,0.938702483160432
154,1,185941,0.00520542464914847,0.172894405425407,0.975998304715211
155,1,185954,-0.0153580109691624,0.173397628177234,0.929473038342542
156,1,186055,-0.0446126321513354,0.16992226179684,0.79305267401171
157,1,186896,-0.0631408456236122,0.172692246047885,0.714862861604831
161,1,190132,0.22862680824537,0.169718742642612,0.178814619371933
162,1,190148,0.263086944242228,0.169628761125909,0.121807998503009
163,1,190165,0.223541716403324,0.17110045852039,0.192235204816304
164,1,190169,0.260429258947344,0.170738021772441,0.128075972207602
165,1,190933,0.0230013202812563,0.169906208770347,0.892391307019721
166,1,192149,0.16487843511459,0.171074823717506,0.335816165006035
168,1,192303,0.172976620691888,0.204007411482732,0.397071653029365
171,1,192795,0.177488933057105,0.169325644500803,0.29525873970496
173,1,194187,-0.0665381871268606,0.169692510270721,0.695213318158994
174,1,194867,-0.161710116712473,0.169418604514541,0.340483600315641
190,2,8314,0.287174611651433,0.171830848823988,0.0955558816361341
194,2,8498,0.22257643088136,0.171848829385569,0.196102010423702
195,2,8651,0.195974542963154,0.172102157438304,0.255596083187401
197,2,9812,0.136433258041302,0.17329034825325,0.431628591805781
198,2,9932,0.155481964729558,0.172560520567673,0.368187425634383
199,2,10135,0.134325538013345,0.171948667095042,0.435211064866343
200,2,11616,0.208439869594092,0.171556227785501,0.225180243827185
201,2,12133,0.196060785633045,0.172282259958004,0.255883614634199
202,2,12194,0.209602955042328,0.172905900397443,0.226232338832476
203,2,12359,0.181375937284953,0.172488907973729,0.293738050776454
204,2,13061,0.180207203672787,0.172479644813879,0.296829083820546
205,2,14298,0.165142716556593,0.173068027760809,0.340631849658577
206,2,15222,0.218677217051044,0.174593404599427,0.211218993566519
207,2,17986,0.181960869436318,0.171641556073687,0.289814230213691
208,2,19770,0.183338870062201,0.172827913343058,0.289498116038755
209,2,19836,0.195184847499433,0.172314724690399,0.258099392320567
210,2,19851,0.187365615996097,0.17284558278409,0.279102040139435
211,2,21595,0.156388775435027,0.172216918345421,0.364449232279049
212,2,22385,0.163802532789425,0.172360748831239,0.342586129053497
213,2,23441,0.198783009307522,0.173935816903608,0.253874287115441
214,2,24209,0.237534182386994,0.172359398491604,0.169035107875052
215,2,24341,0.217310219094892,0.172844671707143,0.209491670852815
216,2,26815,0.292265158964685,0.172322951739563,0.0907615657699557
217,2,28209,0.21942971211869,0.172687375150417,0.204680698124037
221,2,41245,0.108709135008748,0.172320845189605,0.52854481889702
222,2,43214,-0.0176032782270688,0.175210826182976,0.92002893068777
223,2,47104,0.156526936942541,0.170124950333276,0.358164259550252
224,2,50915,0.0747165783377018,0.171956365375334,0.664184384813427
225,2,55834,0.00793103973689335,0.171207031150205,0.963077995419383
226,2,56422,0.0752135198293281,0.171466911741526,0.661185364954018
227,2,57715,0.0649244041164994,0.170913323684231,0.704272267896056
228,2,59046,0.0743391464156736,0.171767465179528,0.66543203662357
229,2,59191,0.0798120556652349,0.170776464064695,0.640539204599243
230,2,59383,0.0911344640568493,0.170809626248366,0.593992789519783
231,2,59477,0.0867854127294883,0.173388059779867,0.617015933032051
233,2,60471,0.0764911023235237,0.171060191821412,0.6550345097817
234,2,60478,0.0828745298080429,0.171247088681747,0.628723507189544
235,2,60786,0.0982783537979924,0.170942205184013,0.565710605113725
236,2,61035,0.127171972262357,0.170875877050778,0.457228862900099
237,2,61071,0.121332156043505,0.17011158097175,0.476162064604045
238,2,61675,0.0522865715851935,0.170701521994659,0.7595537161541
240,2,62939,0.160446022653366,0.17021501862235,0.346526141904419
241,2,63527,0.148841694260407,0.170885308148482,0.384344219537444
242,2,63857,0.143800776917009,0.170937369227671,0.400778331748223
243,2,65527,0.0535269374956669,0.17052071534237,0.753780248106464
247,2,67976,0.16131195239178,0.172787754145058,0.351156449359944
250,2,72389,0.215520993776635,0.171550976756754,0.209834822050993
251,2,72392,-0.00539776486223298,0.17310293601217,0.975141699108157
252,2,73646,0.177907320466561,0.169289609594122,0.294021050446366
253,2,74564,0.252362816940509,0.168687381561185,0.135537115021714
254,2,74739,0.295641274962254,0.169046943957259,0.0811825086220864
257,2,80873,0.251093443717068,0.16965721263524,0.139763935208605
258,2,81501,0.295372404576554,0.16942660152489,0.0821405171884305
259,2,83526,0.286019088253971,0.169207037132503,0.09184382296552
260,2,83845,0.345436081035075,0.169055085074245,0.0417614140430221
263,2,84447,0.277670184733723,0.17158779057705,0.106504060644936
264,2,87391,0.310365793752279,0.168493193003701,0.0663126204369144
265,2,87562,0.330657999077621,0.168814572803252,0.0509343182227126
266,2,87849,0.326248277179664,0.168822716603238,0.0540987553293141
267,2,87878,0.31558623726761,0.169612985816671,0.0636284084785407
269,2,89785,0.259687884809458,0.169900374319573,0.127291052632461
272,2,93721,0.252440316660049,0.169414959637403,0.137098514409467
273,2,93952,0.202876575845304,0.169116433023347,0.23108893123869
274,2,95085,0.2956508811114,0.168966151297208,0.0810279751216529
276,2,107124,0.368043466328628,0.168647887526612,0.0297447094208205
277,2,111645,0.467844131706312,0.168055698195511,0.00566083485107586
278,2,111916,0.425532392713568,0.168778043870507,0.0121334578184763
279,2,111931,0.444629778357243,0.168901464573785,0.00884871669897977
280,2,111999,0.468786725158133,0.168097176866941,0.00557739999450407
281,2,114528,0.370770228249488,0.169773702843673,0.029626673391315
282,2,116024,0.412807854949176,0.169908450007598,0.0156140839205806
286,2,120090,0.16273111882228,0.170426593814702,0.340309090361341
287,2,120291,0.188848720055293,0.172305081463215,0.273819972526407
288,2,120726,0.162898219869119,0.171381625475155,0.342508608469639
289,2,121716,0.249370916156261,0.170891254268777,0.145389033454317
290,2,123100,0.161637538157058,0.171426611345811,0.346378742313015
291,2,124677,0.0603360996239917,0.171375820354834,0.724996662739209
293,2,127887,0.200200033366925,0.172251838228093,0.245918318950846
294,2,128935,0.173893450396798,0.172169360878556,0.31318042804061
295,2,129053,0.228547120579095,0.172514461830323,0.186094526436424
296,2,130040,0.210946839461097,0.173635737508541,0.225223295965049
297,2,130976,0.110168539423771,0.172481460629853,0.523414840545773
298,2,132199,0.174197821175342,0.17313290746102,0.315032195288189
299,2,133355,0.156727611366187,0.174354396567485,0.36931731222509
300,2,133435,0.148372474986929,0.174752689256827,0.396433005051197
302,2,135183,0.181593884405868,0.174760850691695,0.299469741622713
303,2,135402,0.202905967717844,0.174667932022215,0.246155628081207
304,2,135898,0.267215786823677,0.175353750195667,0.128437296709377
305,2,135912,0.257424850342731,0.175525582308892,0.143376673814819
306,2,135925,0.269365164733441,0.17467460961701,0.123946002570794
307,2,136002,0.226456087310584,0.174715597045064,0.195773598823874
