SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.00893486860165371,0.0521114259275184,0.86396268426553
9,1,27272,-0.00371363998126584,0.0513305872590516,0.942366332872074
16,1,27843,0.0323430061704884,0.0500868852318658,0.518868558373326
17,1,27848,0.0323430061704884,0.0500868852318658,0.518868558373326
18,1,28495,0.0230854041325239,0.0501022060117779,0.645250073350368
19,1,28975,0.0513628290553186,0.0497071466270006,0.302166830830304
26,1,31435,0.0171954199842788,0.0496419321817921,0.729256754872242
29,1,36146,-0.0128046172139172,0.0493896480633596,0.79558799555831
31,1,37409,-0.00300941572645788,0.0496611599220559,0.951712877831177
32,1,37478,0.000611174857695795,0.0497040985315542,0.990196192132738
33,1,39144,-0.0471844074664215,0.049413519340343,0.340287466587251
34,1,41499,-0.0169725279968182,0.0493317872706877,0.731014653946482
37,1,51248,-0.0522663223653884,0.049471920290127,0.291469351930277
38,1,51462,-0.0453808802031127,0.0495584365948852,0.360447050092779
39,1,52124,-0.0832263722338651,0.0493516710907988,0.0926034292958248
40,1,52667,-0.095601527527912,0.0492082813187306,0.0528359317897296
42,1,59265,-0.0373623115856643,0.0494056997354821,0.450012779036198
43,1,60165,-0.037147177807812,0.0493687648456739,0.452286192414394
44,1,62308,-0.0261170064338712,0.0493344217288277,0.596869698315125
45,1,62869,-0.0345485999857795,0.0493135307468525,0.484020007527881
49,1,66841,-0.02176458160061,0.0493574678838117,0.659513175940041
50,1,66948,-0.0250737345474577,0.0496561258601819,0.613910824583315
51,1,68621,0.00417120308843738,0.0495389902927745,0.932944825691278
52,1,69417,-0.0219468288010224,0.049394529641415,0.657085684284147
56,1,74327,-0.0580888378471765,0.0495836844901698,0.242175422251818
57,1,74572,-0.0618840051515444,0.0494381196060057,0.211490971850233
58,1,75211,-0.0438963245975584,0.0494021824109005,0.374849867073892
59,1,76030,-0.0204046300396092,0.0494454727202514,0.680099421644702
60,1,80108,-0.102020070796049,0.0491466477945663,0.0386331915704312
61,1,81262,-0.126114688433344,0.0489691030086838,0.0104189693229419
62,1,81999,-0.113834711016725,0.04917588126423,0.0211943404511346
63,1,82431,-0.125965845000017,0.0493287318472901,0.0110812339649701
64,1,83284,-0.0970671489021464,0.0491492197095363,0.0490528772021775
65,1,83613,-0.0964211475029152,0.0491473463897641,0.0505619977731667
66,1,84112,-0.0780289092910961,0.049245194682403,0.11397586985131
68,1,84858,-0.0939028425224771,0.0493068267771008,0.0576630696236077
69,1,85751,-0.0897684810003119,0.0495332878762925,0.0707915174366506
70,1,87445,-0.0650882868869053,0.0497479078945241,0.191601702555685
71,1,87467,-0.0742718120979796,0.0499733384612457,0.138111189046696
72,1,89070,-0.0671010846231141,0.0496875146929794,0.177733062696375
73,1,89616,-0.0698573498441612,0.0494080153256041,0.158276385413518
74,1,89679,-0.0556682552778794,0.0494653350417233,0.261184431450613
75,1,89880,-0.0735223921145871,0.0494118373534419,0.137656555943377
76,1,91472,-0.0832106830516086,0.049737678122444,0.0952150184719165
77,1,93789,-0.0425772017875801,0.0493680224726255,0.389028236249981
78,1,94351,-0.0575496687456055,0.0494553059103964,0.245343606614674
79,1,99148,-0.0616400467318956,0.0493109892618481,0.212117904605081
82,1,106800,-0.0214328036828018,0.0494735190917889,0.665121219795638
83,1,107970,-0.0316857671502725,0.0493112272218701,0.520922218051362
84,1,109000,-0.0447991973383806,0.0493694642722753,0.364799936235656
85,1,112549,-0.0174674980456192,0.0493623055541839,0.723652747882719
86,1,112742,-0.0296415442254453,0.0495382938279153,0.549986022764841
87,1,113050,-0.0513668679810023,0.0494044398872102,0.299180829395864
88,1,113135,-0.0506973714587472,0.0492801823253043,0.304297885448783
89,1,114076,-0.0316372341804077,0.0493252674017472,0.521678958840832
90,1,114628,-0.0163862870060458,0.0494711711177515,0.740668050046672
91,1,116283,-0.00266438894464582,0.0497538526057505,0.957322863388361
93,1,127853,0.0157808910113197,0.0496543147686982,0.750813114526013
94,1,128302,0.0295523000613709,0.0494456496492167,0.550441757244093
95,1,128704,0.0214125146188929,0.0495067893329011,0.665630004505612
96,1,128911,0.0288732522670668,0.0495015375960076,0.560077340917022
97,1,130267,-0.0105821655949775,0.0494987060723466,0.830836815300958
98,1,130271,-0.0128404300329106,0.0495559503222388,0.795701592009661
99,1,130613,-0.0479129484833421,0.0499587605076133,0.338189969318876
100,1,132012,0.00370108956236914,0.0499172353070804,0.940937385972306
101,1,133231,-0.031869315122312,0.0495343755633985,0.520396747283699
102,1,137074,-0.0506895897593291,0.0494193312035565,0.305733628583285
103,1,137304,-0.0422117300174673,0.0494591206558852,0.393979103429608
104,1,139686,-0.0374610597396078,0.0495350757956571,0.450001787228782
105,1,149562,-0.0120629253169361,0.0496841366330681,0.808307319582079
106,1,150447,-0.00446561826880043,0.0502388779364188,0.929221566862918
108,1,154084,-0.0257719353638742,0.0503759821222839,0.609256647223733
110,1,157269,-0.0213383446709998,0.0494669937270975,0.666466091376801
111,1,160054,-0.0531002577915448,0.0498701099060046,0.287707243205224
112,1,166222,-0.0554446035501758,0.0494927866429644,0.263366173490133
113,1,166416,-0.0540656566686914,0.0493962814182037,0.274469354245032
114,1,167326,-0.0451360812057144,0.0497031783759447,0.364438285869917
115,1,168836,-0.0325034952211535,0.0494951616571764,0.511801420127616
116,1,171200,-0.0316666674342631,0.0495709090479411,0.523357195475265
117,1,171431,-0.0258012666039605,0.049890310433551,0.605368446588926
118,1,173339,-0.0264754822408457,0.0495010267545066,0.593092298196918
119,1,173845,-0.025258528935535,0.0494617629525372,0.609902902170999
120,1,175121,-0.00800079944944546,0.0493800883565196,0.87137901693234
121,1,175281,-0.0121885193776436,0.0494196403352691,0.805335542403049
122,1,175315,-0.0201676569157601,0.0493966782472292,0.683315941587902
123,1,175523,-0.0279960034431156,0.0496659372766902,0.573325620740354
