SNP,Chr,Pos,Effect,SE,SNA4_VAC8_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0483558420778438,0.09492480192439,0.61078169690086
9,1,27272,0.0643233110514458,0.0934709302379846,0.491801596836938
16,1,27843,-0.048589631058249,0.0912839420037226,0.59485925369913
17,1,27848,-0.048589631058249,0.0912839420037226,0.59485925369913
18,1,28495,-0.000581064652595664,0.0913220423852947,0.994926841973566
19,1,28975,-0.0755416709490852,0.0906224624788097,0.405077659186115
26,1,31435,-0.0663045525126414,0.0904024186869787,0.463778244874314
29,1,36146,-0.0855182606689512,0.0898895995655854,0.342067558815759
31,1,37409,-0.0256112556196026,0.0904811412239402,0.777299607987213
32,1,37478,-0.0468116986192821,0.0905349217587754,0.605440307173434
33,1,39144,-0.0552453438476436,0.0901079454933631,0.540203835642533
34,1,41499,-0.0950965168353234,0.0897632488100988,0.290135259193319
37,1,51248,-0.135130833068754,0.0900015962086185,0.134139077628226
38,1,51462,-0.143314855834464,0.0900885962216692,0.112544917212474
39,1,52124,-0.140082423286619,0.0899801470191263,0.120410526160207
40,1,52667,-0.16829741986046,0.0896976579540255,0.0614424988872682
42,1,59265,-0.0263136459796296,0.0900874561982662,0.770389392933645
43,1,60165,-0.0558586915062341,0.0899811549025552,0.535143595791401
44,1,62308,-0.118864486347494,0.0897084379189894,0.186025198917024
45,1,62869,-0.103668494210862,0.0897504987985245,0.248841281550904
49,1,66841,-0.103044704414439,0.0897949912121234,0.25192938926085
50,1,66948,-0.110333926097389,0.0903237357964462,0.222697328554781
51,1,68621,-0.180797348898907,0.0897548575080459,0.0447312766077427
52,1,69417,-0.156313524006484,0.089645018908579,0.0820829292396814
56,1,74327,-0.0553537780772494,0.0904772822364256,0.541065546971586
57,1,74572,-0.0455518876596552,0.0902516710940075,0.614069933779771
58,1,75211,-0.0648758218151921,0.0900534741549405,0.471746639163245
59,1,76030,-0.0520998969522869,0.0900769773133907,0.563367606243951
60,1,80108,-0.123509881449291,0.089858204069359,0.170159204545786
61,1,81262,-0.140067701503934,0.0897552051857406,0.119525435196129
62,1,81999,-0.179013399761034,0.0897800699178541,0.046930847822736
63,1,82431,-0.155192766058317,0.0903347534058671,0.0866782568190651
64,1,83284,-0.159510387538598,0.0896504195729704,0.0760593613513699
65,1,83613,-0.132648836146518,0.0897643721942821,0.140367735401049
66,1,84112,-0.133466324696604,0.0897708935078004,0.137975088643478
68,1,84858,-0.0465739120926645,0.0902716417395783,0.606225802601237
69,1,85751,-0.154784365950829,0.0903018325419796,0.0873922440761882
70,1,87445,-0.157384226887361,0.0904816073480189,0.0828350908215953
71,1,87467,-0.170920052537339,0.0908901050082456,0.0608612569100781
72,1,89070,-0.188925626665745,0.0902138635953828,0.0369551143077254
73,1,89616,-0.127750616771708,0.0900278253182819,0.156777698149775
74,1,89679,-0.165058983615531,0.0898672743914886,0.067095230146716
75,1,89880,-0.135379473987304,0.0900306586408101,0.133551681639552
76,1,91472,-0.117894355824062,0.0907723313004329,0.194863156402361
77,1,93789,-0.131927539158117,0.0897773368788139,0.142588645228836
78,1,94351,-0.132706531238333,0.0900118145000782,0.141285759016284
79,1,99148,-0.135831667640382,0.0897608424609654,0.131107910566242
82,1,106800,-0.122116183248829,0.0899384393067703,0.175402307844269
83,1,107970,-0.127761713028976,0.0896483041403385,0.154999233982327
84,1,109000,-0.122439092565496,0.0898282043129556,0.173739898283896
85,1,112549,-0.124340264613205,0.0897185761731388,0.166654731933871
86,1,112742,-0.0805223966995484,0.0902110732045841,0.37267953330579
87,1,113050,-0.118148505558237,0.0899413239478718,0.189828037978315
88,1,113135,-0.139882657773795,0.0896225285556675,0.119467471658474
89,1,114076,-0.0329097877138805,0.0899141842261113,0.714574397910852
90,1,114628,-0.0670897757036689,0.0900880134436622,0.456940323644243
91,1,116283,-0.0753707898333985,0.0905714112634759,0.405875734399362
93,1,127853,0.00487572803178837,0.0904910368456053,0.957060626255924
94,1,128302,0.0293858879641682,0.0901302479860023,0.744588781695707
95,1,128704,0.0160176438949121,0.0902295216819062,0.859200912575274
96,1,128911,0.0325849512414612,0.0902268690391555,0.718207355643215
97,1,130267,-0.0265929175599764,0.0901896533566295,0.768277579455054
98,1,130271,-0.0204852958665297,0.0903012332911726,0.82066772650719
99,1,130613,-0.0180344461741487,0.0911466830837299,0.843267087568181
100,1,132012,-0.0586955407596158,0.0909045936526165,0.518904227286519
101,1,133231,-0.0618432625939357,0.0902528174833617,0.493653223871635
102,1,137074,-0.0499973465431547,0.0901451080803046,0.579497740629256
103,1,137304,-0.051462366338089,0.0901741336317317,0.568566209437992
