SNP,Chr,Pos,Effect,SE,PMC1_CTR2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0755182442120976,0.0650490419069507,0.246449461190971
9,1,27272,-0.104430356899406,0.0639532693577263,0.10337814439852
16,1,27843,-0.0156057414497685,0.0626699879047179,0.80349431533272
17,1,27848,-0.0156057414497685,0.0626699879047179,0.80349431533272
18,1,28495,-0.0108308455763576,0.0626738557350394,0.86289760378047
19,1,28975,-0.039019772736253,0.062222901023284,0.531001260801883
26,1,31435,-0.0562777422596513,0.0620203098602665,0.364809955299902
29,1,36146,-0.0732750399457666,0.0616491863908874,0.235403652864777
31,1,37409,-0.0525898233602017,0.0620433118415972,0.397217943932271
32,1,37478,-0.0636595721413666,0.0620673951651853,0.305757777796493
33,1,39144,-0.0409819461650295,0.0618376992801815,0.507933411884935
34,1,41499,-0.055702131403553,0.0616332626227913,0.366735105310801
37,1,51248,0.02281575306089,0.0619552702028276,0.7128988445048
38,1,51462,0.0235371114442241,0.0620385508934561,0.704622741535472
39,1,52124,0.0312069543221539,0.0619449055715858,0.614726265490219
40,1,52667,-0.0229465982859778,0.0618558032472349,0.71088299468106
42,1,59265,0.0745641884926761,0.0617091638403621,0.227734444728889
43,1,60165,0.0583583011104886,0.0617118013694454,0.344969541025916
44,1,62308,0.0458475242442748,0.0616737084428112,0.457740990821497
45,1,62869,0.0617114427912736,0.0616267449854274,0.317331775550573
49,1,66841,0.132896199286918,0.0613367964362299,0.0309290491316095
50,1,66948,0.114502645865381,0.0618225647850329,0.0648436772280877
51,1,68621,0.0775608057033162,0.061816246447783,0.210417996394688
52,1,69417,0.0457698783190992,0.0617418801907241,0.458998320283289
56,1,74327,0.00335189217961585,0.0621293807491627,0.957005364641457
57,1,74572,0.0087670393618893,0.0619624710144436,0.887563961612866
58,1,75211,0.0106163320369779,0.0618486916215728,0.863811000993259
59,1,76030,0.0452278297275259,0.0618044105168404,0.46478248245682
60,1,80108,-0.0601721925994828,0.0617536571812935,0.330529791704345
61,1,81262,-0.0955538388259929,0.0616036927659932,0.121772408411663
62,1,81999,-0.0709628739032743,0.0618490099202524,0.252011266961398
63,1,82431,-0.0694721766336108,0.0621476474983996,0.264388306265794
64,1,83284,-0.0718736301390204,0.0616860082274056,0.244743852130243
65,1,83613,-0.047532714103976,0.0617458939451119,0.441926404801987
66,1,84112,-0.0413587087749512,0.0617652971166012,0.503543683657883
68,1,84858,-0.010146907345451,0.0619765899327454,0.870043997560374
69,1,85751,-0.0370045825839307,0.0622025188099631,0.552288187455823
70,1,87445,-0.0353790931097118,0.0623368158167311,0.570703149288819
71,1,87467,-0.0333581813273967,0.062666588757974,0.594844759066901
72,1,89070,-0.0401314580902414,0.0622627395968138,0.519637371097653
73,1,89616,-0.0233324531458031,0.0619517823131807,0.706680227637576
74,1,89679,-0.0319214425204111,0.061948780572666,0.606674549693842
75,1,89880,-0.0442570651787734,0.0619430044735582,0.475402344318177
76,1,91472,-0.0403924030407281,0.0624108813711644,0.51792231483178
77,1,93789,-0.0221511621664047,0.0617932653846664,0.720204319977766
78,1,94351,-0.0408055828907231,0.0619290980996578,0.510384363029125
79,1,99148,-0.0190660836964867,0.0617961800526793,0.757859737971349
82,1,106800,-0.0554105500476137,0.0618175680686511,0.370673498286157
83,1,107970,-0.0358191081154938,0.0616750684854271,0.561765203594008
84,1,109000,-0.070420016393827,0.0616995332652892,0.254502994642069
85,1,112549,-0.0653295624623075,0.0616453110645696,0.289975964048467
86,1,112742,-0.0421708846115337,0.0619431980246689,0.496444818793768
87,1,113050,-0.0340183987964245,0.0618530804073513,0.582676007998414
88,1,113135,-0.0785285667403931,0.0615802847346766,0.20306911231494
89,1,114076,-0.0408688583176396,0.0616836230261342,0.508047268393365
90,1,114628,-0.0444426371908688,0.0618328818335673,0.472767933992815
91,1,116283,0.0115926261861404,0.0622192112051639,0.85230157123098
93,1,127853,0.0693196313832276,0.0619967326735404,0.264277159680557
94,1,128302,0.067132418615425,0.0617645933986933,0.277819162912001
95,1,128704,0.0835622648412934,0.0617695328263238,0.176983078301309
96,1,128911,0.108170906619431,0.0616681271620486,0.0802843192044144
97,1,130267,-0.0633873220529412,0.0618149405086251,0.305859246779928
98,1,130271,-0.0577097414118935,0.061904258709957,0.351848708929273
99,1,130613,-0.0272206185508334,0.0625428401388912,0.663660329180111
100,1,132012,-0.0329671301010603,0.0624021652935559,0.597622358880269
101,1,133231,-0.0684247799040821,0.0618767676860047,0.269556022659358
102,1,137074,-0.0283256472158953,0.0618773328213756,0.647398625589192
103,1,137304,-0.00687861382322641,0.0619161280374003,0.911603619589467
104,1,139686,-0.00938568095925391,0.0619965666551066,0.879754292692311
105,1,149562,0.00373199578179009,0.0621397015037904,0.952143304024949
106,1,150447,0.0108478775462031,0.0628266391465322,0.863014762712499
108,1,154084,-0.00962858645729139,0.0630213182664061,0.878656691778878
110,1,157269,-0.00318104326898416,0.0618793440706416,0.959030131464157
111,1,160054,0.0261700787631131,0.0624519506801094,0.675439270023907
112,1,166222,0.0105272406847945,0.062002924686999,0.865275543498519
113,1,166416,0.0123966473959176,0.0618760579172848,0.841325024323228
114,1,167326,0.0129037360531218,0.062227419068628,0.835845047093783
115,1,168836,-0.0171939485972376,0.0619295371911688,0.781453336030207
116,1,171200,-0.038636394714152,0.0619949556387534,0.533543480276333
117,1,171431,-0.0517821349016037,0.062355424083003,0.406854094351467
118,1,173339,-0.0673688750963253,0.0618270235358387,0.276617336689204
119,1,173845,-0.0640163578427555,0.0617856986429026,0.300863251086043
120,1,175121,-0.0193715140073252,0.0617482782755172,0.753920925905384
121,1,175281,-0.0340660655734022,0.0617827778333619,0.581718970110639
122,1,175315,-0.0285553787738144,0.061771225797322,0.644167927335316
123,1,175523,-0.0235666260150521,0.0621273581263588,0.704672633565123
124,1,175541,-0.0313978342510261,0.0618638460286982,0.612099067207961
125,1,175653,-0.0277424419490604,0.062064679897386,0.655154650799354
