SNP,Chr,Pos,Effect,SE,ERV25_ORM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0181965409378597,0.0731981112774245,0.803820155958397
9,1,27272,-0.0835279630672154,0.0719679676647236,0.246577938724024
16,1,27843,0.0668592496177869,0.0703091217251449,0.342289111953951
17,1,27848,0.0668592496177869,0.0703091217251449,0.342289111953951
18,1,28495,0.0595340180795811,0.0703289124491903,0.397842656717943
19,1,28975,0.0669880355392896,0.0698387216405446,0.338123630713917
26,1,31435,0.0590529138794765,0.0696735383466729,0.397254073434807
29,1,36146,0.0446994703502707,0.0693439646098407,0.519601819847083
31,1,37409,0.05238082359525,0.0697041862084455,0.452868664480048
32,1,37478,0.057540806823408,0.0697526857856012,0.409970670911522
33,1,39144,0.0508888464284406,0.0694484836572652,0.464193071594994
34,1,41499,0.000904569769797914,0.0693084832393777,0.989594192232494
37,1,51248,0.0484821404691654,0.069555659644208,0.486244958068068
38,1,51462,0.0632603667290333,0.0696165167143785,0.364129701013291
39,1,52124,0.0192718465261432,0.0695959506252357,0.782010937886967
40,1,52667,-0.00278481869113678,0.0694918020344832,0.968056736678204
42,1,59265,0.175698764653811,0.0688244926574958,0.0111046043894209
43,1,60165,0.185736879823259,0.0686967573644112,0.00718862473828085
44,1,62308,0.0806994828527519,0.0691949051169021,0.244295312125413
45,1,62869,0.0337924729960446,0.0692960420976637,0.626097855476918
49,1,66841,0.0692361658278137,0.0692540755728012,0.318120482486859
50,1,66948,0.073808424985629,0.069666999527617,0.29012108282262
51,1,68621,0.112218637095776,0.0693318451321981,0.106432308495689
52,1,69417,0.0811066018190809,0.0692700346104706,0.24243852186472
56,1,74327,0.123335175684742,0.0694765652317739,0.0767255677591524
57,1,74572,0.130459054745696,0.0692529738354453,0.0604131461235126
58,1,75211,0.153243470842092,0.0689928824515082,0.026974867081573
59,1,76030,0.118976245503457,0.0691841265421645,0.086362706030805
60,1,80108,0.0521894669992705,0.0694013356801869,0.452555088876719
61,1,81262,0.0642562231022311,0.0693463622999785,0.354768190623952
62,1,81999,0.0720577108143977,0.0694944555067423,0.300499523796731
63,1,82431,0.0577251216647615,0.0698621469889674,0.409208043677955
64,1,83284,0.0846090218265221,0.0692745892820382,0.222765853878883
65,1,83613,0.0815401263592959,0.0692773493791956,0.23998456876186
66,1,84112,0.0949946494544757,0.0692364397765057,0.170924577286891
68,1,84858,0.0631220018998962,0.0695356186177978,0.364621667455086
69,1,85751,0.0520203988213636,0.0698480204169584,0.456909002979739
70,1,87445,0.0422052949206553,0.0700146183994316,0.547024220977856
71,1,87467,0.0341449264632077,0.0703939085262892,0.627938112215776
72,1,89070,0.0529440038446315,0.0699198822891514,0.44942944337688
73,1,89616,0.0780345405920774,0.0694761689713035,0.262122535802005
74,1,89679,0.0693723192120512,0.0695110220944158,0.318960748421066
75,1,89880,0.0725016559245803,0.069519639154986,0.297710799668198
76,1,91472,0.0661796670587068,0.0700549813102428,0.345467482052208
77,1,93789,0.0390710003654381,0.0693896519715399,0.573746937268089
78,1,94351,0.0143443026822092,0.0695993217844909,0.836832930718755
79,1,99148,0.00165596891822174,0.0694207499021875,0.980982471917756
82,1,106800,0.0863690421610034,0.0693622824475747,0.213888803651519
83,1,107970,0.066998066466475,0.0692167045373157,0.333733793918373
84,1,109000,-0.0423166811507662,0.0693941038457706,0.542385128751299
85,1,112549,0.0107385056165347,0.0693496939157419,0.877031417618443
86,1,112742,0.0228408378262876,0.0696116301386576,0.743016881685852
