SNP,Chr,Pos,Effect,SE,SSH1_ORM2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0109003142491138,0.127438896504371,0.931885634269128
9,1,27272,-0.109016908624451,0.125392176509746,0.385214996017137
16,1,27843,-0.0635447436429835,0.122509679041037,0.604300801246349
17,1,27848,-0.0635447436429835,0.122509679041037,0.604300801246349
18,1,28495,-0.0618074527009623,0.122514181990086,0.614230279795977
19,1,28975,-0.0745538219646652,0.121674420435452,0.540448029216313
26,1,31435,-0.109511339272005,0.121276576780275,0.36714782440627
29,1,36146,-0.0631513873796872,0.120743713435971,0.601288404291099
31,1,37409,0.0399804103536887,0.121424941021408,0.74215423252468
32,1,37478,0.0177395301658237,0.121544315967869,0.884043276024329
33,1,39144,-0.0863384640758959,0.120906031826621,0.475639974901351
34,1,41499,0.00834637649861451,0.120656902405606,0.944889917445626
37,1,51248,-0.164298249019511,0.120855338427463,0.174867984063267
38,1,51462,-0.154598268376952,0.121056275411162,0.202414190813543
39,1,52124,-0.0197239473254661,0.121166747748453,0.870782045473424
40,1,52667,-0.0173099280441507,0.120973593883786,0.88630194174627
42,1,59265,-0.0445767044980576,0.120892792670363,0.712550615696064
43,1,60165,0.027085339344406,0.120816099064633,0.822741880770701
44,1,62308,-0.0418032286571683,0.120671308344288,0.72923178735581
45,1,62869,0.0168720582429154,0.120673318969688,0.888885126433974
49,1,66841,-0.0620444836872119,0.120688363522912,0.607511877294675
50,1,66948,-0.0845505327185438,0.121391104273907,0.486565734535216
51,1,68621,-0.0998440156051184,0.121028801322542,0.409950967173192
52,1,69417,-0.0874193151786012,0.120735077387682,0.469509111375044
56,1,74327,-0.0873476418147872,0.121399999097391,0.47230723069497
57,1,74572,-0.0981810431622405,0.121052803486684,0.417877921478194
58,1,75211,-0.0875505219929608,0.120854866053989,0.46928351883545
59,1,76030,-0.0528671537408033,0.120911931298736,0.662206941782769
60,1,80108,0.0362834454129284,0.120900649378202,0.764270208068069
61,1,81262,-0.118500606368119,0.120705690568987,0.326904394196066
62,1,81999,-0.0863729683191234,0.121078299794891,0.476091535064579
63,1,82431,-0.0598953883594444,0.121697360829637,0.622907439612189
64,1,83284,-0.111469887269041,0.120707512882322,0.35639259580923
65,1,83613,-0.0836679943585558,0.12075783129965,0.488854419299082
66,1,84112,-0.0593596175002674,0.120811927042851,0.623492010324996
68,1,84858,-0.0487102024546685,0.121166582762299,0.687919813265121
69,1,85751,-0.0751224772086891,0.1216267528799,0.537205867619029
70,1,87445,-0.0317896836495535,0.121937967402926,0.7944730007792
71,1,87467,-0.0509353896847512,0.122558137531139,0.677953885990257
72,1,89070,-0.0536799082263341,0.121787368738334,0.659651164876148
73,1,89616,-0.066353591589296,0.121114062468863,0.584134054129666
