SNP,Chr,Pos,Effect,SE,HUG1_PGM2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0652473635213884,0.17558516272725,0.71041398613152
9,1,27272,0.111142675618257,0.172880918291886,0.52071560471838
16,1,27843,0.0520582940571953,0.168866547310203,0.758050600611057
17,1,27848,0.0520582940571953,0.168866547310203,0.758050600611057
18,1,28495,0.06467825074607,0.168856924960042,0.701923756591236
19,1,28975,0.0854767917145391,0.167701367072294,0.610582639802718
26,1,31435,-0.0761310884056691,0.167269509039886,0.649288132476028
29,1,36146,-0.221045870079454,0.166039518339023,0.183954459509555
31,1,37409,-0.133449658179765,0.167205025314537,0.425337501371117
32,1,37478,-0.123597402610585,0.167370454193275,0.460721952985208
33,1,39144,0.0496928682765606,0.166714362817972,0.765823643326796
34,1,41499,0.011637425863639,0.166271701244941,0.944240918450948
37,1,51248,-0.0323918436135158,0.166971688920805,0.846290582433621
38,1,51462,-0.0546357723736807,0.167181727629962,0.744009301840737
39,1,52124,-0.0010316162235078,0.166980580348532,0.995074141699223
40,1,52667,-0.03065949529495,0.16670499380684,0.854185990076657
42,1,59265,0.0363456223755498,0.166617647987875,0.827447722361497
43,1,60165,0.0362917818382782,0.166491756720167,0.827571073259834
44,1,62308,0.0595418341532558,0.166289649577571,0.720511695676098
45,1,62869,0.0307974558067347,0.166290876592043,0.853176714390537
49,1,66841,0.0398256298956528,0.166363827076955,0.81094307957626
50,1,66948,0.0394651883334073,0.167385228711592,0.813744295546988
51,1,68621,-0.174023432491026,0.166687780277432,0.297195944912857
52,1,69417,-0.116160321355464,0.166388135931734,0.485556372588416
56,1,74327,-0.0855073644933968,0.167356512450759,0.609719873877988
57,1,74572,-0.0685767422627535,0.166932762860392,0.681465094681899
58,1,75211,-0.15871414028304,0.166454068542769,0.340988684128335
59,1,76030,-0.0122525965801545,0.16666700911253,0.941437605790414
60,1,80108,0.0102472127260133,0.166627984976392,0.950997769856925
61,1,81262,0.0233811240939613,0.166561235004048,0.88844334277679
62,1,81999,-0.0257039905538155,0.166967056487311,0.877739907475754
63,1,82431,-0.0429071490915637,0.167747521103447,0.798266531938242
64,1,83284,0.0182334063770349,0.166539452079149,0.91288081858113
65,1,83613,0.0633650161512475,0.166489772087485,0.703733421994049
66,1,84112,0.023978175562087,0.166537389620764,0.885597843733307
68,1,84858,0.0442240772940917,0.166995725432961,0.791301449278104
69,1,85751,0.0313437655427454,0.167690479236083,0.851835126032251
70,1,87445,0.0221970671731314,0.168049128016755,0.894990911527072
71,1,87467,-0.024992585044251,0.168927810132572,0.882468028351524
72,1,89070,0.0557596742929358,0.167849513327498,0.739935114909072
73,1,89616,0.0527813073138539,0.166949027061178,0.75207381871909
74,1,89679,0.0703875878196384,0.166951777114164,0.673570482008813
75,1,89880,0.0767202641106411,0.166986198331887,0.646200497499952
76,1,91472,0.0932265735227998,0.168202818186103,0.579758056228859
77,1,93789,0.0140778893767196,0.166540594052292,0.932681954056196
78,1,94351,0.0178756323365794,0.166977878836987,0.914807038481959
79,1,99148,0.0170471112861732,0.166539808041986,0.918528593298401
82,1,106800,-0.110171569371726,0.166663802121463,0.509017355080958
83,1,107970,-0.0808007834000011,0.166217228947123,0.627186853070265
84,1,109000,-0.00548108597508334,0.166565628387687,0.973767775516003
85,1,112549,0.00961737233092064,0.166376543070783,0.95393677588917
86,1,112742,-0.0105160170204509,0.167024598877293,0.949833284726116
87,1,113050,-0.0294078872867525,0.166737205419785,0.860102309856395
88,1,113135,-0.0167341992087082,0.166317459712838,0.919912407634161
89,1,114076,0.183451755754171,0.166032984801127,0.269950463852695
90,1,114628,0.247425677775197,0.166219742944701,0.137499843477144
91,1,116283,0.174192776107886,0.167411468927276,0.298816620035137
93,1,127853,0.0441777491151251,0.16733930070594,0.791933173341143
94,1,128302,0.101188205649936,0.166625964504656,0.544057164790124
