SNP,Chr,Pos,Effect,SE,RET2_EMP70_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00144410871975298,0.0737877731515826,0.984396566586735
9,1,27272,-0.0610363307421424,0.0726070475941282,0.401119129536844
16,1,27843,0.081090179669121,0.0708286830980324,0.253035468080275
17,1,27848,0.081090179669121,0.0708286830980324,0.253035468080275
18,1,28495,0.0991950972573223,0.0707645307506661,0.161864701716469
19,1,28975,0.0669009208744574,0.0703968771148514,0.342590056655317
26,1,31435,0.0794256900282489,0.0701729013184478,0.258462847728315
29,1,36146,0.0615354554917295,0.0698608925074337,0.379010033534696
31,1,37409,0.156893739346571,0.0698181520965674,0.0252459434996115
32,1,37478,0.146989793086028,0.0699400069670883,0.0362917454778844
33,1,39144,0.0535280026894721,0.0699971126510405,0.444950812728516
34,1,41499,0.133442969706327,0.0694987751217505,0.0556537913912109
37,1,51248,0.0693023361813938,0.0700610794241189,0.323257375786072
38,1,51462,0.0664239788699422,0.0701642329852387,0.344442889350244
39,1,52124,0.0763189597103826,0.0700404191737166,0.276614301522759
40,1,52667,0.0624373062340699,0.0699667969250192,0.37279462570739
42,1,59265,0.0601198555404289,0.0699371730836819,0.39057829826972
43,1,60165,0.0897829462144461,0.0697940305701029,0.199147016765896
44,1,62308,0.0554105863889668,0.0698182330516978,0.427937823429822
45,1,62869,0.0409807287715988,0.0698376643334124,0.557713238536051
49,1,66841,0.0465149070190737,0.0698607934449572,0.50595923498334
50,1,66948,0.0371603349987678,0.0703058457409147,0.597448020523795
51,1,68621,0.0427757087514679,0.070106166203184,0.542150960353355
52,1,69417,0.0031638434149866,0.0699572296214852,0.963953224539193
56,1,74327,-0.123356129339008,0.0700349735945986,0.0790447986995119
57,1,74572,-0.0868533930442492,0.0700023102698352,0.215532492160727
58,1,75211,-0.109003947157424,0.0697861464845782,0.119190812865387
59,1,76030,-0.113175736796271,0.0697673311746261,0.105655818311021
60,1,80108,-0.172517394001549,0.0694055829009614,0.0133940097797857
61,1,81262,-0.169355345701109,0.0694009513491718,0.0151685717586801
62,1,81999,-0.126304896666282,0.0698319463972098,0.0713486789790315
63,1,82431,-0.0942764518818701,0.070308042413682,0.180813276422708
64,1,83284,-0.110751829817279,0.0697252191515754,0.11309020966639
65,1,83613,-0.109076807551622,0.0697249615298434,0.118622762015662
66,1,84112,-0.125801082630256,0.0696528632335752,0.0717519937581511
68,1,84858,-0.139137930581194,0.0697795715974549,0.0469249788783565
69,1,85751,-0.113138965704601,0.0702020688239568,0.107938646068199
70,1,87445,-0.107632795952918,0.0703760321527724,0.127061976303529
71,1,87467,-0.112358719443833,0.0707260704773726,0.113035465019766
72,1,89070,-0.111004736170301,0.070286338247932,0.115157921077624
73,1,89616,-0.103809735969327,0.0699368640008355,0.138612432189736
74,1,89679,-0.147322550202135,0.0697241386021142,0.0353078753122442
75,1,89880,-0.149938120272221,0.0697262359000384,0.0322035759714845
76,1,91472,-0.135143286329535,0.0703355419550942,0.0554852130064625
77,1,93789,-0.0955465824094484,0.0697889128485381,0.171844841195689
78,1,94351,-0.0659248344078437,0.0700703125637953,0.347431100228271
79,1,99148,-0.0397938891017895,0.0699418900379257,0.569747508621941
82,1,106800,-0.0285681371458844,0.0700518386685417,0.683657284938453
83,1,107970,-0.0285706369382021,0.0698441992233343,0.682741927646726
84,1,109000,-0.100897422661841,0.0697775225392763,0.149067970433012
85,1,112549,-0.0842800585390039,0.069760573151647,0.227804798234138
86,1,112742,-0.105864800480525,0.0699504245265445,0.13106623848751
87,1,113050,-0.0902901400274649,0.069893922978673,0.197265743648404
88,1,113135,-0.103460380383123,0.0696631926141786,0.138396203347237
89,1,114076,-0.0905933205168557,0.0697139424933574,0.194620152303252
90,1,114628,-0.0520834630504497,0.0700024126487109,0.457357022003374
91,1,116283,-0.0911056490025174,0.0702798454900205,0.195709743163534
93,1,127853,-0.0364985768392583,0.0702889271796342,0.603901394396208
94,1,128302,-0.0620275094477103,0.0699678294833727,0.375943782796927
95,1,128704,-0.0611151536422356,0.0700399043752238,0.383487251006961
96,1,128911,-0.0603282575535259,0.0700496052081153,0.389700415928497
97,1,130267,-0.0457388140510174,0.0700476289056787,0.514202364671397
98,1,130271,-0.0471415725889729,0.0701282351283548,0.50188365924527
99,1,130613,-0.0444547771352398,0.0707893392194717,0.530418578125628
100,1,132012,-0.0787016466902372,0.0705542906327283,0.265405117339496
101,1,133231,-0.108517067013425,0.0699389100047599,0.121654517044192
102,1,137074,-0.0972858675773714,0.0698856266831126,0.164776797823205
103,1,137304,-0.1046504712833,0.0698799132460613,0.135137106646526
104,1,139686,-0.0974289341619895,0.070001863779438,0.164857823593538
105,1,149562,-0.112562218432084,0.0700982535635166,0.109216906157707
106,1,150447,-0.120354732902397,0.0708451710157504,0.0902300936788692
108,1,154084,-0.116626320783257,0.0710834407469335,0.101751210435739
110,1,157269,-0.100056779400088,0.0698562383706546,0.152935968757351
111,1,160054,-0.144383654210107,0.0703058109191576,0.0407456496968597
112,1,166222,-0.155900504134392,0.0697093402150104,0.0259473605681369
113,1,166416,-0.141193324645923,0.069654721091744,0.0434088408096633
114,1,167326,-0.131621736833762,0.0701079080377562,0.0612854543904923
115,1,168836,-0.166149579914579,0.0695633115700564,0.0174438037280351
116,1,171200,-0.159648618726383,0.06971221719248,0.0226042566785053
117,1,171431,-0.155385085429671,0.0701809938719471,0.0274630360602787
118,1,173339,-0.175679056870547,0.0694908001899288,0.0119039292334468
119,1,173845,-0.16682950016976,0.069493959483348,0.0168837150206845
120,1,175121,-0.123022047253344,0.0696127644464513,0.078053017624754
121,1,175281,-0.134781075428665,0.0696107995859229,0.0536400539844072
122,1,175315,-0.13365779773529,0.0695947910998086,0.055598317700235
123,1,175523,-0.139982781281606,0.0699581860750753,0.0461631160533529
124,1,175541,-0.134596411085531,0.0696994901923738,0.0542715821713861
125,1,175653,-0.137188904650595,0.0699080936506292,0.0504989897520572
128,1,175856,-0.153377298620512,0.0709808757790561,0.0313809792196256
129,1,175876,-0.144731229066437,0.0699308080414384,0.0392136429981097
130,1,175989,-0.139870757297728,0.0701606818432861,0.0469674023143465
131,1,176001,-0.151871917515774,0.0704600227333277,0.0318034237569752
133,1,177692,-0.144297140266106,0.069534577351088,0.0386932157303271
134,1,178191,-0.149714776854354,0.0695720396056241,0.0320798587526735
135,1,178224,-0.144297140266106,0.069534577351088,0.0386932157303271
136,1,178960,-0.136314268642005,0.070141937526213,0.0527616298613616
140,1,183802,-0.057070866899406,0.069900272302605,0.414786980155086
141,1,183954,-0.0801405814018523,0.070346416628063,0.255380700117677
142,1,184450,-0.0716630619094043,0.0697543532444088,0.304952882955359
144,1,184718,-0.0292662261149702,0.0702382057105492,0.677172288992097
145,1,185296,-0.0263318209858762,0.0699433923048795,0.706791227886476
146,1,185438,-0.0812742841294913,0.069826871582927,0.245234441593609
147,1,185469,-0.0777206591527534,0.0699394759115061,0.267214496456064
148,1,185503,-0.0827760047558091,0.069741473356219,0.236066046337086
149,1,185705,-0.091808873802293,0.0704923440865975,0.193630486776099
150,1,185749,-0.0739829332566888,0.0705517030150478,0.295063899122777
151,1,185806,-0.0564971850069622,0.0706919315138251,0.424710284147418
152,1,185879,-0.0962523155233686,0.0709129486816214,0.175543342256629
153,1,185916,-0.0946681508464378,0.0708865720031925,0.182577222483007
154,1,185941,-0.0934949827963782,0.0712013124055606,0.18999963472047
155,1,185954,-0.0888604364668213,0.071427026775307,0.214298140593992
156,1,186055,-0.102920583048611,0.0699405867023866,0.142035221807272
157,1,186896,-0.086971182951174,0.0711545316296123,0.222415022286986
161,1,190132,-0.083776989999697,0.0701021017811602,0.23286155919153
162,1,190148,-0.0810794527189934,0.070132311824953,0.248425082564235
163,1,190165,-0.0774522222678034,0.070684781587379,0.273939082099525
164,1,190169,-0.0858863016143636,0.0705686908464017,0.224394578605236
165,1,190933,-0.0454209161974624,0.0701014524675936,0.517450663690435
166,1,192149,-0.0237349200329223,0.0707053090224433,0.737305619019934
168,1,192303,-0.00732119707778356,0.0843039045612415,0.930845611859138
171,1,192795,-0.022952668555485,0.0699996774431466,0.74318410326082
173,1,194187,-0.0623865089307345,0.0699896163395488,0.37333890035282
174,1,194867,-0.0179620541546078,0.0700236810840691,0.797703407025448
190,2,8314,-0.0332614534732247,0.0711939218296939,0.640648525850697
194,2,8498,-0.0124089691750724,0.0711085638316377,0.861566772022911
195,2,8651,-0.0178096054332806,0.0711719008927821,0.802552223227562
197,2,9812,0.0285663424002063,0.0715849944430672,0.690094056913288
198,2,9932,-0.000580024101244581,0.0713189311979026,0.99351561338757
199,2,10135,0.00773346363483451,0.0710446196283065,0.913380447616189
200,2,11616,0.00787174618908426,0.070969166392874,0.9117445398876
201,2,12133,0.00399695594181937,0.0712522245338582,0.955297166132299
202,2,12194,-0.0118829036366659,0.0715252722268382,0.86814524633433
203,2,12359,-0.012421889753278,0.0713158732703134,0.861822849199487
204,2,13061,0.0078638537017286,0.0713124610801311,0.912255371755205
205,2,14298,-0.00119774287545948,0.0715386332289801,0.986651419077691
206,2,15222,0.00232111427399029,0.0722361610467058,0.974384702013799
207,2,17986,-0.0243062761569095,0.0709586109969118,0.732147213131355
208,2,19770,-0.00817323872324094,0.0714597633468095,0.909005243072641
209,2,19836,-0.0162650506374631,0.0712595006560517,0.819583293682241
210,2,19851,-0.0171917552370819,0.0714675544527094,0.810041001080169
211,2,21595,-0.0129741298031689,0.0711748632541667,0.855463486490958
212,2,22385,0.000184529500036668,0.0712455631882126,0.997934905252124
213,2,23441,-0.00147544353437823,0.0719374966074368,0.983648062180668
214,2,24209,0.0227987179224152,0.0713348778015185,0.749459669793192
215,2,24341,0.0187162149207514,0.0715070130986442,0.793674886525767
216,2,26815,0.0361899953710692,0.0714022767898642,0.612578963517744
217,2,28209,0.00289216374616313,0.0714521223333757,0.967735768899858
221,2,41245,0.046962128274209,0.0711343116912646,0.509562748068516
222,2,43214,0.0820070312027583,0.0722003960913774,0.256800268279134
223,2,47104,0.111109805511462,0.0700666418187264,0.113686120491467
224,2,50915,0.0362700733258592,0.07098039182626,0.60967943367908
225,2,55834,0.0661947490600788,0.0705906626273504,0.349026009968426
226,2,56422,0.0490318632954272,0.0707567784703081,0.488788120184814
227,2,57715,0.0502773337388547,0.0705207313198815,0.476351412938626
