SNP,Chr,Pos,Effect,SE,ERV25_RBD2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0950526781599192,0.145368247206433,0.513617996760061
9,1,27272,-0.0731689691149771,0.143218894328395,0.609748087846404
16,1,27843,0.126998768912425,0.139718556902592,0.363990686792599
17,1,27848,0.126998768912425,0.139718556902592,0.363990686792599
18,1,28495,0.121103889313806,0.139735650275496,0.386714708199878
19,1,28975,0.142045610639428,0.138743354898665,0.306630271814219
26,1,31435,0.0941314597866217,0.138490451560984,0.497142190674091
29,1,36146,-0.041255420431176,0.137848976638468,0.764902656830151
31,1,37409,0.0201580904386012,0.138607736199174,0.884452293069727
32,1,37478,0.013934454495695,0.138729062479428,0.920049132834361
33,1,39144,0.0482600626878852,0.138074089575921,0.726905167010611
34,1,41499,0.0178083198646328,0.13771166487991,0.89718127184052
37,1,51248,-0.203223839676335,0.137877477437338,0.141387555249546
38,1,51462,-0.209935090327793,0.138037140742278,0.129190314967235
39,1,52124,-0.163897542779013,0.138025716036073,0.235851700659367
40,1,52667,-0.239010092720289,0.137492208982998,0.0830204487617298
42,1,59265,-0.108810362423845,0.1378882338629,0.430571556065647
43,1,60165,-0.160703713657477,0.137639999975243,0.243770105499942
44,1,62308,-0.196739173264114,0.137355278159527,0.152932041448441
45,1,62869,-0.265525228357918,0.137009593102264,0.0534197748643045
49,1,66841,-0.224361154896448,0.137283070847014,0.103088195631697
50,1,66948,-0.245690725676933,0.138029101776252,0.0759373608069459
51,1,68621,-0.286610406951703,0.137427502653721,0.0377382180552483
52,1,69417,-0.204965491763484,0.137473340162971,0.136868384781913
56,1,74327,-0.218890733760513,0.138173412891719,0.114049551781333
57,1,74572,-0.22341021041346,0.13778238418062,0.10580937214876
58,1,75211,-0.174929401944458,0.137728097855122,0.204883114954612
59,1,76030,-0.116757448628389,0.13790249058682,0.397754526548394
60,1,80108,-0.0924978432180983,0.137921962399841,0.502879849771737
61,1,81262,-0.0479933317879147,0.137933975999868,0.728089453172315
62,1,81999,-0.0759865826172106,0.138235388648697,0.582879752149585
63,1,82431,-0.109158102293728,0.138827670547327,0.4322280930889
64,1,83284,-0.0161959410202891,0.137935383259378,0.906596493816724
65,1,83613,0.0323641686280586,0.137912119579686,0.814599067969564
66,1,84112,-0.0260486567418021,0.137931109071904,0.850316827040697
68,1,84858,0.113177174862449,0.138196157191281,0.413361566766098
69,1,85751,-0.0237794118072508,0.138890175555345,0.864156601921997
70,1,87445,-0.0101916610967022,0.139188501440449,0.941670927756575
71,1,87467,-0.0474523775304936,0.13989542543432,0.734661580000254
72,1,89070,-0.0176372628954918,0.139039348828252,0.899130653394033
73,1,89616,0.0553740209200319,0.138263130125712,0.689032488848385
74,1,89679,0.0360797667436985,0.138298719875976,0.794334963078432
75,1,89880,0.0557047403706536,0.138315323527456,0.68738527549819
76,1,91472,0.062524398649633,0.139334281881168,0.653896980270542
77,1,93789,0.125363880347159,0.137776599977743,0.363492462716473
78,1,94351,0.115649845857966,0.138164056659678,0.403132314296734
79,1,99148,0.10408096100454,0.137826793795607,0.450657924749096
82,1,106800,0.120561531713414,0.13797500495175,0.382825282156008
83,1,107970,0.188328083198019,0.137349651024122,0.171196721930448
84,1,109000,0.237521331796741,0.1373771707808,0.0846883406475156
85,1,112549,-0.0289497147996513,0.137792843508052,0.833714016294418
86,1,112742,0.0164891290492197,0.138335548951052,0.905187393037726
87,1,113050,-0.011785298802833,0.138104183653076,0.93204241937712
88,1,113135,-0.0373747494935394,0.137739481905755,0.786285258589804
89,1,114076,0.103871273565112,0.137642862497203,0.450966140874423
90,1,114628,0.067659368536533,0.138055379182641,0.624375653638499
