SNP,Chr,Pos,Effect,SE,ERV25_RBD2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.094734149407949,0.1278634064075,0.459245912100749
9,1,27272,-0.0243808970795364,0.126034394167789,0.846720656171959
16,1,27843,-0.0101476093433115,0.123057712405466,0.934325916389434
17,1,27848,-0.0101476093433115,0.123057712405466,0.934325916389434
18,1,28495,0.00443469740622122,0.123060663848603,0.971273483197237
19,1,28975,0.00811706046997413,0.122237535138553,0.947093783218446
26,1,31435,0.00629660633257995,0.121913970656244,0.958838427227217
29,1,36146,-0.0424664057113994,0.121264726438251,0.726400570204336
31,1,37409,-0.000589978721260209,0.121941560256038,0.996142416020381
32,1,37478,-0.00849042462424401,0.122045553528779,0.944577162891918
33,1,39144,0.00493572495114945,0.121489177374473,0.967616331035479
34,1,41499,-0.0488935891308894,0.121124524360705,0.686704355943131
37,1,51248,-0.17970274912182,0.121291627134249,0.13934525231852
38,1,51462,-0.15492577714701,0.1215537735842,0.20330862039232
39,1,52124,-0.136293159945381,0.121451710096556,0.262539960046142
40,1,52667,-0.161408597909721,0.12116900100245,0.183688407038085
42,1,59265,-0.0742886000507142,0.121347486573998,0.540801373346084
43,1,60165,-0.109280522423447,0.12118063315101,0.367778758732895
44,1,62308,-0.143646651337097,0.120945300082614,0.235750430012964
45,1,62869,-0.172691805614766,0.120822382677121,0.153801482900502
49,1,66841,-0.164797048097829,0.12091087109357,0.173762929644684
50,1,66948,-0.162667244633573,0.12166492835024,0.182080280953616
51,1,68621,-0.180053102005342,0.121264085485794,0.138488816488868
52,1,69417,-0.117273331476209,0.121159465585736,0.333744284398748
56,1,74327,-0.0620375964904945,0.121942453539503,0.611248888872802
57,1,74572,-0.100942738312204,0.121543694656759,0.406814232959337
58,1,75211,-0.0101914869032915,0.121439389928517,0.933165689177619
59,1,76030,0.000160434460738892,0.121440601087129,0.998946665977851
60,1,80108,-0.129597069052717,0.121215788754784,0.285735564619698
61,1,81262,-0.0236257831140726,0.121359473681983,0.845758552956545
62,1,81999,-0.0882028869971179,0.121571773121903,0.468613105303584
63,1,82431,-0.120788955654097,0.12206912090954,0.323090084775682
64,1,83284,-0.024053053454762,0.121342036052891,0.842982952275614
65,1,83613,-0.00856474944415862,0.121334561098094,0.943765728796911
66,1,84112,-0.0104453154648942,0.121347515777134,0.931453450018664
68,1,84858,0.149137570018116,0.121432110057432,0.220206667882314
69,1,85751,-0.00146324252124002,0.122191430955517,0.99045232469447
70,1,87445,0.0595452526167742,0.122408739165293,0.626952780285672
71,1,87467,0.00634680926694382,0.123090326547795,0.958906696046714
72,1,89070,-0.0073305773903356,0.122319781072457,0.952245606130431
73,1,89616,0.111012862891132,0.121518818284192,0.361579705340746
74,1,89679,0.0502545291382175,0.121648384796744,0.679774649822569
75,1,89880,0.0782142806684999,0.121637402557584,0.520633919200613
76,1,91472,0.0356365498424483,0.122597362736361,0.771467091334166
77,1,93789,0.0443689423847814,0.121325808813863,0.714807411234159
78,1,94351,0.0161593582886262,0.121665117802415,0.894412732387158
79,1,99148,-0.0204915843996747,0.12134388790065,0.865994049643168
82,1,106800,0.00904098448672384,0.121511521951678,0.940730801073559
83,1,107970,0.0908375562563052,0.121055967825515,0.453527825041015
84,1,109000,0.127084914099544,0.121177352479139,0.295010061794641
85,1,112549,-0.0426125625890631,0.121207383385055,0.725372486737418
86,1,112742,0.038611979217787,0.121683554966137,0.751192432084231
87,1,113050,0.0221956261294213,0.121490428766286,0.855142654615085
88,1,113135,-0.0294679143590306,0.121176565198599,0.808005947830809
89,1,114076,-0.00361172218061775,0.121186562528931,0.976241014760114
90,1,114628,-0.00983953420392967,0.121492167313291,0.93549656510958
91,1,116283,0.117680382019535,0.122008361849678,0.335441971470729
93,1,127853,0.0667290443631205,0.121889831559407,0.584412996168164
94,1,128302,0.0792855219363806,0.121399846260864,0.514120751485658
95,1,128704,0.0447516333197595,0.121570754250522,0.713010483935781
96,1,128911,0.0637550100165412,0.121560190262987,0.600278935004678
97,1,130267,-0.0468183074864905,0.121524353691968,0.700277836299771
98,1,130271,-0.0461337082157721,0.121669388594104,0.704787613132066
99,1,130613,0.0520236570934578,0.122800175166521,0.672082883929648
100,1,132012,-0.142867018289406,0.122334569598124,0.243660094409188
101,1,133231,-0.178949689401898,0.121327632178079,0.141122844400147
102,1,137074,-0.22414496457441,0.120940838398464,0.0646673059218294
103,1,137304,-0.234537371694996,0.12092746341961,0.0532383443958161
104,1,139686,-0.183538290113597,0.12133722525375,0.131268484607074
105,1,149562,-0.212986601444984,0.121479753470487,0.0804239245741162
106,1,150447,-0.177146593226053,0.123000029633187,0.15069263111626
108,1,154084,-0.168353423882865,0.123417136974551,0.17340491132106
110,1,157269,-0.185148449508973,0.121095869226554,0.127174613771427
111,1,160054,-0.183889331482763,0.122259344608728,0.133451765989002
112,1,166222,-0.166700915288235,0.121419584377514,0.170644792529118
113,1,166416,-0.176392598324097,0.121132890859732,0.146228714402588
114,1,167326,-0.215342572877123,0.121647825909853,0.0775547465410421
115,1,168836,-0.174464819849293,0.121252497037787,0.151077533462457
116,1,171200,-0.217605816850676,0.121237694668373,0.0735299065796056
117,1,171431,-0.238686633063781,0.121889747062655,0.0509917509296313
118,1,173339,-0.216618578505567,0.121049142212546,0.0743899352978524
119,1,173845,-0.21707571454541,0.12094556698811,0.0735375270661556
120,1,175121,-0.242957115699843,0.120563775986575,0.0446439290374112
121,1,175281,-0.214758128659208,0.120818843542479,0.0763433133086143
122,1,175315,-0.220467906889034,0.120751323841836,0.0687248945954825
123,1,175523,-0.206643863597174,0.121510783322783,0.0898947821662673
124,1,175541,-0.218225403953783,0.120953192654972,0.0720500823225618
125,1,175653,-0.237748955525723,0.121235488862784,0.0506589343592146
128,1,175856,-0.21369870640016,0.123383270384496,0.0841487291424388
129,1,175876,-0.214806181745613,0.121470677098325,0.0778612221968043
130,1,175989,-0.217438165891265,0.121807090179774,0.0751031853657556
131,1,176001,-0.203341987171197,0.122516095483987,0.0978595577740851
133,1,177692,-0.222514688556813,0.120740687783583,0.0661798667394921
134,1,178191,-0.233407793978023,0.120803508470697,0.0541436774313107
135,1,178224,-0.222514688556813,0.120740687783583,0.0661798667394921
136,1,178960,-0.247686249176246,0.12157645201199,0.0423666453404993
140,1,183802,-0.208289995060554,0.120827896720525,0.0856092284702528
141,1,183954,-0.201125147627753,0.121749068910792,0.0994309680378393
142,1,184450,-0.197327669114201,0.12069256276609,0.102948537785605
144,1,184718,-0.217303172040767,0.121286796232019,0.0740458979372926
145,1,185296,-0.209387836602532,0.12080717963375,0.0839262606936913
146,1,185438,-0.195711029361256,0.120877871848052,0.10632294554119
147,1,185469,-0.198024831971097,0.121042957247323,0.102733344348835
148,1,185503,-0.188648603466204,0.120770042599785,0.119172707152401
149,1,185705,-0.16342742823284,0.122232035662984,0.182075064426965
150,1,185749,-0.169532772174957,0.122208476786884,0.166243091419033
151,1,185806,-0.208883739348961,0.12220006607624,0.0882633903589462
152,1,185879,-0.205675300191088,0.122810768836092,0.0948721789223252
153,1,185916,-0.151380343569066,0.12297795927596,0.219159197336695
154,1,185941,-0.179702822637113,0.12340838393236,0.146236162748876
155,1,185954,-0.199558307732095,0.123684743980952,0.107541806314178
156,1,186055,-0.193478755593752,0.121225779280779,0.111379172082561
157,1,186896,-0.185633362509219,0.123261643861499,0.13295870023166
161,1,190132,0.001054916640957,0.121816695987231,0.993095402422471
162,1,190148,0.00397656721667974,0.121853264362772,0.973984849131793
163,1,190165,-0.0028869288109593,0.122789702796633,0.981255818046281
164,1,190169,0.0110137014105738,0.122635276742024,0.928490254876154
165,1,190933,-0.052072402381608,0.121610591198959,0.668774148077545
166,1,192149,0.0378445256449443,0.122620134910437,0.757783359808103
168,1,192303,0.00777154498057908,0.146200761622454,0.957637151785884
171,1,192795,0.0218324700666621,0.121406326765598,0.857389406036451
173,1,194187,-0.0430990586160242,0.12149082023754,0.722987558471804
174,1,194867,-0.124350179970117,0.121265867638403,0.305860480045057
190,2,8314,0.025625858552517,0.123495093666675,0.835735086142399
194,2,8498,-0.0955023386152397,0.123216949755517,0.438814410130984
195,2,8651,-0.0808822079968847,0.123362127068829,0.512477313143706
197,2,9812,-0.114134623360297,0.124021970043901,0.358056243065665
