SNP,Chr,Pos,Effect,SE,SSH1_PIS1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.033791470953652,0.154310864268645,0.826789771609479
9,1,27272,0.0883546622364069,0.151931026845131,0.561244656683594
16,1,27843,0.08016451314254,0.148345977743776,0.589269669756585
17,1,27848,0.08016451314254,0.148345977743776,0.589269669756585
18,1,28495,0.109283377762688,0.148295700747504,0.461655122325141
19,1,28975,0.0952914627951112,0.147330420282689,0.518189858008861
26,1,31435,0.0519317379173209,0.147001130506444,0.724093600738646
29,1,36146,-0.0883386209942777,0.146193391908645,0.546059849872318
31,1,37409,0.0392468577854586,0.147044999748768,0.789699143131946
32,1,37478,-0.00214864485875088,0.147186210398001,0.98836103039022
33,1,39144,0.00118391850486965,0.146514592920184,0.993557288650402
34,1,41499,0.0640107585307284,0.146068480505764,0.661491737398525
37,1,51248,-0.0370362345857205,0.146716869971037,0.800853026290836
38,1,51462,-0.0327713194142442,0.146918725475724,0.82361979399119
39,1,52124,-0.0275082515837581,0.146722806964629,0.851388494916245
40,1,52667,-0.0569898530611435,0.146463550952013,0.697432313491381
42,1,59265,-0.0510130534405385,0.146395877401453,0.727702751989431
43,1,60165,-0.0526250885956835,0.146283595036277,0.719251441124305
44,1,62308,-0.225742577373712,0.145654777208134,0.122074356599931
45,1,62869,-0.195819624677522,0.145758992380985,0.179989942430027
49,1,66841,-0.166205981606795,0.145932133498172,0.255506095600656
50,1,66948,-0.214883874361548,0.14665195605248,0.143738920808357
51,1,68621,-0.449118215360122,0.144738110536072,0.00207040855597932
52,1,69417,-0.356110547681459,0.145077520648473,0.014585279452608
56,1,74327,-0.344093309974397,0.145970395901665,0.0189545962605342
57,1,74572,-0.316822858517313,0.14575091085185,0.0303896618706321
58,1,75211,-0.300978143334114,0.145576934978093,0.0394167886216533
59,1,76030,-0.169147164637208,0.146178714116232,0.248003356952271
60,1,80108,-0.196477715580002,0.146047138377634,0.179390825434769
61,1,81262,-0.223934152699576,0.145879607568106,0.125664521261365
62,1,81999,-0.192173749155033,0.146366190259271,0.190047478042727
63,1,82431,-0.233676337713488,0.14689210016859,0.112549118729507
64,1,83284,-0.0849000865679313,0.14627517683535,0.56200612652318
65,1,83613,-0.0500401011253885,0.14630459128331,0.732534208124938
66,1,84112,-0.096591944897418,0.146254627570214,0.50940426468952
68,1,84858,0.0209136170238527,0.146753766893322,0.886759896499938
69,1,85751,-0.126171115383749,0.147208108126564,0.391974693593644
70,1,87445,-0.196697124638687,0.147301145701295,0.182625487933338
71,1,87467,-0.234037280554223,0.147922229570281,0.114507569030427
72,1,89070,-0.201905677898051,0.147124762900752,0.170827960004809
73,1,89616,-0.148086170670315,0.146511289906051,0.312828780463969
74,1,89679,-0.175630100171092,0.146443680789078,0.23121518903113
75,1,89880,-0.163026798794729,0.146522203890327,0.266619219388941
76,1,91472,-0.16899684458545,0.147594584987407,0.252981941819759
77,1,93789,-0.219571628143786,0.14587758442585,0.133172729386453
78,1,94351,-0.190049540730209,0.146381030515693,0.195024689854819
79,1,99148,-0.23054111296043,0.145829634752247,0.114797970437245
82,1,106800,-0.190171108715685,0.146192382786206,0.194165926764719
83,1,107970,-0.140361495902158,0.145917089847826,0.336745038723812
84,1,109000,-0.178918327205145,0.146055582215386,0.22139138002964
85,1,112549,-0.264136742725896,0.145522507120815,0.0703582765376867
86,1,112742,-0.258508574018164,0.146123260205093,0.077738424503274
87,1,113050,-0.222502796716893,0.146043328048367,0.128519089824992
88,1,113135,-0.229025597538296,0.145640257568836,0.116720461270573
89,1,114076,-0.112670527615694,0.146026414517076,0.440881576271096
90,1,114628,-0.0954314083866401,0.14643116387296,0.515009022752913
91,1,116283,-0.0551932954876172,0.147304866763148,0.708117866976751
93,1,127853,0.0257802409068708,0.147053434756842,0.860934949580551
94,1,128302,-0.0244340550744077,0.146489184458274,0.867624752185114
