SNP,Chr,Pos,Effect,SE,SSH1_ERG11_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0921924507955501,0.0568402834568066,0.105705493882714
9,1,27272,-0.111189908968258,0.0558824136281123,0.0473938542903894
16,1,27843,0.00758917983554432,0.0548638267641223,0.890060411331976
17,1,27848,0.00758917983554432,0.0548638267641223,0.890060411331976
18,1,28495,0.00654691154927078,0.0548650955310838,0.905083822037159
19,1,28975,-0.0063544986475757,0.054498403449106,0.907243565698123
26,1,31435,0.0186737150982416,0.0543459703005033,0.73134560321661
29,1,36146,0.0124133540225183,0.0540707440055272,0.818554094044366
31,1,37409,0.0537765789742321,0.0542917594771964,0.322602925751727
32,1,37478,0.0370145187513918,0.054378215640127,0.496516089789059
33,1,39144,-0.0530700476827264,0.0540918870593349,0.327210828214247
34,1,41499,1.7178927956725e-05,0.054015343555022,0.999746422102722
37,1,51248,0.0468221648737385,0.0541879828375661,0.388136644417415
38,1,51462,0.055680768573491,0.0542379092647268,0.305310663571094
39,1,52124,0.0494846124646812,0.0541812800247161,0.361699900219427
40,1,52667,0.01521899943288,0.0541522646408978,0.778843709699615
42,1,59265,0.0535487235786212,0.0540559167167685,0.322551041205534
43,1,60165,0.0243594033327903,0.0540745551198843,0.652642283640842
44,1,62308,-0.0291214546156698,0.05400837187182,0.590086976126421
45,1,62869,-0.0233395476291874,0.0540095384641357,0.665905319233172
49,1,66841,0.0044964757797693,0.054048753613005,0.933745265880355
50,1,66948,0.000882352625798,0.0543809700498801,0.987063743720015
51,1,68621,-0.0143129924749357,0.0542283202910332,0.791980600822879
52,1,69417,-0.0654448265173226,0.0539778219252812,0.226155127883495
56,1,74327,-0.0860052223963058,0.0541944970370158,0.11341398762359
57,1,74572,-0.0629673861339534,0.0541390488218798,0.245587599136201
58,1,75211,-0.0448002099149923,0.0540912716227274,0.408097814635563
59,1,76030,-0.0211994451619886,0.0541320445787577,0.695571843381051
60,1,80108,-0.0809605284937895,0.0539592158262314,0.134404097970249
61,1,81262,-0.100695225519978,0.0538444641604685,0.0622955972438617
62,1,81999,-0.110116564109206,0.0539251174326893,0.0418916266047275
63,1,82431,-0.111874564038716,0.0541731899528762,0.0396405833532362
64,1,83284,-0.131271144440064,0.053649829682912,0.0148995710831247
65,1,83613,-0.116715876414767,0.0537390400192057,0.0305283795794562
66,1,84112,-0.118203279861864,0.0537358318990562,0.0284751226620788
68,1,84858,-0.110502942864174,0.0539358360166669,0.0412221252090511
69,1,85751,-0.109597936070569,0.0541653662058504,0.0437855691559736
70,1,87445,-0.0979420941924223,0.0543442814908165,0.0723586828824436
71,1,87467,-0.103415695530955,0.0546028041445276,0.0590472242517248
72,1,89070,-0.0996441680748519,0.0542775677733926,0.067224369611373
73,1,89616,-0.0876671937938733,0.0540416185542978,0.10564978956972
74,1,89679,-0.089064330642131,0.054042041702049,0.100230837269246
75,1,89880,-0.0936446153148499,0.0540339073112106,0.083956276022842
76,1,91472,-0.107341304853131,0.0543667159282873,0.0491160876910754
77,1,93789,-0.104738779633219,0.0538148987016254,0.0524144202227017
78,1,94351,-0.0823648085336536,0.0540678276488287,0.128563792174552
79,1,99148,-0.0637402556568736,0.0539963980680938,0.238614567385827
82,1,106800,-0.0282104565403601,0.0541550362705328,0.602748915640698
83,1,107970,0.00244069883980302,0.0540151873533574,0.963985066859231
84,1,109000,-0.0228524366206974,0.0540968647992039,0.672964350724268
85,1,112549,-0.0534817854750014,0.0539742735567343,0.322425083808567
86,1,112742,-0.0729290322873078,0.0541208404778645,0.178676355499759
87,1,113050,-0.0520629849890958,0.0540976553523264,0.336513042137968
88,1,113135,-0.0845144614837395,0.0538430348775012,0.117393578797579
89,1,114076,-0.0557847306076474,0.0539489664665701,0.301831038493341
90,1,114628,-0.0617112436978094,0.054067621475531,0.25448903001125
91,1,116283,-0.0171204917495068,0.0544609467354687,0.753431272904791
93,1,127853,0.00281332353718056,0.0543669489214575,0.958759599809768
94,1,128302,0.00262565954425548,0.0541581422966726,0.961360049961826
95,1,128704,0.0362421548764683,0.0541779040145392,0.503966422629637
96,1,128911,0.0383614868086251,0.0541797744917311,0.47938720885483
97,1,130267,-0.0347754466147033,0.0541609153700784,0.521240306603551
98,1,130271,-0.0332246702438464,0.0542280267966149,0.540479481497118
99,1,130613,-0.0312077177324075,0.0547386841284059,0.568957756670757
100,1,132012,-0.034382440360259,0.0546169888248197,0.529416447598357
101,1,133231,-0.0308863596988856,0.0542349508784833,0.569384642166738
102,1,137074,-0.0644349088889239,0.054074045037167,0.234216643269349
103,1,137304,-0.0539870752948639,0.0541253038685223,0.31923123890378
104,1,139686,-0.0264877555603857,0.0542544392981282,0.625701665742217
105,1,149562,-0.0190448543042748,0.0543871222375107,0.726418367698831
106,1,150447,-0.0296343636711612,0.0549773272433682,0.590206754274513
108,1,154084,-0.0206434810020618,0.0551589274053194,0.708439629459308
110,1,157269,-0.0111642043075835,0.0541653196474845,0.836821065580823
111,1,160054,-0.0166365445265526,0.0546760547390916,0.761097847402268
112,1,166222,-0.0344716472138678,0.0542477551926951,0.525547741368142
113,1,166416,-0.0244308034590615,0.0541529695001858,0.652162564235237
114,1,167326,-0.0244530221460608,0.0544608447121673,0.653705814835989
115,1,168836,-0.0166490639681692,0.0542109912133546,0.758936157246179
116,1,171200,-0.0274160518215323,0.0542798183477297,0.613812642539459
117,1,171431,-0.0350602768875779,0.0546065479548041,0.521255744166303
118,1,173339,-0.040726104122756,0.0541701669564811,0.452661512722738
119,1,173845,-0.0332079084935359,0.054139735482357,0.540024057167739
120,1,175121,-0.0155087717427922,0.0540548753833335,0.774351158314667
121,1,175281,-0.0186592419573323,0.0540980132282769,0.730363331073437
122,1,175315,-0.0157043289885375,0.0540836372567144,0.771702804132382
123,1,175523,-0.0160186354390588,0.0543898856387615,0.768537543684871
124,1,175541,-0.0172295992048007,0.0541668022771039,0.75060922570245
125,1,175653,-0.020074724795909,0.054335486078156,0.712007286771887
128,1,175856,-0.0242983600871803,0.0552280364533347,0.660232270652813
129,1,175876,-0.010810124223766,0.0543935245949212,0.842581191064496
130,1,175989,-0.024343827261103,0.0545363803614614,0.655598092152513
131,1,176001,-0.0337889546464599,0.0548065234530126,0.537953128168714
133,1,177692,-0.0122761149840993,0.0540861493851962,0.820575844380695
134,1,178191,-0.0128340839476143,0.0541394936593314,0.812750969862611
135,1,178224,-0.0122761149840993,0.0540861493851962,0.820575844380695
136,1,178960,-0.0339007542959853,0.0544922402662581,0.534264074573185
140,1,183802,0.0318949374263134,0.0540702645841191,0.555648858435754
141,1,183954,0.0269122116960082,0.0544719182184538,0.621573479122373
142,1,184450,0.0337740548334864,0.0539837270810084,0.531959306266373
144,1,184718,0.042656813700422,0.0542730714956595,0.432414395561788
145,1,185296,0.0474008674695902,0.0540312269332952,0.38092768816703
146,1,185438,0.0293945859422185,0.0540700198647408,0.587032890295564
147,1,185469,0.0291501156874789,0.0541484934657246,0.590683967819522
148,1,185503,0.0298423561116968,0.0540072570635889,0.580913099060887
149,1,185705,0.00389288230664041,0.0546340826295714,0.943236168799939
150,1,185749,0.0213539251556826,0.0546226524323895,0.696080869882617
151,1,185806,0.0410511595436538,0.0546637786958522,0.453167709913333
152,1,185879,0.0253291406518773,0.0549552471094029,0.645150694145453
153,1,185916,0.0351692582752967,0.0549148849583566,0.522307173006831
154,1,185941,0.0373318946195325,0.0551503526489856,0.498905593443062
155,1,185954,0.0320114280074005,0.0553210714711818,0.563195707436913
156,1,186055,0.0183669974826481,0.0542338726166834,0.735065086304973
157,1,186896,0.0137505231970951,0.0551271152795246,0.803170918672105
161,1,190132,-0.0198149461937301,0.0543012481434662,0.715398790771143
162,1,190148,-0.0258565024886161,0.0543104355138614,0.63430678176868
163,1,190165,-0.0230998164895547,0.0547315294628707,0.673240455828653
164,1,190169,-0.0264054901671246,0.054659003148379,0.629327777455634
165,1,190933,-0.0376764517284745,0.0541965845575542,0.487399046762394
166,1,192149,-0.0537396731518993,0.0546022038833118,0.325689613260904
168,1,192303,-0.0299993202151421,0.0651637223735567,0.64553525066632
171,1,192795,-0.0380649792092922,0.0540930735980337,0.482087164136903
173,1,194187,-0.0177080818812257,0.0541676481973961,0.743927816193123
174,1,194867,-0.0184608464987327,0.0541374483987319,0.733306775158798
190,2,8314,-0.00252401885167108,0.0550629840027958,0.963464686312881
194,2,8498,-0.00564232433028633,0.0549816858520434,0.9183213426033
195,2,8651,-0.00418154706035478,0.05503353625809,0.939476622442408
197,2,9812,-0.0213898878436057,0.0553492796392595,0.699394137618059
198,2,9932,-0.0275858083883203,0.0551232423806513,0.617078000125531
199,2,10135,-0.0295267378055913,0.0549091306899391,0.591096634488223
200,2,11616,-0.0387761165057435,0.0548344851469329,0.479940837361926
201,2,12133,-0.0304233147811571,0.0550676542404908,0.580974930510228
202,2,12194,-0.0364371280100433,0.0552704756233872,0.510164291947989
203,2,12359,-0.0417073250125202,0.0550980927756132,0.449575797632806
204,2,13061,-0.0444245132773431,0.0550880141539645,0.420539101677942
205,2,14298,-0.0367235454971663,0.0552781342288801,0.506905630923083
206,2,15222,-0.0301298320221599,0.0558290313040551,0.589757742768178
207,2,17986,-0.0431093436175117,0.0548253188045512,0.432217180387059
208,2,19770,-0.0499394903789186,0.0551887300204993,0.366143125372211
209,2,19836,-0.0415910264432126,0.055056417636481,0.450497417062673
210,2,19851,-0.0259437215185417,0.055244975507635,0.638921964326798
211,2,21595,-0.0252040514272348,0.0550176343345486,0.647156294769903
212,2,22385,-0.0165581534964667,0.0550790107420836,0.763877084161437
213,2,23441,-0.0483432720975769,0.0555615396636867,0.384845122896715
214,2,24209,-0.0501676060839271,0.0550984347724527,0.363175577538623
215,2,24341,-0.0517999387998773,0.0552247965841341,0.348894291110872
216,2,26815,-0.0393211871254442,0.0551876449660845,0.476625995960124
217,2,28209,-0.0377799939911799,0.0552092903914573,0.494231585990392
221,2,41245,-0.0813788535476604,0.0548632752661725,0.138886218010526
222,2,43214,-0.032884013364876,0.0558988464848728,0.55672247199812
223,2,47104,-0.0575319859787863,0.0542808528462122,0.289917192471856
224,2,50915,-0.0200728942063129,0.0548909310823772,0.714817760113875
225,2,55834,-0.0416073508404432,0.0546027487625856,0.446568204678105
226,2,56422,-0.0440936132052346,0.0546950103336372,0.420686151673625
227,2,57715,-0.0399090648412066,0.0545235118053019,0.464678253817499
228,2,59046,-0.0403065663771116,0.0547989236855557,0.46250170751065
229,2,59191,-0.0339537989977532,0.054496944776021,0.533660273883023
230,2,59383,-0.021798885980227,0.0545302617851166,0.6895768452359
231,2,59477,-0.0333400522657986,0.0553348228583159,0.547218328316373
233,2,60471,-0.0598429464245633,0.0545231094548066,0.273140272771121
234,2,60478,-0.0576722571417392,0.0545921580225129,0.291498734321527
235,2,60786,-0.050014996850143,0.0545235354317824,0.35960638585285
236,2,61035,-0.0656460872196565,0.0544726037023463,0.228963795760734
237,2,61071,-0.0631232608735658,0.0542329605771933,0.245239274335339
238,2,61675,-0.0440904232915537,0.0544428066726756,0.418572847868975
240,2,62939,-0.071616092833667,0.0542654567698597,0.187778315784302
241,2,63527,-0.0803786388624577,0.0544355106125789,0.140678520245495
242,2,63857,-0.104968171629167,0.0543295599346957,0.0541515919874316
243,2,65527,-0.103477655764542,0.0541566728922563,0.0568518102898779
247,2,67976,-0.104348259751457,0.0549400583943503,0.0583385537955216
250,2,72389,-0.149228603796132,0.0543017277490187,0.0063013342976944
251,2,72392,-0.119888769444417,0.0548829967391865,0.0295870848809854
252,2,73646,-0.0891645897052565,0.0539114353026871,0.0990349905296596
253,2,74564,-0.0888953543423948,0.0538060204796614,0.0993941381056402
