SNP,Chr,Pos,Effect,SE,ERV25_PIS1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0204612394145911,0.0971998130032815,0.833393458379132
9,1,27272,-0.0151492123368984,0.0957427062676474,0.874367325837837
16,1,27843,-0.119825470895018,0.0932629045316648,0.199699771581893
17,1,27848,-0.119825470895018,0.0932629045316648,0.199699771581893
18,1,28495,-0.0860218285580734,0.0933700407093934,0.357522969134588
19,1,28975,-0.127742530377632,0.0926081040469158,0.168648299812026
26,1,31435,-0.0531615194200465,0.0925680955469907,0.566133049751043
29,1,36146,-0.0692448909910349,0.0920600428915425,0.452449495725366
31,1,37409,-0.0396745982284368,0.0926078688992779,0.668610308105882
32,1,37478,-0.0542457795706404,0.0926666037559934,0.55866188417621
33,1,39144,-0.0775659030925709,0.0921961185957239,0.400741494729645
34,1,41499,-0.0318206075983058,0.0920169318923957,0.729689610872401
37,1,51248,0.141999096855683,0.0921147160193024,0.124079821754906
38,1,51462,0.135419763335195,0.0922684883350104,0.143084086251884
39,1,52124,0.104165114188589,0.0922578148386404,0.259636903283723
40,1,52667,0.111869709587196,0.0920838257527399,0.225228358825908
42,1,59265,0.0421754664401821,0.092202254716549,0.647648161760707
43,1,60165,0.0831805576786223,0.0920534800889359,0.366817808928985
44,1,62308,0.0986112303601855,0.0919087859845927,0.284037704594104
45,1,62869,0.076484616263063,0.0919569005699675,0.406115643133554
49,1,66841,0.097173360629189,0.0919449932974276,0.291296351039805
50,1,66948,0.0966288638401752,0.0925126663194973,0.296971928039111
51,1,68621,-0.0633826949451805,0.0923429068195948,0.492921580095759
52,1,69417,0.032066974078269,0.0921440761659496,0.728040805268359
56,1,74327,-0.058106809964588,0.0926149462615739,0.530801312917228
57,1,74572,-0.0415527115113168,0.0923933956388372,0.653176254376802
58,1,75211,-0.0535401182167395,0.0922073651041955,0.56184750713912
59,1,76030,0.0129784240290888,0.0922488023539739,0.888195605140724
60,1,80108,0.0754683730081153,0.0921420658130076,0.413314116583533
61,1,81262,0.0130625819183225,0.0921920877793243,0.887406686567392
62,1,81999,-0.000736037283645324,0.0924198534945265,0.993650165266107
63,1,82431,0.0312479838053754,0.0928424573748577,0.736641085818915
64,1,83284,-0.0320750559671361,0.0921658346143188,0.728036655232052
65,1,83613,0.0127839439511485,0.092168974945403,0.889765390632363
66,1,84112,0.0409434324729667,0.0921558822614897,0.657109130751396
68,1,84858,0.0573648946440009,0.0923913735540093,0.535072580349033
69,1,85751,0.019925343324244,0.0928157106032034,0.830143580136143
70,1,87445,0.0272628805718204,0.0930066691907899,0.769596379698011
71,1,87467,0.0173370670556921,0.0935003880935,0.853004228359566
72,1,89070,0.0442536142188287,0.0928898655959614,0.634077414484478
73,1,89616,0.0246801670191631,0.0924105260709542,0.78957048997696
74,1,89679,0.0268464098294714,0.0924205199490131,0.771618820414485
75,1,89880,0.0100962395125777,0.0924534235149522,0.913103116997474
76,1,91472,0.0497001853855733,0.0931036870542391,0.593805210416257
77,1,93789,0.10025044463319,0.0920270876385202,0.276739153020302
78,1,94351,0.0901132053230202,0.0922997186166106,0.329579084685837
79,1,99148,0.0712427518286965,0.0921036224733598,0.439740350458966
82,1,106800,0.0532282565606148,0.0922625003790753,0.564359941016693
83,1,107970,0.00217791809236081,0.0920324439223757,0.981133452773942
84,1,109000,0.0334632087189737,0.092177503892229,0.716799679782907
85,1,112549,0.0753499428106312,0.0920029763170827,0.413342045629019
86,1,112742,0.0352729992215823,0.0924300641504016,0.70297415191402
87,1,113050,0.00840951860785236,0.0922925172572156,0.927450434957838
88,1,113135,0.00836831871805714,0.0920574483497747,0.92762104908559
89,1,114076,0.06986266233229,0.0919833983572961,0.448052149370803
90,1,114628,0.0486216674887466,0.0922551283604947,0.598500432354813
91,1,116283,0.105711317638523,0.0926340196575185,0.254572066415426
93,1,127853,-0.0296337015259897,0.0926185122950484,0.749192178871344
94,1,128302,-0.0517015110079018,0.0922350875638122,0.575466343277459
95,1,128704,-0.0673078347637709,0.0922984843881921,0.466337852608595
96,1,128911,-0.0433323961607854,0.0923494096065382,0.6392004692682
97,1,130267,-0.0377142990614506,0.0923125939471436,0.683117742810921
98,1,130271,-0.0356625827786924,0.0924245158954814,0.6998355242157
99,1,130613,-0.025301130662886,0.0932981710953353,0.786406714679642
100,1,132012,0.042301627137467,0.0930826083799758,0.649782468330983
101,1,133231,0.00428801057875014,0.092448846790209,0.963031596099538
102,1,137074,0.0145026386671323,0.0923144196906912,0.87525548390394
103,1,137304,0.00655939111088347,0.0923490750386188,0.943415512650017
104,1,139686,-0.00610093366693137,0.092470526644007,0.947433437039405
105,1,149562,-0.0161669909971649,0.0926780601169421,0.861617731359619
106,1,150447,-0.0170961831421019,0.0937056900297435,0.85533783762315
108,1,154084,0.000336076320419015,0.0939996216966184,0.997149353481836
110,1,157269,-0.00484120436254659,0.0922932429111495,0.958196147015841
111,1,160054,-0.0795153726989127,0.0930742958974435,0.393506272619342
112,1,166222,-0.080247627822107,0.0923826721606186,0.385632218036901
113,1,166416,-0.0838545873569971,0.0921856255500436,0.363639601178639
114,1,167326,-0.0810572379447458,0.0927177463699678,0.382583850734737
115,1,168836,-0.0693717662336703,0.0923043862898678,0.452819850351141
116,1,171200,-0.116100862666119,0.092309946796005,0.209321293539226
117,1,171431,-0.101398103580977,0.0929375674870129,0.276001786101787
118,1,173339,-0.140885468912729,0.0920653031438204,0.12684365006496
119,1,173845,-0.115949536014231,0.0920870417610879,0.208815435046057
120,1,175121,-0.0596275752590821,0.092055919746639,0.517579274830366
121,1,175281,-0.076069615166617,0.0920999513877798,0.409392414659488
122,1,175315,-0.0710768883102746,0.0920822044595236,0.440698866499017
123,1,175523,-0.0777609803455323,0.0925895976683045,0.401563315468373
124,1,175541,-0.0737792017830273,0.0922202328241388,0.424229906258102
125,1,175653,-0.0380774343962191,0.0925736987262306,0.681087347744325
128,1,175856,-0.0845303552021852,0.0940169369746459,0.369213829266443
129,1,175876,-0.0826126372262712,0.0925776939120578,0.372807860487493
130,1,175989,-0.0649828568915023,0.0928821177964109,0.484620915045158
131,1,176001,-0.0718127044854439,0.0933525912030091,0.442251541307477
133,1,177692,-0.106613771753492,0.0919850209077308,0.247225740321673
134,1,178191,-0.107677547779211,0.09207319491525,0.243000267884331
135,1,178224,-0.106613771753492,0.0919850209077308,0.247225740321673
136,1,178960,-0.0564768482094172,0.0928473016084097,0.543395160684801
140,1,183802,-0.0418128136249251,0.0921446156393526,0.650270478808598
141,1,183954,-0.0643886577709197,0.0927792489020023,0.488139605457933
142,1,184450,-0.0503961231704353,0.0919905304420132,0.584147776494583
144,1,184718,-0.0379370002688163,0.0925304873272779,0.682058612060868
145,1,185296,-0.0388760652971786,0.0921366503479572,0.673326237613582
146,1,185438,-0.0748401972697215,0.0920781125794105,0.416886117497513
147,1,185469,-0.076744634026889,0.0922068138552051,0.405796817451137
148,1,185503,-0.0682918322988218,0.0919867400935798,0.458332966605399
149,1,185705,-0.0574487783671979,0.0930371751079104,0.537314979278393
150,1,185749,-0.0719616704914986,0.0930085775567537,0.439620111136658
151,1,185806,-0.0520094761066496,0.0931705911136157,0.577049585814007
152,1,185879,-0.0666869981083945,0.0935948374855269,0.476621416900434
153,1,185916,-0.0781514662426104,0.0935270640863837,0.403943671704474
154,1,185941,-0.0794635009478618,0.0939321672653705,0.398144309798636
155,1,185954,-0.0600616988605769,0.0942477377363517,0.524359020224075
156,1,186055,-0.0720571523820424,0.0923402511295433,0.435711409521034
157,1,186896,-0.0186700093817143,0.0939297986001702,0.842560563630604
161,1,190132,-0.0347300569711374,0.0925186313828776,0.707600012916472
162,1,190148,-0.055045561244637,0.0925186274806818,0.552246491296658
163,1,190165,-0.0433901602534418,0.0932477019414326,0.641988172938807
164,1,190169,-0.0526665574970202,0.09311779586046,0.572031383119958
165,1,190933,-0.0480001166519553,0.0923691839107144,0.603629683933149
166,1,192149,-0.126300811018965,0.0929171248852579,0.174924162554946
168,1,192303,0.104385406549065,0.110921637287971,0.347310770473217
171,1,192795,-0.115891980202139,0.0920230773406325,0.208725357162662
173,1,194187,-0.136770100100149,0.092018495425218,0.138083710443403
174,1,194867,-0.0330365176628236,0.0922389945996963,0.720436041968794
190,2,8314,-0.125351197147903,0.0935802594005916,0.18126817646528
194,2,8498,-0.15820973560395,0.0933011678234403,0.0908265754398462
195,2,8651,-0.158166974408671,0.0933894424251559,0.091218130293475
197,2,9812,-0.0942740792428215,0.094191698466223,0.317573016412982
198,2,9932,-0.128475981500742,0.0937043154652834,0.171221472022847
199,2,10135,-0.128989857512904,0.0933415392322018,0.167872379854365
200,2,11616,-0.125621020834482,0.0932549580984548,0.178821565654636
201,2,12133,-0.111810604589356,0.0936771832768534,0.23344636143494
202,2,12194,-0.111079928691912,0.0940433354605971,0.238335598676231
203,2,12359,-0.120714325260202,0.093733547128084,0.198643361240175
204,2,13061,-0.124203719172791,0.0937137005054454,0.185911294077209
205,2,14298,-0.116519307455834,0.0940386729993739,0.21614747768491
206,2,15222,-0.125622497689978,0.0949267697447827,0.186571433046381
207,2,17986,-0.120850854396982,0.0932728140374407,0.195935538583723
208,2,19770,-0.119343310103335,0.0939262127277406,0.204705221308268
209,2,19836,-0.122194815867143,0.0936565671363678,0.192840975911595
210,2,19851,-0.119914174148223,0.0939404263241398,0.202620895243355
211,2,21595,-0.122468581318909,0.0935412648792109,0.191302401524615
212,2,22385,-0.110921653568083,0.093670965849416,0.237145434415625
213,2,23441,-0.094438381483464,0.0946350236212314,0.319000694316327
214,2,24209,-0.0936711223858873,0.0938557591672554,0.318947108729776
215,2,24341,-0.088860052318509,0.0940916036838523,0.345611534040299
216,2,26815,-0.08489369483811,0.0939889511480704,0.367019470983391
217,2,28209,-0.0652295378701183,0.0940651128419932,0.488482647160277
221,2,41245,-0.0195180482005409,0.093762347798372,0.835220111783029
222,2,43214,-0.017312760301293,0.0952838891554683,0.855925108436874
223,2,47104,-0.00509160306452888,0.0926315447036632,0.956196495416876
224,2,50915,0.0745664803419365,0.0934578443646827,0.425486856948775
225,2,55834,0.0911536109160107,0.0929833479382125,0.327598637076668
226,2,56422,0.0585928853486892,0.0932241481167542,0.530072303528285
227,2,57715,0.0680394221440983,0.092898258966931,0.464405625480116
228,2,59046,0.0904987991424138,0.0933148844827811,0.332799401116681
229,2,59191,0.0704819091720656,0.0928283496308118,0.448196946891616
230,2,59383,0.0550487035452947,0.0928846744312021,0.553790533020504
231,2,59477,0.0363923266481083,0.0943092518714454,0.699815856863586
233,2,60471,0.0448307360354293,0.0930254407943013,0.630162068965863
234,2,60478,0.0471744341192923,0.0931283843566083,0.612784945241873
235,2,60786,0.0524308634401062,0.092967168134997,0.573131428359945
236,2,61035,0.0306328710083908,0.0929880414852833,0.742027532902361
237,2,61071,0.0390331481168791,0.0925571254672042,0.673486439046045
238,2,61675,0.0554496067285674,0.0928000527058696,0.550545372785996
240,2,62939,0.0331787774629723,0.0926696559721672,0.720532753675838
241,2,63527,0.0184534284130854,0.0930292110910653,0.842876303133526
242,2,63857,0.013692512452431,0.0930531836437503,0.883099864707451
243,2,65527,0.0193659757241937,0.0927435181525569,0.834715306203521
247,2,67976,0.0325819588413219,0.0940691675543145,0.729277245871053
250,2,72389,-0.166141842964176,0.093085865055519,0.0751485580855688
251,2,72392,0.00721786854589712,0.0941399691953116,0.938928179594271
252,2,73646,-0.0609253380474417,0.0921536498241945,0.508961628899075
253,2,74564,-0.0917456311638135,0.0918999867961687,0.318807853582125
254,2,74739,-0.0779950961069061,0.0922388605669684,0.398361321196992
257,2,80873,0.0145534661051337,0.0925492743060734,0.875136938937985
258,2,81501,-0.00436048288725388,0.0925368046840645,0.962442954274679
259,2,83526,0.00616684780363069,0.0923929624967161,0.946821810751902
260,2,83845,0.00647503463110177,0.0924807118773622,0.944221387534675
263,2,84447,0.0747632766872752,0.0935775473412944,0.424859752608142
264,2,87391,0.074455921543242,0.0919876624010341,0.418823417275317
265,2,87562,0.0667495104400419,0.0922375919433076,0.469748081544861
266,2,87849,0.0778963380855401,0.0922040779301603,0.398780599976469
267,2,87878,0.0755208038970355,0.0926066648634167,0.415335634916998
269,2,89785,0.0424998942717121,0.0926765877237649,0.646815956068763
272,2,93721,0.0158987509213977,0.0924203761657708,0.863515298986556
273,2,93952,0.0396528539272032,0.0921357125752903,0.667185933469086
274,2,95085,-0.0448886364389261,0.0922575737839132,0.626873719939189
276,2,107124,0.000553167870563309,0.0923344112804439,0.995223351924342
277,2,111645,-0.0130513981117231,0.0923909341105575,0.887742949288822
278,2,111916,-0.0138065675635118,0.0926084142620284,0.881571337272157
279,2,111931,-0.00473778780570178,0.0927525990859393,0.959290792542291
280,2,111999,0.00433386262642227,0.0924195739373177,0.962624752961252
281,2,114528,-0.0063824179348661,0.0929510787197372,0.94529573740393
282,2,116024,-0.0240627261592148,0.0931639119569446,0.796338435453209
286,2,120090,-0.0750903462975619,0.0927186347561876,0.418558592858523
287,2,120291,-0.103420450508613,0.0937044839317687,0.270480594818409
288,2,120726,-0.0837884995135246,0.0932170823634192,0.369343411315703
289,2,121716,-0.133560288588356,0.0929462609628399,0.151614389277348
290,2,123100,-0.0995416276679651,0.09319582292174,0.286209300452016
291,2,124677,-0.127921537334536,0.0929687274585177,0.169705384498375
293,2,127887,-0.140684518388236,0.0935576608524059,0.133547617330451
294,2,128935,-0.129277150941102,0.0935153069329172,0.16771769369174
295,2,129053,-0.152116083208887,0.0937044104036383,0.105404892247639
296,2,130040,-0.163853872750354,0.0942248578720551,0.0829124374164911
297,2,130976,-0.150926549192537,0.0935124324745044,0.107426768597702
298,2,132199,-0.209233328355223,0.0936318974817536,0.0260664915862264
299,2,133355,-0.198286358749318,0.0943412082558162,0.0362789782438122
300,2,133435,-0.2074025024326,0.0944922005197508,0.0288203128869237
302,2,135183,-0.170025847423136,0.094756358059224,0.0736132507533455
303,2,135402,-0.166518909164304,0.0947595571810442,0.079737235083679
304,2,135898,-0.201767005368379,0.09507328270912,0.0345146558851919
305,2,135912,-0.200412531991492,0.0951525129318436,0.0358904191491505
306,2,135925,-0.204690120608363,0.0946901318031363,0.0313141963915161
307,2,136002,-0.184194801051203,0.0947375836861884,0.0526578183291061
308,2,136173,-0.178594917652449,0.0954451437542903,0.0621473309576537
310,2,138318,-0.18324891161116,0.0979652818564188,0.0622348177418874
311,2,138695,-0.191449548752809,0.0962242050637293,0.0474041059246361
312,2,138818,-0.193801607854139,0.0960323997045065,0.044338381026379
313,2,139728,-0.188645367043061,0.0958873823597239,0.0499239522598892
314,2,140174,-0.191605744671398,0.0958707524799404,0.0464199053497271
315,2,140863,-0.189480421638858,0.0958435054775045,0.0488219906862304
316,2,141152,-0.208238237311245,0.0960064674319275,0.0307495847570376
317,2,141292,-0.199006756504687,0.0953627889227514,0.0376197653826562
318,2,141545,-0.244122245556019,0.0955371011900971,0.0110294588054048
322,2,146723,-0.201852074319167,0.0956411880130845,0.0355170705522961
323,2,147946,-0.195773192378291,0.0965637593563046,0.0433726449470336
326,2,151397,-0.12368852521257,0.0971443259974578,0.203768950078936
327,2,153035,-0.129027876652338,0.0960620314065994,0.180079030647388
328,2,153228,-0.103988156409978,0.0968519291157561,0.283698700601757
329,2,153455,-0.14287519043127,0.0974458759083866,0.143483896557618
331,2,153815,-0.154696658186066,0.0970183809163236,0.111717040537615
332,2,154160,-0.130153291202341,0.0960975799954011,0.176479308989345
333,2,154235,-0.142386375562796,0.0970134836491469,0.143077026825327
335,2,159870,-0.0627618880592131,0.0947924775689035,0.508340564006159
336,2,161229,-0.108636123289417,0.0961334645998881,0.259220217921696
339,2,162696,-0.0823343095429315,0.0957926224821703,0.390644860309057
340,2,163284,-0.0783773279346069,0.0945300938882391,0.407593585350303
341,2,164166,-0.0461632406162952,0.0954690494602907,0.629011148669533
342,2,165270,-0.0382807750047921,0.0946756101440236,0.686210388386134
343,2,165675,-0.0283742879752938,0.0962506923277498,0.768323262602743
346,2,168062,0.0640281769213682,0.0953366539655436,0.502277109421794
347,2,168518,0.0414928589053638,0.0948256050980808,0.661965472830365
348,2,168980,0.0159373654990955,0.0948024929334955,0.866592034361125
349,2,169651,-0.0151167167445239,0.0948479058643467,0.873461828603873
352,2,170725,-0.00270311976701909,0.0950200511782595,0.977321006540434
353,2,171254,-0.0122642617172847,0.0951716907878694,0.897538178164936
354,2,172242,0.0419050501854442,0.0940224574292728,0.656093017492301
355,2,173254,0.0634362981451203,0.0932671218835881,0.49685079308831
356,2,173340,0.0661429361371417,0.093250492910399,0.478604136452415
357,2,173385,0.0730317753969001,0.0933219437614806,0.434399143819383
358,2,173973,0.0447330247305351,0.0931243046492147,0.631270240980606
360,2,177341,0.0159559489032951,0.0928334476311317,0.863632597307901
361,2,180314,-0.0200832380040936,0.0928623294021615,0.828903035637561
362,2,180339,-0.0112636276035708,0.0931011741518722,0.903773604712023
363,2,182758,-0.118982566136199,0.0925528059447588,0.199437947634581
364,2,183619,-0.00840056350302404,0.0931334486633507,0.928180069046862
367,2,187176,-0.0367900536680224,0.0936210935775842,0.694580636456014
368,2,191066,0.0473502674446331,0.0943079170382068,0.615923168560438
371,2,191599,0.014754317267661,0.0930310813792876,0.874078211574496
373,2,191763,0.0262495666406017,0.0933924124099132,0.778823342575032
374,2,191959,0.0469987557402056,0.0931413776372214,0.614157533992687
376,2,195759,0.0147532132367979,0.093971729447633,0.875337524382958
377,2,196912,0.0392466807244774,0.0924313844051198,0.671384480593136
379,2,198110,0.035657298716364,0.0929896771266221,0.7016137225501
381,2,198805,0.0387215119462776,0.0933869185335253,0.67866077140862
382,2,198891,0.0510975096018392,0.0926421436605711,0.581600230478991
383,2,199248,0.0658014401166389,0.0928276762033376,0.478881811772334
384,2,201782,-0.0251755099781323,0.0927698899497274,0.786260584626826
385,2,203285,0.0352748240574364,0.0924007894337064,0.702869903801339
386,2,203783,0.0603738020947115,0.0921648550896736,0.512853713622935
387,2,204179,0.0534810891048278,0.0924001699229274,0.563094192732539
388,2,205406,0.0851097312345398,0.0932838808698074,0.362194858373212
389,2,205834,0.0828190123050937,0.0928419073971597,0.372977319416183
391,2,207192,0.0878227779076888,0.0927418561315053,0.344307211849422
392,2,207561,0.0831642302723147,0.0923431019273717,0.368414843485494
393,2,208682,0.0977445361685818,0.0921468607268343,0.289529956561753
394,2,210102,0.0912677342003834,0.0924043612368347,0.32397638869389
396,2,214801,0.138601741212499,0.0922330076303356,0.133801514409344
397,2,215016,0.144944721112284,0.0921524046226098,0.116642314136977
398,2,218876,0.0931936923121578,0.09329904581836,0.318541494472423
399,2,227511,0.157405796491154,0.0937183751981122,0.0939274051894449
400,2,230378,0.140658214149036,0.0926042224370254,0.12967825746098
401,2,231943,0.13095470602479,0.0929116442679982,0.159581267506547
402,2,232156,0.134554728589925,0.0928587652965409,0.148218168498939
403,2,232789,0.116045229956976,0.0925989728728105,0.210961594174076
404,2,238524,0.111008685899487,0.0927473310481177,0.232151221018424
405,2,241518,0.125671797237566,0.0935032037084434,0.179799479585411
406,2,250396,0.118330437576221,0.0928898382344732,0.203544295183921
407,2,250466,0.134824090885536,0.0927931694138335,0.147125215642061
408,2,252305,0.0468698186867029,0.093283571468869,0.615668161834696
409,2,254571,0.0648160462471988,0.0945646845725385,0.493531981437714
410,2,254742,0.0725019114394463,0.0944633555043099,0.443289262854624
411,2,254908,0.0883739465231471,0.0951481146395913,0.353625355940594
413,2,255862,0.0864071456750442,0.0945787024511197,0.361550396503708
414,2,255975,0.0587495923611249,0.0942967557366497,0.533667911910706
415,2,258311,0.0936833044115181,0.0926565976397883,0.312670299403608
416,2,259284,0.0565341623931028,0.0930544673366444,0.543884284717969
417,2,266330,-0.00297073894962074,0.0935032929368922,0.974672238637869
418,2,267100,0.0103319500708889,0.0934949940439186,0.912069261490579
419,2,268086,0.00713805641877385,0.0935026547820545,0.939191308698451
420,2,274614,-0.0294494408998108,0.0929221163543615,0.751487051690716
421,2,274729,-0.0388639521477149,0.0934207559325796,0.677655612499139
422,2,275746,-0.0151311545340719,0.0933993900458834,0.871394720573873
423,2,277029,-0.0272634430443253,0.0929574914099381,0.769473330426214
424,2,277741,-0.0227331896857098,0.0929974441938559,0.807024642184733
425,2,278218,-0.0297875081611305,0.0928237934922746,0.748473190594079
426,2,278379,-0.00156855783320203,0.0951347821457559,0.986854595222808
427,2,279910,-0.0370456343931358,0.0927837848437765,0.689936884271326
429,2,283431,-0.0323081617904981,0.0941482471714555,0.731680377229138
430,2,283573,-0.0330075434535191,0.0930178068512542,0.722912468518346
431,2,286762,-0.0322817084145819,0.0932567101115844,0.729428976498433
432,2,287187,-0.0305249419332108,0.092823114808647,0.742463581107323
433,2,288379,-0.0626062785848698,0.0920735093582844,0.496975628890142
434,2,294941,-0.0877931933153645,0.0920704021590597,0.340966922451301
439,2,297610,-0.0330451911457708,0.0926388190908289,0.721522060920215
441,2,299680,0.00975275373504512,0.0923687135734832,0.91597157142854
442,2,299708,-0.00295598196439367,0.0925648706928595,0.974542599786905
443,2,299759,-0.00803617347495925,0.0922503970456441,0.930631390008486
444,2,300111,0.0130565695939844,0.09289334894467,0.88830213607612
446,2,301710,0.0308780278681966,0.092261491143253,0.738065652888779
447,2,303446,0.0305101012367955,0.0928431526045965,0.742637913581478
448,2,303854,0.0295382303780643,0.0928618527334708,0.750606365876289
449,2,304472,0.0152508347583243,0.0920867669856826,0.868555733085733
450,2,304691,0.0105692129364289,0.0935805994566688,0.910140460596274
451,2,308097,-0.0386120355910299,0.0925730714262687,0.676860325193971
453,2,309402,-0.00813988845998184,0.0920314971757365,0.929571746988008
454,2,310030,-0.0487722749360065,0.0925131654085171,0.598390864029734
455,2,310113,-0.0549851577038599,0.0922450052877886,0.551505575692568
456,2,310972,-0.0481917955800146,0.0923959688446433,0.602290582941293
457,2,312659,-0.036888634589547,0.0920520485681654,0.688856419418142
460,2,318265,-0.111978899688563,0.0930789084761141,0.229761892802327
461,2,318379,-0.0924479032724151,0.0934163681305354,0.323031474534422
462,2,321266,-0.0908719369940836,0.092793760634221,0.328107716501996
463,2,322957,-0.0556442611094725,0.0920427085706618,0.545867552371153
464,2,325221,-0.107982123654207,0.0924173440459476,0.243426525287116
465,2,332691,-0.0766695412938833,0.0934499879174529,0.412522439227266
