SNP,Chr,Pos,Effect,SE,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0416058859442694,0.0706472255989204,0.55628855088096
9,1,27272,-0.054322483356674,0.0695603786337137,0.435361166857925
16,1,27843,0.0611767061039291,0.067895163748622,0.368177872972584
17,1,27848,0.0611767061039291,0.067895163748622,0.368177872972584
18,1,28495,0.0945405608585122,0.0677877956722169,0.163997029520383
19,1,28975,0.0523448418927393,0.0674624245025888,0.438321021528127
26,1,31435,0.052582681211903,0.0672828538854971,0.435022431402519
29,1,36146,0.0468021918682643,0.0669474691708543,0.484957210325718
31,1,37409,0.100731797463038,0.0671423049224064,0.13443750976858
32,1,37478,0.0897841711710082,0.0672443383712065,0.182673557400816
33,1,39144,-0.019385316305446,0.0670983658066421,0.772820665809279
34,1,41499,-0.0272716652055787,0.0669044163071291,0.683798817219774
37,1,51248,0.0447531144546144,0.0671627777988835,0.5056302894959
38,1,51462,0.0436685247834367,0.0672559852827946,0.516574271091466
39,1,52124,0.0246243740897397,0.0671922224649225,0.714229061520882
40,1,52667,0.00898790858137932,0.067095593065004,0.893513100962328
42,1,59265,0.0222723365117175,0.0670529714328503,0.739965345673651
43,1,60165,0.0562370863220408,0.0669458910786657,0.40145571668188
44,1,62308,-0.0333297867144907,0.0669155620025664,0.61873272911183
45,1,62869,-0.0351601852193147,0.0669044977112665,0.599546159465426
49,1,66841,-0.0320705190055261,0.0669404492511567,0.632171041585546
50,1,66948,-0.0392629457092382,0.0673407462959463,0.560232687871949
51,1,68621,-0.0807342357367025,0.0670531026716183,0.229383049213238
52,1,69417,-0.0664547852159006,0.0669193617467322,0.321362067044969
56,1,74327,-0.0345427339573771,0.0673561157576201,0.608385843613048
57,1,74572,-0.039640010663163,0.0671686851237637,0.555463573325355
58,1,75211,-0.0288373819681219,0.0670617476675868,0.66744901815051
59,1,76030,0.0137872653712763,0.0670752957312341,0.837261639713546
60,1,80108,-0.0537957683904642,0.0670022983324424,0.42257603558881
61,1,81262,-0.0705482399850168,0.0669328546478583,0.292596896383659
62,1,81999,-0.0813842555646955,0.0670620642228686,0.225724776077674
63,1,82431,-0.0617665375976445,0.0674398476138003,0.360357175860406
64,1,83284,-0.0725501347731569,0.0669172763071593,0.279026496010849
65,1,83613,-0.06810684790973,0.066923106912571,0.309523200238577
66,1,84112,-0.0950077395380492,0.066837578930718,0.15606246160638
68,1,84858,-0.0946677750298998,0.0670286560011192,0.158728551651244
69,1,85751,-0.0743910291600681,0.0673778168149548,0.27030706541286
70,1,87445,-0.0194556195056242,0.0676288043585712,0.773758649096761
71,1,87467,-0.0360200930488148,0.0679637784258213,0.596452360321995
72,1,89070,-0.0434007720740971,0.0675257801875768,0.52081724618791
73,1,89616,-0.0222850391585882,0.0671913443699445,0.740338807868975
74,1,89679,-0.0335000515182922,0.0671866673607867,0.618363574951892
75,1,89880,-0.0273479480264995,0.0672115923542119,0.684332941746502
76,1,91472,-0.0422438933345498,0.0676890337838043,0.532973092817355
77,1,93789,-0.0199138526201287,0.0670202155452206,0.766540480502791
78,1,94351,-0.0223791844554,0.067194447069727,0.739293428810247
79,1,99148,-0.00444869061853614,0.0670281778863096,0.947120465515075
82,1,106800,0.0047493460330708,0.0671185339076256,0.943628380357787
83,1,107970,0.0104129961261929,0.0669178651452943,0.87643047969957
84,1,109000,-0.00251833532935611,0.0670379621457288,0.970055103438633
85,1,112549,0.0376045966955711,0.0669322898911512,0.574588100980662
86,1,112742,0.0628021113038032,0.0671399374398113,0.350226137867863
87,1,113050,0.0500073318000778,0.0670572035293286,0.456319940737079
88,1,113135,0.0284961151569862,0.0669218875081025,0.670504642741276
89,1,114076,0.0136681856038862,0.0669351190239902,0.838314487601458
90,1,114628,0.0233434322832911,0.0670969140009864,0.728117994814546
91,1,116283,0.0445477271672904,0.0674399992157707,0.509329521309626
93,1,127853,0.0284003862137986,0.0673390594006694,0.673462728659389
94,1,128302,0.0627873174253109,0.0670140255111931,0.349436145018548
95,1,128704,0.0762952750421367,0.0670412173840802,0.255877525606266
96,1,128911,0.0786601575456486,0.0670409225981143,0.241460361480826
97,1,130267,0.0221008319881976,0.0671293764628565,0.742179041890531
98,1,130271,0.0245452549888969,0.0672066716098979,0.715165535173242
99,1,130613,0.038340766527035,0.0678168333867805,0.572189660005619
100,1,132012,0.0419645887827558,0.0676666636708305,0.535548400997792
101,1,133231,0.0685157749388076,0.0671241065938142,0.308080094015577
102,1,137074,0.0162251582341191,0.067121933338431,0.809132359494262
103,1,137304,0.0287871371952668,0.0671333386301841,0.668326414226845
104,1,139686,8.43628786021955e-05,0.0672390672981357,0.9989996267198
105,1,149562,0.00371169460645315,0.0673921729687528,0.956109035514914
106,1,150447,0.0114635553366415,0.0681372653723956,0.866489188139567
108,1,154084,0.0133011408103382,0.0683468478153993,0.845808385869516
110,1,157269,0.0238401210538591,0.0670980082753184,0.722574840218089
111,1,160054,0.00799414896803607,0.0677462684161722,0.906133728305562
112,1,166222,0.0134320023416964,0.0672427255371848,0.841788010170924
113,1,166416,0.018064301281882,0.067103117356183,0.787931429375962
114,1,167326,-0.00601943612625438,0.0674906000336282,0.928982086803948
115,1,168836,0.026300977724228,0.067156934105356,0.695564540795135
116,1,171200,0.0525274173082825,0.0672139971152337,0.435035108222568
117,1,171431,0.0611581898330496,0.0676137899212702,0.366335336830529
118,1,173339,0.0538349448756947,0.0671045346307008,0.422945255371412
119,1,173845,0.0612262030327367,0.0670308389907383,0.361653790007876
120,1,175121,0.0607376859109093,0.0668988824270122,0.364548935781888
121,1,175281,0.0595252228935456,0.0669589623748683,0.374618853267927
122,1,175315,0.05766472046589,0.0669424505115838,0.38959845867787
123,1,175523,0.059460662998163,0.0673181121598874,0.37768677745398
124,1,175541,0.0587593277553214,0.0670445168510737,0.381396366998396
125,1,175653,0.0555621434420405,0.067264825603212,0.409350229937504
128,1,175856,0.0590939241065441,0.0683690261628766,0.387989375247291
129,1,175876,0.0679878981165973,0.0672952414141687,0.313047022047349
130,1,175989,0.0515894543831257,0.0675289425262807,0.445401021648236
131,1,176001,0.0512643923069787,0.0678820920759642,0.450634008832137
133,1,177692,0.0407355691086708,0.0669776884885666,0.543448533045361
134,1,178191,0.0381025857842344,0.0670486467009619,0.570204337245083
135,1,178224,0.0407355691086708,0.0669776884885666,0.543448533045361
136,1,178960,0.0221823481309376,0.0675376734377135,0.742770673101625
140,1,183802,-0.00375930219175662,0.0670209113002829,0.955300664487239
141,1,183954,-0.0229261303290492,0.0674981148496986,0.734317700583872
142,1,184450,0.00197421822037377,0.0669179773779279,0.976480847747158
144,1,184718,0.00624945715015177,0.0672974481451817,0.926064913060169
145,1,185296,0.00684679109308602,0.0670117808051569,0.918677414462073
146,1,185438,0.00757553245111876,0.0670147226994057,0.910060875345826
147,1,185469,0.00528888374542386,0.0671120627854578,0.937230986105321
148,1,185503,0.00880903483612663,0.0669374302197945,0.895374842905143
149,1,185705,-0.00207516441523634,0.0676871190061551,0.975559462788353
150,1,185749,-0.0145846200086855,0.0676827577554949,0.82951364371807
151,1,185806,0.00639730578103711,0.0677767348954216,0.924854555641903
152,1,185879,-0.00727018935213014,0.0681040004042416,0.915046939302562
153,1,185916,0.0117228058072092,0.0680712652518506,0.863368200995192
154,1,185941,-0.00328577565703007,0.0683704417381258,0.961696859180407
155,1,185954,-0.0022003266488771,0.0685702374703609,0.974419486612265
156,1,186055,0.00343316978592051,0.0672015642096383,0.959284575068606
157,1,186896,-0.032323638853684,0.0682818939371289,0.636230986651075
161,1,190132,0.0143007663830613,0.0672827524223688,0.831802774026881
162,1,190148,0.0172631807036246,0.0673010792223298,0.797709000454146
163,1,190165,0.0231049292684182,0.0678134072415207,0.733522112706213
164,1,190169,0.0228007482686248,0.0677291068517799,0.736583647994632
165,1,190933,-0.0189855960613016,0.0671830492170468,0.777652915041047
166,1,192149,-0.0651353029054453,0.0676512078788802,0.336301630777521
168,1,192303,0.0222546255374212,0.080747545070186,0.783010844627089
171,1,192795,-0.0488096043671972,0.0670131128495701,0.466876738773529
173,1,194187,0.0184703320667182,0.0671118100871634,0.783310306014699
174,1,194867,0.0291377926171455,0.0670645540835393,0.664209863654171
190,2,8314,-0.0598324448650047,0.0681439244922565,0.380524377645445
194,2,8498,-0.0520567265164518,0.0680620155034636,0.44487630247649
195,2,8651,-0.0494477602284271,0.0681313535251939,0.468460065780766
197,2,9812,-0.0384764728220346,0.0685567113454702,0.574992978766588
198,2,9932,-0.0535855472823237,0.0682574089735618,0.432950219644949
199,2,10135,-0.0571772311430552,0.0679872626953454,0.40091771636501
200,2,11616,-0.0619087391852291,0.0679032030846164,0.3625380834121
201,2,12133,-0.0657840376552397,0.0681635009094148,0.335159505798997
202,2,12194,-0.066328534918167,0.0684262873211297,0.333037823300476
203,2,12359,-0.064676346713038,0.0682301857345748,0.343821707298807
204,2,13061,-0.0623778386831246,0.0682312144463176,0.361229142395
205,2,14298,-0.0611376035153779,0.0684501412905012,0.372374707004197
206,2,15222,-0.0672868265573505,0.0691029448758704,0.33086301377544
207,2,17986,-0.0524416165012008,0.0679257812352598,0.440605572880282
208,2,19770,-0.0799896834119103,0.0683206119284321,0.242469447898095
209,2,19836,-0.0693853332077181,0.0681651046158829,0.309422098771217
210,2,19851,-0.0661924216513823,0.0683742353730583,0.333662166881336
211,2,21595,-0.0560501909717857,0.0681168710660657,0.411146940492665
212,2,22385,-0.057325010012784,0.0681784460959129,0.401024451211417
213,2,23441,-0.0485858057705675,0.0688609931657808,0.480924942906027
214,2,24209,-0.0459356126653085,0.0682983765222886,0.501659285672338
215,2,24341,-0.0437011153582711,0.0684642741782923,0.523688778483329
216,2,26815,-0.0495063038299504,0.0683709270839968,0.469493676966344
217,2,28209,-0.0883301656589099,0.0682830517017282,0.196653422140924
221,2,41245,-0.0922822963702004,0.0680050233392639,0.175650698345462
222,2,43214,-0.0816877204482634,0.06915104312516,0.238281148933551
223,2,47104,-0.0966042607815892,0.06715948562173,0.15119789549949
224,2,50915,-0.0668456229180929,0.0679247002537018,0.325733671428847
225,2,55834,-0.0914877683808319,0.0675281795629425,0.176344916641783
226,2,56422,-0.0844470970423417,0.0676754643302633,0.212922464662946
227,2,57715,-0.0721545197824303,0.0674918032160925,0.285761569086025
228,2,59046,-0.0790750721577753,0.0678124700160008,0.244367507094972
229,2,59191,-0.0735486317502938,0.0674404169180818,0.276205100332475
230,2,59383,-0.0773291868901986,0.067447926677135,0.252364024725332
231,2,59477,-0.0867963978311057,0.0684343674543868,0.205520964603754
233,2,60471,-0.0899310683646296,0.0674948874857685,0.183583975347432
234,2,60478,-0.0858724158253508,0.0675872495514075,0.204728479871184
235,2,60786,-0.091846291777166,0.0674533192832857,0.174183875568653
236,2,61035,-0.0931798526249683,0.0674432471168376,0.167967148350557
237,2,61071,-0.0938709269169524,0.067132912194448,0.162905435473269
238,2,61675,-0.0830893428898333,0.0673673781211654,0.218255958147139
240,2,62939,-0.119999464731217,0.0670923611649919,0.0745413221211736
241,2,63527,-0.113316110073256,0.0673792702234732,0.0934987736599956
242,2,63857,-0.143369637456476,0.0672327437441649,0.0336605684452315
243,2,65527,-0.175550670178461,0.0667909302962497,0.00895447670102344
247,2,67976,-0.164349217044374,0.0678511653993294,0.0159297357173693
250,2,72389,-0.0618631436090975,0.0679110386346916,0.362946574317927
251,2,72392,-0.0250932593037279,0.0684401043080441,0.714103098769061
252,2,73646,-0.0880544444773574,0.0668857171241618,0.188863415268726
253,2,74564,-0.0830279057904246,0.0667719853812732,0.214525681801972
254,2,74739,-0.0638247367927114,0.0670520942102992,0.341815263305408
257,2,80873,0.0188195156509454,0.0672908154209248,0.779891153147246
258,2,81501,0.0351532781155712,0.0672610393226749,0.601552977676863
259,2,83526,0.0178663916139127,0.0671759468378739,0.790422112041061
260,2,83845,0.0306382589582372,0.06722675080235,0.648853543766767
263,2,84447,0.0517956383856759,0.0680492809447535,0.447076268336532
264,2,87391,0.0587796257344697,0.0668764486425945,0.380037859323601
265,2,87562,0.0743249921750873,0.0670023297212769,0.268060378854556
266,2,87849,0.0630998128854125,0.067028568024316,0.347150416866459
267,2,87878,0.0735451869891774,0.0672872813521974,0.27513790776932
269,2,89785,0.0438097023348268,0.0673682161372647,0.515920006711589
272,2,93721,0.0320854914920219,0.0671833024082705,0.633243789506859
273,2,93952,0.0355398316084904,0.0669860689832803,0.596060398580527
274,2,95085,0.0292656517498669,0.0670882178319766,0.662939142242323
276,2,107124,0.0354585650509095,0.0671131514826195,0.597595338220593
277,2,111645,0.043008175419717,0.067143668003016,0.522237452952503
278,2,111916,0.0438221496678752,0.0673006310635858,0.515379596116631
279,2,111931,0.0537162264226877,0.0673833812708748,0.425886303251171
280,2,111999,0.0524296199538566,0.0671438490774828,0.435411024301263
281,2,114528,0.0571555368223721,0.0675200359484646,0.397848789377618
282,2,116024,0.0635443094433327,0.0676647666605908,0.348319047958566
286,2,120090,0.00170844100187262,0.0674816051845574,0.979816311005941
287,2,120291,0.000371956194206935,0.0682533646311725,0.995654917144967
288,2,120726,0.00746760779145395,0.0678578604131484,0.91243400742626
289,2,121716,0.018040191398738,0.0677751538376269,0.79025824917284
290,2,123100,0.0202515836499344,0.0678668970088949,0.765572317004558
291,2,124677,0.00445432870478057,0.0677815404165055,0.947641170134206
293,2,127887,0.0112587037318601,0.0682440521164511,0.869056463590879
294,2,128935,0.00567570728245848,0.0681814978657657,0.933704633713973
295,2,129053,-0.00446290059758603,0.0683893009232672,0.948006085968228
296,2,130040,-0.0262356167501527,0.0687929606415769,0.703157669943248
297,2,130976,-0.00924935821626005,0.068244907393895,0.892268639275525
298,2,132199,-0.0228944672505649,0.0685521653490158,0.73859940205869
299,2,133355,0.00993074245690884,0.0690247697204007,0.885683520207139
300,2,133435,0.00173213380313042,0.0691758942830718,0.98003755953678
302,2,135183,-0.0487193857458277,0.0691656781028788,0.481656398322365
303,2,135402,-0.0537492545241005,0.0691446580835628,0.437475877887166
304,2,135898,-0.036822057959385,0.0695432169785837,0.596802193101097
305,2,135912,-0.0406525550983714,0.0695885851797006,0.559469488946567
306,2,135925,-0.0429306213561493,0.0692691549484921,0.535812125262855
307,2,136002,-0.0395354715745433,0.0692229985543727,0.568273572169601
308,2,136173,-0.0418503564576331,0.0697093637763808,0.548654976955642
310,2,138318,-0.0498182758550656,0.0715371312116058,0.48663824573155
311,2,138695,-0.0477397144708165,0.0703134133663512,0.497610636204727
312,2,138818,-0.0372282389638823,0.0702023233424122,0.596237887795979
313,2,139728,-0.0130588760159909,0.0701009290575471,0.85232688402935
314,2,140174,-0.0344258658771781,0.0700804253454393,0.623566444355708
315,2,140863,-0.00832144243155253,0.0700746187171764,0.90554004861887
316,2,141152,-0.0185704897682808,0.0702664629120159,0.791713259402389
317,2,141292,-0.0285146318003557,0.0697516287250967,0.682932588402416
318,2,141545,-0.0132624410647479,0.0701044434121585,0.85005954431005
322,2,146723,-0.00659742669905294,0.0699806640764708,0.924944201564451
323,2,147946,-0.0317167236813378,0.0706024210422611,0.653541447386017
326,2,151397,0.0287488060468173,0.070782618575509,0.684873865855672
327,2,153035,-0.0420164769489735,0.0699927163954654,0.548692933856991
328,2,153228,-0.0672337769227802,0.0704485999027031,0.340551276955486
329,2,153455,-0.0397692534168819,0.0710403088499166,0.57596238032491
331,2,153815,-0.0241326296873086,0.0707875032926185,0.733369237573247
332,2,154160,-0.0489371663079887,0.0700088979692617,0.485003878526697
333,2,154235,-0.0684000993281253,0.0706631907096382,0.333720301662336
335,2,159870,-0.0665375252469029,0.0688788302315172,0.334701335469084
336,2,161229,-0.0504977125041814,0.0699768360777987,0.470996812618987
339,2,162696,0.00619564780908499,0.0697263360430459,0.929246234568832
340,2,163284,-0.00987450904591314,0.0688011286934316,0.885959447396085
341,2,164166,0.022894557675962,0.0694312808930817,0.741788884554238
342,2,165270,0.0273593947420785,0.0688425890537701,0.691298256618399
343,2,165675,0.0359541796066041,0.0699697982150551,0.607676377612281
346,2,168062,0.0170889403089833,0.0693610285935999,0.805533856703466
347,2,168518,0.0205179799516708,0.068961166010619,0.76623732278877
348,2,168980,0.0378941500551164,0.0689075583014617,0.58271698301182
349,2,169651,0.047778328765187,0.0689229152736617,0.488631113945851
352,2,170725,0.0108246391955369,0.0690901811191935,0.87559129832202
353,2,171254,-0.00800162632385826,0.069203083953359,0.908015268210468
354,2,172242,0.0150481459426847,0.0683816604979217,0.825950748324075
355,2,173254,0.0229509162915676,0.0678513146317458,0.735373562432993
356,2,173340,0.0217676193354374,0.0678442054982343,0.748516094360344
357,2,173385,0.0275636732818229,0.0679007406980118,0.685032136944591
358,2,173973,0.0224936101570231,0.0677255849831722,0.73998920491223
360,2,177341,0.0130639133592374,0.0675017892272825,0.84665183677057
361,2,180314,-0.0144430907738853,0.0675236443668255,0.830751037007205
362,2,180339,-0.00501070699222572,0.0676980975862537,0.941039993448214
363,2,182758,0.0101187503264347,0.0674536861557102,0.880842132007878
364,2,183619,0.0125765556451699,0.067718159490487,0.852771718813961
367,2,187176,-0.0551098711086186,0.068026952152135,0.418418031737125
368,2,191066,-0.00626297992571478,0.0685983567968547,0.927306583724761
371,2,191599,-0.0508404176781495,0.0675945211798976,0.452469203956329
373,2,191763,-0.0453826830987476,0.0678736203840441,0.504165290828275
374,2,191959,-0.0473263705011009,0.0677040316087074,0.485000772207659
376,2,195759,0.0085456809081989,0.0683311032532776,0.900545002757927
