SNP,Chr,Pos,Effect,SE,RET2_EMP70_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0708192646064174,0.105361868335067,0.501926176257703
9,1,27272,-0.00351964370386026,0.103845793397411,0.972981644999936
16,1,27843,-0.0113734977538537,0.101387122696407,0.910745306040368
17,1,27848,-0.0113734977538537,0.101387122696407,0.910745306040368
18,1,28495,-0.00705220111995447,0.101389876748237,0.944587017793496
19,1,28975,-0.0344538741740543,0.100696137206672,0.732436468384846
26,1,31435,-0.0161337184315069,0.100442326844808,0.872479313931234
29,1,36146,-0.0557695649953578,0.0998839597029238,0.576963774629335
31,1,37409,-0.01422964946691,0.100465497806364,0.887447397330843
32,1,37478,-0.0227866888369315,0.100547404857127,0.820845496480527
33,1,39144,-0.00183457892545528,0.100095814715965,0.985387363330439
34,1,41499,0.00866725899865709,0.0998171526706585,0.930854793514912
37,1,51248,-0.18664156763489,0.099749658777397,0.0621582919630424
38,1,51462,-0.180066700826889,0.0999204447132521,0.0723825468019214
39,1,52124,-0.177970634348849,0.0997945419168885,0.0753850960728531
40,1,52667,-0.193912425961083,0.0995488479116897,0.0522177846982623
42,1,59265,-0.166193996067885,0.0996400819219764,0.0962137756720575
43,1,60165,-0.142485351609532,0.0996682524785424,0.153717357494136
44,1,62308,-0.0931699888465134,0.0997232073596202,0.350795067271451
45,1,62869,-0.0738349139701656,0.0997565109564025,0.459700154996106
49,1,66841,-0.0636593232516898,0.0998234522966043,0.52406997333415
50,1,66948,-0.0916576500711039,0.100375438326018,0.361787845019086
51,1,68621,-0.205335999885574,0.0996240100959979,0.0400245760555686
52,1,69417,-0.162926718002148,0.0995794902884256,0.102699992586985
56,1,74327,-0.0506858353746958,0.100469698401143,0.614232701465526
57,1,74572,-0.0469874208282419,0.10020712914902,0.63942843979534
58,1,75211,-0.0638326297377213,0.0999979077897942,0.523666506744182
59,1,76030,-0.0586196054558897,0.100006949304991,0.558145742195497
60,1,80108,-0.10678056800528,0.0998703673422528,0.285713865841591
61,1,81262,-0.0887084197483768,0.0998826018040397,0.375077272287193
62,1,81999,-0.118247028269286,0.10004055722201,0.238004917831279
63,1,82431,-0.173158495617835,0.100290252391083,0.0851191659298812
64,1,83284,-0.100061511263304,0.0998380152392276,0.316914890429328
65,1,83613,-0.0771734217235317,0.0998845238971501,0.440260503515249
66,1,84112,-0.114138498837004,0.0997952272698598,0.253511862005486
68,1,84858,-0.0360773022268509,0.100243746623716,0.719140285776255
