SNP,Chr,Pos,Effect,SE,ADE17_PGM2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0863430529774264,0.131170462536428,0.510806092485614
9,1,27272,-0.00560135863634803,0.129279506124003,0.965464962302736
16,1,27843,0.0969801273166775,0.126115455454843,0.442420011403259
17,1,27848,0.0969801273166775,0.126115455454843,0.442420011403259
18,1,28495,0.134319851971004,0.126020464722504,0.287216543659883
19,1,28975,0.0551575989473157,0.125344982444025,0.660172862455191
26,1,31435,0.0514552563930513,0.125017173817289,0.680893044284084
29,1,36146,-0.0375636212968977,0.124386305059695,0.762836296376075
31,1,37409,0.126720130042768,0.124893014421658,0.310977422735159
32,1,37478,0.0567293626763435,0.125146098210979,0.650607590335024
33,1,39144,0.0163060002695502,0.124608255424895,0.895962099090383
34,1,41499,-0.00402625811215417,0.12426544894713,0.974171004810777
37,1,51248,-0.0484781538871105,0.124767888861375,0.69784572426259
38,1,51462,-0.0611912460651722,0.12492133976625,0.624552662440784
39,1,52124,-0.0933591999950674,0.124695599915066,0.454538520759519
40,1,52667,-0.0235695265285509,0.124588250314413,0.850060959955059
42,1,59265,0.00908722278705544,0.124530771459122,0.941869962184983
43,1,60165,0.0450730499505721,0.124414479198967,0.717358555894972
44,1,62308,-0.158299768255243,0.124014873187837,0.20263281093632
45,1,62869,-0.110125128064499,0.124146850189117,0.375653049185265
49,1,66841,-0.132693095258907,0.124142981544839,0.285857215957891
50,1,66948,-0.198980194341992,0.124657756584915,0.111336300958892
51,1,68621,-0.266941735211447,0.123956312884019,0.0319549680672103
52,1,69417,-0.174051300510823,0.124092302465716,0.161616349168509
56,1,74327,-0.206773379014305,0.124636807905809,0.09800248301124
57,1,74572,-0.132582885886292,0.124588957001374,0.287982513242701
58,1,75211,-0.132978016482207,0.124359918023244,0.285665306236897
59,1,76030,-0.110541940124165,0.124422131965186,0.374907624437939
60,1,80108,-0.205598829165448,0.124049987665753,0.0983296818545194
61,1,81262,-0.204152099295874,0.124009496913376,0.100599838950113
62,1,81999,-0.174128339811669,0.124444005860152,0.162615953224227
63,1,82431,-0.209144288225543,0.124884226722041,0.0948776870106509
64,1,83284,-0.21294127304008,0.123949903601417,0.0866803936786786
65,1,83613,-0.226020973963591,0.123870495615418,0.0688981333193627
66,1,84112,-0.271725228240097,0.123623899988471,0.0285979431302747
68,1,84858,-0.199874007150289,0.124364102723336,0.108911576253172
69,1,85751,-0.216744704071377,0.124799256924558,0.0833042358909686
70,1,87445,-0.228861973853909,0.12500415814949,0.0679680200850217
71,1,87467,-0.24212745968343,0.125594315256908,0.0546752685151433
72,1,89070,-0.356618122132351,0.124019492404463,0.00427864947560796
73,1,89616,-0.231328250867655,0.124179751362917,0.063313793216928
74,1,89679,-0.323081599697061,0.123614117660631,0.00934200367451792
75,1,89880,-0.314825171340423,0.123706364286267,0.0113546822616329
