SNP,Chr,Pos,Effect,SE,ERV25_ORM2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0155165662722325,0.0795415679152886,0.845446512732994
9,1,27272,-0.126902119958538,0.0780595839435698,0.104904098469988
16,1,27843,0.00983432973219332,0.0764956474592097,0.897778521913913
17,1,27848,0.00983432973219332,0.0764956474592097,0.897778521913913
18,1,28495,0.0113354463679746,0.0764962977068956,0.882283002388741
19,1,28975,0.0220407182393405,0.0759782711144611,0.771915888888173
26,1,31435,0.0218645421531744,0.0757770651156079,0.773104509633693
29,1,36146,-0.0178082811349192,0.0753892577875727,0.813400704120737
31,1,37409,0.0109228659345433,0.0758006378488712,0.885503796803364
32,1,37478,0.0125078009647561,0.0758651096039708,0.869141501724667
33,1,39144,0.01078377802,0.0755196442215954,0.886534074647867
34,1,41499,-0.0317858386589164,0.0752933402567894,0.673165213162755
37,1,51248,0.0250846898034489,0.0756211236534248,0.740301040386385
38,1,51462,0.0352282209288799,0.0757122539799633,0.642010077118103
39,1,52124,-0.0195358819187361,0.0756257610440069,0.796308097421447
40,1,52667,-0.0502631730711422,0.0754642926566075,0.5058126311017
42,1,59265,0.111741907419748,0.0752389056265607,0.138393565592643
43,1,60165,0.144571897554092,0.0750229918400847,0.0547776453123753
44,1,62308,0.0180939144571405,0.0753274723574011,0.810312013299259
45,1,62869,-0.0356157568437098,0.0753003096731113,0.636517722587575
49,1,66841,-0.00900180389004235,0.0753581430777505,0.904983925454425
50,1,66948,0.00304737824095908,0.0758219838787423,0.967963396486405
51,1,68621,0.0282797906144427,0.0756017712804008,0.708582366123774
52,1,69417,-0.0226078207910442,0.0754069699527401,0.764497970672676
56,1,74327,0.0785025085666007,0.0757160068027432,0.300537829879923
57,1,74572,0.0957491945638368,0.0754574204704824,0.205306769597311
58,1,75211,0.109060317738572,0.0752679539269708,0.148236245234997
59,1,76030,0.0956288716753441,0.0753196733513555,0.205049242008549
60,1,80108,0.0205217371210711,0.0754656988849449,0.785831257453249
61,1,81262,0.0355787440818973,0.0754213011461663,0.637408562911057
62,1,81999,0.0301832550080198,0.0756122536180127,0.68999850155145
63,1,82431,0.0227299549689882,0.0759776958455296,0.764989327092911
64,1,83284,0.0434665953691068,0.07539889435802,0.564652441812808
65,1,83613,0.0431967358847816,0.0753910174412546,0.567030290099603
66,1,84112,0.0577740158604077,0.0753716783240688,0.443878330355033
68,1,84858,0.00274582298278003,0.0756471367427281,0.971065438730751
69,1,85751,0.0206575271219824,0.0759502500462094,0.785790554063816
70,1,87445,0.0073350142697915,0.076117777158499,0.92328615891206
71,1,87467,0.0127488335417332,0.0765142548708579,0.867764162159245
72,1,89070,0.0124520864887117,0.0760354776176315,0.870008454916257
73,1,89616,0.0172249586212581,0.0756237608675981,0.819955536254793
74,1,89679,0.0124429227646432,0.0756359955832908,0.869423364593323
75,1,89880,0.0237770102984103,0.0756474752527409,0.753468750399448
76,1,91472,0.0369500549778707,0.0761942769687904,0.628015956571462
77,1,93789,-0.00100517179414,0.0754343599415041,0.989375935877212
78,1,94351,-0.00614020143197201,0.075632202745591,0.935340826893431
79,1,99148,-0.00725718788222759,0.0754333899832004,0.923411105297217
82,1,106800,0.0139001511227944,0.0755325079788514,0.854096588597118
