SNP,Chr,Pos,Effect,SE,TPO1_TCB2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0237457225814244,0.140497094150094,0.865883851801569
9,1,27272,-0.0366239066841696,0.138379016870012,0.79142298581806
16,1,27843,-0.0970334441063111,0.135019586334526,0.472824628998267
17,1,27848,-0.0970334441063111,0.135019586334526,0.472824628998267
18,1,28495,-0.120583629856868,0.134968002623149,0.372238928369937
19,1,28975,-0.107638985026789,0.134094981042131,0.42268418819972
26,1,31435,-0.174811750719437,0.133537956138834,0.191359053552943
29,1,36146,-0.189624157417002,0.132788457838053,0.154171109306679
31,1,37409,-0.0565302243457352,0.133857684018584,0.673051580458338
32,1,37478,-0.0735196703497902,0.13394944979074,0.583447619186342
33,1,39144,0.00166970786353953,0.133395057746121,0.990020199298026
34,1,41499,0.0872819525322738,0.132943937486208,0.51190961915713
37,1,51248,-0.0214666769677141,0.13358640946995,0.872425496430909
38,1,51462,-0.0139468217897983,0.133770386764177,0.91702269799143
39,1,52124,-0.000292071671437813,0.133591294579641,0.998256815247572
40,1,52667,-0.0433579983490199,0.13335723173078,0.745277781575667
42,1,59265,0.0373644112004204,0.133295077157295,0.779401185377453
43,1,60165,0.0759118811959117,0.133147884963757,0.568950796896444
44,1,62308,0.145819863732047,0.13283613400841,0.273065181847065
45,1,62869,0.208621754635037,0.132581796884905,0.116491396971362
49,1,66841,0.176606251793508,0.132776353608716,0.184342994746718
50,1,66948,0.151087073565074,0.133683922068388,0.259167155064712
51,1,68621,-0.0383800936979699,0.133547137546125,0.773982454468175
52,1,69417,0.0422846088329197,0.133190160419614,0.751070550470329
56,1,74327,0.0553011516379986,0.133909203234117,0.679875669193581
57,1,74572,0.0274010645550512,0.133576991340991,0.83758635800928
58,1,75211,0.0382667256904592,0.133325883185277,0.774268100352969
59,1,76030,0.118872734035865,0.133191249779328,0.372734822995461
60,1,80108,-0.028553244720643,0.133301248879236,0.830514086755505
61,1,81262,0.0542666284302113,0.133228209119833,0.684019235362526
62,1,81999,-0.0278225335985998,0.133576744535724,0.835123638154122
63,1,82431,-0.0865254613034457,0.134138276575282,0.51931588072153
64,1,83284,-0.0489776865161602,0.133215126453662,0.713348153208714
65,1,83613,-0.0327427908238841,0.133214548764849,0.805987719532794
66,1,84112,-0.0597099085202233,0.133202723314118,0.654238103131191
68,1,84858,-0.0117667282748488,0.133615208041377,0.929875516286131
69,1,85751,-0.0409640969315126,0.134148158260821,0.760268471736619
70,1,87445,-0.0739833035772237,0.134391816289987,0.582321565182956
71,1,87467,-0.138083603124986,0.134953367461792,0.306916358104048
72,1,89070,-0.0911194684383333,0.134219868325098,0.497657400476003
73,1,89616,-0.108461603293032,0.133460158958341,0.416944134225546
74,1,89679,-0.116226354516143,0.133458575855068,0.384411744291949
75,1,89880,-0.0851529397802768,0.133558843400744,0.524167784390831
76,1,91472,-0.105363703235285,0.134510818594157,0.433970159562918
77,1,93789,-0.0763334999431887,0.133178672833239,0.56689717017568
78,1,94351,-0.118576171055254,0.133442134752503,0.374825241461801
79,1,99148,-0.110519445492829,0.133110718215337,0.406940480284403
82,1,106800,-0.117736126771237,0.133273113722677,0.377610659475994
83,1,107970,-0.0578886864883699,0.132989392224053,0.663619413622797
84,1,109000,-0.0282335379872884,0.133251041039173,0.832321136668743
85,1,112549,-0.0642886700745299,0.133064676200473,0.629296900221782
86,1,112742,-0.0639327139302509,0.133583922351232,0.632522446721562
87,1,113050,-0.0965974544476849,0.1333033443432,0.469150550148243
88,1,113135,-0.0588069658817582,0.133025854942063,0.658708031473187
89,1,114076,-0.105248953712949,0.132944703837623,0.429082040561072
90,1,114628,-0.0930034468360976,0.133307424465563,0.485848220262128
91,1,116283,0.0459741548985612,0.134118930904102,0.731963134730866
93,1,127853,0.144723078420498,0.133669737882306,0.279684418048637
94,1,128302,0.106112862630188,0.133257566201399,0.42639347506354
95,1,128704,0.0432433008073017,0.133490124116829,0.746172415948013
96,1,128911,0.0544784825976181,0.133493253706755,0.683448306059014
97,1,130267,0.121270598452627,0.133305275547503,0.363590427093634
98,1,130271,0.11074469701265,0.133489777987797,0.40731895345925
99,1,130613,0.154446524645627,0.134617767461859,0.252035995435295
100,1,132012,-0.176738687221898,0.134253091735263,0.188874146313832
101,1,133231,-0.127122460225632,0.133455850183422,0.341473346669678
102,1,137074,-0.150148643043334,0.13319768451959,0.260397521578364
103,1,137304,-0.241962127059897,0.132860893928498,0.0694275373922973
104,1,139686,-0.224256902670925,0.133124988882817,0.0929575565532814
105,1,149562,-0.220580179043013,0.13344849157886,0.0992354440217919
106,1,150447,-0.165807040890357,0.135162096751783,0.220742663461581
108,1,154084,-0.207656493326659,0.135418076252935,0.126061385915235
110,1,157269,-0.218120099115203,0.132896342915439,0.101629935456565
111,1,160054,-0.21352884096536,0.134189476187209,0.112448689480403
112,1,166222,-0.187950735258117,0.133298994062262,0.159422030329408
113,1,166416,-0.189847535613479,0.133019220435333,0.154400784263692
114,1,167326,-0.221095365306627,0.133643429233018,0.0989416880582558
115,1,168836,-0.164458209683878,0.133237522719322,0.21790344188406
116,1,171200,-0.189121857628172,0.133345315626887,0.156989347047815
117,1,171431,-0.187508643416003,0.134188940611719,0.163186598165521
118,1,173339,-0.213101251991954,0.133030484190514,0.11007263216991
119,1,173845,-0.186560300512388,0.133032395380484,0.161684341773171
120,1,175121,-0.228913751192312,0.132579293403448,0.0851112226485461
121,1,175281,-0.233587022556035,0.132669860521942,0.0791612030457622
122,1,175315,-0.247673756967612,0.132555308315716,0.0625266763036493
123,1,175523,-0.231647587919468,0.133395357731293,0.0833391958690687
124,1,175541,-0.241308776348112,0.13279755664736,0.0700469034265144
125,1,175653,-0.238617337618314,0.133235428575633,0.0741587642885734
128,1,175856,-0.220981369046607,0.135539536759442,0.103912450493187
129,1,175876,-0.20861667871131,0.133502980446893,0.119034051410625
130,1,175989,-0.217107299870982,0.13384827126765,0.105687465094801
131,1,176001,-0.223549742705929,0.134521007545403,0.09743654957135
133,1,177692,-0.234418293495933,0.132623575382651,0.0780006883582214
134,1,178191,-0.239400837587751,0.132731233360282,0.0721384730233783
135,1,178224,-0.234418293495933,0.132623575382651,0.0780006883582214
136,1,178960,-0.274361593431226,0.133476673471097,0.0405657160628845
140,1,183802,-0.271169624439608,0.132441852910741,0.0413525210200068
141,1,183954,-0.250644110089718,0.133531136419227,0.0613363297028408
142,1,184450,-0.182429773165551,0.132666052525312,0.169970941418401
144,1,184718,-0.236643819494813,0.133182440371899,0.0764557479838221
145,1,185296,-0.189302963933174,0.132827582377155,0.154989284591914
146,1,185438,-0.189157485429453,0.132834476969356,0.155327216999825
147,1,185469,-0.19875676406949,0.132987629717261,0.135925083164957
148,1,185503,-0.165780585428032,0.132769796089675,0.212627241281011
149,1,185705,-0.213429286171729,0.13406943996414,0.112295283429792
150,1,185749,-0.194953345684295,0.134149131146132,0.147040424367643
151,1,185806,-0.229811382957922,0.134173111070654,0.0876278736336701
152,1,185879,-0.181773450980421,0.135034379636272,0.179125309496816
153,1,185916,-0.119148375579518,0.135170270398609,0.378663920896696
154,1,185941,-0.137319762674464,0.135711752853014,0.312303441064064
