SNP,Chr,Pos,Effect,SE,SSH1_ERV25_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0203529652284986,0.0545198434135592,0.709139598067741
9,1,27272,-0.0026452867052511,0.0537114939472238,0.96074798383042
16,1,27843,-0.0539067933852411,0.0523622924856462,0.303951324041533
17,1,27848,-0.0539067933852411,0.0523622924856462,0.303951324041533
18,1,28495,-0.0524153748798961,0.0523674320620671,0.317553268577857
19,1,28975,-0.0640460220017497,0.0519794916149653,0.218716786125691
26,1,31435,-0.0423130947213593,0.0519042975641748,0.415499669831808
29,1,36146,-0.0757731852537293,0.0515276532783399,0.142307860828972
31,1,37409,-0.0329893075805338,0.0519350231092084,0.525707232877587
32,1,37478,-0.0507542900880149,0.0519391642819372,0.329145641721373
33,1,39144,-0.11412180533482,0.0514144824526021,0.027077959418448
34,1,41499,-0.101414311539842,0.0513454892248994,0.0490314663258007
37,1,51248,-0.0517475265224312,0.0517749790554894,0.31825179576212
38,1,51462,-0.0591430184410581,0.0518229749483949,0.25453912918526
39,1,52124,-0.0457636992278779,0.0517909393940545,0.377500797379228
40,1,52667,-0.0720725254138197,0.0516227619067387,0.163550149060136
42,1,59265,0.0268023210998047,0.0517193071815034,0.604624829650463
43,1,60165,0.0335371475908189,0.051669055840343,0.516711276753873
44,1,62308,0.0286113018824627,0.0516205640566721,0.579750711384342
45,1,62869,0.0368957354091753,0.0515991800458981,0.475053873869141
49,1,66841,0.000510698280995842,0.0516608636134917,0.992118150674067
50,1,66948,-0.0247955091764383,0.0519611628045622,0.633519912009351
51,1,68621,0.0132270605679856,0.0518323294640287,0.798725440498117
52,1,69417,0.00517182849786796,0.0516991469146153,0.920371725340469
56,1,74327,-0.0910816070854972,0.0517575878719317,0.0793124343439233
57,1,74572,-0.0743878036035447,0.0516943254142362,0.151038418900435
58,1,75211,-0.0486657723550142,0.0516863507798861,0.347062129320918
59,1,76030,-0.0306137211649173,0.0517255558443726,0.554330525433667
60,1,80108,-0.113416679343067,0.0513856176047184,0.0279452801448938
61,1,81262,-0.143443876474039,0.051152798264476,0.00532278415401764
62,1,81999,-0.122045097829267,0.0514371807322139,0.0181937234636607
63,1,82431,-0.115028868101156,0.0517301096152626,0.0268054296162553
64,1,83284,-0.108811874440974,0.0513867582021377,0.0349155107586933
65,1,83613,-0.0958049471021973,0.0514543397902053,0.0634421899274381
66,1,84112,-0.0918197395752072,0.0514806429039586,0.0753512772728475
68,1,84858,-0.0950535138473485,0.0516106623668503,0.0663516566421028
69,1,85751,-0.0867269154396521,0.0518661820905807,0.0953850854260471
70,1,87445,-0.0715172483531157,0.0520422392299555,0.170246670163413
71,1,87467,-0.0676297501750727,0.0523307798596217,0.197080853600295
72,1,89070,-0.0825708053285361,0.0519405407405208,0.112793587544019
73,1,89616,-0.0846358672894231,0.0516496525573156,0.102176448113995
74,1,89679,-0.0788888615235767,0.0516820054008765,0.127798764306654
75,1,89880,-0.0999573253082376,0.0515918412378548,0.0534860515579108
76,1,91472,-0.0799779369248096,0.0520767253710613,0.12549028836515
77,1,93789,-0.0465946923351802,0.0516525869253077,0.36763021503147
78,1,94351,-0.0590086336384041,0.0517529731924881,0.254976865832511
79,1,99148,-0.0235505628791971,0.051696894257345,0.648993096943963
82,1,106800,-0.0212132571418167,0.0517695310526486,0.682228091495561
83,1,107970,-0.0216694913445664,0.0516155464379108,0.674868778559605
84,1,109000,-0.0529695221839461,0.0516425190803765,0.305737271464243
85,1,112549,-0.0432658330838543,0.0516095208633073,0.40241242468388
86,1,112742,-0.0524175478512359,0.051787046243783,0.312147707642381
87,1,113050,-0.0575663907700764,0.0516841554128266,0.26611800861476
88,1,113135,-0.0638181703093146,0.0515311951333185,0.216376774130787
89,1,114076,-0.0692996614579759,0.0515111345028454,0.179381085566017
90,1,114628,-0.028897895605783,0.0517508173985338,0.576922127737423
91,1,116283,-0.0659806170639694,0.0519430504567747,0.204832490594998
93,1,127853,0.0021326524824429,0.0519645718555116,0.967286803660679
94,1,128302,0.00788660180906114,0.0517633895719133,0.878991088040959
95,1,128704,0.0097607708428048,0.0518140154473653,0.850686320261113
96,1,128911,0.0308559616821699,0.0517963252312021,0.551745914846252
97,1,130267,-0.0189545765885143,0.051787964607861,0.714581703583316
98,1,130271,-0.0165685050590518,0.0518517688944888,0.749509143304034
99,1,130613,-0.0145544881631311,0.0523381568352107,0.781109451961385
100,1,132012,0.00297391215025777,0.0522325444814117,0.954628390597174
101,1,133231,-0.00104676654255087,0.051862111624174,0.98390827672705
102,1,137074,-0.0304564268992971,0.0517630066578491,0.556652106651464
103,1,137304,-0.00937607655787751,0.0518039801149101,0.856478171144092
104,1,139686,-0.00130813911699881,0.0518744185991323,0.979895789613343
105,1,149562,-0.0155363144496868,0.0519862323340637,0.76522699532166
106,1,150447,-0.015908053845442,0.0525627071547106,0.762335582171941
108,1,154084,-0.0312404833658522,0.0527057167161818,0.55373853180403
110,1,157269,-0.0104239035730216,0.0517719218948496,0.840546508290041
111,1,160054,-0.0427204597325102,0.0522173161500582,0.413835880620749
112,1,166222,-0.0448693164325666,0.0518252244995957,0.387198073641416
113,1,166416,-0.037670534367813,0.0517360578639615,0.467017213266734
114,1,167326,-0.0410678363756855,0.0520232078616173,0.430400118597147
115,1,168836,-0.0306128557554605,0.0517967338751162,0.55488589751291
116,1,171200,-0.00779574349093548,0.0518983036923573,0.88068321852277
117,1,171431,-0.0227483021960557,0.0522099395216989,0.663314717113097
118,1,173339,-0.0294736548830296,0.051794097491903,0.569681160431744
119,1,173845,-0.0244165484251531,0.0517585823639588,0.637404453191832
120,1,175121,-0.0501772889419833,0.0516031766899619,0.33153321103586
121,1,175281,-0.0410459138318106,0.0516699956431461,0.427504557023446
122,1,175315,-0.0428063245387419,0.0516496532639884,0.407787566123474
123,1,175523,-0.0462157503600983,0.0519345881324486,0.374134319224171
124,1,175541,-0.0420442079879879,0.0517322381150022,0.416922136088501
125,1,175653,-0.0517746722894918,0.051871319365508,0.318896738563447
128,1,175856,-0.0547895032876647,0.0527214181774866,0.299410621278722
129,1,175876,-0.0426875889520516,0.0519431421347315,0.411737616490658
130,1,175989,-0.0442874342723496,0.0520878438929942,0.395765147738334
131,1,176001,-0.0519749853867847,0.0523397885139568,0.321375481709246
133,1,177692,-0.0616066193577769,0.0515957923905497,0.233270290325508
134,1,178191,-0.0624036096799395,0.0516445188483223,0.22772927113201
135,1,178224,-0.0616066193577769,0.0515957923905497,0.233270290325508
136,1,178960,-0.0644052219133809,0.051999932526287,0.216330157059924
140,1,183802,-0.00763770544918789,0.0517047917990907,0.882650013193909
141,1,183954,-0.0196435019807683,0.0520723322379085,0.706225719413633
142,1,184450,-0.0135903552987038,0.0516217426453088,0.792497588083412
144,1,184718,0.00865277157031048,0.0519180972208558,0.86773146513356
